abstract-region;['produkt', 'produkt i matematikk'];Resultatet av multiplikasjon
taxonomic-collective;['taggbregneslekta', 'polystichum'];Planteslekt i stortelgfamilien
taxonomic-collective;['kattefotslekta', 'antennaria'];Planteslekt
taxonomic-collective;['cotinus'];Planteslekt
taxonomic-collective;['påskeliljefamilien', 'amaryllidaceae', 'amaryllisfamilien', 'laukfamilien', 'narsissfamilien'];Plantefamilie
taxonomic-collective;['najas'];Planteslekt
taxonomic-collective;['cassia'];Planteslekt
taxonomic-collective;['liriope'];Planteslekt
taxonomic-collective;['smilax'];Planteslekt
taxonomic-collective;['polygonatum'];Planteslekt
taxonomic-collective;['nelumbo'];Planteslekt
taxonomic-collective;['mesembryanthemum'];Planteslekt
taxonomic-collective;['dimorphotheca'];Planteslekt
taxonomic-collective;['dylle', 'sonchus'];Planteslekt
taxonomic-collective;['chelicerata'];underrekkje av leddyr
taxonomic-collective;['jujube', 'ziziphus'];Planteslekt
taxonomic-collective;['anasa'];Insektslekt
taxonomic-collective;['gutierrezia'];Planteslekt
taxonomic-collective;['sarcostemma'];Planteslekt
taxonomic-collective;['lobularia'];Planteslekt
taxonomic-collective;['liquidambar'];Planteslekt
taxonomic-collective;['kranstrefamilien', 'araucariaceae'];plantefamilie
taxonomic-collective;['calocedrus'];Planteslekt
taxonomic-collective;['silphium'];Planteslekt
taxonomic-collective;['cortaderia'];Planteslekt
taxonomic-collective;['bambusa'];Planteslekt
taxonomic-collective;['lithocarpus'];Planteslekt
taxonomic-collective;['sarcophilus'];Pattedyrslekt
taxonomic-collective;['homona'];Insektslekt
taxonomic-collective;['athyrium'];Planteslekt
taxonomic-collective;['bolbitis'];Planteslekt
taxonomic-collective;['coeloglossum'];Planteslekt
taxonomic-collective;['calopogon'];Planteslekt
taxonomic-collective;['cleistes'];Planteslekt
taxonomic-collective;['leppeblomfamilien', 'lamiaceae', 'leppeblomsterfamilien', 'leppeblom', 'lepeblomsterfamilien', 'leppeblomstfamilien'];Familie i leppeblomordenen
taxonomic-collective;['argiope'];Edderkoppslekt
taxonomic-collective;['nymphaea'];Planteslekt
taxonomic-collective;['vinranke', 'vitis', 'vindrue'];Planteslekt
taxonomic-collective;['ophioglossum'];Planteslekt
taxonomic-collective;['pithecellobium'];Planteslekt
taxonomic-collective;['oecanthus'];Insektslekt
taxonomic-collective;['dicksonia'];Planteslekt
taxonomic-collective;['cyphomandra'];Planteslekt
taxonomic-collective;['averrhoa'];Planteslekt
taxonomic-collective;['sesamum'];Planteslekt
taxonomic-collective;['emilia'];Planteslekt
taxonomic-collective;['pachycereus'];Planteslekt
taxonomic-collective;['chrysophyllum'];Planteslekt
taxonomic-collective;['alsobia'];Planteslekt
taxonomic-collective;['melicoccus'];Planteslekt
taxonomic-collective;['piptadenia'];Planteslekt
taxonomic-collective;['zingiber'];Planteslekt
taxonomic-collective;['pyrophorus'];Insektslekt
taxonomic-collective;['cordia'];Planteslekt
taxonomic-collective;['vittaria'];Planteslekt
taxonomic-collective;['capparis'];Planteslekt
taxonomic-collective;['mangifera'];Planteslekt
taxonomic-collective;['eugenia'];Planteslekt
taxonomic-collective;['spondias'];Planteslekt
taxonomic-collective;['sisselrotordenen', 'polypodiales'];Planteorden
taxonomic-collective;['dracunculus'];Planteslekt
taxonomic-collective;['sivfamilien', 'sevfamilien'];Plantefamilie
taxonomic-collective;['apios'];Planteslekt
taxonomic-collective;['lophophora'];Planteslekt
taxonomic-collective;['chrysolepis'];Planteslekt
taxonomic-collective;['isoëtes'];Planteslekt
taxonomic-collective;['schizosaccharomyces'];slekt av fissipare gjærsoppar
taxonomic-collective;['carcharias'];Fiskeslekt
taxonomic-collective;['carcharias'];Fiskeslekt
taxonomic-collective;['sparganium'];Planteslekt
taxonomic-collective;['clethra'];Planteslekt
taxonomic-collective;['albula'];Fiskeslekt
taxonomic-collective;['kråkefotslekta', 'lycopodium'];Planteslekt
taxonomic-collective;['xenosaurus'];Krypdyrslekt
taxonomic-collective;['crassula'];Planteslekt
taxonomic-collective;['sypress-slekta', 'cupressus'];Planteslekt
taxonomic-collective;['cycas'];Planteslekt
taxonomic-collective;['skjermsivaksslekta', 'cyperus'];Planteslekt
taxonomic-collective;['forficula'];Insektslekt
taxonomic-collective;['gleichenia'];Planteslekt
taxonomic-collective;['marchantia'];Planteslekt
taxonomic-collective;['melastoma'];Planteslekt
taxonomic-collective;['ring-grøntrådslekta', 'oedogonium'];Slekt av frittlevande, filamentøse grønalgar som lever i ferskvatn
taxonomic-collective;['phytolacca'];Planteslekt
taxonomic-collective;['scincus'];Krypdyrslekt
taxonomic-collective;['brunrotslekta', 'scrophularia'];Planteslekt i brunrotfamilien
taxonomic-collective;['simarouba'];Planteslekt
taxonomic-collective;['acanthurus'];Fiskeslekt
taxonomic-collective;['størar', 'acipenser', 'stør'];Fiskeslekt
taxonomic-collective;['ameiurus'];Fiskeslekt
taxonomic-collective;['amphisbaena'];Krypdyrslekt
taxonomic-collective;['anacardium'];Planteslekt
taxonomic-collective;['anguis'];Krypdyrslekt
taxonomic-collective;['annona'];Planteslekt
taxonomic-collective;['apogon'];Fiskeslekt
taxonomic-collective;['argentina'];Fiskeslekt
taxonomic-collective;['arius'];Fiskeslekt
taxonomic-collective;['balaena'];Pattedyrslekt
taxonomic-collective;['balaenoptera'];Pattedyrslekt
taxonomic-collective;['blatta'];Insektslekt
taxonomic-collective;['blennius'];Fiskeslekt
taxonomic-collective;['brama'];Fiskeslekt
taxonomic-collective;['bruchus'];Insektslekt
taxonomic-collective;['bryum'];Planteslekt
taxonomic-collective;['burmannia'];Planteslekt
taxonomic-collective;['buksbomslekta'];Planteslekt
taxonomic-collective;['calliphora'];Insektslekt
taxonomic-collective;['caranx'];Fiskeslekt
taxonomic-collective;['carcharhinus'];Fiskeslekt
taxonomic-collective;['caryocar'];Planteslekt
taxonomic-collective;['celastrus'];Planteslekt
taxonomic-collective;['chamaeleo'];Krypdyrslekt
taxonomic-collective;['chironomus'];Insektslekt
taxonomic-collective;['chrysochloris'];Pattedyrslekt
taxonomic-collective;['cordylus'];Krypdyrslekt
taxonomic-collective;['coregonus'];Fiskeslekt
taxonomic-collective;['corvus'];slekt av kråker og ramnar i kråkefamilien
taxonomic-collective;['corydalus'];Insektslekt
taxonomic-collective;['cottus'];Fiskeslekt
taxonomic-collective;['crocodylus'];Krypdyrslekt
taxonomic-collective;['culex'];Insektslekt
taxonomic-collective;['cyathea'];Planteslekt
taxonomic-collective;['cynips'];Insektslekt
taxonomic-collective;['danaus'];Insektslekt
taxonomic-collective;['diodon'];Fiskeslekt
taxonomic-collective;['equus'];Pattedyrslekt
taxonomic-collective;['eriocaulon'];Planteslekt
taxonomic-collective;['ancylus'];Blautdyrslekt
taxonomic-collective;['anomia'];Blautdyrslekt
taxonomic-collective;['arca'];Blautdyrslekt
taxonomic-collective;['caenolestes'];Pattedyrslekt
taxonomic-collective;['dyreslekta cancer', 'cancer'];krabbeslekt
taxonomic-collective;['catostomus'];Fiskeslekt
taxonomic-collective;['cypraea'];Blautdyrslekt
taxonomic-collective;['cyprinus'];Fiskeslekt
taxonomic-collective;['elaeocarpus'];Planteslekt
taxonomic-collective;['elephas'];Pattedyrslekt
taxonomic-collective;['erinaceus'];Pattedyrslekt
taxonomic-collective;['fissurella'];Blautdyrslekt
taxonomic-collective;['holocentrus'];Fiskeslekt
taxonomic-collective;['macropus'];Pattedyrslekt
taxonomic-collective;['mya'];Blautdyrslekt
taxonomic-collective;['patella'];Blautdyrslekt
taxonomic-collective;['pholas'];Blautdyrslekt
taxonomic-collective;['kjempeslekta', 'plantago'];Planteslekt
taxonomic-collective;['raja'];Fiskeslekt
taxonomic-collective;['tridacna'];Blautdyrslekt
taxonomic-collective;['unio'];Blautdyrslekt
taxonomic-collective;['venus'];Blautdyrslekt
taxonomic-collective;['viverra'];Pattedyrslekt
taxonomic-collective;['felis'];Pattedyrslekt
taxonomic-collective;['gasterophilus'];Insektslekt
taxonomic-collective;['gelechia'];Insektslekt
taxonomic-collective;['gentiana'];Planteslekt
taxonomic-collective;['gerris'];Insektslekt
taxonomic-collective;['hippobosca'];Insektslekt
taxonomic-collective;['hyla'];Amfibieslekt
taxonomic-collective;['hymenophyllum'];Planteslekt
taxonomic-collective;['planteslekta siv', 'sivslekta', 'sev', 'sevslekta', 'juncus'];Planteslekt
taxonomic-collective;['lacerta'];Krypdyrslekt
taxonomic-collective;['lampris'];Fiskeslekt
taxonomic-collective;['lasiocampa'];Insektslekt
taxonomic-collective;['lepisma'];Insektslekt
taxonomic-collective;['lepisosteus'];Fiskeslekt
taxonomic-collective;['liparis'];Fiskeslekt
taxonomic-collective;['logania'];Planteslekt
taxonomic-collective;['loranthus'];Planteslekt
taxonomic-collective;['lycaena'];Insektslekt
taxonomic-collective;['lymantria'];Insektslekt
taxonomic-collective;['malpighia'];Planteslekt
taxonomic-collective;['marattia'];Planteslekt
taxonomic-collective;['megaderma'];Pattedyrslekt
taxonomic-collective;['melia'];Planteslekt
taxonomic-collective;['morbær', 'morbærtre'];Planteslekt
taxonomic-collective;['mugil'];Fiskeslekt
taxonomic-collective;['mullus'];Fiskeslekt
taxonomic-collective;['myrmeleon'];Insektslekt
taxonomic-collective;['nepa'];Insektslekt
taxonomic-collective;['nidularia'];Insektslekt
taxonomic-collective;['notonecta'];Insektslekt
taxonomic-collective;['nymphalis'];Insektslekt
taxonomic-collective;['oestrus'];Insektslekt
taxonomic-collective;['valmueslekta', 'papaver'];Planteslekt
taxonomic-collective;['phoca'];Pattedyrslekt
taxonomic-collective;['kålsommarfuglar', 'pieris', 'kålsommarfugl', 'kålsommerfuglar', 'pieris sp.', 'pieris spp.'];Insektslekt
taxonomic-collective;['peparslekta', 'pepar-slekta', 'peppar-slekta', 'pepparslekta', 'pepper-slekta', 'pepperslekta', 'piper'];Planteslekt
taxonomic-collective;['pipa'];Amfibieslekt
taxonomic-collective;['pomacentrus'];Fiskeslekt
taxonomic-collective;['priacanthus'];Fiskeslekt
taxonomic-collective;['pseudococcus'];Insektslekt
taxonomic-collective;['psilotum'];Planteslekt
taxonomic-collective;['pygopus'];Krypdyrslekt
taxonomic-collective;['rhamnus'];Planteslekt
taxonomic-collective;['rhizophora'];Planteslekt
taxonomic-collective;['rubia'];Planteslekt
taxonomic-collective;['salamandra'];Amfibieslekt
taxonomic-collective;['salmo'];Slekt i laksefamilien
taxonomic-collective;['salvinia'];Planteslekt
taxonomic-collective;['saturnia'];Blautdyrslekt
taxonomic-collective;['sildreslekta', 'saxifraga'];Planteslekt
taxonomic-collective;['schizaea'];Planteslekt
taxonomic-collective;['sciurus'];Pattedyrslekt
taxonomic-collective;['scomber'];Fiskeslekt
taxonomic-collective;['scorpaena'];Fiskeslekt
taxonomic-collective;['sepia'];Blautdyrslekt
taxonomic-collective;['serranus'];Fiskeslekt
taxonomic-collective;['sillago'];Fiskeslekt
taxonomic-collective;['silurus'];Fiskeslekt
taxonomic-collective;['søtvierslekta', 'solanum', 'søtvier'];Planteslekt
taxonomic-collective;['solea'];Fiskeslekt
taxonomic-collective;['spalax'];Pattedyrslekt
taxonomic-collective;['tragulus'];Pattedyrslekt
taxonomic-collective;['trionyx'];Krypdyrslekt
taxonomic-collective;['tupaia'];Pattedyrslekt
taxonomic-collective;['uintatherium'];Pattedyrslekt
taxonomic-collective;['viperă'];Krypdyrslekt
taxonomic-collective;['zoarces'];Fiskeslekt
taxonomic-collective;['ursus'];Pattedyrslekt
taxonomic-collective;['sticherus'];Planteslekt
taxonomic-collective;['lamiales', 'leppeblomordenen', 'leppeblomsterordenen'];Planteorden
taxonomic-collective;['codariocalyx'];Planteslekt
taxonomic-collective;['dermacentor'];Edderkoppslekt
taxonomic-collective;['latrodectus'];Edderkoppslekt
taxonomic-collective;['petaurista'];Pattedyrslekt
taxonomic-collective;['foeniculum'];Planteslekt
taxonomic-collective;['amphicarpaea'];Planteslekt
taxonomic-collective;['radyera'];Planteslekt
taxonomic-collective;['oxybelis'];Krypdyrslekt
taxonomic-collective;['microtus'];Pattedyrslekt
taxonomic-collective;['diplotaxis'];Planteslekt
taxonomic-collective;['hydromys'];Pattedyrslekt
taxonomic-collective;['hydromantes'];Amfibieslekt
taxonomic-collective;['tineola'];Insektslekt
taxonomic-collective;['anthonomus'];Insektslekt
taxonomic-collective;['thomomys'];Pattedyrslekt
taxonomic-collective;['euonymus'];Planteslekt
taxonomic-collective;['gaultheria'];Planteslekt
taxonomic-collective;['psoralea'];Planteslekt
taxonomic-collective;['grisøyre', 'hypochaeris', 'hypochoeris'];Planteslekt
taxonomic-collective;['bjørnekjeksslekta', 'heracleum'];Planteslekt
taxonomic-collective;['corchorus'];Planteslekt
taxonomic-collective;['lavatera'];Planteslekt
taxonomic-collective;['bos'];Pattedyrslekt
taxonomic-collective;['irvingia'];Planteslekt
taxonomic-collective;['machaeranthera'];Planteslekt
taxonomic-collective;['eranthis'];Planteslekt
taxonomic-collective;['seriphidium'];Planteslekt
taxonomic-collective;['larrea'];Planteslekt
taxonomic-collective;['jamesonia'];Planteslekt
taxonomic-collective;['aedes', 'aedesmygg'];slekt i stikkmyggfamilien
temporal-region;['1. juli'];Dato
temporal-region;['1. januar'];Dato
temporal-region;['2. februar'];Dato
temporal-region;['1. november', 'helgemesse', 'allehelgensdag', 'alle helgens aftan', 'alle helgens dag', 'festum omnium sanctorum', 'helgemessesundag', 'helgemessesøndag'];Dato
temporal-region;['jul', 'jol', '25. desember', 'første juledag', 'juledagen', 'ainndan'];Dato
temporal-region;['19. mars', 'nittande mars'];Dato
temporal-region;['14. april', '14. apr.', 'fjortande april'];Dato
temporal-region;['24. oktober', 'sn-dagen', 'fn-dagen'];Dato
temporal-region;['12. oktober'];Dato
temporal-region;['4. juli'];Dato
temporal-region;['indian summer', 'allehelgensommar', 'altweibersommar', 'brittsommar', 'husmannssommar', 'st. martins sommar'];uvanleg varm periode om hausten
temporal-region;['offentleg fridag', 'fridag'];lovleg etablert dag der dei fleste arbeidstakarar har ein løna fridag
temporal-region;['24. mai', 'fireogtjuande mai', 'tjuefjerde mai'];Dato
temporal-region;['jefferson davis'];Amerikansk politikar
temporal-region;['17. september'];Dato
temporal-region;['kvitsun', 'pinse'];Andre pinsedag
temporal-region;['1. august', 'lammas'];Dato
temporal-region;['14. juni', 'flaggdagar', 'fjortande juni', 'flaggdag'];Dato
temporal-region;['29. juni', 'niogtjuande juni', 'tjueniande juni'];Dato
temporal-region;['devontida', 'devon', 'devon-tida', 'devonperioden', 'devontid', 'eifelium', 'emsium', 'famennium', 'frasnium', 'givetium', 'lochkovium', 'mellomdevon', 'pragium', 'sein devon', 'tidleg devon'];Fjerde periode i paleozoikum
temporal-region;['kambrium', 'kambriumsystemet', 'den kambriske perioden', 'det kambriske systemet', 'kambriumtida'];Første periode av den paleozoiske tida
temporal-region;['29. september', 'mikkjelsmesse', 'festum archangeli michaelis', 'mikkelsdag', 'mikkelsmess', 'mikkelsmesse'];Dato
temporal-region;['21. juni', 'midsommar', 'sommarsolkverv', 'sumarsolkverv', 'einogtjuande juni', 'festum nativitatis st. johannis baptistæ', 'jonsokaftan', 'jonsokbål', 'sankthans', 'st. hans', 'st. hansbål', 'tjuefyrste juni', 'tjueførste juni', 'håball', 'midtsommar'];Dato
temporal-region;['kvartær', 'kvartærtida', 'kvartærperioden', 'kvartærgeologi'];tredje og siste periode i kenozoikum
temporal-region;['1. mai', 'fyrste mai', 'første mai'];Dato
temporal-region;['2. mars', 'andre mars'];Dato
temporal-region;['moderne tid', 'nyare tid', 'nytid'];Tda frå ca. 1500 til no
temporal-region;['29. februar', 'skotårsdag', '29. feb.', 'feb 29', 'skotdag', 'tjueniande februar'];Dato
temporal-region;['23. juni', 'jonsok', 'tjuetredje juni', 'treogtjuande juni', 'festum nativitatis st. johannis baptistæ', 'jonsmesse', 'jonsokaftan', 'jonsokbål', 'jonsvaka', 'sankthans', 'st. hans', 'st. hansbål'];Dato
temporal-region;['natt', 'mørker'];tid frå soleglad til solrenning
temporal-region;['6. januar', 'trettande dag jul', 'epiphania domini', 'heilagetrekongarsdag', 'heilagtrekongarsdag', 'trettandagen', 'trettandedag', 'trettandedag jul', 'trettandedagen'];Dato
theory;['informasjon', 'info', 'opplysing', 'opplysning', 'informasjon i teknikk'];Som er informativt, opplysande. som svarer på spørsmål av eit slag. som ein kan hente data eller kunnskap frå
