abstract-quality;['personnalité', 'problème de personnalité', 'caractère'];Combinaison de caractéristiques émotionnelles, d'attitude et de comportement d'un individu
agentive-physical-object;['pithecellobium dulce', "tamarin d'inde", "tamarin de l'inde", "tamarinier d'inde", "tamarinier de l'inde", 'campèche', 'camachile', 'huamachil', 'manille tamarin'];espèce d'arbres de la famille des Fabacées
agentive-physical-object;['dermacentor variabilis', 'tique américaine du chien', 'tique du bois'];Espèce d'arachnides
agentive-physical-object;['anaxyrus americanus', 'bufo americanus', "crapaud d'amérique", 'bufo americanus var. alani', 'bufo americanus var. quadripunctatus', 'bufo copei', 'bufo terrestris charlesmithi', 'bufo charlesmithi'];Espèce d''amphibiens
agentive-physical-object;['tohi à flancs roux', 'pipilo erythrophthalmus', 'tohi a flancs roux', 'cheewink', 'chewink'];Espèce d''oiseaux
agentive-physical-object;['perdrix rouge', 'alectoris rufa', 'tetrao rufus', 'red-legged partridge', 'alectoris ruffa', 'la perdrix rouge'];Espèce d'animaux
agentive-physical-object;['clintonie boréale', 'clintonia borealis', 'jaune clintonie'];Espèce de plantes
agentive-physical-object;['caille-lait jaune', 'galium verum', 'gaillet jaune', 'gaillet vrai', 'galium luteum', 'notre-dame de gaillet'];Espèce de plantes
agentive-physical-object;['sorex cinereus', 'musaraigne cendrée', 'la musaraigne cendrée'];Espèce de mammifères
agentive-physical-object;['papaver orientale', "pavot d'orient", 'pavot de tournefort', 'pavot oriental'];Espèce de plantes
agentive-physical-object;['perroquet jaco', 'psittacus erithacus', 'gris du gabon', 'perroquet gris', 'perroquet gris du gabon', "perroquet d'afrique", 'perroquet de timneh', 'gris africain'];Espèce d'animaux
agentive-physical-object;['pristis pectinata', 'poisson-scie tident', 'pristis pectinatus', 'smalltooth sawfish'];Espèce de poissons
agentive-physical-object;['archaea', 'archaebactéries', 'archées', 'archaebacteria', 'archéobactéries', 'archaeobacteriae', 'archébactérie', 'archée', 'archéobactérie', 'archaebactérie', 'archaeon'];Domaine du vivant de micro organismes unicellulaires
agentive-physical-object;['générateur électrique', "générateur d'électricité", 'générateurs électriques', 'dynamo électrique', 'generateur electrique', 'générateur', 'générateur|génératrice'];Dispositif permettant de produire de l'énergie électrique à partir d'une autre forme d'énergie
agentive-physical-object;['turbine à gaz', 'turbine à gaz de combustion', 'turbine à combustion', 'turbines à gaz', 'turbine a gaz', 'turbines à combustion', 'microturbine', 'moteur à turbine', 'moteur à turbine gaz'];Sous-classe d'une turbine
agentive-physical-object;['gorgonacea', 'coraux cornés', 'coraux écorce', 'corail corné', 'corail écorce', 'gorgonaire', 'gorgone', 'gorgones', 'fouet de mer'];Ordre de cnidaires
agentive-physical-object;['maïs denté', 'zea mays var. indentata', 'zea mays indentata'];Variété de plante
agentive-physical-object;['populus trichocarpa', "peuplier de l'ouest", 'peuplier baumier', "peuplier baumier de l'ouest"];Espèce de plante
agentive-physical-object;['courvite isabelle', 'cursorius cursor', 'charadrius cursor', 'courvite', 'curseur cursor'];Oiseau
agentive-physical-object;['saola', 'pseudoryx nghetinhensis', 'bœuf du vu quang', 'pseudorygina', 'chèvre forêt', 'corne broche'];Espèce d'animaux
agentive-physical-object;['cauri', 'monetaria moneta', 'cypraea moneta', 'erosaria moneta', 'cauris', 'cauri argent'];Espèce de mollusques
agentive-physical-object;['cancer irroratus', 'crabe'];Espèce de crustacés
agentive-physical-object;['trèfle blanc', 'trifolium repens var. giganteum', 'trifolium repens var. nevadense', 'trifolium repens var. repens', 'trifolium repens', 'trefle blanc', 'trèfle', 'trèfle rampant', 'dutch clover'];Espèce de plantes
agentive-physical-object;['asperula tinctoria', 'aspérule des teinturiers', 'aspérule tinctoriale', 'asterophyllum tinctorum', 'cynanchica tinctoria', 'galium triandrum', 'teinturier woodruff'];espèce de plantes
agentive-physical-object;['dryas octopetala', 'dryade à huit pétales', 'dryade octopétale', 'thé des alpes', 'chênette', 'thé suisse', 'dryade - chênette', 'dryade a huit petales', 'dryade', 'dryade à feuilles entières'];Plante de la famille des Rosaceae
agentive-physical-object;['oxalis corniculata', 'oxalis corniculé', 'oxalis corniculée', 'oxalis corniculee', 'oxalis reptiles', 'rampante oseille'];Espèce de plantes
agentive-physical-object;['quatre-temps', 'cornouiller du canada', 'cornus canadensis', 'cornouiller quatre-temps', 'quatre temps', 'berry dessert', 'cornouiller', 'cornouiller nain', 'crackerberry'];Plante de la famille des Cornaceae
agentive-physical-object;['cardinal pyrrhuloxia', 'cardinalis sinuatus', 'pyrrhuloxia', 'pyrrhuloxia sinuata'];Espèce d''oiseaux
agentive-physical-object;['cardinal rouge', 'cardinalidae', 'cardinalis cardinalis', 'cardinal', 'rossignol rouge de virginie', 'cardinalinae', 'cardinal cardinal', 'cardinalidés', 'cardinalis', 'cardinalis richmondena'];Espèce d'oiseau
agentive-physical-object;['acris gryllus', 'acris acheta', 'acris gryllus bufonia', 'hyla ocularis', 'rana dorsalis', 'rana gryllus', "rainette grillon de l'est"];Espèce d'amphibiens
agentive-physical-object;['dracaena', 'lézard caïman'];Genre de reptiles
agentive-physical-object;['chameau', 'camelus', 'chameaux', 'chamelle', 'chamelon'];Genre de mammifères
agentive-physical-object;['alpinia zerumbet', 'alpinia nutans', 'gingembre coquille', 'alpinia speciosa', 'coquille gingembre', 'languas speciosa', 'shall-fleur'];Espèce de plantes
agentive-physical-object;['welwitschia mirabilis', 'welwitschia', 'welwitschiaceae', 'welwitschiales', 'welwitschias'];Espèce de plantes
agentive-physical-object;['vibrio', 'vibrion'];Genre de bactéries
agentive-physical-object;['buse à queue rousse', 'buteo jamaicensis', 'buse a queue rousse', 'buses à queue rousse', 'jamaicensis', 'red tailed hawk'];Espèce d'oiseaux
agentive-physical-object;['blatte orientale', 'blatta orientalis', 'asiatique cafard', 'blackbeetle', 'oriental gardon'];Espèce de cafard
agentive-physical-object;['mustela putorius', 'putois', "putois d'europe", 'mustela putorius berberii', 'putois de berbérie', 'fitch', 'foulmart', 'foumart', 'putois européen', 'putorius'];Espèce d'animaux
agentive-physical-object;['éland', 'antilope canna', 'taurotragus oryx', 'élan du cap', 'eland', 'éland du cap', 'common eland', 'éland commun'];Espèce d'animaux
agentive-physical-object;['milan noir', 'milvus migrans', 'milan à bec jaune', 'milans noirs', 'milvus korschun', 'milan noir des marais', 'pariah kite'];Espèce d'oiseaux
agentive-physical-object;['arctostaphylos alpinus', 'arctous alpina', 'arctostaphylos alpina', "raisin-d'ours des alpes", "raisin d'ours des alpes", 'busserole alpine', "noir raisin d'ours"];Espèce de plantes
agentive-physical-object;['ginkgo', 'ginkgo biloba', 'gingko', 'gingko biloba', 'arbre au quarantes écus', 'arbre aux 40 écus', 'arbre aux quarante écus', 'gingkos', "abricotier d'argent", 'noix de ginkgo', 'maidenhair arbre'];Genre de plantes
agentive-physical-object;['lycium barbarum', 'baie de goji', 'lyciet de barbarie', 'baies de goji', 'goji', 'gou qi zi', 'lycium tibeticum', 'lyciet commun', "duc d'argyll arbre à thé", 'lycium halimifolium', 'vigne mariage commun'];Espèce de plantes
agentive-physical-object;['genêt à balais', 'cytisus scoparius subsp. scoparius', 'cytisus scoparius', 'genet a balais', 'sarothamne', 'sarothamnus scoparius', 'cytise à balais', 'genettier', 'grand genêt', 'juniesse', 'spartier à balais', 'commune balai', 'le genêt à balai', 'sarothamnus', 'vert balai'];Espèce de plantes
agentive-physical-object;['cornus mas', 'cornouiller mâle', 'cornouiller sauvage', 'cornouille', 'cornouiller male', 'cornaline cerises'];Plante de la famille des Cornaceae
agentive-physical-object;['cotoneaster horizontalis', 'cotoneaster horizontal', 'cotoneaster rampant', 'cotonéaster horizontal', 'cotonéaster rampant'];Espèce de plante de la famille des rosacées.
agentive-physical-object;['asaret du canada', 'asarum canadense', 'asaret gingembre', 'gingembre sauvage', 'canada gingembre'];Plante herbacée à rhizomes
agentive-physical-object;['ailante glanduleux', 'ailanthus altissima', 'ailanthe', 'faux vernis du japon', 'ailanthe glanduleux', 'frêne puant', 'vernis de chine', 'arbre du ciel', 'arbre des dieux'];Espèce d'arbres à feuilles caduques
agentive-physical-object;['idesia', 'idesia polycarpa'];Genre de plantes
agentive-physical-object;['weigela', 'weigelia', 'végélia', 'weigela florida'];Genre de plantes
agentive-physical-object;['quercus prinoides', 'nain chinkapin chêne', 'nain chêne', 'nain chêne jaune', 'prinoides quercus'];Espèce de plantes
agentive-physical-object;['sumac vinaigrier', 'rhus typhina', 'sumac de virginie', 'velours sumac', 'virginian sumac'];Arbuste de la famille des Anacardiaceae
agentive-physical-object;['indigotier', 'indigofera tinctoria', 'indigo des indes', 'indigo des teinturiers', 'anila tinctoria', 'indigofera anil', 'indigofera argentea', 'indigofera bergii', 'indigofera cinerascens', 'indigofera houer', 'indigofera indica', 'indigofera ornithopodioides', 'indigofera orthocarpa', 'indigofera sumatrana', 'indirubine', 'plante indigo', 'indigo'];Espèce de plantes
agentive-physical-object;['hévéa', 'hevea brasiliensis', 'hévéas', 'arbre en caoutchouc', 'arbre hévéa', 'para hévéa'];L'Arbre à caoutchouc.
agentive-physical-object;['firmiana simplex', 'parasol chinois', 'sterculier à feuilles de platane', 'wutong', 'simplex firmiana', 'arbre parasol chinois', 'phoenix arbre'];Espèce de plantes
agentive-physical-object;['chalef', 'chalef argenté', 'elaeagnus commutata', 'elaeagnus'];Espèce de plantes de la famille des Elaeagnaceae
agentive-physical-object;['bramidae', 'brama raii', 'pomfret'];Famille de poissons
agentive-physical-object;['trachipterus arcticus', 'dealfish'];Espèce de poissons
agentive-physical-object;['bassia scoparia', 'kochia scoparia', "cyprès d'été"];Espèce de plantes
agentive-physical-object;['sigmodon hispidus', 'sigmodon', 'sigmodontini', 'rat du coton', 'rat du coton hispide'];Genre de mammifères
agentive-physical-object;['sigmodon hispidus', 'sigmodon', 'sigmodontini', 'rat du coton', 'rat du coton hispide'];Espèce de mammifères
agentive-physical-object;['gryllotalpidae', 'courtilière', 'gryllotalpinae', 'courtilières'];Famille d'insectes
agentive-physical-object;['sarcochilus falcatus', "orange fleur d'orchidée"];Espèce d''orchidées
agentive-physical-object;['faucon', 'fauconneau', 'faucons'];Certains rapaces de la famille des Accipitridés
agentive-physical-object;['faucon', 'falco'];Genre d'oiseaux
agentive-physical-object;['equus asinus', 'âne', 'âne commun', 'baudet', 'bourricot', 'âne domestique', 'equus africanus asinus', 'asinus', 'equus asinus asinus', 'ânes'];Espèce de mammifères
agentive-physical-object;['porc', 'cochon', 'sus', 'sus scrofa domestica', 'porcs', 'cochon domestique', 'sus scrofa domesticus', 'cochette', 'cochonne', 'cochonnet', 'cochons', 'goret', 'porc marron', 'porcelet', 'porcine', 'pourceau', 'pourceaux', 'ralouf', 'sus domesticus', 'verrat', 'viande de cochon', 'porc domestique'];Genre animal
agentive-physical-object;['bos taurus', 'bétail', 'vache', 'bovins', 'bos primigenius', 'bœufs', 'vaches', 'bos primigenius taurus', 'bos primigenius f. taurus', 'bovin', 'taureau', 'bovins domestiques'];Bovins domestiques de l'Ancien Monde
agentive-physical-object;['zébu', 'bos indicus', 'bos taurus indicus', 'zebu'];Sous-espèce de ruminant
agentive-physical-object;['antrozous pallidus', 'chauve-souris blonde', 'bat cave', 'pallidus antrozous'];Genre d'animaux
agentive-physical-object;['canard noir', 'anas rubripes'];Espèce d'oiseaux
agentive-physical-object;['anisotremus surinamensis', 'noir margate', 'pompon'];Espèce de poissons
agentive-physical-object;['gazelle de thomson', 'gazella thomsonii', 'gazella thomsoni', "thomson's gazelle", 'gazelle de thompson', 'thomson gazelle'];Espèce de mammifères
agentive-physical-object;['arctocephalinae', 'otarie à fourrure', 'ours de mer', 'otarie', 'otaries', 'arctocephaliné', 'arctocephalinés', 'otaries à fourrure'];Page d'homonymie d'un projet Wikimédia
agentive-physical-object;['primevère officinale', 'primula veris', 'brérelle', 'herbe de saint paul', 'herbe à la paralysie', 'primerolle', 'primevere officinale', 'primula officinalis', 'printanière', 'coucou', 'primevère vraie'];Espèce de plantes
agentive-physical-object;['galatella linosyris', 'aster linosyris', 'aster lynosiris', "aster à feuilles d'osyris", 'linosyris à feuilles de lin', 'goldilocks', 'goldilocks aster', 'vulgaris linosyris'];espèce de plantes
agentive-physical-object;['vigna aconitifolia', 'haricot mat', 'haricot papillon', 'vigna aconitifolius', 'phaseolus aconitifolius'];espèce de plantes
agentive-physical-object;['jacquier', 'artocarpus heterophyllus', 'jaquier', 'jacque', 'jaque', 'pomme de jacque', "ti'jac", 'ti jac', 'tijac'];Espèce d’arbre
agentive-physical-object;['banian', 'figuier des banians', 'urostigma', 'figuier des banyans', 'ficus benghalensis', 'banian arbre', 'ficus bengalensis', 'indes orientales figuier', 'indian banyan', 'urostigma sous-genre'];Arbre du genre ficus
agentive-physical-object;['saxifrage stolonifère', 'saxifraga stolonifera', 'saxifrage sarmenteux', 'saxifrage stolonifere', 'géranium fraise', 'mère de milliers', 'saxifraga sarmentosam', 'saxifrage fraise'];espèce de plantes
agentive-physical-object;["érythrone d'amérique", 'erythronium americanum', 'ail doux', 'amberbell', 'jaune vipère langue', 'érythrone'];Espèce de plantes
agentive-physical-object;['pic maculé', 'sphyrapicus varius', 'pic macule'];Espèce d'oiseaux
agentive-physical-object;['oriole de baltimore', 'icterus galbula', 'loriot de baltimore', 'oriole du nord', 'baltimore oiseau', 'hangbird', 'icterus galbula galbula'];Espèce d''oiseaux
agentive-physical-object;['holothurie', 'holothuries', 'bêche-de-mer', 'concombre de mer', 'concombres de mer', 'biche de mer', 'bêche de mer', 'holothuroidea', 'trepang', 'trépang', 'holothuride', 'holoturies', 'namako', 'holothuria'];Classe d'échinodermes
agentive-physical-object;['étoile de mer', 'étoiles de mer', 'asteroidea', 'astérie', 'etoile de mer', 'stelleroidea', 'astéride'];Classe d'échinodermes
agentive-physical-object;['lépiote élevée', 'macrolepiota procera', 'coulemelle', 'lepiote elevee', 'lepiota procera', 'champignon parasol'];ces mush la vont te rendre high en calisss
agentive-physical-object;['pectinidae', 'pétoncle', 'pectinidés', 'pectinidé', 'petoncle', 'coquille saint-jacques', 'pétoncles'];Famille de grands bivalves
agentive-physical-object;['siren', 'sirène'];Genre d''amphibien américain de la famille des Sirenidae.
agentive-physical-object;['cryptacanthodes maculatus', 'ghostfish', 'wrymouth'];Espèce de poissons
agentive-physical-object;['congresox talabonoides', "anguille d'eau douce", "l'anguille commune", "l'anguille d'eau douce"];Espèce de poissons
agentive-physical-object;['acris', 'rainette grillon'];Genre d'amphibiens
agentive-physical-object;['éléphant de mer', 'éléphants de mer', 'elephant de mer', 'eléphants de mer', 'macrorhine', 'mirounga', 'élèphant de mer', 'éléphant de mer austral', 'éléphant de mer du sud', 'éléphants'];Genre de mammifères
agentive-physical-object;['morse', "morse de l'atlantique", 'morse du pacifique', 'odobenus divergens', 'odobenus rosmarus', 'odobenus rosmarus divergens', 'odobenus rosmarus laptevi', 'odobenus rosmarus rosmarus', 'phoca rosmarus', 'trichechus obesus', 'trichechus rosmarus', 'trichecus rosmarus', 'hippocampe', 'morses'];Espèce de mammifères
agentive-physical-object;['tringa', 'chevalier'];Genre d'oiseaux
agentive-physical-object;['ophidiidae', 'donzelles', 'ophidiidés'];Famille de poissons
agentive-physical-object;['belonidae', 'aiguillettes', 'lépidostée', 'orphies'];Famille de poissons
agentive-physical-object;['lotte', 'lota lota', 'lotte de rivière', 'lota', 'aussi écrit lotte', 'lote'];Village en Russie
