abstract-quality;['osobnosť'];Osobnosť definícií existuje okolo 110.
biological-object;['klitoris', 'dráždec', 'frenulum clitoridis', 'glans clitoridis', 'klitorisu', 'klitorálny glans'];Dráždec alebo klitoris je súčasť ženských pohlavných orgánov, erektilné tkanivo, s veľkým počtom voľných nervových zakončení a senzitívnych nervových teliesok.
biological-object;['prst', 'číslice'];Prst
biological-object;['prostata', 'predstojnica', 'predstojná žľaza', 'prostaty'];Predstojnica alebo predstojná žľaza alebo prostata
biological-object;['priečny sval brucha', 'transversus abdominis', 'transversus abdominis sval', 'musculus transversalis abdominis', 'priečny sval brušný'];Priečny sval brucha
biological-object;['malvica', 'falošné ovocie', 'pome'];Malvica je druh dužinatého plodu.
biological-object;['chrbtová struna', 'chorda dorsalis', 'notochorda', 'notochord'];Chrbtová struna alebo notochorda alebo chorda
biological-object;['hlasivky', 'hlasiviek', 'pľúca vocalis', 'vocal fold', 'vokálne akord', 'vokálne kapela'];Hlasivky
biological-object;['panenská blana', 'hymen', 'panenskej blany', 'panenstvo'];Panenská blana je membrána, ktorá čiastočne alebo úplne pokrýva vstup do pošvy žien.
biological-object;['ploché nohy', 'pes planus', 'splayfoot'];Plochá noha je názov bežného ochorenia, ktoré sa vyznačuje poruchou klenby nohy, čo spôsobuje kontakt celého povrchu chodidla so zemou.
biological-object;['orgán', 'ústroj', 'telesný orgán', 'orgán ľudského tela', 'viscerálnej', 'vnútorných orgánov', 'životne dôležitý orgán'];Orgán alebo ústroj je časť tela viacbunkových organizmov zabezpečujúca vykonávanie určitej funkcie alebo funkcií.
biological-object;['cievovka', 'chorioidea', 'cievnatka', 'cievnatka srsť', 'cievovky'];Cievovka alebo chorioidea
biological-object;['maternica', 'uterus', 'maternice', 'intrauterinná'];Maternica alebo uterus
biological-object;['podzemok', 'rizóma', 'holého kríky', 'rhizomatous'];Podzemky alebo rizóma
biological-object;['zápästie', 'zápestie', 'zápästia', 'articulatio radiocarpea', 'kĺbu', 'radiocarpal kĺbu', 'radiocarpal spoločné'];Zápästie je časť hornej končatiny medzi rukou a predlaktím.
biological-object;['tuk', 'tukové tkanivo', 'tukové väzivo', 'tukový vankúšik', 'tukového tkaniva', 'telesného tuku', 'viscerálneho tuku'];Tukové väzivo je typ väziva, ktorý vzniká nahromadením tukových buniek.
biological-object;['blúdivá bunka', 'mastocyt', 'voľná bunka', 'heparinocyt', 'žírna bunka', 'žírnych buniek', 'labrocyte', 'mastocyte'];Blúdivá bunka alebo voľná bunka alebo pohyblivá bunka je taká bunka väziva, ktorá je schopná meniť miesto.
biological-object;['blúdivá bunka', 'mastocyt', 'voľná bunka', 'heparinocyt', 'žírna bunka', 'žírnych buniek', 'labrocyte', 'mastocyte'];Mastocyt alebo žírna bunka alebo heparinocyt je bunka vyskytujúca sa v rôznych tkanivách, ale najčastejšie v koži a v tráviacej sústave.
biological-object;['slezina', 'sleziny'];Slezina je olga orgán brušnej dutiny, uložený pod ľavou bránicou.
biological-object;['podžalúdková žľaza', 'pankreas', 'slinivka', 'slinivka brušná', 'pankreasu', 'exokrinního slinivky brušnej'];Podžalúdková žľaza alebo pankreas alebo zastarano slinivka je tubuloalveolárna žľaza všetkých stavovcov nachádzajúca sa v žalúdočno-pečeňovej oblasti a ústiaca cez jeden alebo viacero vývodov vedľa alebo cez žlčovod do prednej časti tenkého čreva.
biological-object;['makrofág', 'macrophage', 'makrofágov', 'makrofágy'];Makrofág je typom bielej krvinky imunitného systému, ktorá je charakteristická svojou schopnosťou fagocytózy, dokáže pohlcovať a tráviť úlomky buniek, mikróby, rakovinové bunky a čokoľvek iné, čo nemá na svojom povrchu proteíny špecifické pre zdravé telové bunky.
biological-object;['príušná žľaza', 'parotída', 'príušnica', 'príušnej žľazy', 'príušnej', 'príušnej slinnej žľazy'];Príušná žľaza je najväčšia slinná žľaza, stavbou čisto serózna tuboalveolárna rozvetvená žľaza umiestnená v parotideomasseterickej krajine.
biological-object;['granulocyt', 'bazofilné granulocyty', 'eozinofilné granulocyty', 'neutrofilné granulocyty', 'granulocytov', 'polymorfonukleárnych počtom leukocytov'];Granulocyty sú biele krvinky obsahujúce granuly v cytoplazme.
biological-object;['kel', 'kly'];Kel je modifikovaný zväčšený zub, vyčnievajúci z úst niektorých cicavcov.
biological-object;['lymfocyt b', 'b-lymfocyt', 'lymfocyty b', 'b-bunka', 'b bunka', 'b lymfocyt', 'bunka b', 'b-buniek', 'b lymfocytov', 'b-lymfocytov', 'b-lymfocyty', 'b buniek'];B-lymfocyt je typ leukocytu, konkrétnejšie lymfocytu, ktorý je hlavnou regulačnou bunkou špecifickej imunity.
biological-object;['t-lymfocyt', 'lymfocyt t', 'lymfocyty t', 'bunka t', 't-bunka', 't bunka', 't lymfocyt', 't-buniek', 't-lymfocytov', 't lymfocytov', 't buniek'];T-lymfocyt je typ leukocytu, konkrétnejšie lymfocytu, ktorý je hlavnou regulačnou bunkou špecifickej imunity.
biological-object;['plazmatická bunka', 'plazmatické bunky', 'plasmacyte', 'plazmatické bunky b', 'plazmatických buniek'];Plazmatická bunka je oválnou bunkou s bazofilnou cytoplazmou a guľatým jadrom, ktorého chromatín je typicky usporiadaný do štruktúry „kolesa od voza“.
biological-object;['mozoček', 'cerebellum', 'malý mozog', 'cerebelárne', 'cerebelárne jadra', 'kôry mozočku', 'mozočku'];Mozoček alebo malý mozog alebo cerebellum
biological-object;['miecha', 'bedrovej segmente', 'hrudnej časti segmentu', 'krčnej časti', 'medulla spinalis', 'miechy', 'sakrálneho segmente'];Miecha
biological-object;['erytrocyt', 'červená krvinka', 'rbc', 'bunka červenej krvinky', 'červené krvinky', 'červených krviniek', 'erytrocytov', 'erytroidná'];Červené krvinky alebo erytrocyty predstavujú jednu z najšpecializovanejších a zároveň najjednoduchších buniek.
biological-object;['gaméta', 'pohlavná bunka', 'gamét', 'gaméty'];Pohlavná bunka alebo gaméta je osobitná bunka, z ktorej sa začne vyvíjať nové indivíduum.
biological-object;['močový mechúr', 'vesica urinaria', 'močového mechúra'];Močový mechúr
biological-object;['jazyk', 'jazyka', 'glossa', 'lingua'];Jazyk (lat.
biological-object;['cibuľa', 'hľuza', 'baňatý', 'bulbils', 'cibuľovín', 'žiarovka'];Cibuľa (lat.
biological-object;['hladká svalovina', 'hladký sval', 'hladkých svalov', 'hladkých svalových buniek', 'nedobrovoľné svalové'];Hladká svalovina je svalové tkanivo zložené z buniek pretiahnutého, vretenovitého tvaru s centrálne uloženým paličkovitým jadrom.
biological-object;['kostrový sval', 'priečne pruhovaná svalovina', 'priečne pruhovaný sval', 'kostrového svalu', 'pruhovaná svalovina', 'svalových vlákien'];Priečne pruhovaná svalovina alebo kostrová svalovina je svalové tkanivo tvorené svalovými vláknami, ktoré vznikli splynutím viacerých buniek a majú mnoho jadier.
biological-object;['antagonista', 'vloženie'];Antagonista je sval pôsobiaci voči danému svalu opačným smerom.
biological-object;['mäkké podnebie', 'palatum molle', 'velum palatinum', 'mäkké poschodie', 'mäkkého podnebia'];Mäkké podnebie alebo velum je mäkký, sliznicou potiahnutý svalový útvar v ústnej dutine.
biological-object;['žlčník', 'žlčový mechúr', 'žlčníka'];Žlčník alebo žlčový mechúr je dutý orgán podobný vaku hruškovitého tvaru, nachádzajúci sa pod pravým pečeňovým lalokom.
biological-object;['koža', 'pokožka', 'osemenia', 'cutis', 'kožné', 'šupiek'];Koža (lat.
biological-object;['golgiho aparát', 'dictyosome', 'golgiho aparátu', 'golgiho komplex', 'golgiho telo', 'trans-golgiho sieti'];Golgiho aparát alebo Golgiho systém alebo Golgiho komplex je súbor vezikúl, kondenzovaných vakuol a sploštených váčikov ohraničených hladkými membránami bez ribozómov.
biological-object;['priečny splav', 'sinus transversus', 'priečny sínus', 'priečnych dutín'];Priečny splav
biological-object;['bunkové jadro', 'jadro', 'jadro bunky', 'bunkových jadier', 'jadrových', 'karyon'];Bunkové jadro alebo nukleus je organela, ktorá je geneticko-informačnou „centrálou“ eukaryotických buniek.
biological-object;['stielka', 'thallus', 'talus', 'stielky', 'stielok'];Stielka je také rastlinné telo, ktoré nie je diferencované na koreň a výhonok.
biological-object;['membrána', 'biologická membrána', 'blana', 'vrstva tkaniva', 'elementárna membrána', 'jednotková membrána', 'membránová jednotka', 'biologické membrány', 'biologických membrán', 'biomembrány', 'tkaniva vrstva'];Biologická membrána
biological-object;['zvierač', 'anatomický zvierač', 'sfinktera sval', 'zvierača'];Zvierače sú kruhové svaly, ktorých úlohou je zvierať rôzne telové kanály a otvory.
biological-object;['haustórium', 'haustorium', 'haustoria'];Haustórium je špeciálne premenený orgán parazitov a poloparazitov schopný čerpať živiny z vodivých pletív hostiteľa.
biological-object;['záhlavná kosť', 'os occipitale', 'tylový kosť'];Záhlavná kosť
biological-object;['termoreceptor', 'termoreceptory', 'thermoreceptor'];Termoreceptor
biological-object;['žihadlo', 'stinger'];Žihadlo je ostrý orgán alebo časť tela rôznych živočíchov, ktorým živočích obvykle vstrekuje jed, najčastejšie prepichnutím kože iného živočícha.
biological-object;['väz', 'ligament', 'väzy'];Väz je anatomická štruktúra, ktorá je zložená z tuhého usporiadaného väziva.
biological-object;['malý prsný sval', 'musculus pectoralis minor', 'pectoralis minor', 'menšie prsný sval'];Malý prsný sval
biological-object;['cysta', 'mechúrik', 'vezikula', 'vačok'];Vezikula je názov pre štruktúru vo vnútri alebo mimo bunky a ohraničenú lipidovou 2-vrstvou.
biological-object;['vajíčko', 'rastlinné vajíčko', 'ovulum', 'ovula', 'embryá vaku', 'ovules'];Vajíčko je pri semenných rastlinách mnohobunkový útvar v kvete, ktorý slúži ako samičí pohlavný orgán.
biological-object;['sluchové kostičky', 'kostičky stredného ucha', 'ossicle', 'bonelet', 'kostičiek', 'ossiculum'];Sluchové kostičky alebo kostičky stredného ucha
biological-object;['šuškovité teliesko', 'epifýza', 'šišinka', 'pineálny orgán', 'šuškovité teleso', 'šišinky', 'epiphysis cerebri', 'pineal telo'];Šuškovité teliesko
biological-object;['jabĺčko', 'patela', 'jabĺčka', 'kneepan', 'kolená'];Jabĺčko môže byť aj malé jablko, pozri jablko.
biological-object;['semeno', 'semienko', 'semená', 'semien'];Semeno je rozmnožovací orgán semenných rastlín, v ktorom je v osemení uložený zrelý zárodok oplodneného vajíčka rastliny.
biological-object;['napínač bubienka', 'tensor tympani'];Napínač bubienka
biological-object;['jadierko', 'bunkové jadierko', 'nukleolus', 'jadierka', 'jadierkami', 'nucleole'];Jadierko alebo bunkové jadierko alebo nukleolus
biological-object;['hráškovitá kosť', 'pisiform', 'os pisiforme', 'pisiform kosti'];Hráškovitá kosť
biological-object;['centroméra', 'kinoméra', 'centromér', 'kinetochore', 'acrocentric', 'kinetochores', 'submetacentric'];Centroméra alebo kinoméra je krátka oblasť chromozómu, ktorou sa chromozóm pripája k vláknam deliaceho vretienka pri mitóze počas metafázy.
biological-object;['organela', 'bunkový orgán', 'bunková organela', 'bunkové organely', 'membránové štruktúry', 'organely', 'cell organela', 'cell varhany', 'organel'];organela je subcelulárna podjednotka bunky, ktorá je špecializovaná na nejakú funkciu, a ktorá je spravidla obklopená membránou.
biological-object;['golden delicious', 'žltá delicious'];Golden Delicious je kultivar jablka zo zelenožltou až zlatožltou farbou.
biological-object;['imunitný systém', 'imunitného systému', 'imunitným systémom'];Imunitný systém je jeden zo základných mechanizmov udržiavania homeostázy a integrity organizmu rozlišovaním škodlivého od neškodného.
biological-object;['limbický systém', 'limbického systému', 'limbický mozog', 'viscerálnej mozog'];Limbický systém je funkčná sústava v centrálnej nervovej sústave, ktorú tvoria niektoré oblasti mozgovej kôry a podkôrových centier.
biological-object;['spánková kosť', 'os temporal', 'spánkovej kosti'];Spánková kosť
biological-object;['cytoplazmatická membrána', 'plazmatická membrána', 'plazmalema', 'bazolaterálnou', 'bazolaterálnou membránu', 'bunková membrána', 'bunkovú membránu', 'cytomembrány', 'cytoplazmatickej membráne', 'plasmalemma', 'plasmalemmal', 'plazmatické membrány', 'povrchových bunkových'];Cytoplazmatická membrána je druh biologickej membrány.
biological-object;['vakuola', 'vakuoly', 'vacuole', 'vakuol', 'vakuolárna'];Vakuola je jednoduchou membránou ohraničený priestor v bunkách rastlín, protistov, kvasiniek a niektorých živočíchov.
biological-object;['pľúcny mechúrik', 'alveola', 'pľúcna alveola', 'air bunky', 'alveol', 'alveolu', 'alveolárna', 'vzduchu vak', 'vzdušné vaky'];Pľúcny mechúrik alebo alveola je guľovitý útvar v pľúcach, základná štruktúra a funkčná jednotka na výmenu plynov medzi organizmom a prostredím.
biological-object;['spojovka', 'spojivka', 'spojiviek', 'spojivky', 'spojovkového'];Spojovka (lat.
biological-object;['pobrušnica', 'peritoneum', 'pobrušnice', 'intraperitoneálne', 'parietálnej peritoneum', 'peritoneálnej'];Pobrušnica alebo peritoneum
biological-object;['monocyt', 'monocytov', 'monocytární'];Monocyty sú druh bielych krviniek, presnejšie agranulocytov.
biological-object;['jazylka', 'jazylky', 'os hyoideum', 'väčšie cornu'];Jazylka (lat.
biological-object;['vrátnica', 'vratná žila', 'portálna žila', 'pečeňové portálnej žily', 'portálnej žily', 'vena portae', 'vrátnice žila'];Vrátnica môže byť aj miestnosť vrátnika.
biological-object;['kŕčové žily', 'kŕčová žila', 'varikózna žila', 'varix'];Kŕčové žily, odborne nazývané varixy, sú viditeľným prejavom zväčšenia, predĺženia či vinutia povrchových žíl.
biological-object;['cieva', 'krvná cieva', 'avaskulárna', 'cievne', 'intravaskulárnej'];Cieva v zoológii a medicíne je všeobecné označenie pre kanálik, v ktorom prúdi kvapalina zabezpečujúca látkovú výmenu v telesných tkanivách.
biological-object;['trojhranná kosť', 'trojboký', 'klinové písmo kosti', 'os triquetrum', 'pyramidálne kosti', 'trojboký kosti'];Trojhranná kosť
biological-object;['žltá škvrna', 'macula lutea', 'makula', 'macula', 'makulárnej oblasť'];Žltá škvrna
biological-object;['hálka', 'hálok'];Hálka je väčšinou sférický útvar, ktorý vzniká na rastlinách pôsobením látok produkovaných iným organizmom, ktorým môže byť hmyz, huba, baktéria alebo roztoč.
biological-object;['semenný mechúrik', 'semenný vačok', 'semenné mechúriky', 'semenné vačky', 'semenných vačkov'];Semenný mechúrik
biological-object;['ľudské telo', 'fyziológia človeka', 'postava', 'telo', 'humánna fyziológia', 'lekárska fyziológia', 'telo človeka', 'bod', 'fyzické telo', 'hmotné telo', 'mäsa', 'pigmentácie kože', 'pleti', 'tela', 'ľudskej anatómii'];Fyziológia človeka alebo lekárska fyziológia je veda, zaoberajúca sa štúdiom fungovania ľudského organizmu.
biological-object;['ľudské telo', 'fyziológia človeka', 'postava', 'telo', 'humánna fyziológia', 'lekárska fyziológia', 'telo človeka', 'bod', 'fyzické telo', 'hmotné telo', 'mäsa', 'pigmentácie kože', 'pleti', 'tela', 'ľudskej anatómii'];Ľudské telo alebo telo človeka
biological-object;['lymfocyt', 'lymfocytov', 'lymfatická buniek'];Lymfocyty sú druh bielych krviniek, presnejšie agranulocytov.
biological-object;['myocyt', 'svalových vlákien', 'myoblastů', 'svalových buniek', 'myocyte', 'myocytov', 'svalová bunka'];Myocyt alebo svalová bunka je základnou bunkou svalového tkaniva.
biological-object;['nosová kosť', 'nasálny', 'nosná kosť', 'nosový', 'os nasale', 'nosovej kosti', 'nosovú kosť', 'os nasal'];Nosová kosť
biological-object;['žalúdok', 'žalúdka', 'dolného jícnového zvierača', 'gaster', 'srdca otvoru', 'tum', 'žalúdočnej sekrécie', 'žalúdočné', 'žalúdočnú sekréciu'];Žalúdok (gréc.
