abstract-region;['vektorski produkt', 'vektor izdelek', 'vektorski izdelka', 'čez izdelek'];Binarni operator v trirazsežnem prostoru
functional-matter;['portlandski cement', 'portland cement', 'hidravličnega cementa', 'hidravlični cement'];Najpogostejše uporabljani cement
functional-matter;['insekticid', 'insekticidi', 'pesticid', 'insekticidov', 'žuželk prahu'];Sredstvo za uničevanje škodljivcev na pridelovalnih površinah
functional-matter;['pesticid', 'pesticidi', 'pesticidov', 'insekticid'];Sredstvo za uničevanje škodljivcev na pridelovalnih površinah
functional-matter;['slina', 'saliva', 'pljuvačka'];Brezbarven, moten, penast in lepljiv izloček žlez slinavk v ustni votlini
functional-matter;['hn', 'vodikov azid', 'azid vodika', 'azoimide', 'hydrazoic kislina', 'hydrazoic kisline'];* mednarodna avtomobilska oznaka za Honduras
functional-matter;['fosfin', 'fosforjev hidrid', 'phosphines'];Po poimenovanju IUPAC tudi kot fosfan
functional-matter;['pirit', 'železov kršec', 'tepec je zlato', 'železa pirita'];Znan mineral, po nastanki je magnetna spojina
functional-matter;['hem', 'hematin', 'haem', 'heme', 'haemitin', 'protoheme'];Posebna okrogla molekula, ki jo najdemo v hemoglobinu in je bistvena za zmogljivost prenosa kisika v krvi
functional-matter;['deksametazon', 'decadron', 'deksametazon intensol', 'dexone', 'hexadrol', 'oradexon'];Sintetičen stresni hormon, ki ga poleg drugega dajejo z namenom pospešiti dozorevanje pljuč ploda
functional-matter;['dragulj', 'dragi kamen', 'dragih kamnov', 'gemstone', 'poldragi kamen', 'drag kamen', 'poldragih', 'poldragih kamnov'];Mineral, kamen ali okamnela snov, ki jo lahko razrežemo ali odlomimo in obrusimo, nakar jo lahko uporabimo za zbiranje ali za izdelavo nakita
functional-matter;['nafta', 'surova nafta', 'mineralno olje', 'črno zlato', 'lahka nafta', 'kameno olje', 'petrolej', 'smrdljivec', 'svetilno olje', 'fosilno olje', 'goriva nafte', 'konvencionalnih nafte', 'nafte', 'plinski monopol', 'rock olje', 'surova', 'surove nafte'];Gosta, temnorjava ali zelenkasta vnetljiva tekočina, ki se nahaja v zgornjih plasteh nekaterih delov Zemljine skorje
functional-matter;['vegetarijanstvo', 'vegetarijanec', 'vegetarjanstvo', 'vegeterijanec', 'vegetarijance'];Način življenja, pri katerem človek ne je mesa in se izogiba izdelkom živalskega izvora, kot so usnje, krzno, svila itd
functional-matter;['žolč'];Izloček jetrnih celic ali hepatocitov
functional-matter;['vitamin e', 'tokoferol', 'e', 'vitamin-e', 'tokoferola', 'tokoferoli', 'tokoferolov'];Topen v maščobi
functional-matter;['vitamin d', 'kalciferol', 'calciferol', 'ergokalciferol', 'holekalciferol', 'viosterol', 'vitamina d'];Zadolžen za absorpcijo kalcija in fosforja v prebavilih, s čimer posredno uravnava rast in popravlja kosti, zato pomanjkanje vitamina D vodi v rahitis, t.j. napako pri razvoju kosti
functional-matter;['cvetni prah', 'pelod', 'obnožina', 'pelodno zrno', 'pollen', 'cvetnega prahu zrn', 'exine', 'microsporogenesis'];Rastlinske tvorbe, ki vsebujejo in varujejo moške zarodne celice in nastajajo pri semenkah v prašnikih in omogočajo oprašitev in oploditev ženske zarodne celice v pestiču
functional-matter;['palačinka', 'cvrtnjak', 'battercake', 'flanela pogače', 'flanela torta', 'flapcake', 'hotcake', 'palačinke', 'vroče torta'];Jed, pripravljena iz mleka, jajc, moke in soli
functional-matter;['zemeljski plin', 'plin'];Plinasto fosilno gorivo
functional-matter;['rastni hormon', 'somatotropin', 'človeški rastni hormon', 'hormona somatotropina', 'rastnega hormona', 'rastnih hormonov', 'somatotrophic hormon', 'somatotropic hormon', 'somatropin', 'sth'];Hormon adenohipofize, sestavljen iz okoli 190 aminokislin, ki so razporejene v enojni verigi in tvorijo glede na živalsko vrsto 2-4 disulfidne mostičke
functional-matter;['noradrenalin', 'norepinefrin', 'noradrenalina', 'noradrenergičnega'];Živčni prenašalec simpatičnega živčevja ter hormon, ki ga izloča sredica nadledvičnice
functional-matter;['adrenalin', 'epinefrin', 'adrenalin bitartrat', 'c9h13no3', 'primatene', 'suprarenalni ekstrakt', 'epinephrin'];Hormon in živčni prenašalec, ki ga izloča nadledvična žleza in posreduje pri pretvorbi glikogena v glukozo
functional-matter;['metanol', 'metanól', 'lesni alkohol', 'metilni alkohol', 'karbinol', 'les duh', 'metanola', 'metilnega alkohola'];Enostaven alkohol, ki je strupen za ljudi in živali, ker se v telesu razgradi v mravljinčno kislino
functional-matter;['alkoholna pijača', 'alkoholne pijače', 'alkohol', 'opojna pijača', 'alkoholnih pijač', 'fermentirano pijačo', 'omotico'];Pijača, ki vsebujejo alkohol
functional-matter;['lsd', 'dietilamid lisergične kisline', 'dietilamid lizergične kisline', 'acid', 'dietilamid lizerške kisline', 'lisergid', 'lizergid'];Polsintetični psihedelik. Sintetizirajo ga iz lizergične kisline, derivata sneti škrlatna glavnica
functional-matter;['marmelada', 'mezga', 'marmelado'];Sadni pripravek z veliko sladkorja
functional-matter;['boršč', 'borsht', 'barszcz', 'borsch', 'borsh', 'borshch', 'bortsch'];Klasična narodna jed v Rusiji, Ukrajini, na Poljskem, v Romuniji in Moldaviji - juha iz govejega ali svinjskega mesa, zelenjave in rdeče pese
functional-matter;['matični mleček'];Izloček hipofaringealnih in mandibularnih žlez, ki leže ob čebelji glavi tik ob možganih
functional-matter;['talidomid'];Učinkovina s pomirjevalnim in uspavalnim delovanjem, ki se je prodajala med drugim pod zaščitenima imenoma Contergan
functional-matter;['apnenec', 'apnenca', 'apnenci', 'koralnih apnenca'];Sedimentna kamnina, ki jo sestavlja pretežno kalcijev karbonat v obliki minerala kalcita in aragonita, poleg tega pa tudi dolomit
functional-matter;['biftek', 'zrezek', 'odrezek', 'zrezki'];150 do 500 g težak kos mesa
functional-matter;['fluorit', 'fluor', 'jedavec', 'fluorita'];Zelo razširjen mineral, ki ga uvrščamo v razred halogenidov
functional-matter;['cepivo', 'vakcina', 'cepiva', 'cepljenju', 'vaccinum'];Antigenski pripravek, ki je namenjen izboljšavi aktivne naravne odpornosti proti določeni bolezni, z namenom preprečiti oz. omiliti vplive infekcije, ki jo lahko povzroči naravni ali tuji organizem
functional-matter;['pretisni omot', 'blister', 'bubble pack'];Vrsta ovojnine, ki se uporablja zlasti v farmaciji za tablete in kapsule
functional-matter;['vitamin c', 'askorbinska kislina', 'c-vitamin', 'c6h8o6', 'c vitamin', 'e300', 'askorbata', 'vitamina c'];Vodotopen vitamin
functional-matter;['bencin', 'neosvinčeni bencin', 'mogas'];Mešanica lahkih ogljikovodikov
functional-matter;['opij', 'opija', 'trgovino opijem'];Slika
functional-matter;['kortizol', 'hidrokortizon', 'cortef', 'hydrocortone', 'kortizola'];Kortikosteroidni hormon, ki se sintetizira v skorji nadledvične žleze
functional-matter;['morfin', 'morfij', 'morphia'];Glavni alkaloid v opiju in spada med tako imenovane opiate
functional-matter;['aspirin', 'acetilsalicilna kislina', 'bayer', 'acetilsalicilno kislino', 'bayer ag', 'empirin'];Zdravilo iz družine salicilatov in je pogosto uporabljano kot analgetik, antipiretik in protivnetno sredstvo
functional-matter;['usnje', 'koža', 'usnja', 'usnjenih izdelkov'];Ustrojena živalska koža
functional-matter;['aspartam', 'e951'];Ime za sintetično pridobljeno sladilo aspartil-fenilalanin-1-metil ester
functional-matter;['hormon', 'hormoni', 'hormona', 'hormonov', 'hormonske', 'notranje izločanje', 'sintetičnih hormonov'];Zelo kompleksne snovi v organizmu, ki jih izločajo nekatere žleze
functional-matter;['ahat', 'ahata'];Mineral in hkrati tudi poldragi kamen različnih barv
functional-matter;['bilirubin', 'bilirubina', 'haematoidin', 'hematoidin'];Rumeni razpadni produkt hema, posebne molekule v obliki obroča, ki jo najdemo v hemoglobinu in je nujna za prenašanje kisika po krvi
functional-matter;['kateholamini', 'kateholamin', 'kateholamina', 'kateholaminov'];Kemične spojine, derivati aminokisline tirozin
functional-matter;['klorofil', 'klorofila', 'zelenilo'];Zeleno barvilo v rastlinah, algah in modrozelenih cepljivkah, ki je zelo pomembno v procesu fotosinteze
functional-matter;['vitamin a', 'a-vitamin', 'a vitamin', 'retinol', 'antiophthalmic faktor', 'axerophthol', 'vitamin', 'vitamina a'];V maščobah topen vitamin
functional-matter;['benzodiazepin', 'benzodiazepini', 'benzodiazapines', 'benzodiazepina', 'benzodiazepinov'];Skupina anksiolitikov
functional-matter;['vermut', 'pelinkovec'];Z zelišči aromatizirano vino
functional-matter;['elastomer', 'elastomere', 'elastomera', 'elastomerov'];Material, ki se lahko po deformaciji sam vrne v začetno obliko
functional-matter;['plastid', 'plastidi', 'plastids'];Organeli v rastlinskih celicah, ki dajejo rastlinam barvo
functional-matter;['npk', 'gnojilo', 'umetno gnojilo', 'dušikovo gnojilo', 'kemičnih gnojil', 'dušikovih gnojil', 'gnojil', 'rastlinski hrani'];Kratica za N - dušik, P - fosfor in K - kalij, ki označuje umetno gnojilo v kmetijstvu
functional-matter;['diuretik', 'diuretiki', 'diuretično zdravilo', 'voda tabletke'];Zdravilo, ki pospešuje nastajanje urina v ledvicah
functional-matter;['espresso', 'kremo'];Kava, ki je pripravljena s postopkom vodnega uparjevanja
functional-matter;['chutney', 'chutneys', 'indijski slast'];Aromatična omaka indijske kuhinje
functional-matter;['likvor', 'možgansko-hrbtenjačna tekočina', 'cerebrospinalna tekočina', 'cerebrospinalni likvor', 'cerebrospinalne tekočine', 'spinalna tekočina'];Tekočina, ki obdaja možgane in hrbtenjačo
functional-matter;['navadni brin', 'juniperus communis', 'skupno brin', 'skupno juniper'];Vrsta iz rodu Juniperus, družina Cupressaceae
functional-matter;['rozine', 'rozina', 'cveba', 'rozin'];Posušene grozdne jagode
functional-matter;['calvados', 'kalvados'];Departma v Franciji, nahaja se v regiji Spodnji Normandiji
functional-matter;['majoneza', 'mayo'];Gosta, hladno izdelana in hladno servirana omaka iz jajčnih rumenjakov in olja
functional-matter;['črni čaj'];Bil skozi zgodovino večinoma najbolj priljubljena vrsta čaja, zdaj pa ga počasi izpodriva mnogo bolj zdrav zeleni čaj
functional-matter;['sladoled', 'sladolẹ̑d'];Ledeni desert sestavljen iz mleka, sladkorja, smetane in raznih dodatkov, predvsem sadja in arom
functional-matter;['fosilno gorivo', 'fosilna goriva', 'fosilnih goriv', 'nafte in plina', 'mineralna goriva', 'fosilne energije', 'ogljikovodikov goriva'];Goriva, ki vsebujejo ogljikove hidrate
functional-matter;['napalm a', 'napalm'];Lahko vnetljiva zmes iz natrijevega palmitata, želiranega bencina in drugih sestavin
functional-matter;['moselle', 'mozela'];Francoski departma ob meji z Luksemburgom in Nemčijo, imenovan po reki Mozeli, ki teče skozenj
functional-matter;['cognac', 'konjak', 'borderies'];Kraj in občina v zahodni francoski regiji Poitou-Charentes, podprefektura departmaja Charente
functional-matter;['prostaglandin', 'prostaglandinov', 'prostaglandini', 'prostaglandina'];Skupina fiziološko prisotnih molekul, ki spadajo med tkivne hormone
functional-matter;['zlato runo', 'golden fleece'];V grški mitologiji predstavljalo krzno krilatega ovna Krisomalosa
functional-matter;['pica', 'pizza', 'pice', 'pizza peči', 'pizza pie', 'zamrznjene pice'];Jed italijanske kuhinje iz vzhajanega testa, obloženega predvsem z paradižnikovim pirejem in sirom
functional-matter;['viski', 'blended', 'bourbon', 'malt', 'single malt', 'sour mash', 'whiskey', 'whisky', 'viskija'];Žgana pijača iz ječmena in drugih vrst žitaric, ki ima korenine na Škotskem in Irskem
functional-matter;['irska obara', 'irish stew'];[ájriš stjú] je irska enolončnica iz govedine ali koštruna, zelja/ohrovta, kolerabe/korenja, krompirja, čebule, popra, soli, kumine, lovorja, česna, olja, juhe, slanine in peteršilja
functional-matter;['igralna karta', 'igralne karte', 'igranje kartice'];Običajno pravokotni kos tršega papirja ali plastike, ki se uporablja v igrah s kartami
functional-matter;['barbiturat', 'barbiturati', 'barbituratih'];Derivati barbiturne kisline in ne soli ali estri, kot nakazuje ime
functional-matter;['kloroplast', 'klorofilno zrno', 'kloroplasti', 'kloroplastih', 'kloroplastni'];Celični organel zelenih alg in višjih rastlin
functional-matter;['pinjenec'];Mlečni izdelek, ki nastane kot stranski proizvod pri pripravi masla iz smetane
functional-matter;['metamorfne kamnine', 'metamorfna kamnina', 'metamorfnih', 'metamorfnih kamnin', 'metamorphosed'];Skupina kamnin, ki nastajajo s preoblikovanjem že obstoječe kamnine, protolita, v novo kamnino v postopku metamorfizma
functional-matter;['sedimentne kamnine', 'sediment', 'sedimenti', 'sedimentna kamnina', 'usedline', 'sedimentne'];Ena izmed treh osnovnih skupin kamnin, ki se oblikujejo z odlaganjem finega materiala in oblikovanja tega v kamnino
functional-matter;['kaviar', 'caviare'];Delikatesa izdelana iz soljenih in začinjenih ribjih iker
functional-matter;['testenine', 'pašta', 'testenina', 'prehranski pasta'];Italijanska jed oziroma sestavina jedi iz testa
functional-matter;['mineštra', 'minestrone', 'droben marmite', 'mineštro', 'zelenjavna juha'];Gosta, zelo močna zelenjavna juha iz Italije
functional-matter;['cabernet sauvignon', 'cabernet'];Sorta rdečega grozdja, večinoma uporabljena za pridelavo vina in je v svetovnem merilu poleg Chardonnaya ena najpogosteje gojenih trt
functional-matter;['zeliščni čaj', 'zdravilni čaj', 'zeliščni'];Pijača iz posušenih delov zelišč, ki se pripravijo običajno kot poparek ali prevretek
functional-matter;['margarita'];Klasičen južnoameriški koktajl
functional-matter;['mlečna maščoba', 'mlečne maščobe', 'maščobe'];Mlečna maščoba zajema živalske maščobe, ki so prisotne v mleku in mlečnih izdelkih
functional-matter;['citoplazma', 'ektoplazma', 'citoplazme', 'citoplazmo', 'cytol'];Celična tekočina iz citosola, v katerega so potopljeni organeli, razen celičnega jedra, ki ga ne štejemo v citoplazmo, saj ga ta le obdaja
functional-matter;['kromatin', 'kromatin zrnc', 'kromatina', 'kromatina strukture'];DNK-proteinski kompleks različnih proteinov, v katerega je v evkariontski celici močno zapakirana DNK, da ne plava gola v celičnem jedru
functional-matter;['zadnja večerja'];Imenujemo dogodek, ko je Jezus zadnjikrat večerjal z učenci, preden je bil izdan in usmrčen
functional-matter;['kečap', 'ketchup', 'paradižnikov ketchup', 'cetchup'];Dodatek jedem: omaka, izdelana predvsem iz paradižnika, kisa in različnih začimb
functional-matter;['sojina omaka', 'tamari', 'kecap manis', 'sojine omake', 'sojino omako'];Vzhodnoazijska začimbna omaka, ki se izdeluje iz vode, sojinih zrn, žit in soli
functional-matter;['vodka', 'rusko vodko'];Praviloma brezbarvna žgana pijača z minimalno 37,5 % alkohola
functional-matter;['korund', 'corundom', 'korunda'];Mineral aluminijevega oksida in spada med okside
functional-matter;['nantua', 'belacan', 'kozice omako', 'kozice pasta', 'terasi'];Kraj in občina v jugovzhodni francoski regiji Rona-Alpe, podprefektura departmaja Ain
genetic-collective;['družinsko drevo', 'rodoslovje', 'rodovnik', 'družinsko deblo', 'genealoško drevo', 'rodoslovno drevo', 'genealogija', 'geneaology', 'rodoslovce', 'rodoslovec'];Pomožna zgodovinska veda, ki proučuje in zasleduje družinsko poreklo
geographical-object;['stiks', 'styx', 'river styx'];V grški mitologiji pooseblja reko v podzemlju, ki je na meji med tostranstvom in kraljestvom mrtvih tekla v Had
geographical-object;['aheron', 'acheron', 'reka acheron'];V grški mitologiji reka žalosti v podzemlju, preko katere Haron prevaža duše umrlih
geographical-object;['atlantida', 'atlantis'];Bila bajeslovna starodavna civilizacija in otok, katere obstoj in položaja niso nikoli ugotovili ali potrdili
geographical-object;['pangea', 'pangeja', 'pracelina'];Ime, ki se nanaša na supercelino, oziroma na pracelino v času mezozoika, preden je proces tektonike plošč razdvojil njene celine
geographical-object;['azovsko morje', 'azovskega morja', 'morje azof', 'morje azoff'];Celinsko morje, ki predstavlja stranski zalivski severnovzhodni del Črnega morja, in je povezan z njim prek Kerškega preliva
geographical-object;['kajmanski otoki', 'kajmanji otoki', 'kajmansko otočje'];Čezmorski teritorij Združenega kraljestva v Karibih, severozahodno od Jamajke
geographical-object;['visla', 'vistula', 'wisla', 'wisła', 'visla river'];S 1047 kilometri najdaljša reka na Poljskem in hkrati najdaljša reka baltiškega povodja
