abstract-region;['khi̍t-han'];Khi̍t-han he hien-thoi Sú-ho̍k thi̍t-phe̍t he Fûn-sak-ho̍k chûng ke kî-chhú khói-ngiam chṳ̂-yit.
geographical-object;['bengal-vân', 'men-kâ-là-vân'];Bengal-vân he Yin-thu-yòng pet-phu ke yit-ke hói-vân, sî-lìm Yin-thu pan-tó, tûng-lìm chûng nàm pan-tó, pet lìm Mén-thien fò Bangladesh, nàm chhai Sri Lanka chṳ Sumatra yit sien lâu Yin-thu-yòng pún thí siông kâu, kîn Malacca Hói-hia̍p lâu siàm lò vân fò Nàm Chûng-koet Hói siông-lièn.
geographical-object;['adriatic-hói', 'â-tet-lî-â-hói'];Adriatic-hói, he Thi-chûng-hói ke yit-phu-fun súi-vet, fûn-kak liáu Yi-thai-li pan-tó fò Balkan pan-tó, ya fûn-kak liáu Apennine Sân-mak lâu Dinaric Alps Sân-mak khi̍p-khì lìm khiûn thi-khî.
geographical-object;['pet-hói'];Pet-hói he Pet Thai-sî-yòng ke yit phu-fûn, vi-yî Thai Put-lie̍t-tiên-tó yî tûng, Sṳ̂-khâm-tit-nâ-vì-â pan-tó sî-nàm lâu Êu-chû Thai-liu̍k yî pet.
geographical-object;['chêu-sién pan-tó', 'chêu-sién', 'chêu-siên'];Chêu-sién Pan-tó, fe̍t-chá ham-cho Hòn Pan-tó, he chhai Tûng-Â ke yit ke pan-tó.
geographical-object;['nàm-khi̍t-chû', '南極洲'];這邊 "南極洲" 个頁面係漢字，有白話字連結 "Nàm-khi̍t-chû" 个頁面在這項點出。
geographical-object;['nàm-khi̍t-chû', '南極洲'];Liá-piên "Nàm-khi̍t-chû" ke ya̍p-mien he pha̍k-fa-sṳ, yû hon-sṳ lièn-kiet"南極洲" ke ya̍p-mien chhai liá-hong tiám-chhut.
geographical-object;['thai britain-tó', 'thai put-lie̍t-tiên-tó', '大不列顛', '大不列颠'];Thai Put-lie̍t-tiên-tó he yit-ke vi-yî Êu-chû sî-pet-phu ke tó-yí, he chhiòn sṳ-kie thi-kiú thai tó-yí, ya-he Êu-chû chui-thai ke tó-yí.
geographical-object;['sîn khak-lî-tô-nì-â', 'new caledonia', 'nouvelle-calédonie'];New Caledonia, fe̍t-chá ham cho Nouvelle-Calédonie, vi yî Nàm-fì Kûi-sien fu-khiûn, he Fap-koet chhai Thai-yòng-chû sî-nàm-phu ke yit-ke thi̍t-phe̍t si̍p-thí.
geographical-object;['martinique'];Martinique he Fap-koet chhai Pet Mî-chû ke yit chak hói-ngoi liâng-thi.
geographical-object;['sint eustatius'];Sint Eustatius he Hò-làn chhai Pet Mî-chû ke yit chak chhṳ-chhṳ-sṳ.
geographical-object;['sint maarten'];Sint Maarten he Hò-làn Vòng-koet chhai Pet Mî-chû ke yit chak ko-sṳ̀n-koet.
geographical-object;['guadeloupe', 'kôa-tet-lò-phú'];Guadeloupe, khiùn-tó vi-yî Séu Antilles Khiùn-tó chûng-phu, tûng Caribe-hói sông.
geographical-object;['mí-sâ-yên khiùn-tó', 'visayas khiùn-tó', 'visayas'];Visayas Khiùn-tó vi-yî Fî-li̍t-pîn chûng-phu, he tông-thi sâm-thai tó-khiùn chṳ̂-yit.
geographical-object;['北冰洋'];北冰洋係世界最細、最淺撈最冷嘅大洋。
geographical-object;['thai-sî-yòng', 'pet thai-sî-yòng'];Liá-piên "Thai-sî-yòng" ke ya̍p-mien he pha̍k-fa-sṳ, yû hon-sṳ lièn-kiet"大西洋" ke ya̍p-mien chhai liá-hong tiám-chhut.
geographical-object;['greenland', 'kak-lîn-làn'];Greenland mien-chit 2,166,086 phìn-fông kûng-lî, thai-yok 81%tû pûn pên-siet fu̍k-koi.
geographical-object;['thai-phìn-yòng', '太平洋', 'thai-phiàng-yòng', 'thai-phìn-yòng,'];Liá-piên "Thai-phìn-yòng" ke ya̍p-mien he pha̍k-fa-sṳ, yû hon-sṳ lièn-kiet"太平洋" ke ya̍p-mien chhai liá-hong tiám-chhut.
geographical-object;['honshū', 'pún-chû', 'honshu', 'pún-chiu-tó'];Honshū he Ngit-pún chui-thai-tó, ya-he Ngit-pún pún-thú si-tó chṳ̂-yit, vi yî Ngit-pún Lie̍t-tó chûng-phu, hiong pet lâu Hokkaidō kak Tsugaru Hói-hia̍p siông-mong, hiong nàm lâu Shikoku kak Seto Nui-hói siông-tui, hiong sî-nàm lâu Kyūshū yî Kanmon Hói-hia̍p lâu Bungo Súi-tho siông-kak.
geographical-object;['pet-hói-tho', 'hokkaidō', 'pet-hói-tho-tó'];Hokkaidō he Ngit-pún yit-ke thi-fông Hàng-chṳn-khî thùng su̍k thi-yit kip Hàng-chṳn-khî va̍k.
geographical-object;['南冰洋', '南極洋'];南冰洋（英文：Southern Ocean），也喊做“南極海”、“南大洋”，係世界第五隻分確認嘅大洋，也係世界上唯一完全環繞地球但無分大陸分割嘅大洋。
geographical-object;['kiú-chiu', 'kyushu', 'kiú-chiu-tó', 'kiú-chû-tó'];Kiú-chû he Ngi̍t-pún sî-nàm phu ke Kiú-chiu-tó, pâu-hàm Kiú-chû pún-tó song ke Thai-fûn-yen, Kiûng-khì-yen, Fuk-kông-yen, Tsó-fo-yen, Chhòng-khì-yen, Yùng-pún-yen lâu Lu̍k-yì-tó-yen‎ yî-khi̍p ngoi-tó ke Chhûng-shîn-yen, ngìn-khiéu yok 1478 van-ngìn, mien-chit yok 4.44-van phìn-fông kûng-lî.
geographical-object;['hò-khiéu-vân'];Hò-khiéu-vân yu chhṳ̂n-cho Sâm-kok-vân he hò-liù lâu hói-yòng, fù-phok, súi-khu, tén ke kiet-ha̍p thi-thon, yit-pân tô-chṳ́ ngi̍p hói-khiéu.
gestalt;['chang-fông-hìn'];Chang-fông-hìn chhai Phìn-mien Kí-hò-ho̍k chûng he khí-yû si-thiàu siông-tén ke piên lâu si-ke siông-tén nui-kok ke Tô-piên-hìn.
gestalt;['tô-piên-hìn'];Tô-piên-hìn he phìn-mien ke fûng pit, yù yû-han sien-thon chû-sṳ̀n, chhiâ sú-mî lièn-chiap hí-lòi va̍k-chhut ke hìn-chhong.
gestalt;['ńg-piên-hìn'];Ńg-piên-hìn he Kí-hò-ho̍k sông chṳ́ só-yû yû ńg-thiàu piên khi̍p ńg-chak kok ke Tô-piên-hìn.
gestalt;['kiú-piên-hìn', 'chang kiú-piên-hìn'];Kiú-piên-hìn he kiú-piên ke Tô-piên-hìn, Chang Kiú-piên-hìn he kiú-kok siông-tén.
gestalt;['sṳ̍p-piên-hìn', 'chang sṳ̍p-piên-hìn'];Sṳ̍p-piên-hìn he sṳ̍p-piên ke Tô-piên-hìn, Chang Sṳ̍p-piên-hìn he sṳ̍p-kok siông-tén.
gestalt;['liuk-piên-hìn'];Liuk-piên-hìn, Tô-piên-hìn ke yit-chúng, chṳ́ só-yû yû liuk thiàu piên lâu liuk-chak kok ke Tô-piên-hìn.
gestalt;['pat-piên-hìn', 'chang pat-piên-hìn'];Pat-piên-hìn he chṳ́ yit-ke yù pat-thiàu siông-thùng chhòng-thu ke piên lâu pat-ke siông-thùng thai-séu ke kok kèu-sṳ̀n ke Chang Tô-piên-hìn.
information-object;['chat-ho̍k pok-sṳ'];Chat-ho̍k Pok-sṳ, kô-kip ho̍k-hâm chṳ̂-yit, thûng-sòng he ho̍k-li̍t ka-kèu chûng chui kô-kip ke ho̍k-hâm.
information-object;['suk-siá'];Suk-siá, chhai ngî-ngièn-ho̍k lî-ngiàm kak-thi kóng he yit-chúng chhṳ̀-ngî ke kién yi kak-sṳt, yu chhṳ̂n suk lio̍k ngî fe̍t kién-chhṳ̂n.
information-object;['yù-pheû', 'yù-phiau', '切手', '邮票', '郵票', 'yù-piàu'];Yù-phiau, ya ham cho chhiet-sú, he Yù-chṳn Kî-koân fat-hàng, thì-kiûng ki-sin tap yung ke yù-chṳ̂ phìn-chṳn.
information-object;['lâ-tên sṳ-mû', 'là-tên', 'là-tên fa', 'là-tên vùn-sṳ', 'lò-mâ-sṳ'];Lâ-tên sṳ-mû ya chhiu-he Lò-mâ sṳ-mû, he Sî-Êu ngî-ngièn só chhái-yung ke sṳ-mû ne-thúng, he sṳ-kie song chui thûng-hàng ke sṳ-mû, yù chó-khì ke Êu-chû chhṳ̍t-mìn chú-ngi lâu Sî-fông vùn-fa ke yáng-hióng, yî-chhièn sṳ́-yung khì-thâ vùn-sṳ ke mìn-chhu̍k ya kói-von Lâ-tên sṳ-mû.
information-object;['ngièn-sṳ́-mâ'];Ngièn-sṳ́-mâ he yit ne-lie̍t ngìn-lui cho-tet thu̍k ke thien-nó ngî-ngièn chṳ́-lin.
information-realization;['chok-ngia̍p hì-thúng'];Chok-ngia̍p hì-thúng fe̍t-chá ham cho chhâu-chok hì-thúng, he kón-lî kie-son kî ngang khien lâu ngiôn khien chṳ̂-ngièn ke kie-son kî chhàng sì, thùng-sṳ̀ ya-he kie-son kî hì-thúng ke fu̍t-sîm lâu kî-sa̍k.
information-realization;['ngiôn-thí'];Ngiôn-thí he yit ne-lie̍t on-cheu thi̍t-thin sun-si chû-chṳt ke thien-nó chṳ̂-liau lâu chṳ́-lin.
information-realization;['ńg-sien-phú'];Ńg-sien-phú chhai yîm-ngo̍k fam-chhiû chûng he yit-chúng vì ngìn su̍k-sit ke yîm-ngo̍k phiêu-ki fông-sṳt, li-yung ńg-thiàu phìn-hàng vàng-sien, chhai khì sông-mien ki-ngi̍p phiêu-sṳ m̀-thùng yîm-kô khi̍p phok-chṳ́ ke yîm-fù.
information-realization;['sṳ́-thù-hàng-chhon', 'sṳ́-thù-hàng-tshon'];Sṳ́-thù-hàng-chhon he kie-seu Yâ-sû Kî-tuk sṳ̂n-thiên heu, kì ke mùn-thù chhut-hi chhòn-tho、sùn-tho ke sṳ-chiak, khì-chûng pâu-hàm mùn-thù Lu-kâ siá-hâ yû-kôan Pó-lò ke sṳ-chiak. he Sîn-yok Sṳn-kîn ke thi-ńg sû-kién.
information-realization;['sṳ-sṳ̂-ki', '士师记', '士師記'];Sṳ-sṳ̂-ki ki-tsai Yî-set-lie̍t-ngìn tsin-ngi̍p Kâ-nàm-thi heu to kien-li̍p vòng-kuet liá-thon fûn-lon sṳ̀-khì ke li̍t-sṳ́.
information-realization;['si'];Si yu tsang si-zak waak-cheh Thu-si.
information-realization;['pit'];Pit he yit-chúng siá sṳ fe̍t-chá va̍k fa yung ke tûng-sî.
information-realization;['chhiòn yîm-fù'];Chhiòn Yîm-fù chhai yîm-ngo̍k ki-phú chûng he yit-chúng yîm-fù sṳ̀-chhṳ̍t.
information-realization;['si-fûn yîm-fù'];Si-fûn Yîm-fù chhai yîm-ngo̍k ki-phú chûng, he yit-chúng yîm-fù sṳ̀-chhṳ̍t.
information-realization;['liuk-sṳ̍p-si-fûn yîm-fù'];Liuk-sṳ̍p-si-fûn Yîm-fù chhai yîm-ngo̍k ki-phú chûng, he yit-chúng yîm-fù sṳ̀-chhṳ̍t.
information-realization;['sâm-sṳ̍p-ngi-fûn yîm-fù'];Sâm-sṳ̍p-ngi-fûn Yîm-fù chhai yîm-ngo̍k ki-phú chûng, he yit-chúng yîm-fù sṳ̀-chhṳ̍t.
information-realization;['pat-fûn yîm-fù'];Pat-fûn Yîm-fù chhai yîm-ngo̍k ki-phú chûng he yit-chúng yîm-fù sṳ̀-chhṳ̍t.
information-realization;['ngi-fûn yîm-fù'];Ngi-fûn Yîm-fù chhai yîm-ngo̍k ki-phú chûng he yit-chúng yîm-fù sṳ̀-chhṳ̍t.
information-realization;['mióng-ya̍p liû-lám-hi'];Mióng-ya̍p liû-lám-hi he yit-chúng yung-lòi hién-sṳ HTML tóng-on ke thien-nó yin-yung ngiôn-thí.
information-realization;['pak-khô-chhiòn-sû'];Liá-piên "Pak-khô-chhiòn-sû" ke ya̍p-mien he pha̍k-fa-sṳ, yû hon-sṳ lièn-kiet"百科全書" ke ya̍p-mien chhai liá-hong tiám-chhut.
information-realization;['koet-chi-kô'];Koet-chi-kô he yit chak yû-miàng ke khiung-sán-chú-ngi kô-khiuk.
information-realization;['kô-khiuk'];Kô-khiuk he yî yit-chúng chó-khì chui kién-tân sòng-kien ke sâng-lo̍k hìn-sṳt, thûng-sòng chhiong sṳ̂-kô ke kô-chhṳ̀ thùng kién-tân ki-tet ke siên-li̍t.
information-realization;['yîm-ngo̍k'];Liá-piên "Yîm-ngo̍k" ke ya̍p-mien he pha̍k-fa-sṳ, yû hon-sṳ lièn-kiet"音樂" ke ya̍p-mien chhai liá-hong tiám-chhut.
information-realization;['vùn-ho̍k'];Vùn-ho̍k he yî ngî-ngièn vùn-sṳ vi kûng-khí hìn-siong-fa ke fán-yang hak-kôn hien-sṳ̍t ke ngi-su̍t, pâu-hàm séu-sot, san-vùn, hi-ki, sṳ̂-kô tén, he vún-fa ke chhung-yeu péu-hien hìn-sṳt.
information-realization;['samba'];Samba he Pâ-sî ke chhòn-thúng yîm-ngo̍k lâu thiau-vú.
information-realization;['ngoi-kâu'];Ngoi-kâu he yit-ke koet-kâ, sàng-sṳ fe̍t chû-chṳt tén chhai Koet-chi kôan-he sông ke fa̍t-thûng, khì muk-tit chhai yî kien-li̍p nèn-kèu mân-chiuk pí-chhṳ́ sî-khiù ke kôan-he.
information-realization;['thiên-koet pat-fuk'];Thiên-koet Pat-fuk he Yâ-sû chhai Pâ-le̍t-sṳ̂-than ke Kâ-li-li chó-khì chhòn fuk-yîm sṳ̀ ke siên-tho, ki-chai chhai Mâ-thai Fuk-yîm thi 5 chông thi 3-12 chiet, pâu-hàm sin-thù chhṳ̂n Chṳ̂ ke Sân-táng Pó-hiun nui-yùng tông-chûng.
information-realization;['lu-kâ-fuk-yîm'];Lu-kâ-fuk-yîm he Sîn-yok Sṳn-kîn chûng ke si pún Fuk-yîm-sû chṳ̂-yit, siông-chhòn he Hî-lia̍p yî-sên Lu-kâ só-chok.
information-realization;['mâ-thai-fuk-yîm'];Mâ-thai-fuk-yîm he Sîn-yok Sṳn-kîn‎ ke thi-yit sû-kién. Si Fuk-yîm-sû chṳ̂-yit.
information-realization;['khí-sṳ-liu̍k'];Khí-sṳ-liu̍k he Sîn-yok Sṳn-kîn ke chui-heu yit-chông, kîn-kí chhòn-sot, he Yâ-sû ke mùn-thù Yok-hon só siá.
information-realization;['sîn-yok sṳn-kîn', 'sîn-yok'];Sîn-yok Sṳn-kîn he Kî-tuk-kau tui Sṳn-kîn chhiòn-sû chṳ̂ heu phu-fun ke kîn-sòng chhṳ̂n-fû.
information-realization;['mî-koet hièn-fap'];Mî-li-kiên Ha̍p-chung-koet Hièn-fap kién-chhṳ̂n Mî-koet Hièn-fap, he Mî-koet ke kîn-pún thai-fap, thièn-thin Mî-koet chṳn-chhṳ chṳ-thu ke fap-li̍t kî-chhú.
information-realization;['sṳ̂n-min-ki', '申命記', '申命记'];Sṳ̂n-min-ki he chṳ̂n-sṳ̀n lâu Yî-set-lie̍t-ngìn li̍p-yok ke sṳ̂n sut. chhai Yî-set-lie̍t-ngìn chin-ngi̍p Kâ-nàm-thi chhièn-chhàng, Mô-sî yî liâng-siu ke sṳ̂n-fun, hiong pak-siang chhṳ̀n-sut li̍t-fap khi̍p yok ke kôan-he, hó-sṳ́ Yî-set-lie̍t-ngìn nèn kin-khièn thu-ngit, lâu Ngiéu-siong ke yi-chhu̍k yû fûn-phe̍t, sṳ̀n-vì sṳn-kiet ke sién-mìn.
information-realization;['mìn-su-ki', '民数记', '民數記'];"Mìn-su-ki" he Khiu-yok Sṳn-kîn ke thi-si sû-kién.
information-realization;['yok-hon-fuk-yîm'];Yok-hon-fuk-yîm he Sîn-yok Sṳn-kîn chang-tién ke thi-si phu fuk-yîm. ho̍k-chá thùng-yi sû-kién yin-kôi he Si Fuk-yîm-sû chûng-kiên chui chhṳ̀ siá-sṳ̀n.
information-realization;['sṳn-kîn', '圣经', '聖經', 'seng-ging'];Sṳn-kîn he Kî-tuk-kau ke yit-pún kîn-tién kîn-sû.
information-realization;['mâ-khó-fuk-yîm'];Mâ-khó-fuk-yîm he kie-seu Yâ-sû ke Si Fuk-yîm-sû chûng chui-chhû sṳ̀n sû ke yit-kién.
information-realization;['li-vi-ki', '利未記', '利未记'];"Li-vi-ki" he Mô-sî ńg-kîn chûng ke thi-sâm pún.
language;['german ngî-chhu̍k', 'ngit-ngí-màn ngî-chhu̍k'];German Ngî-chhu̍k he Yin-Êu Ngî-hì ke yit-kî, he kî-chhu-chhai pet-phu Êu-chû German mìn-chhu̍k ke Ngî-chhu̍k.
language;['yin-thu arya ngî-kî', 'yin-thu ngâ-li-ôn ngî-kî', 'yin-thu - ngâ-li-ôn ngî-kî'];Yin-thu Arya Ngî-kî he Yin-thu Iran Ngî-chhu̍k ke fûn-kî, su̍k-yî Yin-Êu Ngî-ne ke yit phu-fûn, fûn-pu chhai Yin-thu, Pakistan, Nepal, Sri Lanka, he Arya-ngìn chhai chhièn 20 Sṳ-ki tai-to Nàm-â ke ngî-ngièn.
language;['slav ngî-chhu̍k', 'sṳ̂-là-fû ngî-chhu̍k'];Slav Ngî-chhu̍k he Yin-Êu Ngî-hì ke yit-ke Ngî-chhu̍k.
language;['prolog'];Prolog he yit chúng tung-iung thien-nó chhàng-sṳt ngî-ngièn.
language;['客家話', 'hak-kâ-ngî', '客家語', '客家话', '客話', '客话', 'hak-kâ-fa', 'hak-kâ ngî-ngièn', 'hak-ngî', '客語', 'hak-kâ fông-ngièn'];這邊 "客家語" 个頁面係漢字，有白話字連結 "Hak-kâ-ngî" 个頁面在這項點出。
language;['客家話', 'hak-kâ-ngî', '客家語', '客家话', '客話', '客话', 'hak-kâ-fa', 'hak-kâ ngî-ngièn', 'hak-ngî', '客語', 'hak-kâ fông-ngièn'];Liá-piên "Hak-kâ-ngî" ke ya̍p-mien he pha̍k-fa-sṳ, yû hon-sṳ lièn-kiet"客家語" ke ya̍p-mien chhai liá-hong tiám-chhut.
language;['ǹg-ngî', 'n̂g-ngî'];Ǹg-ngî, he Hon Ngî-chhu̍k chṳ̂ yit-kî.
language;['malayalam-ngî', 'mâ-là-â-mê-ngî', 'mâ-là-ngâ-là-mê-ngî'];Mâ-là-â-mê-ngî he Yin-thu nàm-phu Khak-là-là-pâng thûng-hàng ke ngî-ngièn, su̍k-yî Tha̍t-lò-phî-thû Ngî-hì, he Yin-thu 22 chúng kôn-fông ngî-ngièn chṳ̂-yit, ngî-ngièn ngìn-khiéu yok 3,570 van-ngìn.
language;['kannada-ngî', 'khà-na̍p-tha̍t-ngî', 'khà-nàm-tha̍t-ngî'];Kannada-ngî,, he Yin-thu Karnataka ke kôn-fông ngî-ngièn, su̍k-yî Dravida Ngî-hì.
language;['mùng-kú-ngî'];Mùng-kú-ngî he Mùng-kú-chhu̍k‎ só kóng ke ngî-ngièn, su̍k-yî Altai Ngî-ne.
language;['bantu ngî-chhu̍k', 'pân-thù ngî-chhu̍k'];Pân-thù Ngî-kî sṳ Fî-chû Nì-ngit ngì - Kông-kó Ngî-hì Thai-sî-yòng - Kông-kó Ngî-chhu̍k chûng ke yit-ke Ngî-kî, khì-chûng pâu-hàm yok 600 chúng ngî-ngièn, yû yok lióng yi mû-ngî chá.
language;['veps-ngî', 'vì-phú-sêm-ngî'];Veps-ngî, he Veps-chhu̍k ke ngî-ngièn, su̍k-yî Ural Ngî-hì Fûn-làn-Ugria Ngî-chhu̍k Fûn-làn Ngî-kî.
language;['c ngî-ngièn', 'c'];C ngî-ngièn he yit chúng tung-iung thien-nó chhàng-sṳt ngî-ngièn.
language;['tâi-thi tet-ngî', 'tâi-thi-sat-khiet-sùn-ngî'];Tâi-thi Tet-ngî, yu chhṳ̂n Tâi-thi Saxon-ngî, Kú Saxon-ngî, he Tâi-thi German ngî ke yit-chúng khî-vet sin ngî-ngièn, chú-yeu sṳ́-yung chá chhai Tet-koet pet-phu, Tân-ma̍k nàm-phu lâu Hò-làn tûng-phu, nang-ngoi yi̍t yû sṳ́-yung chá chhai Pô-làn yèn-hói thi-khî, yî-khi̍p yì Kâ-nâ-thai tén thi ke yì-mìn sa-khiùn.
language;['altai ngî-hì', 'â-ngì-thai ngî-hì'];Â-ngì-thai Ngî-hì, phe̍t yi̍t â le̍t thai Ngî-hì, ngî-ngièn ho̍k-kâ on-cheu ngî-ngièn hì su̍k fûn-lui fông-fap só va̍k-fûn ke yit-chû ngî khiùn, liá-ke ká sot chhòng-khì yî-lòi su-to hí-tô châng-ngi.
language;['dravida ngî-hì', 'tha̍t-lò-phî-thû ngî-hì'];Tha̍t-lò-phî-thû Ngî-hì fûn-pu chhai Yin-thu nàm-phu lâu sî-phu ke Thán-mí-ngì-na̍p-tet-pâng, Khà-na̍p-thap-khiet-pâng, Ôn-tet-là-pâng, Khak-là-là-pâng, Sî-men-kâ-là-pâng lâu Pâ-kî-sṳ̂-than ke yit-chak séu thi-khî, pâu-koat 75 chúng ngî-ngièn, khì-chûng Mâ-là-ngâ-là-mê-ngî, Thán-mí-ngì-ngî, Thai-lû-ku-ngî, Khà-na̍p-tha̍t-ngî pûn ngin-thin vì kôn-fông ngî-ngièn.
language;['bengal-ngî', 'men-kâ-là-ngî'];Bengal-ngî su̍k-yî Yin-Êu Ngî-hì Yin-thu Iran Ngî-chhu̍k ke Yin-thu Arya Ngî-kî, he Bangladesh fò Yin-thu Sî Bengal lâu Tripura ke kôn-fông ngî-ngièn, sṳ́-yung ngìn-khiéu yok 2 yi 2 chhiên van-ngìn, he Yin-thu Iran Ngî-chhu̍k chhai Hindi-ngî chṳ̂-heu thi-ngi thai ngî-ngièn.
language;['ossetia-ngî', 'o-set-thôi-ngî'];Ossetia-ngî su̍k Yin-thu Iran Ngî-chhu̍k Iran Ngî-kî, he yit-chúng thûng-hàng yî Ngò-lò-sṳ̂ khi̍p Gruzia piên-kie, Kavkaz sân-khî ke yit-chúng ngî-ngièn.
language;['kak-lû-kit-â-ngî', 'gruzia-ngî', 'khiâu-chhṳ-â-ngî'];Gruzia-ngî he Kô-kâ-su ngî-ngièn ke yit-chúng, he Gruzia ke kôn-fông ngî-ngièn, chhai Gruzia yû yok 3,900,000-ngìn chok-vi thi-yit ngî-ngièn.
language;['faroe-ngî', 'fap-lò-ngî'];Faroe-ngî vì Faroe Khiùn-tó ke Kôn-fông ngî-ngièn, sṳ́-yung ngìn-sú vì 8 van chó-yu, 4.8 van sṳ́-yung chá chhai Faroe Khiùn-tó, 2.5 van sṳ́-yung chá chhai Tân-ma̍k, lâu 5 chhiên sṳ́-yung-chá chhai Pên-tó.
language;['nò-vî-ngî'];Nò-vî-ngî he Ngit-ngí-màn Ngî-chhu̍k ke yit-ke fûn-kî, phû-phiên thûng-yung yî Nò-vî, ya-he Nò-vî ke kôn-fông ngî-ngièn.
language;['tan-ma̍k-ngî', 'da', 'dan'];Tan-ma̍k-ngî su̍k-yî Yin-Êu Ngî-ne Ngit-ngì-màn Ngî-chhu̍k Pet Ngit-ngì-màn Ngî-kî, thûng-hàng yî Tan-ma̍k Vòng-koet yî-khi̍p khì su̍k-thi Fap-lò Khiùn-tó, Kak-lîn-làn, ya-he thûng-hàng yî Tet-koet, Nò-vî lâu Shuì-tién ke kin-nui ke phu-fun thi-khî.
language;['pên-tó-ngî'];Pên-tó-ngî su̍k-yî Ngit-ngí-màn Ngî-chhu̍k ke Sṳ̂-khâm-tit-nâ-vì-â Ngî-kî, hien-thoi Pên-tó ke kôn-fông ngî-ngièn.
language;['sui-tiên-ngî', 'shuì-tién-ngî'];Sui-tiên-ngî fe̍t-chá ham cho Sui-tién-ngî, he Pet Ngit-ngí-màn-ngî ke yit-chúng, chú-yeu sṳ́-yung thi-khî vi Sui-tiên, Fûn-làn, sṳ́-yung ngìn-su chhêu-ko kiú-pak-van ngìn.
language;['pó-kâ-li-â-ngî', 'bulgaria-ngî'];Pó-kâ-li-â-ngî su̍k-yî Yin-Êu Ngî-ne Sṳ̂-là-fû Ngî-chhu̍k Nàm Sṳ̂-là-fû Ngî-kî, sṳ́-yung-chá chú-yeu si̍p-chûng chhai Pâ-ngì-kòn Pan-tó koet-kâ Pó-kâ-li-â khi̍p khì-thâ chû-piên thi-khî.
language;['turk ngî-chhu̍k', 'thu̍t-khet ngî-chhu̍k', 'thut-kiâ ngî-chhu̍k'];Thu̍t-khet Ngî-chhu̍k he Â-ngì-thai Ngî-hì chûng chui-thai yit-ke fûn-kî, cho-tet se fûn-vì 40 chúng ngî-ngièn.
language;['ngî-ngièn', '語言', '语言'];Ngî-ngièn he yit-tho khiung-thùng chhái-yung ke kiêu-thûng fù-ho, péu-tha̍t fông-sṳt lâu chhú-lî kûi-chet.
language;['thú-ngí-khì-ngî', 'thú-ngí-khì-vùn'];Thú-ngí-khì-ngî he yit-tsúng ngî-ngièn, hien-kîm yû liuk-tshiên ńg-pak-van to tshit-tshiên sâm-pak-van ngìn sṳ́-yung.
language;['fan-vun', 'fâm-ngî', '梵語', '梵语', 'fâm-vùn'];Chhâm-siòng Hak-kâ-ngî Pha̍k-fa-sṳ pán-pún.
language;['fan-vun', 'fâm-ngî', '梵語', '梵语', 'fâm-vùn'];Chhâm-siòng Hiông-kóng Hak-kâ-ngî pán-pún.
language;['esperanto', 'sṳ-kie-ngî'];Esperanto he chui kóng-yit sṳ́-yung ke ngìn-kûng ngî-ngièn.
language;['interlingua', 'là-tên-koet-chi-ngî'];Interlingua he chhóng-li̍p yî 1951-ngièn ke Koet-chi phú-chhu ngî-ngièn.
language;['ido-ngî', 'ido'];Ido-ngî he yung Esperanto vi kî-chhú, chṳ̂m-tui khì khiet-tiám kói-liòng ke yit-chak Ngìn-chho ngî-ngièn, yî 1900 ngièn-thoi fat-chán chhut-lòi, chṳ-kîm yok lióng-chhiên to ńg-chhiên kiên-sùi-chá, chú-yeu sṳ́-yung ngìn-khiéu fûn-phu chhai Êu-chû.
language;['lò-mâ-nì-â-ngî', 'romania-ngî'];Romania-ngî (limba română, Koet-chi Yîm-phêu: /'limba ro'mɨnə/）he Romania ke kôn-fông ngî-ngièn, kì lâu Yi-thai-li-ngî khiung-thùng su̍k-yî Lò-màn Ngî-chhu̍k ke tûng-kî.
language;['marathi-ngî', 'mâ-là-thi-ngî'];Mâ-là-thi-ngî he Yin-thu ke 22 chúng kûi-thin ngî-ngièn chṳ̂-yit, chhai Mâ-hâ-là-sṳ̂-thi̍t-là-pâng thai-yok-yû 9 chhiên van sṳ́-yung chá.
language;['yîn-ngî', 'yang-vun', 'yang-wun', 'yîn-vùn'];Liá-piên "Yîn-ngî" ke ya̍p-mien he pha̍k-fa-sṳ, yû hon-sṳ lièn-kiet"英文" ke ya̍p-mien chhai liá-hong tiám-chhut.
language;['pashto-ngî', 'phú-sṳ̍p-thok-ngî', 'phú-sṳ̍p-thù-ngî'];Pashto-ngî he Afghanistan Pashto-chhu̍k mìn-chhu̍k ngî-ngièn, lâu Dari-ngî thùng vì Afghanistan ke kôn-fông ngî-ngièn.
language;['tajik-ngî', 'thap-kit-khiet-ngî'];Thap-kit-khiet-ngî su̍k-yî Yin-Êu Ngî-hìYin-thu - Yî-lóng Ngî-chhu̍k Yî-lóng Ngî-kî.
language;['khù-ngì-tet-ngî', 'kurdi-ngî'];Kurdi-ngî he Kurd-ngìn sṳ́-yung ke ngî-ngièn, kì-têu chhi-kî chhai Iran, Iraq, Si-li-â fò Thú-ngí-khì tén thi.
language;['nàm-fî hò-làn-ngî', 'nàm-fî-ngî'];Nàm-fî Hò-làn-ngî he Nàm-fî kin-nui ke pha̍k-ngìn chúng-chhu̍k Afrikaner-ngìn ke chú-yeu ngî-ngièn.
