abstract-region;['product', 'wiskundige product'];Wiskunde
agentive-physical-object;['talitridae', 'strandvlooien', 'sandhopper', 'strand vlo', 'zand trechter', 'zandvlo'];Familie uit de onderorde Gammaridea
agentive-physical-object;['narwal', 'monodon monoceros', 'monodon', 'zee-eenhoorn', 'narwallen', 'narwhale'];Soort uit het walvisgeslacht Monodon
agentive-physical-object;['fraxinus caroliniana', 'swamp ash'];Soort uit het geslacht Fraxinus
agentive-physical-object;['kweepeer', 'kweeappel', 'kwee', 'cydonia oblonga', 'kwee-appel', 'kweeperen', 'quince', 'cydonia', 'kweepeer bush'];Soort uit het geslacht Cydonia
agentive-physical-object;['moeraskat', 'felis chaus', 'junglekat', 'moeraslynx', 'rietkat', 'jungle kat', 'chaus'];Zoogdier uit de familie katachtigen
agentive-physical-object;['numbat', 'myrmecobius fasciatus', 'buidelmiereneter', 'gestreepte miereneter'];Soort uit het geslacht Myrmecobius
agentive-physical-object;['grasparkiet', 'grasparkieten', 'melopsittacus undulatus', 'perruche', 'peruche', 'pérruche', 'péruche', 'budgereegah', 'budgerygah', 'shell parkiet'];Soort uit het geslacht Melopsittacus
agentive-physical-object;['capparis mitchellii', 'inheemse oranje'];Soort uit het geslacht Capparis
agentive-physical-object;['capparis arborea', 'inheemse granaatappel'];Soort uit het geslacht Capparis
agentive-physical-object;['phyllostachys aurea', 'fishpole bamboe', 'gosan-chiku', 'hotei-chiku'];Soort uit het geslacht Phyllostachys
agentive-physical-object;['myotis velifer', 'grot myotis'];Soort uit het geslacht Myotis
agentive-physical-object;['schorskevers', 'bastkever', 'bastkevers', 'schorskever', 'scolytidae', 'iepenspintkever', 'schors kever', 'scolytinae'];Onderfamilie uit de familie snuitkevers
agentive-physical-object;['goudhaantjes', 'regulus', 'kinglet', 'koninkje', 'regulidae'];Geslacht van zangvogels uit de familie van de Regulidae
agentive-physical-object;['ceratitis capitata', 'middellandse-zeevlieg', 'mediterrane fruitvlieg', 'middelandse-zeevlieg', 'middellandse zeeboorvlieg', 'middellandse zeevlieg', 'medfly'];Soort uit het geslacht Ceratitis
agentive-physical-object;['blissus leucopterus', 'chinch bug'];Soort uit het geslacht Blissus
agentive-physical-object;['kriebelmuggen', 'simuliidae', 'buffels mug', 'zwarte vlieg', 'zwarte vliegen'];Familie uit de superfamilie Chironomoidea
agentive-physical-object;['gentianopsis holopetala', 'gentiana holopetala', 'getuft gentiaan'];Soort uit het geslacht Gentianopsis
agentive-physical-object;['notropis atherinoides', 'alburnellus jaculus', 'alburnus dilectus', 'alburnus lepidulus', 'alburnus nitidus', 'alburnus oligaspis', 'leuciscus copii', 'minulus dinemus', 'notropis atherinoides caddonis', 'notropis louisianae', 'emerald shiner', 'smaragd shiner'];Soort uit het geslacht Notropis
agentive-physical-object;['donkere toonhaai', 'allomycter dissutus', 'mustelus canis', 'mustelus canis canis', 'mustelus canis insularis', 'squalus canis', 'gladde hondshaai'];Soort uit het geslacht Mustelus
agentive-physical-object;['verpleegsterhaai', 'ginglymostoma cirratum', 'ginglimostoma cirratum', 'ginglymostoma caboverdianus', 'ginglymostoma fulvum', 'gyglinostoma cirratum', 'squalus argus', 'squalus cirratus', 'squalus punctatus', 'squalus punctulatus', 'verpleegster haai'];Kraakbeenvis uit de familie verpleegsterhaaien
agentive-physical-object;['kathaaien', 'scyliorhinidae', 'cat shark', 'hondshaai', 'kat haai'];Familie van kraakbeenvissen uit de orde grondhaaien
agentive-physical-object;['vaccinium stamineum', 'deerberry', 'squaw huckleberry'];Soort uit het geslacht bosbessen
agentive-physical-object;['roze peper', 'schinus terebinthifolius', 'braziliaanse peper', 'braziliaanse peper boom'];Soort uit het geslacht Schinus
agentive-physical-object;['suikervogels', 'cyanerpes', 'suikervogel', 'honeycreeper'];Geslacht van zangvogels uit de familie Thraupidae
agentive-physical-object;['kruisboomkikker', 'pseudacris crucifer', 'spring peeper', 'de lente peepers', 'hyla crucifer', 'lente kijkers'];Soort uit het geslacht Pseudacris
agentive-physical-object;['heggenmus', 'prunella modularis', 'heggemus'];Soort uit het geslacht Prunella
agentive-physical-object;['notoryctes', 'buidelmollen', 'buidelmol', 'notoryctemorphia', 'notoryctidae', 'buideldier mol', 'notoryctus typhlops', 'pouched mol'];Orde van buideldieren in de klasse zoogdieren
agentive-physical-object;['amandelboom', 'amandel', 'prunus dulcis', 'prunus amygdalus', 'amandelen', 'amygdalus communis', 'bittere amandelen', 'zoete amandel'];Soort uit het geslacht prunus
agentive-physical-object;['amerikaanse katoen', 'gossypium barbadense', 'alabamakatoen', 'barbadoskatoen', 'pima katoen', 'sea island cotton', 'sea island katoen'];Soort uit het geslacht katoenplant
agentive-physical-object;['chionanthus virginicus', 'fringe bush'];Soort uit het geslacht Chionanthus
agentive-physical-object;['taxus floridana', 'florida taxus'];Soort uit het geslacht Taxus
agentive-physical-object;['bocconia frutescens', 'boom stinkende gouwe'];Soort uit het geslacht Bocconia
agentive-physical-object;['ravijnboomkikker', 'dryophytes arenicolor', 'hyla arenicolor', 'canyon treefrog'];Soort uit het geslacht Hyla
agentive-physical-object;['bonobo', 'pan paniscus', 'dwergchimpansee', 'paniscus', 'pygmee chimpansee'];Soort uit het geslacht chimpansees
agentive-physical-object;['pediocactus knowltonii', "knowlton's cactus"];Soort uit het geslacht Pediocactus
agentive-physical-object;['pinus edulis', 'rocky mountain pinon'];Soort uit de subsectie Pinus subsect. Gerardianae
agentive-physical-object;['mopshond', 'mops', 'hollandse bulldog', 'pug'];Hondenras
agentive-physical-object;['fuut', 'futen', 'podicipediformes', 'podicipedidae'];Monotypische taxon
agentive-physical-object;['claytonia virginica', 'virginia lente schoonheid'];Soort uit het geslacht Winterpostelein
agentive-physical-object;['rotgans', 'zeegans', 'zwarte gans', 'branta bernicla', 'rotganzen', 'brant gans', 'brant', 'brent'];Vogel uit de familie van eenden, ganzen en zwanen
agentive-physical-object;['griend', 'grienden', 'grindewal', 'globicephala melaena', 'gewone griend', 'globicephala', 'globicephala melas', 'gemeenschappelijke blackfish', 'lange vin-griend', 'pilot whale'];Geslacht uit de familie dolfijnen
agentive-physical-object;['zanthoxylum americanum', 'kiespijn boom', 'zanthoxylum fraxineum', 'zee as'];Soort uit het geslacht Zanthoxylum
agentive-physical-object;['mispel', 'mespilus germanica', 'mespilus germanicus', 'mispelboom', 'mispelaar'];Soort uit het geslacht Mespilus familie Rosaceae
agentive-physical-object;['magnolia tripetala', 'eland-hout', 'elkwood', 'paraplu magnolia'];Soort uit het geslacht magnolia
agentive-physical-object;['quercus texana', 'spaanse eiken'];Soort uit het geslacht eik
agentive-physical-object;['indigovink', 'indigogors', 'passerina cyanea', 'indigo bunting', 'indigo finch', 'indigo vogel'];Soort uit het geslacht Passerina
agentive-physical-object;['vogelbekdier', 'ornithorhynchus anatinus', 'ornithorhynchus', 'snaveldier', 'duckbilled vogelbekdier'];Zoogdier uit de familie vogelbekdieren
agentive-physical-object;['sayornis', 'phoebe', 'sayornis phoebe', 'phoebe vogel'];Geslacht uit de familie tirannen
agentive-physical-object;['san jose scale', 'aspidiotus perniciosus', 'san jose-schildluis'];Soort uit het geslacht Diaspidiotus
agentive-physical-object;['metacarcinus magister', 'cancer magister', 'dungeness krab'];Soort uit het geslacht Metacarcinus
agentive-physical-object;['wilde kardinaalsmuts', 'euonymus europaeus', 'euonymys eoropeaus', 'gemeenschappelijke kardinaalsmuts'];Soort uit het geslacht kardinaalsmuts
agentive-physical-object;['hoefblad', 'groot hoefblad', 'petasites hybridus', 'petasites vulgaris', 'veen rabarber'];Soort uit het geslacht Hoefblad
agentive-physical-object;['verfbrem', 'duindoorn', 'gaspeldoorn', 'genista tinctoria', "dyer's greenweed", "dyer's-bezem", 'dyeweed', 'greenweed', 'woadwaxen', 'woodwaxen'];Soort uit het geslacht heidebrem
agentive-physical-object;['zomertaling', 'spatula querquedula', 'anas querquedula'];taxon
agentive-physical-object;['gewone dwergvleermuis', 'pipistrel', 'dwergvleermuis', 'pipistrellus pipistrellus'];bedrijf uit Slovenië
agentive-physical-object;['gewone vogelkers', 'zoete kers', 'prunus avium', 'prunus padus', 'europese vogelkers', 'vogelkers', 'troskers', 'gemeenschappelijke vogelkers', 'hagberry boom'];Soort uit het geslacht prunus
agentive-physical-object;['asplenium ceterach', 'schubvaren', 'ceterach officinarum', 'schaal varen', 'schilferige varen'];Soort varen uit het geslacht Asplenium (streepvaren)
agentive-physical-object;['serpeling', 'leuciscus leuciscus', 'gruis', 'cyprinus dobula', 'cyprinus graining', 'cyprinus grislagine', 'cyprinus lancastriensis', 'cyprinus leuciscus', 'cyprinus mugilis', 'cyprinus salax', 'cyprinus simus', 'cyprinus squalus', 'cyprinus umbra', 'idus stagnalis', 'leuciscus argenteus', 'leuciscus dobula', 'leuciscus leuciscus baicalensis kirgisorum', 'leuciscus leuciscus roulei', 'leuciscus majalis', 'leuciscus rodens', 'leuciscus rostratus', 'leuciscus saltator', 'leuciscus vulgaris', 'squalius chalybeius', 'squalius lepusculus', 'squalius leuciscus elata', 'squalius leuciscus elongata', 'squalius leuciscus lateristriga', 'squalius mehdem', 'squalius vulgaris argenteus', 'squalius vulgaris leptorhinus', 'squalius vulgaris minor', 'squalius vulgaris robustior', 'gemeenschappelijke serpeling'];Soort uit het geslacht Leuciscus
agentive-physical-object;['gewone vleugeltjesbloem', 'polygala vulgaris', 'gemeenschappelijke vleugeltjesbloem', 'gand bloem'];Soort uit het geslacht Polygala
agentive-physical-object;['koperwiek', 'turdus iliacus', 'turdus ilacus', 'turdus illacus'];Soort uit het geslacht echte lijsters
agentive-physical-object;['rietzanger', 'acrocephalus schoenobaenus', 'zegge vogel'];Soort uit het geslacht Acrocephalus
agentive-physical-object;['gewone spurrie', 'spergula arvensis', 'maïs schijnspurrie', 'maïs spurrie'];Soort uit het geslacht Spergula
agentive-physical-object;['thuja occidentalis', 'westerse levensboom', 'amerikaanse arborvitae', 'noordelijke witte ceder'];Soort uit de ondergeslacht Thuja subg
agentive-physical-object;['guaiacum officinale', 'pokhout', 'lignum vitae'];Soort uit het geslacht Guaiacum
agentive-physical-object;['guaiacum sanctum', 'bastard lignum vitae', 'guaiacum heiligdom'];Soort uit het geslacht Guaiacum
agentive-physical-object;['annona glabra', 'zwampzuurzak', 'vijver-appelboom'];Soort uit het geslacht Annona
agentive-physical-object;['fraserspar', 'abies fraseri', 'fraser-spar', 'fraser fir'];Soort uit het geslacht zilverspar
agentive-physical-object;['poncirus trifoliata', 'wild orange', 'chinese bittere sinaasappel', 'citrus trifoliata', 'driebladige citroen', 'wilde citroen', 'trifoliate oranje', 'trifoliata'];Soort uit het geslacht Poncirus
agentive-physical-object;['ulmus parvifolia', 'chinese elm'];Soort uit het geslacht iep
agentive-physical-object;['atrichornis', 'scrub-bird', 'scrub vogel', 'scrubbird'];Geslacht uit de familie Doornkruipers
agentive-physical-object;['tasmaanse duivel', 'buidelduivel', 'sarcophilus harrisi', 'sarcophilus harrisii', 'sarcophilus laniarius', 'tasmaanse buidelduivel', 'beer-dasyure', 'sarcophilus hariisi'];Soort uit het geslacht Sarcophilus
agentive-physical-object;['spinus pinus', 'carduelis pinus', 'dennensijs', 'grenen sijs', 'grenen vink', 'pine siskin'];Soort uit het geslacht Carduelis
agentive-physical-object;['zeepaard', 'zeepaardjes', 'hippocampus', 'zeepaardje'];Geslacht uit de onderfamilie Hippocampinae
agentive-physical-object;['sardine', 'sardien', 'europese sardine', 'sardines', 'sardientje', 'clupea pilchardus', 'pelser', 'sardientjes', 'sardina pilchardus', 'alosa pilchardus', 'arengus minor', 'clupanodon sardina', 'clupea harengus pilchardus', 'clupea laticosta', 'clupea pilchardus sardinia', 'clupea sardinia', 'echte sardine', 'sardina dobrogica', 'sardina pilchardus sardina'];Soort uit het geslacht Sardina
agentive-physical-object;['prunus caroliniana'];Soort uit het geslacht prunus
agentive-physical-object;['drosophila', 'bananenvlieg', 'drosophila melanogaster', 'bananenvliegje', 'drosophila (sophophora) melanogaster', 'd melanogaster', 'drosophilia'];Soort uit het geslacht Drosophila
agentive-physical-object;['mayetiola destructor', 'hessische mug', 'hessische vlieg'];Soort uit het geslacht Mayetiola
agentive-physical-object;['westelijke bospiewie', 'contopus sordidulus', 'westerse hout pewee'];Soort uit het geslacht Contopus
agentive-physical-object;['amerikaanse botervis', 'poronotus triacanthus', 'peprilus triacanthus', 'stromateus triacanthus'];Soort uit het geslacht Peprilus
agentive-physical-object;['kleine vlotvaren', 'salvinia natans', 'azolla caroliniana', 'carolina vijver varen', 'mug varen'];Soort uit het geslacht Salvinia
agentive-physical-object;['guppy', 'poecilia reticulata', 'gup', 'guppie', 'poecilia reticulata guppii', 'poecilia reticulata reticulata', 'vermiljoenvisje', 'lebistes reticulatus', 'acanthophacelus guppii', 'acanthophacelus reticulatus', 'girardinus guppii', 'girardinus reticulatus', 'haridichthys reticulatus', 'heterandria guppyi', 'lebistes poecilioides', 'lebistes poeciloides', 'pocilia reticulata', 'poecilia reticulate', 'poecilia reticulatus', 'poecilioides reticulatus', 'rainbow fish'];Soort uit het geslacht Poecilia
agentive-physical-object;['echte koeskoezen', 'phalanger', 'buidelrat', 'phalangeriformes', 'possums'];Geslacht van klimbuideldieren uit de familie koeskoezen
agentive-physical-object;['kwartel', 'kwartels'];Naam voor verscheidene genera in de orde der hoenders (Galliformes)
agentive-physical-object;['himalayagoral', 'gorals', 'bosgeitantilopen', 'naemorhedus goral', 'naemorhedus', 'nemorhaedus', 'goral'];Geslacht uit de onderfamilie Bokken
agentive-physical-object;['himalayagoral', 'gorals', 'bosgeitantilopen', 'naemorhedus goral', 'naemorhedus', 'nemorhaedus', 'goral'];Soort uit het geslacht Bosgeitantilopen
agentive-physical-object;['grootoorkitvos', 'kitvos', 'vulpes macrotis', 'vulpes velox', 'kit fox', 'prairie vos', 'snelle vos'];Soort uit het geslacht Vulpes
agentive-physical-object;['grootoorkitvos', 'kitvos', 'vulpes macrotis', 'vulpes velox', 'kit fox', 'prairie vos', 'snelle vos'];Soort uit het geslacht Vulpes
agentive-physical-object;['parula americana', 'setophaga americana', 'brilparulazanger', 'noordelijke parula', 'parula zanger'];Soort uit het geslacht Parula
agentive-physical-object;['geweervogel', 'acanthisitta chloris', 'rifleman vogel'];Zangvogel uit de familie rotswinterkoningen
agentive-physical-object;['antilopegrondeekhoorns', 'ammospermophilus', 'antilope eekhoorn', 'antilopen chipmunk', 'antilopen eekhoorn', 'citellus leucurus', 'whitetail antilope eekhoorn'];Geslacht uit de geslachtengroep grondeekhoorns
agentive-physical-object;['huismus', 'passer domesticus', 'musje', 'engels mus'];Soort uit het geslacht Passer
agentive-physical-object;['mustang'];Paard
agentive-physical-object;['hudsonia tomentosa', 'armoede gras', 'strand heide'];Soort uit het geslacht Hudsonia
agentive-physical-object;['moschus', 'moschidae', 'moschus moschiferus', 'muskus herten', 'muskusdier'];Taxon, geslacht van zoogdieren
agentive-physical-object;['ansjovis', 'ansjovissen', 'engraulidae'];Familie uit de onderorde Clupeoidei
agentive-physical-object;['schildluis', 'schildluizen', 'coccoidea', 'schildleusen'];Superfamilie uit de onderorde plantenluizen
agentive-physical-object;['prunus dasycarpa', 'paars abrikoos', 'zwarte abrikoos'];Soort uit het geslacht prunus
agentive-physical-object;['muskuskangoeroerat', 'hypsiprymnodon moschatus', 'muskusratkangoeroe', 'muskus kangoeroe'];Klimbuideldier uit de familie muskuskangoeroeratten
agentive-physical-object;['moorse landschildpad', 'testudo graeca', 'furculachelys', 'furculachelys nabeulensis', 'tunesische landschildpad', 'europese schildpad'];Schildpad uit de familie landschildpadden
agentive-physical-object;['regnellidium', 'regnellidium diphyllum'];Soort uit het geslacht Regnellidium
agentive-physical-object;['dwergcicaden', 'cicadellidae', 'leafhopper', 'blad hopper', 'cicade'];Familie uit de superfamilie Membracoidea
agentive-physical-object;['struthiomimus'];Geslacht uit de familie Ornithomimidae
agentive-physical-object;['duitse kakkerlak', 'waterwants', 'blattella germanica', 'croton bug', 'crotonbug'];Soort uit het geslacht Blattella
agentive-physical-object;['amerikaanse houtsnip', 'scolopax minor', 'philohela kleine'];Soort uit het geslacht Scolopax
agentive-physical-object;['teckel', 'dashond', 'taks', 'tekkel', 'dachsie', 'das hond', 'teckels'];Hondenras
