abstract-region;['ຕຳລາຂັ້ນສອງ'];ຕຳລາຂັ້ນສອງ ແມ່ນ ຕຳລາພະຫຸພົດ ທີ່ມີຮູບຮ່າbhgnnhbb f = a x 2 + b x + c {\displaystyle f=ax^{2}+bx+c\,\!}, where a ≠ 0 {\displaystyle a\neq 0\,\!}.
functional-matter;['ກະແລມ', 'ສີຄີມ\u200bກ້ອນ', 'ນ້ຳກ້ອນ', 'ສີຄີມກ້ອນ'];ກະແລມ ແມ່ນເຄື່ອງຫວານແຊ່ແຂງຊະນິດໜຶ່ງ ໄດ້ມາຈາກການລວມເອົາສ່ວນປະກອບຕ່າງໆເຂົ້າກັນ ແລ້ວເອົາໄປຜ່ານການຂ້າເຊື້ອ ແລ້ວເອົາໄປປັ່ນໃນບ່ອນທີ່ເຢັນຈັດ ເພື່ອເຕີມອາກາດເຂົ້າໄປພ້ອມກັບຫຼຸດອຸນຫະພູມ ໂດຍອາໄສເຄື່ອງປັ່ນກະແລມ.
functional-matter;['ໝາກປົ່ມ'];ໝາກປົ່ມ ຫຼື ໝາກແອບເປິ້ນ ໝາກຜິງ ແມ່ນໝາກໄມ້ໃນຕະກູນ Rosaceae.
functional-matter;['ປະລາສະຕິກ', 'ພະລາສະຕິກ'];ປະລາສະຕິກ ຫຼື ພະລາສະຕິກ ຫຼື ປຼາສຕິກ (ຝະລັ່ງ: plastique. ອັງກິດ: plastic) ແມ່ນສານປະກອບອິນຊີທີ່ສັງເຄາະຂຶ້ນໃຊ້ແທນວັດສະດຸທຳຊາດ ບາງຊະນິດເມື່ອເຢັນກໍແຂງໂຕ ເມື່ອຖືກຄວາມຮ້ອນກໍອ່ອນໂຕ ບາງຊະນິດແຂງໂຕຖາວອນ ມີຫຼາຍຊະນິດ ແມ່ນ ນີລອນ ຢາງທຽມ.
functional-matter;['ຕົ້ມດອກໄຂ່'];ຕົ້ມດອກໄຂ່ (ໂຕເຕັມ: 蛋花湯. ພິນອິນ: dàn huā tāng. ແປວ່າ "ຊຸບດອກໄຂ່") ຫຼື ຊຸບດອກໄຂ່ ເປັນຊຸບຈີນທີ່ມີໄຂ່ເຊິ່ງຕີໃຫ້ແຕກໃນນຳ້ຊຸບໄກ່.
functional-matter;['ວັດຖຸດິບ'];ວັດຖຸດິບ ສ່ວນປະກອບ ທີ່ສາມາດໃຊ້ ເພື່ອ ຜະລິດ ຜະລິດຕະພັນ.
functional-matter;['ນົມ', 'ນ້ຳນົມ'];ນົມ ຫຼື ນ້ຳນົມ (ອັງກິດ: milk, ຝະລັ່ງ: lait) ໝາຍເຖິງຂອງເຫຼວສີຂາວທີ່ປະກອບດ້ວຍສານອາຫານທີ່ອອກມາຈາກເຕົ້ານົມຂອງສັດລ້ຽງລູກດ້ວຍນົມ.
functional-matter;['ແຮ່ທາດ'];ແຮ່ທາດ ແມ່ນ ວັດຖຸທຳມະຊາດ ທີ່ປະກອບເປັນຮູບຮ່າງຂຶ້ນ ໃນ ຂະບວນການທຳມະຊາດທາງທໍລະນີສາດ ມີ ໂຄງສ້າງປະລະມະນູທີ່ມີລະບຽບສູງ, ມີ ຄຸນລະສະນະທາງເຄມີ ແລະ ວັດຖຸສະເພາະໂຕ.
functional-matter;['ກາເຟອຽກລັງ', 'irish coffee'];ກາເຟອຽກລັງ (ອຽກລັງ: Caife Gaelach) ແມ່ນເຄື່ອງດື່ມຊະນິດນຶ່ງ ເຊິ່ງມີການນຳກາເຟຮ້ອນມາປະສົມກັບວິສະກີ້ອຽກລັງແລະນ້ຳຕານ ປະສົມແລ້ວກໍມາໃສ່ແກັມ.
genetic-collective;['ຄອບຄົວ'];ຄອບຄົວ ແມ່ນກຸ່ມຂອງຜູ້ຄົນເຊິ່ງສືບເຊື້ອສາຍມາຈາດບັນພະບຸລຸດດຽວກັນ ມີຄວາມໃກ້ຊິດກັນ ແລະອາໄສໃນບ່ອນດຽວກັນ.​ ຄວາມໝາຍຂອງຄອບຄົວໃນທາງພັນທຸສາດ ແມ່ນພິຈາລະນາຮອດຄວາມສຳພັນທາງສາຍເລືອດເປັນຫຼັກ ແຕ່ໃນສັງຄົມ ຄົນທົ່ວໄປມັກເຂົ້າໃຈຄວາມໝາຍຂອງຄອບຄົວໃນທາງພາບລັກຫຼາຍກວ່າທາງພັນທຸສາດ.
geographical-object;['ອະເມລິກາໃຕ້', 'ອາເມລິກາໃຕ້', 'ທະວີບອາເມລິກາໃຕ້'];ອາເມລິກາໃຕ້（ແອສະປາໂຍນ: América del Sur, Sudamérica, ຫຼື Suramérica. ອັງກິດ: South America. ຝະລັ່ງ: Amérique du Sud）ແມ່ນທະວີບທັງໝົດພາຍໃນຊີກໂລກໃຕ້ ແລະ ເກືອບທັງໝົດພາຍໃນຊີກໂລກຕາເວັນຕົກ.
geographical-object;['ທະເລ'];ທະແລ ແມ່ນ ນໍ້າເຄັມ,ຕິດຕໍ່ກັບມະຫາສະໝຸດ ແລະ ຫລາຍໆທະເລລວມກັນອີ້ນວ່າມະຫາສະມຸດແລະ ເມື່ອບວກກັບມະຫາສະໝຸດແລ້ວ ຈະກວມເອົາ 70.6% ຂອງ ເນື້ອທີ່ຜິວໂລກ.
geographical-object;['ມະຫາສະໝຸດ'];ມະຫາສະໝຸດ ແມ່ນ ນໍ້າເຄັມສ່ວນຫຼັກ(ໃຫຍ່) ທີ່ກວມເອົາເກືອບ 70% ຂອງເນື້ອທີ່ຜິວໂລກ.
geographical-object;['ໂອເຊອານີ'];ໂອເຊອານີ ແມ່ນຊື່ທີ່ໃຊ້ເອີ້ນກຸ່ມຂອງໝູ່ເກາະຕ່າງ ໆ ໃນມະຫາສະໝຸດປາຊີຟິກ ການໃຊ້ໃນວົງແຄບ ໝາຍເຖິງ ໝູ່ເກາະໂປລີເນຊີ ໝູ່ເກາະເມລາເນຊີ ແລະໝູ່ເກາະມີກະໂລເນຊີ ການໃຊ້ໃນວົງກວ້າງຈະລວມອົດສະຕະຣາລີເຂົ້າໄປນຳດ້ວຍ ແລະອາດລວມເຖິງ ກຸ່ມເກາະມະລາຢູ.
geographical-object;['ແມ່ນ້ຳອາມາຊົນ', 'amazon river'];ແມ່ນ້ຳອາມາຊົນ ແມ່ນແມ່ນ້ຳໃນທະວີບອາເມລິກາໃຕ້ ມີຕົ້ນກຳເໜີດຢູ່ປະເທດເປລູ ແລະໄຫຼອອກມະຫາສະໝຸດຢູ່ປະເທດບະເລຊິນ ມີຄວາມຍາວທັງສິ້ນປະມານ 6.992,6 ກິໂລແມັດ ແມ່ນແມ່ນ້ຳສາຍທີ່ຍາວທີ່ສຸດເປັນອັນດັບສອງຂອງໂລກຮອງຈາກແມ່ນ້ຳນີນ ແລະຍັງແມ່ນແມ່ນ້ຳເຊິ່ງມີປາກແມ່ນ້ຳກວ້າງທີ່ສຸດໃນໂລກ ເຊິ່ງຢູ່ບໍລິເວນທາງເໜືອຂອງບະເລຊິນ.
geographical-object;['ຄາບສະໝຸດອີເບລີ', 'iberian peninsula'];ຄາບສະໝຸດອີເບລີ (ຝະລັ່ງ: Péninsule Ibérique, ແອສະປາໂຍນ: Península Ibérica, ປອກຕຸຍການ: Península Ibérica) ແມ່ນຄາບສະໝຸດທີ່ຕັ້ງຢູ່ບໍລິເວນຕາເວັນຕົກສຽງໃຕ້ຂອງທະວີບເອີລົບ.
geographical-object;['ປະເທດເກົາຫຼີ', 'ເກົາຫລີໃຕ້'];ປະເທດເກົາຫຼີ ເປັນອະດີດປະເທດ ຕັ່ງຢູ່ໃນແຫຼມເກົາຫຼີ ພາຍຫຼັງສົງຄາມໂລກຄັ້ງທີ 2 ປະເທດເກົາຫຼີຖືກແບ່ງອອກເປັນປະເທດເກົາຫຼີເໜືອແລະປະເທດເກົາຫຼີໃຕ້ == ປະຫວັດ == ປະຫວັດສາດເລີ່ມຈາກອານາຈັກໂຊຊັອນບູຮານ ເຊິ່ງສະຖາປະນາໂດຍ "ທັນກຸນ".
geographical-object;['ແມ່ນ້ຳຂອງ', 'ນ້ຳຂອງ', 'mékong'];ແມ່ນ້ຳຂອງ ເປັນແມ່ນ້ຳໃຫຍ່ອັນດັບໜຶ່ງ ໃນແຫຼມອິນດູຈີນ ແລະ ທີ່ສາມໃນອາຊີ.
geographical-object;['ທະວີບອັງຕາກຕິກ', 'ອັນຕາກຕິກ', 'ອັງຕາກຕິກ'];ທະວີບອົດສະຕາລີ (ຝະລັ່ງ: Antarctique, ອັງກິດ: Antartica) ແມ່ນທະວີບທີ່ຢູ່ໃນຂົ້ວໂລກໃຕ້ ເປັນທະວີບທີ່ມີແຕ່ນ້ຳກ້ອນ ແລະບໍ່ມີມະນຸດຢູ່ .
geographical-object;['ອະເມລິກາ', 'ທະວີບອາເມລິກາ', 'ອາເມລິກາ', 'ທະວີບອະເມລິກາ', 'ອາເມຣິກາ'];ອະເມລິກາ, ອາເມຣິກາ
geographical-object;['ມະຫາສະໝຸດອັດລັງຕິກ', 'ມະຫາສະໝຸດອັດລັງຕີກ'];‎ ມະຫາສະໝຸດອັດລັງຕິກ ເປັນມະຫາສະໝຸດທີ່ມີຂະໜາດໃຫຍ່ເປັນອັນດັບສອງຂອງໂລກ.
geographical-object;['ໂປລີເນຊີ'];ໂປລີເນຊີ (ຝະລັ່ງ: Polynésie) ແມ່ນພູມິພາກທີ່ຢູ່ໃນເຂດ ໂອເຊອານີ ມະຫາສະໝຸດປາຊີຟິກ ເມື່ອເບິ່ງຈາກແຜນທີ່ຈະເຫັນພື້ນທີ່ເປັນຮູບສາມຫຼ່ຽມຫຼືທີ່ເອີ້ນກັນວ່າສາມຫຼ່ຽມໂປລີເນຊີ ສຳລັດປະຫວັດສາດແລະວັດທະນະທຳຂອງພູມິພາກນີ້ ມີຄວາມຮຸ່ງເຮືອງສູງສຸດໃນບັນດາພູມິພາກໃນໂອເຊອານີທັງໝົດ ເຊິ່ງມີຈັກກະວັດທີ່ຍິ່ງໃຫຍ່ຫຼາຍຈັກກະວັດ ມີວັດທະນະທຳຕ່າງ ໆ ເຊັ່ນການຟ້ອນລຳເປັນຕົ້ນ.
geographical-object;['ເມລາເນຊີ', 'ເມລາເນເຊຍ'];ຄຳວ່າ "ເມລາເນຊີ" (ຝະລັ່ງ: Mélanésie) ແປວ່າ ໝູ່ເກາະສີດຳ (les îles noires) ແມ່ນຄຳໃຊ້ເອີ້ນພູມິພາກທີ່ຢູ່ໃນຂົງເຂດໝູ່ເກາະມະຫາສະໝຸດປາຊີຟິກ ທາງຕາເວັນຕົກຂອງທະວີບໂອເຊອານີແລະບາງສ່ວນຂອງທະວີບອາຊີ.
geographical-object;['ເກາະຊີແລນ', 'zealand'];ເກາະຊີແລນ ແມ່ນເກາະທີ່ໃຫຍ່ທີ່ສຸດຂອງປະເທດເດນມາກ ແລະ ຍັງເປັນເກາະອັນດັບທີ 95 ທີ່ໃຫຍ່ທີ່ສຸດໃນໂລກ, ມີເນື້ອທີ່ 7,031 ຕາລາງກິໂລແມັດ.
geographical-object;['ມະຫາສະໝຸດປາຊີຟິກ', 'ມະຫາສະໝຸດປາຊິຟິກ'];ມະຫາສະໝຸດປາຊີຟິກ ຕັ້ງຊື່ໂດຍ ເຟີດີນານ ມາເຈນລັນ ວ່າ Mare Pacificum ເປັນພາສາລາແຕັງ ແປວ່າ peaceful sea ພາສາຝະລັ່ງ pacifique ໝາຍເຖິງ "ສະງົບສຸກ" ເປັນຜືນນ້ຳທີ່ກວ້າງໃຫຍ່ທີ່ສຸດໃນໂລກ ມີພື້ນນ້ຳປະມານ 165,000,000 ຕາລາງກິໂລແມັດ ຫຼື 1 ໃນ 3 ຂອງພື້ນທີ່ຜິວທັງໝົດຂອງໂລກ ຄວາມຍາວໃນແນວເສັ້ນແວງມີລະຍະທາງປະມານ 15,500 ກິໂລແມັດ ຈາກທະເລເບຣິງໃນເຂດອາກຕິກທີ່ຢູ່ທາງເໜືອຈະຫຼົດຮິມຝັ່ງທະເລຣອສໃນອັງຕາກຕິກທີ່ຢູ່ທາງໃຕ້ ມະຫາສະໝຸດປາຊີຟິກມີດ້ານທີ່ກວ້າງທີ່ສຸດຕາມແນວຕາເວັນອອກ-ຕາເວັນຕົກ ຢູ່ທີ່ບໍລິເວນເສັ້ນຂະໜານ 5 ອົງສາເໜືອ ດ້ວຍຄວາມຍາວປະມານ 19,800 ກິໂລແມັດ ຈາກອິນໂດເນເຊຍເຖິງຊາຍຝັ່ງໂກໂລມບີ ສຸດເຂດດ້ານຕາເວັນຕົກ ຄື ຊ່ອງແຄບມະລະກາ ຈຸດທີ່ເລິກທີ່ສຸດໃນໂລກ ຄື ຮ່ອງເລິກມາເຣຍນາ ຢູ່ໃນມະຫາສະໝຸດປາຊີຟິກ ຈຸດທີ່ເລິກທີ່ສຸດວັດໄດ້ 10,911 ແມັດ
geographical-object;['ນ້ຳຕົກຕາດນີອາກາລາ'];ນ້ຳຕົກຕາດນີອາກາລາ ແມ່ນນ້ຳຕົກຕາດສ່ຳໃຫຍ່ຫຼາຍຫົນຫຼາຍແຫ່ງປະກອບກັນ.
gestalt;['ຮູບຈັດຕຸລັດ'];ໃນ ໜ້າພຽງໃດໜຶ່ງ, ຮູບຈັດຕະລັດ ແມ່ນ ຮູບຫຼາຍແຈ ທີ່ມີ 4 ຂ້າງສະເໝີກັນ, 4 ມູມສາກ, ແລະ ແຕ່ລະຂ້າງເຊິ່ງໜ້າ ຂະໜານກັນ.
gestalt;['ອະນຸສາວະລີເທພີເສລີພາບ', 'statue of liberty', 'ເທພີເສລີພາບ'];ອະນຸສາວະລີເທພີເສລີພາບ ຫຼື ເທພີເສລີພາບ (ອັງກິດ: Statue of Liberty ແຕ່ຄຳເກົ່າຊື່ວ່າ Liberty Enlightening the World, ຝະລັ່ງ: Statue de la Liberté) ແມ່ນອະນຸສາວະລີອັນຍິ່ງໃຫຍ່ຫຼວງ ແລະມີຄຸນຄ່າທາງຈິດທາງໃຈ.
gestalt;['ຮູບສີ່ແຈສາກ'];ໃນ ເລຂາຄະນິດ, ຮູບສີ່ແຈສາກ ແມ່ນ ຮູບສີ່ແຈ ທີ່ທຸກໆແຈ ແມ່ນ ມຸມສາກ.
information-encoding-system;['ກາບກອນ'];ກາບກອນ (ຄຳເຄົ້າ: ກາພຍ໌ກລອນ) ຫຼື ການແຕ່ງກອນ ແມ່ນສີລະປະປະເພດນຶ່ງທີ່ຖືກຈັດເຂົ້າໃນວິຊາທີ່ຄົນບູຮານຖືວ່າເປັນວິຊາທີ່ສຳຄັນ ໂດຍສະເພາະແມ່ນຜູ້ທີ່ຈະເປັນເຈົ້າຊີວິດ ນອກຈາກວິຊາອື່ນໆ ເພີ່ນຈຳຕ້ອງໄດ້ສຶກສາວິຊານີ້ນຳ, ການແຕ່ງກອນບໍ່ຍາກສຳລັບຜູ້ມີພອນສະຫວັນ ແລະພອນສະແຫວງ ພຽງແຕ່ເຮົາແຕ່ງໃຫ້ຖືກຫຼັກ ແລະແຕ່ງເປັນປະຈຳ ສຶກສານຳຜູ້ທີ່ຂຽນດີ ໂດຍການອ່ານ ພວກເຮົາກໍຈະແຕ່ງໄດ້ສະບາຍ.
information-object;['ຊື່ໂດເມນ'];ຊື່ໂດເມນ(Domain name) ຫລືຊື່ຂອບເຂດໃນລະບົບເຄືອຂ່າຍເນັຕເວີກ ທີ່ບົ່ງບອກເຖິງຊື່ແລະທີ່ຢູ່ ຂອງເຄື່ອງອຸປະກອນຄອມພິວເຕີຣ໌.
