abstract-region;['taran'];Taran Xisaab ahaan waa natiijada Iskudhufasho laba walxoox.
locative-role;['edirne'];Edirne, waa magaalo ku taal qabta yurub ee Turkiga.
locative-role;['ho chi minh city'];Ho Chi Minh City, Saigon waa caasimada gobolka Dong Nam Bo ee wadanka Vietnam.
locative-role;['los angeles', 'la'];Los Angeles waa magaalad oo ku taalo gobalka Kalifornia ee dalka Mareykanka
locative-role;['jineefa'];jineefa (af-faransiiska Genève) af-jarmalka Genf) waa magaalo ku taala wadanka Iswisarland waana magaalda ugu wayn wadankaas waana magaalda labaad ee wadankaas.waxaa lagu qiyaasaa dadka kunool 206 109 waxa ay kutaalaa koonfur galbeed awdanka waana magaalda ugu wayn qaybta af-faransiiska ku hadasha jeneefa waxa ay saldhig u tahay hayadop badan oo caalmka katirsan sida jamciyada quruumaha ka dhaxaysa waxaa saldhigyo kuleh hayada sida OMS/WHO (Ururka Caafimaadka Aduunka) (International Red Cross) hay'ada laanqayrta cas waxa kale oo kamida hayada saldhiga kuleh magaalda jineefa hayada (Human Rights Watch).
locative-role;['magaalada utrecht', 'utrecht'];Magaalada Utrecht waa magaalo ka mid ah magaalooyinka gobolka Utrecht ee dalka Holland.
locative-role;['saint petersburg'];Saint Petersburg (Af-Ruush: Санкт-Петербу́рг) horay waxa loogu magacaabi jiray Leningrad( Ленингра́д 1924-1991 intaas kahor waxa ay lahayd magaca Petrograd (Петрогра́д 1914-1924) waa magaalo kutaala dalka Ruushka waxa ay kutaalaa waqooyi galbeed wadanka Ruushka waxa ay kutaalaa duleedka [[Wabiga Neva] Bariga Gacanka Finland ee Bada Baltikska.
locative-role;['mekka', 'makka', 'gobol', 'gobolka makka', 'makkah', 'makkah al-mukarama', 'makki', 'makko', 'mako'];Makkah Makka Mekka Makkah Makkah al-Mukarama waa caasimad ku taala Xijaas, iyo magaalo-madaxda Gobolka Makka ee dalka Sacuudi Carabiya.
locative-role;['marinka gaza'];Marinka Gaza
locative-role;['monako', 'moonako'];'Dawlada Monaco.
locative-role;['lamadegaanka kalahari', 'kalahari'];Kani waa maqaal ku saabsan "Lamadegaanka Kalahari" ee koonfurta Afrika.
locative-role;['cows'];Cows waa dhirta dhulka ka baxada oo xooluhu daaqaan, waxaa kale oo jiro wax ladhoho bal oo lo'da daaqdo waxa lagu magacaabaa wax kasta oo kamida geedaha ama dhira qaar kamida gaar ahaana kuwa gaagaaban ee aan dhaadheerayn amaba aan lahay ee aan samaynayn jirid iyo caleemo.
locative-role;['dhuldaaqsiin'];Dhuldaaqsiin ama Dhuldaaqsiimeed
locative-role;['frankfurt'];Frankfurt waa magaalo ku taala dalka Jarmalka.
locative-role;['skandinafiyen', 'iskandanefiyan'];Skandinafiyen waxaa ladhahaa dhulka ku yaalo woqooyiga qaarada Yurub.
locative-role;['seerbiya', 'serbia', 'србија'];Seerbiya ama Jamhuuriyadda Seerbiya waa wadan ku yaala koonfurta qaarada Yurub.
locative-role;['liverpool'];Liverpool waa magaalad oo kuyaalo dalka Ingiriiska.
locative-role;['qafqaas', 'qooqaas', 'qawqaas'];Qafqaas' afka ruushka waa mandaqad siyaasadeed oo ay wadaagaan wadamo aad u badani waxa ay ku taalaa xuduuda u dhaxaysa yurub iyo Aasiya waxana kuyaala buuraha caanka ah ee quuqaas badanaa waxaa loo qaybiyaa laba dhinac bari iyo galbeed
locative-role;['qafqaas', 'qooqaas', 'qawqaas'];Isuduwe: 42°15′40″N 44°07′16″E
locative-role;['bed', 'area'];Bed waa cabir lagu cabiro meel dusheeda.
locative-role;['dekad', 'dakad', 'deked'];Dekad, Dakad waa meel dhisme ah oo xeebta Badaha wabiyada kutaala looguna talo galay in wax lagasoo rogo lagana dhoofiyo,dekadhu waxa ay isticmaalaan wiishash meelo hangaraha oo wax lagu xereeyo iyo qaarkood oo leh xirooyin waawayn oo loogu talo galay in xoolaha nooli ay kuxeroodaan intaan la dhoofin sida dekeda Berbera
locative-role;['mombaaso', 'mombasa'];Kenya Mombaaso waa magaalada labaad oo ugu ween, dalka Kiinya.
locative-role;['göteborg'];Göteborg waa magaalada labaad ee ugu weyn wadan Iswiidhan waxaana ku nool dad tiradoodu ay kor u dhaafayso 500,000 oo qof magaalada si heer sare ah ayaa loo dhisay waano magaalo qaraami ah marka aduunka kale loo eego waayo tan iyo markii aduunka la dhisay waa ay taagneyd ayadu.Waxa ay kutaalaa wadanka Iswiidhan.
locative-role;['yaafa'];Yaafa waa mid ka mida magaalooyinkii ugu qadiimsanaa wadanka falastiin, maanta waxay hoostagtaa talaabiibta Israaiil, waxay saarantahay xeebta bari ee badda cad, qudus waxay ka fogtahay 55 kiilo mitir galbeed, meel istaraatiiji ah bay ku taalay falastiiniyiintana waxay u ahayd magaalooyinka ugu muhimsan, waagii qabtii waynayd ku dhacday falastiin sanadkii 1948 markii in badan ee carabtii degenayd ah laga qixiyay, ku dhawaad waxaa degen 60,000 oo qof uu yuhuud u badan, iyo tiro aad u yar oo carab ah.
locative-role;['lithuaniya'];Lithuania: Lietuva: Lietuva [lʲɪɛtʊvɐ], si rasmi ah Jamhuuriyadda Lithuania, waa waddanka gobolka Baltic ee waqooyi-bari ee Yurub.
locative-role;['tuulo'];BEESHA CARAB YAXYE SAALAX EE MEHRI Beesha Carab Yaxye Saalax ee Meheri Waa beel ama qabiil soomaaliyeed, Beeshu waxay taarikh dheer ku leeyihiin ladagalamkii gumeystihi taliyaniga,ingriska ee dalka haystay.
locative-role;['tabriz'];Tabriz waa gobal ka tirsan wadanka Iran waxuu xuduud la leeyahay wadanka Turki dadka ku nool waxaa lagu qiyaasaa ilaayo hal malyan iyo xoogaa
locative-role;['asiyriya', 'asiyriyaan', 'assiyriya', 'assiyriyaan'];Assiriya waa boqortooyo ka jirtey bariga dhexe wakhtiyadii hore.
locative-role;['baabiylooniya'];Baabiylooniya
locative-role;['daanta galbeed'];Daanta galbeed (Af-Carabi الضفة الغربية.
locative-role;['baadiye'];carabi "الريف "
locative-role;['lamadegaan', 'bataax', 'saxare'];Kani waa maqaal ku saabsan deegaanada "Lamadegaanka" ah.
locative-role;['lorraine'];Lorraine Waa mid kamida 26 gobol ee Dalka Faransiiska.caasimadna waxa u ah magaalda Metz
locative-role;['düsseldorf'];Düsseldorf, Jarmalka: [dʏsl̩dɔɐ̯f] . Faderaalka hoose iyo Ripuarian: Dusseldorf [dʏsl̩dœɐ̯p]
locative-role;['são paulo', 'sow bawlo', 'sao paulo', 'saw bawlo', 'saw bowlo', 'sow bowlo'];Kani waa maqaal ku saabsan magaalada Sao Paulo.
locative-role;['woqooyi', 'waqooyi'];Waqooyi waa mid ka mid ah Afarta jiho ee asalka ah, waxeyna ka koreysaa dhul baraha.
locative-role;['torino'];Torino
locative-role;['dowladaha baldiiqa'];Dowladaha Baldiiqa waa magac loo yaqaan sadex dowlad oo ka mida wadamada yurub, oo kala ah Estoniya, Latfia iyo Lithuania, hore waxaa uga mid ahaa finland hase yeeshee way ka baxday,
locative-role;['chicago', 'jikaago', 'shikaago'];Kani waa maqaal ku saabsan magaalada Jikaago, Illinois, wadanka Maraykanka.
locative-role;['minneapolis', 'caasimada minneapolis', 'downtown minneapolis', 'mineyaabolis', 'minneapolis, minnesota'];Bogan waa mid ku saabsan magaalada Minneapolis, Minnesota wixii faahfaahin ah fiiri MinneapolisMinneapolis, Mineyaabolis, sida saxda ah loo yaqaano Caasimada Minneapolis waa xarunta Hennepin County, mid ka mid ah Magaalooyinka Mataanaha iyo mida 14aad ee shabakada magaalooyinka waaweyn ee wadanka Maraykanka, midaasi ooy ku nool yihiin dad ka badan 3.8 milyan.
locative-role;['memfis', 'memfis, tennessee', 'memphis'];Kani waa maqaal ku saabsan magaalada Memphis, Tennessee, Maraykanka.
locative-role;['waalis'];Waalis waa gobol ka mid ah Midowga boqortooyada Britan
locative-role;['samarqanda', 'samarkand'];Samarqanda, Usbekistan.
locative-role;['rotterdam'];Rotterdam Waa magaalada labaad ee ugu weyn Nederland waxaa ku nool qiyas ahaan 588,000 oo qof.
locative-role;['bariga dhexe', 'bariga dhow'];Bariga Dhexe waa mandaqad Juquraafiyeed Kakooban Wadamada Galbeedka Aasiya iyo Waqooyiga Afrika.
locative-role;['münchen'];München ama Munich waa caasimadda iyo magaalada ugu badan ee gobolka Jarmalka ee Bavaria, on bangiyada Wabiga Isar waqooyiga ee Bavarian Alps.
locative-role;['milan'];Milan waa magaalad oo kuyaalo gobalka Lombardia ee dalka Talyaaniga
locative-role;['boqortooyo'];Boqortooyo waa Qoys, taariikh leh, oo amar ku bixiso Dawladdaha.
locative-role;['rio de janeiro'];Rio de Janeiro waa magaalo ku taala dalka Barasiil.
locative-role;['shaam'];Shaam ama suuriyadii hore waa magac taariikhi ah oo loo yaqaanay wadama bariga iyo woqooyiga dhulka jasiirada carabta wuxuu dherersanyahay xeebta bari ee jasiirada carabta ilaa bada cad gudaha waxaa ku jira labad wabi ee dajla iyo furaat, waxay kulansataa maanta wadamada loo kala yaqaan : suuriya, lubnaan, urdun, falastiin, iyo dhulka laga sameeyay israaiil, dagaalkii 1948 iyo dhulal yar oo kala raacsan sucuudiga iyo qaybo yaroo ka kala mida turkiga, siinay, gobolka ciraq ku yaal ee muusil, dadka qayb baa qabta inay jasiirada qubrusna, jasiiradasiinaay iyo ciraaq oo dhan ay ka wada mid yihiin.
locative-role;['mesobotaamiya'];Kani waa maqaal ku saabsan ilbaxnimadii deegaanka Mesobotaamiya.
locative-role;['istanbuul'];Istanbuul w:tr:istanbul Turkey, waayihii hore loo yaqaanay Konstantinoble iyo Byzantiyam, waa caasimad ka mid ah deegaanada ugu dadka badan wadanka Turkeyga.
locative-role;['detroit', 'dhetroyt'];Kani waa maqaal ku saabsan magaalada Detroit, Mishiigan, Maraykanka.
locative-role;['new york', 'new york city'];New York ama New York City, waa magaalo ku taalo dalka Mareykanka.
locative-role;['karaaji', 'karachi'];Karachi Waa caasimada labaad ee wadanka Bakistaan waana magaalda uguwayn wadanka Bakistaan waana caasimada gobolka Sind.
locative-role;['philadelphia', 'filadelfiya'];Kani waa maqaal ku saabsan caasimada Philadelphia, Pennysvalia ee dalka Maraykanka.
locative-role;['bartamaha ameerika', 'badhtamaha ameerika', 'bartamaha amerika', 'latino'];.
locative-role;['arktik'];Kani waa maqaal ku saabsan Arktik.
locative-role;['kab town', 'cape town', 'kape town'];Kab Town ama Cape town waa caasimada labaad ee dalka Koonfur Afrika.
locative-role;['saxaara', 'saxara', 'lamadegaanka saxara', 'lama degaanka weyn', 'sahara'];Kani waa maqaal ku saabsan "Lamadegaanka Saxara" ee waqooyiga Afrika.
mental-object;['aqoon', 'cilmi'];Aqoon Aqoon sidoo kale loo yaqaano Cilmi waa habka ama nidaamka waxbarasho ee qof ama xayawaan lagu barayo ama fahansiinayo wax aanu aqoon u lahayn.
method;['mustacmarnimo'];Mustacmarnimo waa nooc dawlad ee leh dabeecad diidnimada dooq ama doorasho ama rabitaanka jaaliyaasha guud.
method;['dimoqraadi', 'dimuqraadi'];Dimuqraadiyad waa nooc ka mid ah nidaamka maamulka dowladaha iyo qaab kale oo ka mid ah awood-qeysbiga taasi oo awooda oo dhan ay Gacanta Ugu jirto shacabka.
non-agentive-physical-object;['surwaal'];Surwaal waa dhar la gashto qeybka jidhka inta hoose, gaar ahaan lugaha.
non-agentive-physical-object;['kanaalka banama'];Kanaalka Banama : Badweynta Atlaantik iyo Badweynta Baasifik.
non-agentive-physical-object;['funaanad', 'garan'];Boga "Garan halkan ayaa laga soo toosiyay.
non-agentive-physical-object;['rah'];Rah waa xayawaan ka mid ah beribiyood kaasi oo ku nool biyaha macaan iyo meelo ka mid ah dhulka.
non-agentive-physical-object;['nigis', 'kastuumo'];Boga "kastuumo" halkan ayaa laga soo toosiyay.
non-agentive-physical-object;['garbisaar'];Garbisaar waxaa ladhahaa maro eey isticmaalaan dumarka muslimiinta ah, Soomaliyeed waxa eey saartaan madaxa hore.
non-agentive-physical-object;['macawiis', 'sarong'];Macawiis sidoo kale loo yaqaano Guntiimo, waa shay dabacsan oo ka samaysan dun, ama cudbi, ama harag kaasi oo la tolay.
non-agentive-physical-object;['shiishad'];Shiishad
non-agentive-physical-object;['rajabeeto'];Rajabeeto waa calal suuf ka samaysan oo dumarku ku celiyaan qaybta hore ee xabadka.
non-physical-collection;['hindusam', 'hinduuga'];Boga "Hinduu" halkan ayaa laga soo toosiyay.
non-physical-collection;['seeraar'];seeraar waa fikrad oo aasaasiga ah baahsan, laakin aan macquul ahayn waqtiga la doodaayo.
non-physical-collection;['dalankac'];dalankac waa fikradda ee faafisa noloshada inuusan lahayn micne.
non-physical-collection;['diin'];Diin waa rumaysad awood sare iyo hannaan akhlaaq, ku dhaqan, iyo qaddarin la xiriira rumaysadkaas.Adduunka maanta waxaa laga aaminsanyahay waxyaabo farabadan oo loogu yeedho "[diimo]" laakiin soo hoos gelayaan kuwa badan oo bulsho ama qof sheqsi ah la yimi sida sikh,Hindu,Bahay iwm.
non-physical-collection;['jainismi', 'jainism'];Jainismi waa diin lagu aasaasey Hindiya qarniga shan kun sanad ka hor oo baro iin xaalad kasta oo caalamka ku jirta inay tahay wax nasiibso ah.
non-physical-collection;['tayoismi', 'taoism'];Tayoismi waa diin lagu aasaasey Shiinaha 2 kun sanad ka hor.
non-physical-collection;['sinaansho', 'simanahaansho'];Sinaansho waa fikrada dadka iyo biniaadanka oodhan iney isla siman yihiin iyo horjeeda xabsiga caqliga.
non-physical-collection;['shiintismi', 'shinto'];Shiintismi waa diin lagu aasaasey Jabaan oo ah fikrad ku saabsan diin iyo dhaqan oo isku dax jirra.
non-physical-collection;['aqoon yari', 'jahli', 'jaahil', 'jahliga ama caksiga cilmiga'];Kani waa maqaal ku saabsan aqoon la'aanta.
non-physical-collection;['aqoon yari', 'jahli', 'jaahil', 'jahliga ama caksiga cilmiga'];Aqoon Yari ama Jahli waa caksiga aqoonta, waa garasho la'aanta walax,
non-physical-collection;['islaam', 'islaamka', 'islam', 'qaybaha islaamka'];Islaam macnihiisane "Waa isu dhiibid Allaha", kalmada Islam waxey ka timid kalmada carabiga ah oo loola jeedo salaam ama nabadgalyo.
non-physical-collection;['qaayib'];qaayib waa yeelka tabka uu qof ku dhex jiro.
non-physical-collection;['guud ahaansho'];Guud ahaansho waa fikradda oo caadi ah.
non-physical-collection;['masiixiyad', 'kirishtaan', 'kiristaan', 'kiristaanka', 'kiristanka', 'masiixi', 'masiixiga'];Masiixiyad Kiristaan ama Kirishtaan waa Diin ka mid ah saddexda diimood ee samaawiga ah.
non-physical-collection;['shaydaanimo'];Shaydaanimo waa wax ee dadka qaarkood caabudaan ama ee go'aan ku gaareen in ee yihiin shaydaamiyiin, isla markaas neh ee rumeesanyihiin shaydaanka.
organized-collection;['maktabad'];Maktabad waa meel Buug laga soo gato ama laga deensado.
organized-collection;['taxane', 'taxaneyaal'];Taxane jamac Taxaneyaal waxay waxtar joogta ah u leedahay furfurista habdhiska isle'egyada toosan.
parameter;['saq dhexe'];Saq Dhexe ama Habeen barkii waa xiliga ka dambeeya lix saac ama 12 ka oo habeenimo ilaa waa bariga.
parameter;['boqolleey'];Boqolleey waa qeyb ka mid ah Xisaabta, micnaha 50% waa 100kiiba 50 ama 50/100.
parameter;['abaar'];Kani waa maqaal ku saabsan "abaaraha" guud ahaan.
parameter;['gooryaanka'];Gooryaanka waa cudur uu sababay noolaha gooryaanka gooryaanka dheer.
parameter;['bidaar'];Bidaar Waa wax soo if baxa goor dambe ee da'da ama waa jirro ku dhacda timaha ama madaxa sida badanna ku dhacda ragga dabcan dumarka qaarna way ku dhacdaa, waxa ayna ugashaa dadka si sibiq ah aanuu dareemin marka hore waxa ayna gurtaa marka hore timaha hore kadibna dhexda.
parameter;['aroor', 'waaberi'];Waaberi waa wakhtiga maalintii ee ka dambeeya hiirta iyo goorta ay ileyska cadceedu u soo baxdo oogada sare ee dunida.
parameter;['aroor', 'waaberi'];Aroor sidoo kale loo yaqaano Hiir, Hiiro iyo Alaseey, waa xiliga ka horeeya cadceed soo baxa oo mugdigu sii dhamaanayo iftiinkuna wali si fiican u soo bixin, waana waqtiga la tukado Salaada subax.
parameter;['dharaar'];Dharaar marka la joogo oogada dhulka, dharaar waa wakhtiga uu ileyska cadceedu hayo oogada sare ee dunida.
parameter;['saami qumman'];Saami qumman ee tiro u tahay tiro kale
phenomenon;['kimikal dibusocod'];Kimikal dibusocod waa marka ee Atomka iyo/ama Molikylka ee isku imaan karin.
phenomenon;['ileys', 'iftiin'];Kani waa maqaal ku saabsan "Ileyska ili-qabateyga ah".
phenomenon;['khamiir'];Khamiir waa nidaamka iyo habka sonkorta loogu bedelo asiidh, neef ama alkahool.
phenomenon;['qiiq'];Qiiq Qiiq waa neef midabo badan leh, ha u bato midabka cadaanka, kaas oo yimaada marka shay dab la qabadsiiyo.
phenomenon;['koronto'];La'aan Electric ugu dambeyntii waa qurubyada hoose ee feature aasaasiga ah oo la xiriira in ay kala duwan oo cajiib ah u wada socdaan electromagnetic.
phenomenon;['kul'];Kani waa maqaal ku saabsan Kuleylka.
phenomenon;['khamiir'];Khamiir waa nidaamka iyo habka sonkorta loogu bedelo asiidh, neef ama alkahool.
phenomenon;['hangul'];Alifbeetada Kuuriya sidoo kale Koonfurta Kuuriya looga yaqaan Hangul, Waqooyiga Kuuriya iyo shiinaha neh looga yaqaan Chosŏn'gŭl / Chosŏn Muntcha, waa alifbeeto loo isticmaalo in lagu qoro afka Kuuriyaanka ah tan iyo Boqorkii Sejong qarnigii 15aad.Waa habka rasmiga ah ee kuunfurta iyo woqooyiga kuuriya wax loogu qoro.
phenomenon;['caad'];Caad waa dagmo ku taal gobolka Mudug waxay ku dhawdahay magalada xarardhere waxay ujirta 35 kiilo mitir inta badan waxa badeecada looga keenaa magalada galkacyo waxayna hoos tagtaa Ururka islaamiga ah ee Al-Shabaab waxaana daga beesha Ceyr iyo beesha Saleebaan.
phenomenon;['osmose'];Siimow osmosis waa dhaqdhaqaaqa molekuleyaasha Biyaha ama diffusionka biyaha galaayo meel yar oo ka mid ah xubin kana mid noqonaayo meel kale oo dhaqdhaqaaq isku taxluujin badan ka jirto.
phenomenon;['tamarta qoraxda'];Tamarta qoraxda waa tamarta ku yaala iftiinka qoraxda.
phenomenon;['maalmaha'];Maalmaha Maalin
phenomenon;['siigeysi'];Siigeysi waxa weeyaan marku qofku xubnaha taranka ama saxaax la ciyaaro.
phenomenon;['dhulgariir', 'dhul gariir'];Dhulgariir waa Dhulka marka oo luxluxmaayo ama uu gariiro, waxaa waaye, marka caleemaha Dhulka, kala durqaayaan.
phenomenon;['gaboow'];Kani waa maqaal ku saabsan isbedal ku yimaada jidhka dadka.
phenomenon;['habka samayska cuntada'];Habka Samayska Cuntada
phenomenon;['cadaadis'];= Cadaadis =
phenomenon;['awood socota'];Awooda Socota
phenomenon;['awood kaydsan'];Awooda Kaydsan
phenomenon;['nolosha'];Nolosha
phenomenon;['habdhiska dheefshiidka'];Meeqa ayuu uqeyb samaa Habdhisdhiska dheefshiidku wuxuu ka koobanyahay qaybahan soo socda 1- Afka 2-Hunguriga 3-Caloosha 4-Beerka 5-Xameetida iyo Ganaca 6-Mindhicirka yar 7-Mindhicirka wayn iyo Malawadka Xubnahana aan soo sheegnay midkasta waxuu qabataa shaqo ugaara.
phenomenon;['hummaag noqod'];Hummaag noqod humaag waa wax kuu muuqanaya hada run aheyn ama
phenomenon;['dab'];Sidoo kale fiiri olol
phenomenon;['nuujin', 'godol'];Nuujin waa siinta caanaha hooyadu siiso marka ay caanuhu naaskeeda ku soo dhacaan, waxaa kaloo lagu magacaabaa lnuujin labada sano ee caruurta la nuujiyo, waa marka uu xoolaha diyaar u noqdo in la liso ama caano laga maalo.
phenomenon;['saldanab'];Saldanabku waa xaaladaha dabiiciga ah ee maatarka, waana asalka awood Birlabdanabnimo ee dabeecadda, waxaa jirta laba nooc oo ka mid ah Saldanabka: Danab togane ah iyo Danab tabane ah, saxarku wuxuu qaadaa danab taban ama togan ama dheelitiran waxayna qaadaa Elektaroon danabyo taban le iyo Borotoono danabyo togan iyo Niyutaroono danabyo dheelitiran, sidoo kale waxaa jira saxaryo kale ee qaada danabyo dhammaan danabyada waxay noqonayaa mid taban ama togan ama dheelitiran .waana wax aad u yaryar oo ah ilmaqabato kuna qulqusha xarkaha iyi qalabka korontada si guud waxa loogu yeero Qulqul Danab.
phenomenon;['daad'];Daad waa biyo badan oo socda kuwaas oo harqin kara dadka, xoolaha, guryaha iyo waxkasta ooy ku soo hagaagaan.
phenomenon;['dareere'];= Dareere =
phenomenon;['adke'];Adke waa mid ka ah sadaxda waji ee xaaladaha Maado,
phenomenon;['hawo'];Hawo waa mid ka ah sadaxda waji ee xaaladaha Maado,
phenomenon;['roob'];Kani waa maqaal ku saabsan "Roobka".
physical-body;['koon'];Koonka waa jiritaanka guud ee dhamaan Meereyaasha, Xidigaha, Galaagsiyada, baaxado banaan iyo wixii ku dhex jira ee Walax matter, noole iyo wax walba oo kale ah.
physical-body;['dhulka', 'dhul', 'dunida', 'meeraha buluuga ah', 'meeraha dhulka', 'orbital period', 'the blue marble'];Dhulka waa meereha sadexaad ee qoraxda u dhow ee Bahda Midaysay Qoraxdu.
