abstract-quality;['individuallik'];Individuallik
language;['turk tili', 'turkiya turkchasi', 'tyrkisk', 'af-turki', 'an tuircis', 'bahasa turki', 'bahsa tureuki', 'basa turki', 'durkkagiella', 'gjuha turke', 'idioma turco', 'igiturukiya', 'język turecki', 'kituruki', 'lenga turca', 'lengua turca', 'lengua türca', 'limba turcă', 'limba turtseascã', 'lingua tirca', 'lingua turca', 'lingua turcica', 'lingua turkana', 'lìngua turca', 'língua turca', 'pagsasao a turko', 'pinulongang turko', 'reo tākei', 'thú-ngí-khì-ngî', 'tiakische sproch', 'tierkesch', 'tinurkiya', 'tiếng thổ nhĩ kỳ', 'torku kalba', 'trouk', 'turc', 'turcais', 'turco', 'turcu', 'turecko godka', 'turečtina', 'turka lingvo', 'turkcha', 'turkeg', 'turkek', 'turkiana linguo', 'turkiera', 'turkin kieli', 'turkis leid', 'turkish', 'turkish bhasa', 'turkish language', 'turkiska', 'turkiskt', 'turkojšćina', 'turkowšćina', 'turkoyn mott', 'turks', 'turksk', 'turku simi', 'turku valoda', 'turkų kalba', 'turski jezik', 'turščina', 'tyrceg', 'tyrkiskisut', 'tyrkneska', 'tërecczi jãzëk', 'törek tele', 'török nyelv', 'türgi keel', 'türk dili', 'türk tili', 'türkische sprache', 'türkiye-gí', 'türkçe', 'tırki', 'tū-ī-gì-ngṳ̄', 'tʼóok bizaad', 'wikang turko', 'zimanê tirkî', 'èdè túrkì', 'τουρκική γλώσσα', 'анадолу түркчөсү', 'аҭырқ бызшәа', 'забони туркӣ', 'турецкий язык', 'турецька мова', 'турецькый язык', 'туреч йылме', 'туреч кыв', 'турк мацӏ', 'турк хэлэн', 'туркаг æвзаг', 'туркань кяль', 'турккă чĕлхи', 'туркнал маз', 'турок йӹлмӹ', 'турок кыл', 'турски език', 'турски јазик', 'турски језик', 'турэцкая мова', 'туьрк чiал', 'тыркубзэ', 'тюрк кыв', 'түргдин келн', 'түрк тыла', 'түрік тілі', 'төрөк теле', 'թուրքերեն', 'טורקית', 'טערקיש', 'ایستانبولی تورکی', 'ترک بولی', 'ترک زبان', 'توركى', 'تۈرك تىلى', 'زبان ترکی استانبولی', 'زمانی تورکی', 'لغة تركية', 'ܠܫܢܐ ܛܘܪܩܝܐ', 'तुर्की भाषा', 'तुर्कीयाई भाषा', 'তুর্কি ভাষা', 'ਤੁਰਕ ਭਾਸ਼ਾ', 'துருக்கிய மொழி', 'തുർക്കിഷ് ഭാഷ', 'ภาษาตุรกี', 'თურქული ენა', 'თურქული ნინა', 'ቱርክኛ', 'トルコ語', '土耳其話', '土耳其语', 'ꭰꮒꭼꮎ ꭷꮼꮒꭿꮝꮧ', '터키어'];Turk tili — soʻzlashuvchisi eng koʻp bolgan turkiy til.
language;['algol'];Algol
language;['daktilologiya'];Daktilologiya
language;['sanskrit'];Sanskrit
language;['esperanto', 'esperanto tili'];Esperánto (esper.
language;['rumin tili', 'af-romani', 'an rómáinis', 'bahasa romania', 'bahasa rumania', 'basa rumania', 'errumaniera', 'fiteny romainina', 'gjuha rumune', 'idioma rumano', 'idioma rumán', 'język rumuński', 'kiromania', 'lenga rumen-a', 'lengua romenn-a', 'lengua rümena', 'limba romuna', 'limba română', 'lingua dacoromanica', 'lingua romanesa', 'lingua romanian', 'lingua romena', 'lingua rumena', 'língua romena', 'lò̤-mā-nà̤-ā-ngṳ̄', 'pinulongang rumano', 'roemeens', 'roemeensk', 'romaanish', 'roman tili', 'romanian bhasa', 'romanian kieli', 'romanian language', 'romanie leid', 'romanès', 'romanés', 'romonu kalba', 'romunščina', 'román nyelv', 'romániagiella', 'românia-gí', 'română', 'romın dili', 'roumain', 'roumaneg', 'roumanek', 'roumen', 'roumin', 'rumana lingvo', 'rumaniana linguo', 'rumaniatlahtōlli', 'rumano', 'rumanu', 'rumanya simi', 'rumeenia keel', 'rumence', 'rumensk', 'ruminhoyn mott', 'rumunikani chhib', 'rumunjski jezik', 'rumunski jezik', 'rumunčina', 'rumunština', 'rumunšćina', 'rumunų kalba', 'rumänische sprache', 'rumänska', 'rumäänsche spraak', 'rumænsk', 'rumên', 'rumāņu valoda', 'rumın dili', 'rumǣnisc sprǣc', 'rwmaneg', 'ròmainis', 'rúmenska', 'růmůńsko godka', 'tiếng romania', 'wikang rumano', 'zimanê rûmenî', 'èdè romaníà', 'łéngoa rumena', 'ρουμανική γλώσσα', 'забони руминӣ', 'романски јазик', 'румунски језик', 'румунська мова', 'румънски език', 'румын йылме', 'румын кыв', 'румын кыл', 'румын теле', 'румынская мова', 'румынский язык', 'ռումիներեն', 'רומנית', 'רומעניש', 'رومانيايي ژبه', 'رومانیانی زبان', 'رۇمىنىيە تىلى', 'زبان رومانیایی', 'لغة رومانية', 'لغه رومانى', 'ܠܫܢܐ ܪܘܡܢܝܐ', 'रोमेनियन भाषा', 'রুমানীয় ভাষা', 'உருமானிய மொழி', 'ภาษาโรมาเนีย', 'რუმინული ენა', 'რუმინული ნინა', 'ルーマニア語', '羅馬尼亞語', '루마니아어'];Rumin tili — roman tillarining bolqonroman guruhiga mansub til, Ruminiya Respublikasining rasmiy tili.
language;['ugarit tili'];Ugarit tili — ulik som tillaridan biri.
language;['ingliz tili', 'engelsk', 'an béarla', 'angelsko godka', 'angilɛkan', 'angla lingvo', 'anglais', 'angle', 'angleščina', 'angliais', 'angliana linguo', "anglijan kel'", 'angličtina', 'anglum', 'anglès', 'anglés', 'anglëe', 'anglīšu volūda', 'anglų kalba', 'angol nyelv', 'angļu valoda', 'anielsczi jãzëk', 'asụsụ inglish', 'baarle', 'bahasa inggeris', 'bahasa inggris', 'bahsa inggréh', 'basa inggris', 'beurla', 'bilagáana bizaad', 'chingerezi', 'eaŋgalsgiella', 'eng-gí', 'engelsche spraak', 'engelska', 'engelšćina', 'englannin kieli', 'englesch', 'engleski jezik', 'englisch', 'englische sprache', 'englische sproch', 'englischi sprooch', 'english', 'english bhasa', 'english language', 'enska', 'enskt mál', 'eŋlisigbe', "fa'aperetania", 'fiteny anglisy', 'gjuha angleze', 'glibau', 'icyongereza', 'idioma anglés', 'idioma inglés', 'iengels', 'ingeles', 'ingels', 'ingelsk', 'ingiriis', 'inglatlahtōlli', 'ingles', 'inglis leid', 'inglise keel', 'inglish', 'inglizcha', "inglyesñe'ẽ", 'inglès', 'inglé', 'inglés', 'inglüse kiil', 'ingristongo', 'iningles', 'ininglis', 'inlish aru', 'inlish simi', 'isingesi', 'isingisi', 'iňlis dili', 'i̇ngilis dili', 'i̇ngiliz dili', 'i̇ngilizce', 'i̇ngliz tili', 'i̇ngılızki', 'jendźelšćina', 'język angielski', 'kiingereza', 'kingelezi', 'lenga anglèisa', 'lenghe inglese', 'lengua inglesa', 'lengua ngrese', 'limba anglicheascã', 'limba engleză', 'limba inglesa', 'linglänapük', 'lingua anglese', 'lingua anglica', 'lingua englaisa', 'lingua inglesa', 'lingua inglese', 'lingua ngrisa', 'lingɛlɛ́sa', 'luenga ingresa', "lènga 'nglese", 'lèngoa ingleise', 'língua inglesa', 'nīƿu englisc sprǣc', 'onglu kalba', 'pagsasao nga ingglés', 'reo pākehā', 'saesneg', 'salitan english', 'saozneg', 'seisimane', 'senyesemane', 'sowsnek', 'síngísi', 'taglizit', 'tiếng anh', 'tokples inglis', 'tuluttut', 'vah yinghgoz', 'wikang ingles', 'wu-angalteer', 'yîn-ngî', 'zimanê îngilîzî', 'ängelske sproake', 'änglische sproch', 'èdè gẹ̀ẹ́sì', 'ĭng-ngṳ̄', 'łéngua inglexe', 'αγγλική γλώσσα', 'ааҥл тыла', 'акăлчан чĕлхи', 'ангельская мова', 'англань кель', 'англань кяль', 'англи кыл', 'англи хэл', 'английски език', 'английский язык', 'англис тили', 'англисаг æвзаг', 'англиски јазик', 'англичан йылме', 'англия кыв', 'англійская мова', 'англійська мова', 'англїискъ ѩꙁꙑкъ', 'анґліцькый язык', 'ағылшын тілі', 'енглески језик', 'забони англисӣ', 'ингалсан мотт', 'ингилиз тил', 'ингилис маз', 'ингилис мацӏ', 'инглиз теле', 'инглис чӏал', 'инглиш кыв', 'инглишин келн', 'инджылыбзэ', 'անգլերեն', 'אנגלית', 'ענגליש', 'ئىنگىلىز تىلى', 'انجليزى', 'انګرېزي ژبه', 'انگریزی', 'انگریزی زبان', 'اینگلیسی زبون', 'زبان انگلیسی', 'زمانی ئینگلیزی', 'لغة إنجليزية', 'ܠܫܢܐ ܐܢܓܠܝܐ', 'އިނގިރޭސި', 'अंग्रेज़ी भाषा', 'अंग्रेजी भाषा', 'अङ्ग्रेजी भाषा', 'आंगलभाषा', 'आङ्ग्लभाषा', 'इंग्लिश भाषा', 'ইংরেজি ঠার', 'ইংরেজি ভাষা', 'ইংৰাজী ভাষা', 'ਅੰਗਰੇਜ਼ੀ ਭਾਸ਼ਾ', 'અંગ્રેજી ભાષા', 'ଇଂରାଜୀ ଭାଷା', 'ஆங்கிலம்', 'ఆంగ్ల భాష', 'ಆಂಗ್ಲ', 'ഇംഗ്ലീഷ്', 'ඉංග්\u200dරීසි භාෂාව', 'ภาษาอังกฤษ', 'ພາສາອັງກິດ', 'དབྱིན་ཇིའི་སྐད།', 'အင်္ဂလိပ်ဘာသာစကား', 'ინგლისური ენა', 'ინგლისური ნინა', 'እንግሊዝኛ', 'ᐊᑲᔭᓯᒧᐃᐧᐣ', 'ᖃᓪᓗᓈᑎᑐᑦ', 'ភាសាអង់គ្លេស', 'ᨅᨔ ᨕᨗᨋᨗᨔᨗ', '‘ōlelo pelekania', '英文', '英語', '英语', 'ꭹꮅꮟ ꭶꮼꮒꭿꮝꮧ', '영어', '𐌰𐌲𐌲𐌹𐌻𐌰𐍂𐌰𐌶𐌳𐌰'];Ingliz tili (ingl.
language;['dari tili', 'daricha'];Dari tili — gʻarbiy, sharqiy eroniylar adabiy tili.
language;['pushtu tili', 'pashtu', 'pashtucha', 'pushtu', 'pushtucha', 'pushtun tili', 'pushtuncha'];Pushtu tili, afgʻon tili, pashtu — eroniy tillarning sharqiy guruhiga mansub tillardan biri. Afgʻonistondagi ikkinchi rasmiy tildan bittasi.
language;['tojik tili', 'tadsjikisk', 'an táidsícis', 'bahasa tajik', 'idioma tayiko', 'igitajiki', 'język tadżycki', 'kitajiki', 'lenga tajiki', 'limba tadjică', 'lingua tagica', 'lingua taxica', 'lingua tojiki', 'língua tadjique', 'tacik dili', 'tacik tili', 'taciki', 'tacikçe', 'tadjik', 'tadjikeg', 'tadjiks', 'tadschikische sprache', 'tadschiksche spraak', 'tadzjieks', 'tadzjikiska', 'tadžiki keel', 'tadžikin kieli', 'tadžiku valoda', 'tadžikų kalba', 'tadžički jezik', 'tadžičtina', 'tajik language', 'tajik leid', 'tajikera', 'tayik simi', 'taĝika lingvo', 'tádzsik nyelv', 'tádžičtina', 'zimanî tacîkî', 'забони тоҷикӣ', 'таджик кыв', 'таджик кыл', 'таджик тыла', 'таджик чĕлхи', 'таджикаг æвзаг', 'таджикски език', 'таджикский язык', 'таджицька мова', 'таджыкская мова', 'таджыцкая мова', 'таџички јазик', 'таџички језик', 'тәжік тілі', 'տաջիկերեն', "טג'יקית", 'تاجىك تىلى', 'تاجک', 'زمانی تاجیکی', 'فارسی تاجیکی', 'لغة طاجيكية', 'لغه تاچيكى', 'ताजिक भाषा', 'ताजिकी भाषा', 'தாஜிக் மொழி', 'ภาษาทาจิก', 'ტაჯიკური ენა', 'ታጂክኛ', 'タジク語', '塔吉克语', '타지크어'];Tojik tili — hindevropa oilasidagi eroniy tillar guruhining janubi-gʻarbiy guruhchasiga mansub til.
language;['kurd tili', 'qurd tili'];Kurd tili — kurdlar tili.
language;['afrikaans', 'bur tili'];Afrikaans
language;['lotin tili', 'lotincha'];Lotin tili — hind-yevropa tillari oilasining italiy tillari guruhiga mansub. Italiyaning oʻrta qismidagi Latsiy viloyatida miloddan avvalgi 8-asrda yashagan lotin qabilasining tili.
language;['dard tillari'];Dard tillari - tillar guruhi.
language;['papuas tillari'];Papuas tillari - Yangi Gvineya o.da va Tinch okeanning boshqa bir qancha o.larida tarqalgan til guruxlari va yakkayakka tillarning umumlashma shartli nomi.
language;['indeys tillari'];Indeys tillari - Amerika tub aholisining tili.
language;['xitoy tili', 'kinesisk', 'an tsínis', 'bahasa cina', 'basa cina', 'cheenese leid', 'chinatlahtōlli', "chinañe'ẽ", 'chinees', 'chineesche spraak', 'chinek', 'chinese', 'chinese bhasa', 'chinese language', 'chinese talen', 'chinesische sprache', 'chinesische sprachen', 'chiniana linguo', 'chinum', 'chinwès', 'chinés', 'chinšćina', 'chun simi', 'fiteny sinoa', 'gjuha kineze', 'han-chinesiske sproaken', 'hiina keel', 'hiina kiil', 'hon-ngî', 'hytaý dili', 'hàn-gí', 'idioma chino', 'idioma chinés', 'inintsik', 'intsik', 'isishayina', 'jugbau', 'język chiński', 'kichina', 'kiinan kieli', 'kineserisut', 'kinesiska', 'kinesiskt mál', 'kineski jezik', 'kinos', 'kinäsische språchn', 'kinų kalba', 'kitajščina', 'kitayhoyn mott', 'kitsunkwo', 'kínai nyelv', 'kínverska', 'kėnu kalba', 'langues chinoises', 'lengua cineise', 'limba chineză', 'lingua chinesa', 'lingua cinese', 'lingua sinica', 'llengües sinítiques', 'luenga china', 'língua chinesa', 'pagsasao nga insík', 'reo tinitō', 'rumpun bahasa tionghoa', 'se-china', 'sineesk', 'sjinees', 'sìonais', 'tiếng trung quốc', 'tsieinëeg', 'tsino', 'txinera', 'vahgun', 'wikang intsik', 'xitoycha', 'yezhoù sinaek', 'çhengaghyn sheenagh', 'çin dili', 'çin tili', 'çince', 'èdè ṣáínà', 'ĉina lingvaro', 'čínština', 'ķīniešu valoda', 'κινεζική γλώσσα', 'забони чинӣ', 'кинески јазик', 'кинески језик', 'китай кыв', 'китай чiал', 'китай чĕлхи', 'китайски език', 'китайский язык', 'китайська мова', 'китдин келн', 'кытай теле', 'кытай тыла', 'кітайская мова', 'кітайскый язык', 'хъутеибзэ', 'хятад хэл', 'қытай тілі', 'ҡытай теле', 'չինարեն', 'כינעזיש', 'שפות סיניות', 'خەنزۇ تىلى', 'زبان\u200cهای چینی', 'زمانی چینی', 'لغة صينية', 'لغه صينى', 'چینی', 'چینی زبان', 'ܠܫܢܐ ܨܝܢܝܐ', 'ސީނީ', 'चिनी भाषा', 'चीनी भाषा', 'চীনা ভাষা', 'ਚੀਨੀ ਭਾਸ਼ਾ', 'ચાઇનીઝ ભાષા', 'சீன மொழி', 'చైనీస్ భాష', 'ಚೀನಿ ಭಾಷೆ', 'ചൈനീസ് ഭാഷ', 'ภาษาจีน', 'ພາສາຈີນ', 'རྒྱ་སྐད།', 'တရုတ်ဘာသာ', 'ჩინური ენა', 'ቻይንኛ', 'ភាសាចិន', '‘ōlelo pākē', '中国語', '唐文', '汉语', '漢語', '중국어', '𐌺𐌹𐌽𐌹𐍃𐌺𐌰𐍂𐌰𐌶𐌳𐍉𐍃'];Xitoy tili — xutoy-tibet tillari oilasiga mansub tillardan biri.
language;['kobol', 'cobol'];Kobol
language;['ona tili'];Ona tili — har bir elatning, xalqning, millatning oʻz tili.
language;['koreys tili', 'koreys', 'koreansk', 'lingua coreana', 'an chóiréis', 'bahasa korea', 'basa koréa', 'corean', 'coreanu', 'coreatlahtōlli', 'coreà', 'coréen', 'corëeg', 'gjuha koreane', 'hàng-guók-ngṳ̄', 'idioma coreano', 'idioma corián', 'język koreański', 'kikorea', 'kinoreano nga pinulongan', 'korea keel', 'korea kiil', 'korea lingvo', 'koreaans', 'koreaansche spraak', 'koreai nyelv', 'koreamiusut', 'korean bhasa', 'korean kieli', 'korean language', 'korean leid', 'koreana linguo', 'koreaneg', 'koreanische sprache', 'koreano', 'koreanska', 'koreanskt mál', 'korece', 'koreek', 'koreera', 'korejiešu valoda', 'korejski jezik', 'korejština', 'korejšćina', 'korejščina', 'koreya dili', 'koreý dili', 'korėjiečių kalba', 'kuryu simi', 'kòrejańsczi jãzëk', 'kórejčina', 'kóreska', 'lang kore', 'lenga corean', 'lengua coreana', 'limba coreeană', 'lingua corean', 'língua coreana', 'pagsasao a koreano', 'reo kōrea', 'tiâu-sián-gí', 'tiếng triều tiên', 'tsêu-siên-ngî', 'wikang koreano', 'zimanê korêyî', 'κορεατική γλώσσα', 'забони кореягӣ', 'карэйская мова', 'корей йылме', 'корей теле', 'корей тілі', 'корей чӏал', 'корейски език', 'корейский язык', 'корейська мова', 'корея кыв', 'корејски јазик', 'корејски језик', 'кэриэй тыла', 'солонгос хэл', 'կորեերեն', 'קוריאנית', 'زبان کره\u200cای', 'زمانی کۆری', 'كورىيەچە', 'لغة كورية', 'کوره\u200cای', 'کوریائی', 'ކޮރެޔާ ބަސް', 'कोरियन भाषा', 'कोरियाई भाषा', 'कोरियालि भाषा', 'কোরীয় ভাষা', 'கொரிய மொழி', 'ಕೊರಿಯಾದ ಭಾಷೆ', 'කොරියානු භාෂාව', 'ภาษาเกาหลี', 'ພາສາເກົາຫຼີ', 'კორეული ენა', 'კორეული ნინა', 'ኮሪይኛ', 'ᑯᕆᐊᑎᑐᑦ', 'ភាសាកូរ៉េ', '朝鮮話', '朝鮮語', '韓文', '韓語', 'ꭺꮅꭵ', '한국어'];Koreys tili — koreyslarning tili.
language;['ivrit', 'hebraisk', 'hebräisch', 'af-hebrow', 'an eabhrais', 'bahasa ibrani', 'basa ibrani', 'eabhra', 'ebreu', 'ebrieu', 'ebrow', "evrejan kel'", 'ewnish', 'gjuha hebraike', 'hebraeg', 'hebraimiutut', 'hebraiskt mál', 'hebraju kalba', 'hebrajų kalba', 'hebrea linguo', 'hebrea lingvo', 'hebreera', 'hebreeus', 'hebreeuws', 'hebreiska', 'hebrejsczi jãzëk', 'hebrejski jezik', 'hebrejčina', 'hebrejština', 'hebrejšćina', 'hebrejščina', 'hebreska', 'hebreu', 'hebrew amanu', 'hebrew bhasa', 'hebrew language', 'hebrieusk', 'hebräische sprache', 'hebrääsche spraak', 'hebréu', 'hebrēisc sprǣc', 'heebrea keel', 'heprea', 'hi-pek-lâi-gí', 'hiibruu', 'hinebreyo', 'hèbrèo', 'héber nyelv', 'hébreu', 'hî-pak-lói-ngî', 'hĭ-báik-lài-ngṳ̄', 'ibroniy til', 'idioma hebreo', 'idioma hebreu', 'inebreo', 'isihebheru', 'ivrit tili', 'ivrits', 'iwriyu simi', 'i̇brani tili', 'i̇branice', 'i̇branki', 'i̇vrit dili', 'język hebrajski', 'kiebrania', 'lenga ebréa antica', 'lenghe ebraiche', 'lengua ebraica', 'limba ebraică', 'lingua ebbràica', 'lingua ebraica', 'lingua ebrea', 'lingua hebraica', 'lingua hebrea', 'lingua hebree', 'liébeleo', 'luenga ebrea', 'língua hebraica', 'pagsasao a hebréo', 'taɛebrit', 'tiếng hebrew', 'wikang ebreo', 'zimanê îbranî', 'èdè hébérù', 'źúgtiyn mott', 'εβραϊκή γλώσσα', 'гебрейскый язык', 'евреень кяль', 'еврей кыв', 'еврей хэл', 'жөөт тили', 'забони ибрӣ', 'иврит', 'иврит тілі', 'ивритин келн', 'йәһүд теле', 'хебрејски јазик', 'хебрејски језик', 'чувуд чӏал', 'єврєискъ ѩꙁꙑкъ', 'іврит', 'іўрыт', 'եբրայերեն', 'העברעיש', 'עברית', 'ئىبرانى تىلى', 'زبان عبری', 'زمانی عیبری', 'عبرانی', 'عبرانی زبان', 'لغة عبرية', 'ܠܫܢܐ ܥܒܪܝܐ', 'इब्रानी भाषा', 'हिब्रू भाषा', 'হিব্রু ভাষা', 'எபிரேயம்', 'ಇವ್ರಿತ್', 'ഹീബ്രു', 'ภาษาฮีบรู', 'ဟီဘရူးဘာသာ', 'ებრაული ენა', 'ურიული ნინა', 'ዕብራይስጥ', 'ヘブライ語', '希伯來話', '希伯來語', '希伯来语', '히브리어'];Ivrit — Afro-Osiyo til oilasiga mansub Semit tildir.
