abstract-region;['quadratische funktion'];A quadratische Funktion is in da Mathematik a gonzrationale Funktion zwoatn Grades.
information-object;['eta'];Des Eta is da 7.
information-object;['chet'];Chet is da ochte Buachstob im Hebräischn Alphabet.
information-object;['iota'];Des Iota is da 9.
information-object;['thet', 'tet'];Teth, jidd.
information-object;['minuskel', 'gmoanan', 'minusculus'];De Minuskeln oda Gmoane san Kloabuachstobm.
information-object;['buachstob', 'buchstabe'];Buachstob hoassd a grafischs Zeichn, wo a Bstondtei vo om Oiphabet is.
information-object;['plural', 'meazoi', 'mehrzahl', 'pl.'];Da Plural (vo lateinisch (numerus) pluralis ‚in da Meazoi stehad‘, obgloadt vo lat.
information-object;['omega'];Des Omega (oidgriachisch Ὂ μέγα und neigr.
information-object;['schreibnåmen', 'schreibnam', 'famijnam', 'nochnam'];Der Schreibnåmen óder Familiennåmen isch der Nåmen, der va Generazión zu Generazión weitergébm wert.
information-object;['synonym'];A Synonym is oiso a Woat, des ma eingtli sogt, wenn ma a Woat ned song mecht, owa muass.
information-realization;['texteditor', 'blat', 'editor'];A Texteditor (lat.
information-realization;['buijdabuach', 'bilderbuch'];As Buijdabuach is a Untagottung vo da Kindaliteratua.
information-realization;['jona', 'buach jona'];Des Buach Jona is a Buach vom jüdischn Tanach und vom Oitn Testament is da christlichn Bibel.
information-realization;['apostlgschicht'];De Apostlgschicht is a Buach vom Neia Testament in da Bibel.
information-realization;['ester'];Des Buach Ester (gr.
information-realization;['buach der richta', 'richta', 'kritai', 'schofetim'];Des Buach der Richta (hebr.
information-realization;['postleitzoi', 'postleitzahl', 'postleitzoij', 'postleitzåi', 'postleitzåih', 'plz'];De Postleitzoi
information-realization;['buach', 'biacha', 'biachl', 'buch', 'böijchl'];A Buach, Biachl oda Böijchl is a Sommlung vo drucktn, bschriemna, ogmoide Bladdln aus Bobia oda ondan Weakstoffn, mid ana Bindung und moast mid an Buacheihbond.
information-realization;['patent', 'padent', 'patentrecht'];A Patent (vo lat.
information-realization;['oper', 'operă'];A Oper is a Drama, des wo mit klassischa Musi umgsetzt is.
information-realization;['slogan', 'woispruch'];A Slogan is a eihprägsama Woihspruch.
information-realization;['tanka'];A Tanka
information-realization;['weatbabia'];A Weatbabia
information-realization;['odyssee'];De Odyssee is nemn da Ilias as zwoate am griachischn Dichta Homer zuagschriamne Epos.
information-realization;['ilias'];De Ilias guit gmoahii ois as homerische Epos vom Trojanischn Kriag, oba da Kriag is do nua da voarausgsetzte Hintagrund fia de Ausanandasetzung zwischn am „Väijkafiaschtn“ Agamemnon unn am stäakstn Mo vom griachischn Heea, en Achilleus.
information-realization;['orthographie', 'schrift', 'orthografie', 'rechtschreibung'];Orthographie, bzw.
information-realization;['orthographie', 'schrift', 'orthografie', 'rechtschreibung'];Neba da weida untn bschriebnen Bedeitung vo dem Wort Schrift werd im boarischn mit nach da Schrift ren a Sproch bzeichnet, nämli as Hochdeitsche.
information-realization;['sonatn', 'sonata'];A Sonatn is a Musikstück, des wos füa gwöhnlich von am Klaviaspieler und am Streicha oda am Bläsa gspüt wird.
information-realization;['rondo'];As Rondo (sejtn frz.
information-realization;['hoizbuidhaua', 'hoizbuidschnitza', 'holzbildhauer'];A Hoizbuidhaua oda Hoizbuidschnitza is a Buidhaua, dea wo Figurn oda Reliefs in Hoiz schnitzt.
information-realization;['unix'];Unix is a Mehrnutza-Betriabssysdem fia Computa.
information-realization;['browser'];A Browser is a Computerprogramm haptsächle zum Oschaugn vo World Wide Web und Seitn und Datein im Internet.
information-realization;['kuazgschicht', 'kuazprosa', 'kurzgeschichte', 'short story'];De Kuazgschicht oda aa Kuazprosa is a modeane literarische Form vo da Prosa, dera Haptmeakmoij in da stoakn Komprimiarung vom Ihoijt zum Drong kimmt.
information-realization;['enzyklopädie', 'encyclopedia'];A Enzyklopädie is a Onsammlung vo aufgarbeitetn und recherchiertn Informationa, friara oiwai in Buachform, heitzdog gibts des aa im Internetz.
information-realization;['ave maria'];As Ave Maria is oans vo de wichtigstn und meistbetstn Gebet in da katholischn Kirch und bestäht aus zwoa Teile: De easchtn Zeiln san de Osproch vom Erzengl Gabriel an d'Maria, Muada vom Jesus bei da Vakündigung
information-realization;['oparettn'];A Oparettn is a musikalisches Bühnenwerk.
information-realization;['liad', 'lied'];A Liad
information-realization;['nationalhymne'];Jeds Land hod sei eingne Nationalhymne.
information-realization;['münzrohling'];Dea Münzrohling, aa Ronde oda Schrötling, is des unprägte Metallstick, des zum Prägn von Münzn vawendt wad.
information-realization;['devanagari', 'devanāgarī', 'देवनागरी'];Devanagari is a Schrift, de wos in vaschiedanen indischn Sprochn gschriem wiad.
information-realization;['buidhauarei', 'bildhauerei', 'büdhauarei', 'büidhauarei'];D' Buidhauarei is oa Teil vo da buidndn Kunst.
information-realization;['subpoena'];De Subpoena is a Foam vo da strofbeweatn Onoadnung im Beweisaufnohmevafoan noch amerikanischn Recht.
information-realization;['literaduakritik', 'literaturkritik', 'litaraduakritik', 'literatuakritik'];Literatuakritik moant de Beweatung und Interpretation vo Literatua.
information-realization;['briaf', 'brief'];A Briaf is a Schrieb, a Nochricht de ma fia wen aundan auf an Zedl Babia drauf schreibt und dem daunn schickt.
information-realization;['essay'];A Essay is a Aufsotz, der mid vui Hirnschmoiz gschriem is und der subjektiv zua oan wissnschoftlichn, kuiturejn oda gsejschoftlichn Thema Stellung beziagt.
information-realization;['keuschrift', 'keilschrift', 'keischrift'];De Keuschrift oda Keilschrift hod si iwa de Tokn und speda iwa de Tonbulln und Zötafal zua Protokeuschrift entwiküd.
information-realization;['musi', 'musik'];Musi nennt se ois wos in irgandoana Weis aus na Foig von Teen bstäht, de wo so ebbs ähnlichs wia an Woiklang dagem.
information-realization;['danz', 'daunz'];A Danz (vo oidfranzesisch danse. dt.
information-realization;['haiku'];A Haiku is a oide dradizionele Oat fu Gedichtl aus Japan.
information-realization;['rezension'];A Rezension oda aa Bsprechung is de schriftli niadaglegte Form von am Diskussionsbeitrog iaba an bstimmtn Gengstond von am obgrenztn Themanfeijd.
information-realization;['bappndralla', 'zungabrecha', 'zungenbrecher'];A Bappndralla oda Zungabrecha, is a Foige vau Weatan wo ma si schnö vahaschped.
information-realization;['euphemismus'];A Euphemismus is a Woat oda a Ausdruck, wo an negativn Sochvahoit beschenigt oda vaschleiat.
information-realization;['boogie-woogie', 'boogie woogie'];Boogie-Woogie is a Blues-Stui, wo stod af da Klampfm afs Klaviaspui aufbaut.
information-realization;['groteske'];Des Groteske bzeichnet as Seijtsom-fantastische, Hässliche oda Bizarre.
information-realization;['literatua', 'literadua', 'litaradua', 'literatur'];Unta Literatua oda Lideratua vastähd ma im weidasdn Sinn olle mindli und schriftli iwaliefadn Zeignisse.
information-realization;['evangelium'];A Evangelium
information-realization;['slang'];A Slang is a Variantn vo ana Standardsproch, de wo ana sozialn Gruppn zuagoadnet wean ko.
information-realization;['samba'];Samba is a brasilianischa Musi- und Danzstui.
information-realization;['klassische musi', 'klassische musik'];Klassische Musi is da Begriff fia Kunstmusi in da eiropäischn Musitradition.
information-realization;['popmusi', 'pop', 'pop-musi', 'pop-songs', 'pop song', 'popmusik'];Popmusi, aa Popmusik oda kuaz Pop, is a Musirichdung, de wo in de 1950a Joar aus Rock ’n’ Roll entstandn is.
information-realization;['poika', 'polka'];A Poika oda Polka is a lebhofda Runddanz und a schwungvoie Danzlmusi im Zwoaviadltakt.
information-realization;['evangelium noch lukas', 'lukasevangelium'];Des Evangelium noch Lukas oda Lukasevangelium is oans vo de vier kanonisiatn Evangelien im Neia Testament in da christlichn Bibel.
information-realization;['evangelium noch matthäus', 'matthäusevangelium'];Des Evangelium noch Matthäus oda Matthäusevangelium is oans vo de vier kanonisiatn Evangelien im Neia Testament in da christlichn Bibel.
information-realization;['gfx'];GFX steht fia Graphical Effects und beihoitet des Erstön vo Signaturn, Avatarn, Woipapern, Artworks, und Designs mid am Grafikprogramm wia zum Beispül Adobe Photoshop
information-realization;['reggae'];Reggae is a Musigenre, wo vo Jamaika umakimmt.
information-realization;['druck', 'buchdruck'];Druck is a Method, ba dea Text und Buidln vo ana Voalog reproduziad wean.
information-realization;['offnbarung vom johannes', 'offnbarung vo johannes'];De Offnbarung vom Johannes, oftmois oafach Offnbarung oda aa Apokalypse gnennt, is des letzte Buach vom Neia Testament in da Bibel.
information-realization;['paraphrase'];A Paraphrase (griech.
information-realization;['koran', "qur'an"];Da Koran oda Qur'an is de Heilige Schrift vom Islam.
information-realization;['gschroa'];A Gschroa oda as Schreien
information-realization;['neis testament', 'neues testament'];Des Neie Testament is a Sammlung vo Schriftn, de im Kristndum ois Zeignis vo da göttlichn Offnbarung an de Menschn guit.
information-realization;['deiteronomium', 'deuteronomium', '5. buach mose', 'debarim', 'deuteronomion', 'devarim'];Des Buach Deiteronomium
information-realization;['tora', 'torah', 'pentateuch'];De Tora, vom Griachischn aa Pentateuch gnennt, is de Bezeichnung fia de fimf Biacha Mose und is damit da Ofang vom jidischn Tanach und vo da kristlichn Bibel.
information-realization;['numeri', '4. buach mose', 'bemidbar', 'buach numeri'];Des Buach Numeri, im deitschn Sprochraum oft oafoch des 4.
information-realization;['marseillaise'];De Marseillaise is de Nationalhymne vo Frankreich.
information-realization;['idiolekt'];Idiolekt is de individuelle Sproch vo am Menschn.
information-realization;['evangelium noch johannes', 'johannesevangelium'];As Evangelium noch Johannes oda Johannesevangelium is oans vo de vier kanonisiatn Evangelien im Neia Testament in da christlichn Bibel.
information-realization;['igor fjodorowitsch strawinski', 'igor stravinsky', 'igor strawinski', 'strawinski'];Da Igor Fjodorowitsch Strawinski
information-realization;['the star-spangled banner'];The Star-Spangled Banner is seit am 3.
information-realization;['bibel', 'bibe', 'bibl', 'büwi'];De Bibel, aa Bibe is im Judndum und Kristndum de Bezeichnung fia untaschiedliche Sammlunga vo Schriftn, de wo vo de Ohenga ois heilig ogseng wean und ois Uakundn vom Glaam gejtn.
information-realization;['evangelium noch markus', 'markusevangelium'];Des Evangelium noch Markus oda Markusevangelium is oans vo de vier kanonisiatn Evangelien im Neia Testament in da christlichn Bibel.
information-realization;['levitikus', '3. buach mose', 'buach levitikus', 'leviticus', 'levitikon', 'wajiqra'];Des Buach Levitikus, im deitschn Sprochraum oft oafoch des 3.
information-realization;['libretto'];A Libretto is da Text vo ana Oper, vo am Oratorium, vo ana Operettn, vo am Musical oda ana Kantatn.
intentional-collective;['aufklärung'];Unta da neizeitlichn Aufklärung vastaeht ma an Prozess, wo de Leid, voa ollem die Armen und eha Ungebildeten, ogfangt hom si Gedonkn z' mocha üba as Wejdbuid, oda ob des wos eana bis dohi vo da Kirch und de Herrscher gsogt woan is, übahaupts richtig is.
intentional-collective;['avantgarde'];Avantgarde hoasst ma Leit oda Orbatn, wo experimentell und innovativ san, voa oim in da Kunst, Kuitua und Politik.
language;['programmiasproch', 'programmiersprache'];A Programmiasproch is a Sproch, mid dea wos mar an Computer odar ana Maschin systematisch Auweisungen gem kau.
language;['monolog'];Unta Monolog
language;['westgermanische sprochn', 'westgermanisch', 'westgermanische sprachen'];De westgermanischn Sprochn san a Untagruppm vo de germanischn Sprochn.
language;['germanische sprochn', 'germanische sprachen'];De germanischn Sprochn ghean zu de indogermanischn Sprochn.
language;['kejtische sprochn', 'kejtisch', 'kejtische sproch', 'keltische sprachen', 'keltisch', 'käitische sprochn'];De kejtischn Sprochn san a Zweig vom Indogermanischn.
language;['slawische sprochn', 'slavisch', 'slawische sprachen', 'slawische sproch'];De slawischn Sprochn ghean za de indogermanischn Sprochn.
language;['jiddisch', 'jidd.', 'jiddische sprache', 'jiddische sproch', 'אידיש'];Jiddisch is a iwaregionoie deitsche Sproch mid jidischn Wuazln.
language;['tupí-guaraní-sprochn', 'tupí-guaraní-sprachen'];De Tupí-Guaraní-Sprochn buidn de wichtigste Untagruppn da Tupí-Sprochn in Sidamerika.
language;['semitische sprochn'];D semitischn Sprochn san a Zweig vo d afroasiatischn Sprochn u wern am mejran z Viadarasian un am Hurn vo Afrika gredt, owa zwengs an Arabischn a vil z Noadafrika.
language;['chinook-sprochn', 'chinook-sprachen'];Chinook is a Sprochfamij in Amerika.
language;['nomen'];Da Begriff Nomen wead in vuin Schuigrammatikn synonym mid Substantiv vawendt.
language;['chinook wawa', 'chinook schargo'];Chinook Wawa, aa: woa de Lingua franca im amerikanisch-kanadischn Pazifikraum.
language;['pascal'];Pascal is a Programmiersprach, de da Wirth Niklaus 1972 an da ETH Zürich ois Lehrsprach entwickelt hod.
language;['färöische språch', 'färöische sproch', 'färöisch'];As Färöisch is a Sproch, de wos za de Noadgermanischn oda Skandinavischn Sprochn ghead.
language;['isländisch', 'isländische sprache', 'isländische sproch'];´ Isländisch is a Sproch ausm germanischn Zweig vo da indogermanischn Sprochfamij.
language;['schwedisch', 'schwedische sprache', 'schwedische sproch'];Schwedisch is oane vo de skandinavischn Sprochn und ghead za de germanische Sprochn.
language;['sproch', 'oanzlsproch', 'zunge', 'schbroch', 'sprach', 'sprache', 'språch', 'språuch', 'spròuch'];A Sproch is a komplexes System zua Kommunikation.
language;['tiakische sproch', 'türkisch', 'türkische sprache', 'türkçe', 'türkî'];De tiakische Sproch ghärt zum oghusischen Zwoag vo de sogenaunten Turk-Schprochan, de wo hauptsächli in Kloa-Asien gredt werd.
language;['hexameta', 'hexameter'];Da Hexameta is dees klassische Versmaß vo da epischn Dichdung.
language;['sanskrit', 'sanskrit language', 'sanskrit sprache', 'sanskrit sproch'];Sanskrit is a oide indo-arische Sproch.
language;['esperanto', 'hoffender'];Esperanto is di am weidastn fabraitete intanazjonale Planschproch.
language;['ostgermanische sprochn', 'ostgermanische sprachen'];De Gruppm vo de Ostgermanischn Sprochn zejn zua de Germanischn Sprochn und is voikommen ausgstorm.
language;['anatolische schprochn'];De Anatolischn Schprochn, ghean za de Indoeiropäischn Schprochfamüli.
language;['englische sproch', 'engl.', 'englisch', 'englische sprache', 'english'];De englische Sproch ghead za de Westgermanische Sprochn und is im Anglo-Saxischn Kinireich vo England entstondn.
language;['paschtunische sproch'];Paschtunisch, friara lei Afghanisch, is a ostiranische Sproch ausm indoiranischen Zweig vo da indogermanischn Sprochfamülie.
language;['afrikaans', 'afrikanisch', 'kansisch', 'kaphollendisch', 'kapholländisch', 'kolonial-niadalendisch', 'kolonial-niedaländisch'];Afrikaans, friaha aa: Kapholländisch oda Kolonial-Niedaländisch gnennt, is oane vo de ejf Amtssprochn in Sidafrika und a oneakonnte Mindaheitnsproch in Namibia.
language;['latein', 'lat.', 'latain', 'lateinisch', 'lateinische sprache', 'lateinische sproch'];Es Lateinische is a Sproch, de wos scho ausgstuam is.
language;['goidelische sprochn', 'goidelische sprachen'];De goidelischn Sprochn san a Zweig vo de kejtischn Sprochn.
language;['taiwanisch'];S'Taiwanische oda-r aa Taiwanesische ghead zu de Kinäsischn Sprochn und do davo zu de siadlen Min-Dialekt, oiso iss aa wia de andan a Tonsproch.
language;['kinäsische språchn', 'kinäsisch', 'chinesisch', 'chinesische sprache', 'kinäsische sproch', 'kinäsische språch', 'sinitische sproch'];De kinäsischn oda: sinitischn Sprochn buin oan vo de zwoa Primärzweig vo da sinotibetischn Sprochfamij, da andane Primärzweig hand de tibetobirmanischn Sprochn.
language;['anglsaxische sproch', 'altenglisch', 'altenglische sprache', 'angelsächsische sprache', 'anglosaxisch', 'englisc', 'oid-englisch', 'oidenglisch', 'oidenglische sproch', 'anglsaxisch'];De anglsaxische oda oidenglische Sproch is a Vorstufn vo da englischn Sproch, wo entstondn is, wia de Angln, Saxn und Jitn si ob uma 450 z England ogsiedld hom.
language;['modeans hebräisch', 'ivrit', 'iwrit'];Modeans Hebräisch, aa Israeli Hebräisch is de modeane Variantn vaum Hebräischn.
language;['oidhochdeitsch', 'althochdeutsch', 'ahd.', 'ohd.'];Oidhochdeitsch, amtle: Althochdeutsch is de ejdaste schriftli bezeigde Foam vo da hochdeitschn Sproch.
language;['kri-sproch', 'cree'];. Kri, engl.
language;['hebräisch', 'hebr.', 'hebräische sprache', 'hebräische sproch', 'עברית'];Hebräisch is a semitische Sproch vo da afroasiatischn Sprochnfamülie.
language;['irische sproch', 'gaedhilge', 'gaeilge', 'gaolainn', 'irische sprache'];Irisch, Gaeilge oda Gaolainn, bis 1948 moastns Gaedhilge gschriem, is oane vo de drei Goidelische Sprochn.
language;['scots'];Is Scots oda Lallans, is - je noch Aunsicht - a westgermanische Sproch odar a Grubbm vo englische Dialekt, de wos hauptsächlich in Schottlaund im Tiaflaund – und zwoa in de Higln vo Sidschottlaund, im Central Belt und in an Straafn im Ostn bis Aberdeen auffe- gredt wiad.
language;['englisch'];De Deitsche Demokratische Republik, obkiazt DDR wor a Stoot in Middleiropa, der nochm Zwoatn Wödkriag entstandn is.
language;['oidnordische sproch', 'altnordische sprache', 'oidnordisch'];Oidnordische Sproch is a Sammebezeichnung fia de nordgermanischn Sprochn, wo vo etwa 800 bis mindastns uma 1350 in Skandinavien, af dena Insln bis 1500 gred woan san.
language;['manx', 'manx-gälisch'];Manx
