activity;['raga', 'kiwiki', 'rugby', 'raga soka', 'rugger'];Raga (ing.
course;['ujio wa pili', 'parousia', 'pili coming', 'pili ujio', 'pili wa kristo'];Ujio wa pili ni imani ya kwamba Yesu, aliyekuja mara ya kwanza kwa unyenyekevu alipozaliwa na Bikira Maria, atashuka tenatoka mbinguni kwa utukufu.
course;['anguko la tarakilishi', 'ajali'];Katika utarakilishi, anguko au anguko la tarakilishi linatokea wakati programu ya tarakilishi kama mifumo ya uendeshaji au programu tete zinaacha kufanya kazi.
course;['wimbi', 'mawimbi'];Kwa nafaka inayoitwa wimbi tazama wimbi
course;['muujiza', 'kimiujiza', 'miujiza'];Muujiza ni tukio lisiloelezeka kisayansi kufuatana na sheria za maumbile.
course;['algorithm', 'algorithmic', 'algorithmic mpango', 'algorithmic utawala', 'algorithms', 'kompyuta algorithm'];Algorithm au ni njia ya kutatua kwa hatua chache magumu katika hisabati.
course;['sinkopu', 'amezimia', 'deliquium', 'fainted', 'kukata tamaa', 'syncope', 'watazirai'];Sinkopu, ambayo pia hujulikana kama kupoteza fahamu au kuishiwa na pumzi, hufasiliwa kama upotezaji mfupi wa fahamu na nguvu za misuli, unaoanyeshwa kwa mwanzo wa haraka, wa muda mfupi wa upataji tena fahamu.
course;['kiharusi', 'stroke', 'ajali cerebrovascular', 'apoplectic', 'cerebrovascular ajali', 'cva', 'kiharusi ubongo'];Kiharusi ni ugonjwa unaoleta hali ya mwili kupooza kutokana na matatizo kwenye mishipa ya damu inayolisha ubongo.
course;['gonjwa', 'epidemiki', 'epidemia', 'mlipuko wa ugonjwa'];Epidemiki hutokea wakati maambukizi ya ugonjwa fulani yanaenea haraka na kuathiri watu wengi kwa wakati mfupi katika eneo fulani.
course;['algorithimu uchanguaji', 'aina imara', 'uamuzi algorithm'];Katika utarakilishi, algorithimu uchanguaji ni algorithimu inayopanga vipengee vya orodha.
course;['pandemia', 'pandemic', 'gonjwa', 'milipiko ya maradhi'];Pandemia inamaanisha uenezi wa ugonjwa wa kuambukiza katika eneo kubwa, kwa mfano bara au hata duniani kote.
course;['bahati', 'nafasi'];Bahati inatafsiriwa kwa namna tofauti na hata kukanushwa kadiri ya utamaduni, falsafa, dini na hisia za watu.
course;['mzunguko wa moyo', 'moyo mzunguko'];Mzunguko wa moyo
course;['kupatwa kwa mwezi', 'mwandamo kupatwa', 'kupatwa mwandamo'];Kupatwa kwa Mwezi ni badiliko la mwangaza na rangi ya Mwezi kwa muda.
course;['kifo', 'mauti', 'alikufa', 'kifo mapema', 'mauko', 'vifo'];Mauti au kifo ni mwisho wa uhai. kwa lugha ya biolojia mwisho wa michakato yote ndani ya kiumbehai ambayo ni dalili za uhai.
course;['kupatwa kwa jua', 'nishati ya jua kupatwa', 'jumla ya jua kupatwa', 'kupatwa jua'];Kupatwa kwa Jua ni hali ya Jua kutoonekana angani wakati wa mchana kwa muda fulani hata pasipo mawingu.
course;['maji kujaa na kupwa', 'bahari inaposafiri', 'maji kujaa', 'maji kupwa', 'baharini', 'mzunguko tidal', 'tidal', 'wimbi', 'wimbi spring'];Maji kujaa na kupwa ni mabadiliko ya uwiano wa bahari unaopanda na kushuka kila siku.
dependent-place;['ufa', 'rifting', 'ugani'];Ufa ni mpasuko mwembamba ulioko kwenye kitu bila ya kitu hicho kuachana kabisa.
dependent-place;['ombwe', 'nafasi ya bure', 'utupu', 'utupu classical'];Ombwe kwa maana ya sayansi ni hali pasipo na kitu, nafasi pasipo na mata.
dependent-place;['pango', 'mapango', 'pango dripstone', 'pango mfumo', 'takatifu pango'];Pango katika jiolojia ni sehemu kubwa yenye uwazi iliyopo ardhini, kwenye mwamba au pia ndani ya mti mkubwa.
dependent-place;['pembemraba', 'pembe mraba', 'angle haki', 'digrii 90', 'haki-angle', 'haki angle', 'haki anglès', 'pembe sawa'];Pembemraba ni pembe yenye kiwango cha nyuzi 90.
dependent-place;['tabakastrato', 'stratosphere'];Tabakastrato ni tabaka mojawapo la angahewa ya Dunia.
dependent-place;['kiini cha atomu', 'nyukliasi ya atomu', 'nyukliasi', 'kiini', 'atomu na nyukliasi', 'kiini cha atomi', 'viini vya atomu', 'kiini atomia', 'nyuklia mwanasayansi', 'viini atomia'];Kiini cha atomu ni eneo dogo la ndani ya atomu lililosongamana lenye kuundwa na protoni na neutroni lililo katikati ya atomi na linalozungukwa na mzingo elektroni.
dependent-place;['tabakamwamba', 'lithosphere', 'geosphere', 'lithosphere bara', 'lithosphere oceanic', 'lithospheric'];Tabakamwamba ni sehemu thabiti ya nje ya sayari ya Dunia.
dependent-place;['pembe', 'angle', 'angle oblique', 'angle obtuse', 'kipimo angular'];Pembe ni nafasi kati ya mistari miwili pale ambako inakutana.
ecological-collective;['mmea', 'mimea', 'himaya ya plantae', 'planta', 'plantae', 'flora', 'floras', 'kupanda', 'kupanda maisha'];Mimea ni moja kati ya makundi ya viumbe hai duniani likijumuisha miti, maua, mitishamba na kadhalika.
ecological-collective;['msitu', 'wälder', 'porini', 'misitu', 'forest', 'coniferous misitu', 'woods'];Msitu ni mkusanyiko wa uoto asilia unaojumuisha miti mingi ya aina mbalimbali mimea na nyasi ambazo huweza kuwa fupi au ndefu.
event;['el ninyo', 'el niño'];El Ninyo, pia El Nino ni tukio la halihewa linalotokea kwenye nusutufe ya kusini ya dunia kila baada ya miaka kadhaa.
event;['kuruka kwa upondo', 'pole vault', 'pole kuba', 'pole kuruka', 'pole vaulting', 'vaulting pole'];Kuruka kwa upondo ni riadha ambayo mtu anatumia upondo mrefu kuruka juu.
event;['mbio ya marathon', 'mbio ya marathoni', 'marathon', 'mbio ndefu', 'mbio za marathon'];Mbio ya Marathoni ni mbio ya masafa marefu kuliko zote, ikichukua kilometa 42.195.
event;['tsunami', 'mawimbi kama ya tsunami'];Tsunami ni wimbi kubwa sana katika bahari linalosababishwa na tetemeko la ardhi, mlipuko wa volkano au matokeo mengine yanayoleta mshtuko wa ghafla chini ya maji.
event;['miporomoko ya ardhi', 'landslip', 'debris banguko', 'maporomoko ya ardhi', 'mwamba banguko', 'slide mwamba', 'ushindi wa kishindo'];Miporomoko ya ardhi hutokea miamba, mchanga, au vifusi vinaposonga chini kwenye mteremko.
event;['banguko', 'avalanches'];Banguko ni kiasi kikubwa cha mawe, ardhi, theluji au barafu kinachoanza kusogea kwenye mtelemko wa mlimani na kuteleza au kuanguka kwa kuelekea bondeni.
event;['utungisho katika wanyama', 'mbolea', 'fecundation', 'fertilizing', 'impregnated', 'syngamy'];Utungisho katika Wanyama, ni kitendo katika wanyama cha seli za gameti ya kiume kuungana na gameti ya kike, na kutengeneza seli moja ambayo hukua na kufikia kiumbe kikubwa.
event;['nuhu', 'noah'];Nuhu anajulikana na kuheshimiwa katika dini ya Uyahudi, Ukristo na Uislamu kama mfano wa mwadilifu aliyeokolewa na Mungu katika safina wakati wa gharika kuu.
event;['michezo ya olimpiki', 'mashindano ya olimpiki', 'michezo ya olympiki', 'olimpiki', 'michezo ya olimpiki kisasa', 'olympiad', 'olympiads'];Michezo ya Olimpiki ni mashindano makubwa ya michezo mbalimbali duniani inayofanyika kila baada ya miaka minne.
event;['harusi', 'arusi', 'nuptials', 'harusi ya kiraia', 'hymeneals', 'nuptial', 'sherehe kujitoa', 'sherehe ya harusi'];Harusi ni sherehe kwa ajili ya kufunga ndoa.
event;['mkondo wa bahari', 'mikondo ya bahari', 'bahari ya sasa', 'mzunguko wa bahari', 'oceanic sasa', 'sasa baharini'];Mkondo wa bahari ni mwendo mfululizo wa maji ndani ya bahari.
functional-matter;['chapati', 'chapatti'];Chapati au Chapathi ni aina ya mkate ambao haukufura kutoka Bara Hindi.
functional-matter;['hangul', 'alfabeti ya kikorea'];Hangul ni alfabeti ya Kikorea.
functional-matter;['mana', 'kimiujiza chakula'];Mana ni chakula kilichotumiwa na Waisraeli walipotangatanga katika jangwa la Sinai miaka 40 mfululizo baada ya kutolewa na Musa nchini Misri walipokuwa wananyanyaswa.
functional-matter;['kahawa', 'mbuni', 'mkahawa'];Kwa maana nyingine ya jina hili angalia Kahawa Kahawa ni kinywaji kinachotengezwa kutokana na buni ambazo ni mbegu za mbuni.
functional-matter;['gerimani', 'г', 'ge', 'germani', 'germanium', 'atomic idadi 32'];Gerimani ni elementi yenye namba atomia 32 kwenye jedwali la elementi, uzani atomia ni 72,630.
functional-matter;['kioo', 'bilauri', 'glasi', 'glass', 'glassmaker', 'glassmaking', 'kioo silicate'];Kioo ni dutu imara na ngumu inayopatikana kwa umbo lolote.
functional-matter;['saruji', 'simiti', 'sementi', 'simenti', 'kupanda saruji'];Saruji ni mata laini kama ungaunga unaotengenezwa kutokana na chokaa, udongo wa ufinyanzi, mchanga, chuma na mengine.
functional-matter;['makaa', 'mkaa'];Kwa fueli inayochimbwa ardhini tazama makaa mawe
functional-matter;['amfetamini', 'amphetamine', 'kasi', 'pep kidonge'];Amfetamini ni dawa ya kuchochea akili inayojulikana kusababisha ukosaji wa usingizi na kupunguza uchovu na hamu ya chakula.
functional-matter;['antibaotiki', 'antibiotiki', 'kiua vijasumu', 'kiuavijasumu', 'antibiotic', 'antibacterials', 'antibiotic madawa ya kulevya', 'antibiotics', 'kupambana na bakteria'];Antibiotiki ni kemikali ambazo hutumika kuua au kuzuia ukuaji wa bakteria zinazosababisha magonjwa.
functional-matter;['kiuadudu', 'dawa ya wadudu', 'insecticide', 'kiuawadudu', 'dawa', 'wadudu poda'];Kiuadudu ' ni sumu au patojeni zilizoandaliwa kuua wadudu, kuwafukuza au kuchelewesha ukuaji wao.
functional-matter;['boksiti', 'bauxite'];Boksiti au Bauxiti ni mtapo unaotumiwa kutengeneza alumini.
functional-matter;['unga', 'farinaceous', 'milling unga', 'unga binafsi-kuinua', 'unga mweupe'];Unga ni nafaka kavu iliyopondwa au kusagwa hadi kuwa kama vumbi.
functional-matter;['krisma', 'chrism', 'chrisom', 'sakramenti mafuta', 'takatifu mafuta'];Krisma ni mafuta ya kunukia yanayotumiwa na Wakristo wa madhehebu mbalimbali katika ibada kadhaa, hasa sakramenti za ubatizo, kipaimara na daraja takatifu.
functional-matter;['kito', 'vito', 'jiwe semiprecious', 'mawe ya nusu thamani', 'mawe ya thamani', 'nusu ya thamani', 'semiprecious jiwe', 'vyombo'];Vito ni madini adimu na ngumu zinazopendekeza kwa sababu ya rangi yao.
functional-matter;['mafuta ya petroli', 'petroliamu', 'petrolium', 'mafuta ya petroliamu', 'mafuta yasiyosafishwa', 'gesi usambazaji', 'ghafi', 'mafuta mafuta', 'mafuta ya kawaida', 'mafuta ya petroli ghafi', 'mwamba mafuta'];Mafuta ya petroli ni kiowevu kizito chenye rangi nyeusi hadi ya kijani.
functional-matter;['mlo kamili', 'chakula bora', 'chakula na afya'];Mlo kamili ni mkusanyiko wa vyakula mbalimbali ambavyo kwa pamoja huimarisha na kuujenga mwili wa binadamu na wanyama kwa sababu vinaleta virutubishi vyote vinavyohitajika.
functional-matter;['shaba', 'cu', 'cupri', 'kupri', 'atomic idadi 29'];Shaba au shaba nyekundu ni elementi yenye namba atomia 29 kwenye mfumo radidia, uzani atomia ni 65.54.
functional-matter;['batiki', 'batik'];Batiki ni ufundi wa uchapaji urembo kwenye nguo kwa kutumia rangi na nta ambao una asili ya Indonesia.
functional-matter;['hariri'];Hariri ni uzi asilia inayopatikana kutoka kwa kifukofuko cha kivawi cha kipepeo Bombyx mori.
functional-matter;['mbelewele', 'chavua', 'poleni', 'chembe ya poleni', 'exine', 'microsporogenesis', 'pollens'];Mbelewele ni punje zenye seli za kuzaa za kiume ndani ya maua.
functional-matter;['grife', 'slate'];Grife
functional-matter;['kinyunga', 'unga'];Kinyunga ni mchanganyiko wa unga wa nafaka na kiowevu hasa maji unaotarajiwa kuokwa kwenye joto.
functional-matter;['gesi asilia'];Gesi asilia ni gesi inayopatikana katika ardhi na inayotumiwa na binadamu kama fueli.
functional-matter;['zumaridi', 'emerald', 'emiradi'];Zumaridi ni kito adimu chenye rangi ya kijani kilichokoza na thamani kubwa.
functional-matter;['ufizi', 'kubugia gum'];Ufizi ni sehemu ya kinywa ambayo inaundwa na nyama ngumu na inashikilia meno.
functional-matter;['uzi wa kioo', 'fiber optic', 'nyuzi macho', 'fiber-optic', 'kioo fiber', 'optiska', 'fiberoptic'];Uzi wa kioo ni uzi mwembamba wa kioo au plastiki ambao unaweza kupitisha nuru kutoka upande mmoja hadi mwingine.
functional-matter;['dizeli', 'diseli', 'mafuta ya dizeli'];Dizeli ni fueli inayofaa kuendesha injini ya dizeli.
functional-matter;['gneiss', 'gneis', 'gneiss augen', 'gneisses', 'orthogneiss', 'paragneiss'];Gneis ni aina ya mwamba metamofia inayopatikana kwa wingi duniani.
functional-matter;['tanga', 'shira', 'matanga', 'meli', 'sails'];Kwa matumizi mengine ya jina hili angalia Tanga Tanga ni kipande kikubwa cha kitambaa kinachopokea nguvu ya upepo na hivyo kuwezesha chombo cha kusafiria majini kusogea.
functional-matter;['godoro', 'mto', 'magodoro'];Godoro ni kifaa kikubwa cha kusaidia mwili kupumzika.
functional-matter;['kalamini', 'kalamini lotion'];Kalamini ni dawa inayotumika kutibu mwasho mkali.
functional-matter;['pombe', 'kileo', 'kunywa pombe', 'inebriant', 'kinywaji fermented', 'kinywaji pombe', 'matumizi ya pombe', 'vileo'];Pombe ni kinywaji kikali chenye kilevi ambacho upitilizaji wa unywaji wake hupelekea hali ya kulewa na hatimaye tabia ya ulevi inayoleta madhara mengi kwa wahusika na kwa jamii.
functional-matter;['mchanga'];Mchanga ni punje ndogo za mwamba uliosagwa.
functional-matter;['zirikoni', 'zr', 'zirconium', 'atomic idadi 40'];Zirikoni ni elementi na metali ya mpito yenye namba atomia 40 katika mfumo radidia.
functional-matter;['baruti', 'blackpowder', 'poda mweusi', 'unga wa bunduki'];Baruti ni mchangayiko wa dutu za kikemia inayotumiwa kurusha risasi kutoka bunduki.
functional-matter;['heroini', 'heroin', 'diacetylmorphine', 'diamorphine'];Heroini ni dawa inayotengenezwa kutokana na afyuni ambayo ni utomvu uliokauka wa ua la mpopi.
functional-matter;['kiakisi parabola', 'kioo parabola', 'kimfano reflector', 'paraboloid reflector', 'reflector kimfano', 'sahani kimfano'];Kiakisi parabola ni uso wa gimba wenye umbo la parabola.
functional-matter;['katani', 'hempseed', 'katani mbegu', 'katani viwanda', 'mbegu katani'];Katani ni mmea wenye asili ya Meksiko unaotumika kutengeneza kamba, mikeka, mazulia, vitambaa, gesi na mengineyo.
functional-matter;['mkonge dume', 'mkatani', 'agave sisalana', 'mkonge', 'mkonge katani'];Mkonge dume au mkatani ni spishi ya mmea katika familia Asparagaceae unaokuzwa kwa ajili ya vitembwe vyake au katani.
functional-matter;['sumu', 'biotoxin'];Sumu ni dutu lo lote linaloweza kuharibu katika kiasi kodogo shughuli ya seli au linaloweza kudhuru muundo wa seli au kiumbehai.
functional-matter;['ufizi', 'kubugia gum'];Ufizi ni sehemu ya kinywa ambayo inaundwa na nyama ngumu na inashikilia meno.
functional-matter;['bangi', 'bhang'];Bangi ni majani ya mmea wa kike wa mbangi.
functional-matter;['caesi', 'cs', 'sizi', 'cesium', 'atomic idadi 55'];Caesi ni elementi na metali alikali yenye namba atomia 55 kwenye mfumo radidia na uzani atomia 132.9054519.
functional-matter;['tambi', 'noodles'];Tambi ni chakula kinachotengenezwa kutoka kwa kinyunga cha unga na maji kuwa kama milia membamba inayopikwa katika maji au supu.
functional-matter;['chokaa mawe', 'gange', 'limestone', 'mawe chokaa', 'mawe ya chokaa', 'chokaa', 'coralline chokaa', 'limestones'];Gange au mawe chokaa
functional-matter;['jiwe mchanga', 'sandstone', 'mchanga', 'berea mchanga', 'sandstones'];Jiwe mchanga ni aina ya mwamba mashapo.
functional-matter;['mwambatope', 'shale', 'miamba matope', 'nyeusi shale', 'shales'];Mwambatope ni aina ya mwamba mashapo yenye chembe ndogo sana. asili yake ni mashapo ya matope.
functional-matter;['caesi', 'cs', 'sizi', 'cesium', 'atomic idadi 55'];Caesi ni elementi na metali alikali yenye namba atomia 55 kwenye mfumo radidia na uzani atomia 132.9054519.
functional-matter;['agenti', 'fedha', 'ag', 'ajenti', 'atomic idadi 47', 'fedha uliotokea'];Fedha kwa maana ya malipo au sarafu angalia makala ya pesa Fedha ni elementi na metali yenye kifupi cha Ag na namba atomia 47 katika mfumo radidia.
functional-matter;['jibini', 'chizi'];Jibini ni chakula kinachotokana na maziwa.
functional-matter;['sementi ya meno', 'sementi ya jino', 'cementum'];Sementi ya jino ni dutu inayofanana na aina ya mfupa na kufunika uso wa dentini ya kizizi cha jino.
functional-matter;['siagi ya karanga'];Siagi ya karanga ni chakula chenye umbo la malai ambayo inatengenezwa kwa kutumia karanga zilizokaangwa.
functional-matter;['kilimia', 'thurea', 'pleiades', 'thuria'];Kilimia (pia: thuria kutokana na Kar.
functional-matter;['zege', 'saruji', 'workability'];, Zege ni rojo maalumu inayoandaliwa kwa ajili ya ujenzi wa majengo mbalimbali, hasa ya ghorofa.
functional-matter;['kilipukaji', 'kulipuka', 'high-kulipuka', 'high vikomo', 'kulipuka msingi', 'kulipuka sekondari', 'mabomu', 'mabomu ya juu', 'nyenzo kulipuka', 'vifaa vya kulipuka'];Kilipukaji ni kemikali au dawa lenye sifa ya kumenyuka haraka na ghafla kwa umbo la mlipuko.
functional-matter;['chanjo', 'vaccinology', 'vaccinum'];Chanjo ni maandalizi ya kibiolojia ambayo hutoa kingamwili dhidi ya ugonjwa fulani.
functional-matter;['asali'];Asali ni chakula kitamu katika hali kiowevu kinachotengenezwa na nyuki.
functional-matter;['shira', 'asali', 'syrup', 'sirup', 'syrup rahisi', 'syrups'];Kwa matumizi mengine ya jina hili angalia Shira Shira ni kimiminika kizito ambacho kimsingi ni mmumunyo wa maji na sukari.
functional-matter;['chipsi', 'crisp', 'chip viazi', 'chips viazi', 'crisps', 'crisps viazi', 'saratoga chip', 'viazi chip'];Chipsi ni vipande vyembamba vya chakula vilivyokaangwa katika mafuta.
functional-matter;['vitamini c', 'vitamin c', 'ascorbic acid', 'ascorbate'];Vitamini C ni vitamini inayopatikana hasa katika matunda na majani mabichi.
functional-matter;['petroli', 'gasolene', 'gesi', 'mogas'];Petroli ni fueli inayopatikana kwa kawaida kwa mvewevusho wa mafuta ya petroli.
functional-matter;['sukari', 'biashara ya sukari', 'iliyosafishwa sukari', 'mchemraba sukari', 'sukari nyeupe'];Sukari (kutoka Kar.
functional-matter;['maziwa', "maziwa ya ng'ombe", 'protini maziwa', 'yabisi maziwa'];Maziwa ni kiowevu cheupe kinachotolewa na majike wa mamalia kama lishe kwa ajili ya watoto wao.
functional-matter;['trinitrotoluene', 'tnt'];Trinitrotoluene au kifupi TNT ni kampaundi ya kikemia inayotumiwa hasa kama kilipukaji cha kijeshi.
functional-matter;['afyuni', 'opium', 'biashara ya afyuni'];Afyuni ni dawa asilia inayopatikana kutokana na utomvu uliokauka wa maua ya mpopi.
functional-matter;['nikotini', 'nikotin', 'nicotine', 'madawa ya kulevya nikotini', 'utegemezi nikotini'];Nikotini ni dutu ya alkaloidi katika mimea mbalimbali ambayo ni dawa linaloathiri neva za mwanadamu.
functional-matter;['uvumba', 'ubani', 'gum olibanum', 'hivyo', 'olibanum'];Uvumba ni utomvu mkavu wenye harufu ya kupendeza ukichomwa.
functional-matter;['siagi'];Siagi ni shahamu kutoka katika maziwa inayotumiwa kama chakula, hasa kwa kupakwa juu ya mkate au katika upishi.
functional-matter;['kiazi cha kizungu', 'kiazi', 'solanum tuberosum', 'kiazi ulaya', 'kiazi mviringo', 'mbatata', 'viazi mviringo', 'viazi', 'ireland viazi', 'murphy', 'potatoe', 'spud', 'tater', 'viazi ireland', 'viazi mpya'];Kiazi cha kizungu, kiazi ulaya, kiazi mviringo au mbatata ni mmea wa chakula uliomo katika familia ya Solanaceae.
functional-matter;['homoni', 'homoni yalijengwa', 'ndani secretion'];Homoni ni kemikali zinazotolewa na tezi za mwili na kusafiri kupitia mfumo wa mzunguko wa damu hadi ogani za mwili.
functional-matter;['barafu', 'uvunaji barafu'];Barafu ni maji yaliyoganda.
functional-matter;['bilirubini', 'haematoidin', 'hematoidini'];Bilirubini ni dutu inayotokana na kumeng'enywa kwa hemoglobini.
functional-matter;['maginetiti', 'magnetite', 'magnetic chuma-ore'];Maginetiti ni madini yenye rangi nyeusi-kijivu yenye tabia ya sumaku.
