abstract-region;['limiet', 'limieten'];In de wiskunde is e limiet e weirde die deur e functie in 't oneindige kan wordn benoaderd.
taxonomic-collective;['fazantachtign', 'phasianidae'];De fazantachtign zyn e familie van d' hoenderveugels, woarounder de kiek'ns, de fazant'n, de kwakkels, de kalkoens, de patryzn en de pauws.
taxonomic-collective;['hoenderveugels', 'galliformes'];Hoenderveugels zyn een orde van zwoargebouwde veugels die nie verre of hoge kunn vliegn.
taxonomic-collective;['kwiksteirtn en piepers', 'motacillidae', 'piepers en kwiksteirtn'];Kwiksteirtn en piepers zyn e familie van zangveugels mè 65 soortn in 6 geslachtn.
taxonomic-collective;['hemiptera', 'halfvleugelign', 'oafvleuglign'];Halfvleugelign zyn 'n orde van insectn die te viendn zyn over heel de weireld.
taxonomic-collective;['schermblommign', 'apiaceae', 'schermblommige'];De schermblommign zyn e familie van mêestal aromatische plantn met holle stiengels.
taxonomic-collective;['apiales'];De Apiales zyn een orde in de taxonomie van de bedektzoadign of bloeinde plantn.
taxonomic-collective;['kruusblommign', 'brassicaceae', 'cruciferae'];De kruusblommign zyn e belangryke familie van tweizoadlobbige blommeplantn.
taxonomic-collective;['asterachtign', 'asteraceae', 'composietachtign', 'compositae'];De asterachtign of composietachtign zyn e grôte wydverspreide familie van bloeinde plantn.
taxonomic-collective;['hoaze-achtign', 'lagomorpha'];Hoaze-achtign zyn een orde van zoogbêestn, die bestoat uut twêe families: de Leporidae en d' Ochotonidae.
taxonomic-collective;['echte salamanders', 'salamandridae'];Echte salamanders zyn e familie van de salamanders.
taxonomic-collective;['kamperfoelieachtign', 'caprifoliaceae'];De kamperfoelieachtign zyn e familie van twizoadlobbige blommeplantn in de orde Dipsacales met e stik of 860 sôortn in 42 geslachtn.
taxonomic-collective;['coriandrum'];Coriandrum is e geslacht van kruudn in de familie apiaceae met de gekwêekte sôorte Coriandrum sativum en de wilde sôorte Coriandrum tordylium.
taxonomic-collective;['pisum'];Pisum is e geslacht uut de familie van de vlinderblommign, ofkomstig van 't zuudwestn van Azië en 't nôordôostn van Afrika.
taxonomic-collective;['slekkn', 'gastropoda', 'slekke'];Slekkn vormn e klasse van de molluuskn.
taxonomic-collective;['poaslelieachtign', 'amaryllidaceae'];De poaslelieachtign zyn e familie van kruudachtige, vaste, bloeinde plantn.
taxonomic-collective;['venynboomachtign', 'taxaceae'];De venynboomachtign, is e konifeerefamielje die zeevn geslachtn omvat en oengevêer 30 sôortn, of in oedre systêemn drie geslachtn en 7 toe 12 sôortn.
taxonomic-collective;['pedaliaceae', 'sesamfamilie'];Pedaliaceae of de sesamfamilie is e familie van de bedektzoadign die geklassificeerd wordt by d' orde lamiales in 't APG-système.
taxonomic-collective;['grasfamilie', 'gesfamilie', 'grassn', 'poaceae'];De grasfamilie of in 't Zuudôostelik West-Vlams gesfamilie is e familie van êenzoadlobbige blommeplantn in de orde Poales met oengeveer 12.000 sôortn, verdêeld over 780 geslachtn.
taxonomic-collective;['lamiaceae', 'lipblommefamilie', 'labiatae'];De lipblommefamilie is e familie van bloeinde plantn.
taxonomic-collective;['olyfboomachtign', 'oleaceae', 'olyfachtign'];De olyfboomachtign zyn e famielje van bedektzoadign in de orde van de Lamiales.
taxonomic-collective;['sesamum'];Sesamum is e geslacht van de familie Pedaliaceae.
taxonomic-collective;['peperfamilie', 'piperaceae'];De Peperfamilie is e grôote familie van blommeplantn met oengeveer 3.600 sôortn.
taxonomic-collective;['holhôornign', 'bovidae', 'holhôornigen', 'hôorndroagers'];D' holhôornign of hôorndroagers zyn de grotste familie van eevnhoevige zoogbêestn.
taxonomic-collective;['wulgachtign', 'salicaceae', 'wilgachtign'];De wulgachtign of wilgachtign zyn e familie van bedektzoadign in de orde Malpighiales.
taxonomic-collective;['esox', 'esocidae', 'snoeks'];Esox is e geslacht van zoetwoatervissn uut d' orde van de snoekachtign.
taxonomic-collective;['tyto'];Tyto is e geslacht van uuls binn de familie kerkuuls.
taxonomic-collective;['cypresse', 'cupressus'];De cypresn zyn e geslacht binn de famielje van de cypresachtign.
taxonomic-collective;['alcedo'];Alcedo is e geslacht van de familie van d' ysveugels.
taxonomic-collective;['ardea'];Ardea is e geslacht van veugels van de familie van de reygers.
taxonomic-collective;['busseboom', 'buxus', 'buxus sempervirens'];Busseboomn of poalmboomn zyn e sôorte van troenkn en klêne bomtjes die ossan groene bluuvn.
taxonomic-collective;['busseboom', 'buxus', 'buxus sempervirens'];Buxus is e geslacht in de buxusfamilie mè roend de 70 soortn.
taxonomic-collective;['columba', 'columba livia domestica'];Columba is e geslacht van de familie van de duuvn.
taxonomic-collective;['corvus'];Corvus is e geslacht van zangveugels in de familie van de kroaiachtign.
taxonomic-collective;['accipiter'];Accipiter is e geslacht van roofveugels in de familie van de hoavikachtign.
taxonomic-collective;['mytilus'];Mytilus is e geslacht van twêekleppige molluuskn uut de familie van de Mytilidae.
taxonomic-collective;['garrulus'];Garrulus is e geslacht van zangveugels in de familie van de kroaiachtign.
taxonomic-collective;['meleagris'];Meleagris is e geslacht van veugels van de familie fazantachtign.
taxonomic-collective;['myrtus', 'myrte'];Myrtus is e geslacht van de Myrtefamilie.
taxonomic-collective;['phasianus'];Phasianus is e geslacht van veugels van de familie fazantachtign.
taxonomic-collective;['piper'];Piper is e geslacht van de Peperfamilie.
taxonomic-collective;['rana'];Rana is e geslacht van puutn in de familie van d' echte puutn.
taxonomic-collective;['salamandra'];Salamandra is e geslacht van salamanders uut de familie van d' echte salamanders.
taxonomic-collective;['turdus'];Turdus is e geslacht van zangveugels uut de familie van de lysters.
taxonomic-collective;['lamiales'];De lamiales zyn 'n orde van bedektzoadign.
temporal-region;['steentyd'];Den steentyd es d'oudste cultuurperiode die begoste 2,5 miljoen joar geleen en deurde tout round 1500 v.C. moar da varieert van plekke tout plekke.
temporal-region;['yzertyd'];Den yzertyd es de cultuurperiode achter den brounstyd.
temporal-region;['1 juli'];1 juli is den 182stn dag van 't joar in de Gregorioansche kalender.
temporal-region;['1 januoari'];1 januoari is den êestn dag van 't joar in de Gregorioansche kalender.
temporal-region;['2 februoari'];2 februoari is den 33stn dag van 't joar in de Gregorioansche kalender.
temporal-region;['poaschn', 'poasn'];Poaschn is êen van de belangrykste christelikke fêestdoagn, die volgt ip de Goeie Weke.
temporal-region;['1 november'];1 november is den 305dn dag van 't joar in de Gregorioansche kalender.
temporal-region;['25 december', 'kestdag', 'kerstdag', 'kestoavend'];25 december is den 359stn dag van 't joar in de gregorioansche kalender.
temporal-region;['25 december', 'kestdag', 'kerstdag', 'kestoavend'];Kestdag is ne feestdag en de dag woarip da de christnen de geboorte van Jezus Christus viern.
temporal-region;['19 moarte'];19 moarte is den 78stn dag van 't joar in de Gregorioansche kalender.
temporal-region;['14 april'];14 april is den 104dn dag van 't joar in de Gregorioansche kalender.
temporal-region;['24 oktober'];== Geboorn ==
temporal-region;['12 oktober'];== Geboorn ==
temporal-region;['4 juli'];== Gebeurtenissn ==
temporal-region;['holoceen'];Et Holoceen es et joungste geologisch tydvak uut de geschiedenisse van d'eirde.
temporal-region;['24 meie'];24 meie is den 144stn dag van 't joar in de Gregorioansche kalender.
temporal-region;['17 september'];17 september is den 260stn dag van 't joar in de Gregorioansche kalender.
temporal-region;['1 ogustus'];1 ogustus is den 213stn dag van 't joar in de gregorioansche kalender.
temporal-region;['14 juni'];14 juni is den 165stn dag van 't joar in de Gregorioansche kalender.
temporal-region;['29 juni'];29 juni is den 180stn dag van ‘t joar in de Gregorioansche kalender.
temporal-region;['zundag', 'zoundag'];Zundag is de zevensten dag van de weke.
temporal-region;['29 september'];== Geboorn ==
temporal-region;['21 juni'];21 juni is de 172e dag van 't joar in de Gregorioansche kalender.
temporal-region;['neolithicum'];Et neolithicum of den joungn steentyd es de letste periode van den steentyd die volgt up et mesolithicum.
temporal-region;['mesolithicum'];Et mesolithicum of den middnsteentyd es de periode tusschn et paleolithicum en neolithicum.
temporal-region;['1 meie'];1 meie is den 121stn dag van 't joar in de gregorioansche kalender.
temporal-region;['paleolithicum'];Et paleolithicum of den oudn steentyd es et oudste geschiedkundig tydvak van den steentyd da 2,5 miljoen joar geleedn begoste en èt bluuvn deurn tout 12.000 joar geleen.
temporal-region;['2 moarte'];2 moarte is den 61stn dag van 't joar in de gregorioansche kalender.
temporal-region;['winter', 'wienter'];'n Winter is êen van de vier sezoenn.
temporal-region;['januoari'];Januoari es de êeste moand in de Gregorioansen kalender.
temporal-region;['halloween'];Halloween is e fêestdag die den 31sten oktober gevierd wordt.
temporal-region;['dunderdag', 'dounderdag'];De dunderdag is de vierden dag van de weke.
temporal-region;['januoari'];Januoari es de êeste moand in de Gregorioansen kalender.
temporal-region;['januoari'];Januoari es de êeste moand in de Gregorioansen kalender.
temporal-region;['woensdag'];Woensdag of Oensdag is den derden dag van de weke.
temporal-region;['december'];December es de twolvde en latste moand van de Gregorioanse kalender.
temporal-region;['december'];December es de twolvde en latste moand van de Gregorioanse kalender.
temporal-region;['meie'];Meie es de vuufde moand van de Gregorioanse kalender en telt 31 doagn.
temporal-region;['september'];September es de neegnde moand van het joar en telt 30 doagn.
temporal-region;['moarte'];Moarte es de derde moand in de Gregorioanse kalender.
temporal-region;['februoari'];Februoari es de twidde moand van et joar, en es vernoemd no de Rominse god Februus, de god van de purificoatie/ounderweireld.
temporal-region;['ogustus', 'oest'];Ogustus es de achtste moand van 't joar.
temporal-region;['juli'];Juli es den zêvende moand van 't joar.
temporal-region;['april'];April es de vierde moand in de Gregorioanse kalender.
temporal-region;['juni'];Juni, ôok wel de zomermoand genoemd, es de zesde moand van de Gregorioanse kalender.
temporal-region;['november'];November es de 11de moand van het joar en telt 30 doagn.
temporal-region;['oktober'];Oktober es de tiende moand van het joar en telt 31 doagn.
temporal-region;['29 februoari'];29 februoari wordt ook schrikkeldag genoemd en komt allêne moa vôorn in e schrikkeljoar.
temporal-region;['23 juni'];== Gestorvn ==
temporal-region;['renaissance'];De Renaissance wos in de Europese geschiedenisse en periode van opbloei van kunst, weetnschap en letteren die euren grondslag oat in de "wedergeboorte" van de verworveneedn van de Klassieke Oudeid.
temporal-region;['middelêeuwn', 'middeleeuwn', 'middelêeuwen'];De middelêeuwn zyn een geschiedkundige periode die van 500 tot 1500 na Christus volt.
temporal-region;['uutkom'];'n Uutkom of de lente is êen van de vier sezoenn.
temporal-region;['herfst', 'noajoar'];Den herfst of et noajoar is êen van de vier sezoenn.
temporal-region;['moandag'];Moandag is den êestn dag van de weke.
temporal-region;['zoaterdag'];De zoaterdag is de zesdn dag van de weke.
temporal-region;['vrydag'];De vrydag is de vuuvden dag van de weke.
temporal-region;['diesndag', 'dissndag'];Diesndag is de twidden dag van de weke.
temporal-region;['prehistorie', 'pre-istorie'];De prehistorie es een geschiedkundige periode vôorn 500 vôor Christus.
temporal-region;['zomer', 'zommer'];De zomer, of zommer, is êen van de vier sezoenn.
temporal-region;['6 januoari'];6 januoari is de 6dn dag van 't joar in de Gregorioansche kalender.
