abstract-region;['스칼라', '스칼라 물리량', '스칼라량', '스칼라물리량'];크기만 있고 방향은 없는 1차원적인 물리량
functional-matter;['니수아즈 샐러드', '나스와즈', '니수아즈', '니스와스 샐러드', '니수아즈샐러드', '니스와즈 샐러드', '샐러드 nicoise'];프랑스 요리. 삶은 계란, 참치, 검은 올리브, 토마토, 오이, 감자, 삶은 강낭콩, 안초비 등으로 만드는 샐러드
functional-matter;['포틴', '밀조 위스키'];아일랜드 전통 술
functional-matter;['얼음', '설빙', '수빙', '빙판', '아이스'];물이 고체가 된 상태
functional-matter;['폐수', '하폐수 처리', '산업폐수', '생활하수', '오폐수', '하폐수', '유출', '폐수 처리', '하수도 물', '흘러 나오는 물'];사람이 사용하고 버린 물
functional-matter;['소금', '식염', 'nacl', '염', '염분'];식재료 및 영양소로 사용되는 소듐클로라이드 (NaCl)
functional-matter;['쓰레기', '음식물 쓰레기', '음식물쓰레기', '음식 쓰레기', '음식 찌꺼기', '나부랭이', '부스러기', '찌꺼기', '거절하다', '식품 폐기물'];먹지 않거나 썩어 버려지는 음식물
functional-matter;['레이드 페이퍼', '레이드페이퍼', '여유로운 종이'];12세기부터 19세기에 주로 사용된 종이
genetic-collective;['백인', '백색인종', 'caucasoid 경주', '백색 인종', '백인 인종', '흰색'];인종 분류
genetic-collective;['왕조', '왕가', '황실', '황가'];한 가문이 연속적으로 왕위를 이어받는 일련의 규칙
genetic-collective;['왕조', '왕가', '황실', '황가'];왕위와 혈연이나 인연으로 연결된 가문들
geographical-object;['석호', '라군', 'lagune', '라구나'];사주나 사취의 발달로 바다와 격리된 호수
geographical-object;['앵귈라', '앙길라', '안길라', 'anguilla', '🇦🇮', '앵귈라섬'];영국의 해외 영토
geographical-object;['바다', '해양', '해', '해상'];소금물이 모여있는 곳, 지구의 대부분을 차지함
geographical-object;['포강', '뽀 강', '파두스', '파두스 강', '포 강'];이탈리아 북부를 흐르는 강이다. 이탈리아에서 가장 길다.
geographical-object;['중화민국', '타이완', '대만', '중화 민국', '중화민국 대만', '중화민국 타이완', '민족주의 중국', '중국의 공화국'];동아시아에 위치한 국가
geographical-object;['네덜란드령 안틸레스', '네덜란드 안틸레스', '네덜란드령 안틸레스 제도', '네덜란드 령 앤 틸리 스'];네덜란드 왕국의 자치령이었다. 카리브 제도에 있었으며 2010년 10월 10일 해체되었다.
geographical-object;['포클랜드 제도', '말비나스', '말비나스 제도', 'fk', 'flk', '포클랜드', '말비나스 섬', '영국령 포클랜드 제도', '포클랜드 군도', '포클랜드 섬', '포클랜드제도'];남대서양에 위치하고 있는 영국의 실효 지배중인 영토로 아르헨티나가 영유권을 주장하는 도서 지역
geographical-object;['발칸반도', '발칸 반도', '발칸'];유럽 남동부의 반도
geographical-object;['미시시피강', '미씨시피 강', '미씨씨피 강', '미씨씨피강', '미시시피 강', '미시시피 유역을'];미국에서 두 번째로 긴 강이다.
geographical-object;['케이프코드', '코드곶', 'cape cod', '케이프 코드', '케이프 대구'];미국 매사추세츠 주 남동부에 있는 반도이다.
geographical-object;['술라웨시', '술라웨시섬', '술라웨시 섬', 'sulawesi', '셀레베스 섬', '셀레베스', '셀레베스섬', 'celebes'];인도네시아의 섬으로 세계에서 11번째로 큰 섬이다.
geographical-object;['브래저스강', '브라조스', '브라조스 강', '브래저스 강', 'brazos', 'brazos 강'];텍사스의 강
geographical-object;['캄차카반도', '캄차카 반도', '깜챠뜨까 반도', '깜챠뜨까반도', '캄차트카 반도', '캄차트카반도', '캄찻카 반도', '캄찻카반도', '캄챠카 반도', '캄챠카반도'];러시아 동쪽 끝의 반도
geographical-object;['서배너강', '사바나 강'];미국 남동부의 강
geographical-object;['발레아레스 제도', '발레아레스', '발레아레스 도', '발레아레스 주', '발레아레스 지방', '발레아레스도', '발레아레스주', '발레아레스지방', '발레아르 제도', '지중해 서부의 스페인 영토'];스페인의 자치 지방 중 하나
geographical-object;['영국 해협', '라망슈', '영국해협', '영불 해협', '영불해협'];영국과 프랑스 북부 사이의 좁은 바다
geographical-object;['한국', '한반도', 'taehan-min’guk', '남조선', '남한', '대한민국', '조선 반도', '조선반도', 'korean peninsula', '남북조선', '남북한', '북남조선', '북남한', '솔롱고스', '한국의 언어', '한국의 인구구조', '대 - 한 - 민 - 노랭이', '한글 노랭이'];동아시아의 지역
geographical-object;['한국', '한반도', 'taehan-min’guk', '남조선', '남한', '대한민국', '조선 반도', '조선반도', 'korean peninsula', '남북조선', '남북한', '북남조선', '북남한', '솔롱고스', '한국의 언어', '한국의 인구구조', '대 - 한 - 민 - 노랭이', '한글 노랭이'];동아시아의 반도
geographical-object;['인더스강', '인더스 강', '인더스', '인두스', '인두스 강'];티베트에서 발원해 파키스탄을 관통하는 강
geographical-object;['남극', '남극 대륙', '남극대륙', '하얀 대륙', '하얀대륙', '흰 대륙', '흰대륙'];지구에서 가장 남쪽에 있는 대륙
geographical-object;['그레이트브리튼', '그레이트브리튼섬', '틀:올림픽 정보 영국', '그레이트 브리튼', '그레이트 브리튼 섬', '브리텐 섬', '브리텐섬', '브리튼 섬', '브리튼섬', '그레이튼 브리튼 섬', '그레이튼브리튼 섬', '그레이튼브리튼섬', '대브리튼', '대브리튼 섬', '대브리튼섬'];위키미디어 틀
geographical-object;['누벨칼레도니', '뉴칼레도니아', '뉴 칼레도니아', '누벨 칼레도니', '누벨칼레도니 섬', '뉴칼레도니아 섬'];프랑스의 해외 영토
geographical-object;['마르티니크', '말티니크', '마르티니크 섬', '말티 니크'];프랑스의 주
geographical-object;['맨섬', '맨 섬'];아일랜드 해에 있는 브리튼 제도에 속하는 영국 왕실령섬이며 위치는 그레이트브리튼 섬과 아일랜드 섬의 사이에 있다.
geographical-object;['압록강', '압록수', '야루강', 'yalu'];조선민주주의인민공화국과 중국의 국경을 흐르는 강
geographical-object;['유라시아', '유라시아 대륙'];아시아와 유럽을 하나의 대륙으로 보는 이름
geographical-object;['그린란드', '그린랜드', '그뢴란', '그린란드 섬', '그린란드섬', '칼라알릿누나앗', 'gronland', 'kalaallit nunaat', '북미 북동의 섬'];덴마크의 자치령이자 세계에서 가장 큰 섬
geographical-object;['홋카이도', '북해도', '에조치', '혹가이도', '혹까이도', '홋까이도', '홋카이도 섬', '홋카이도 지방', '훗카이도', '호까이도', '호까이도오', '홋카이섬', '흣카이도', '도산코', '아이누모시리', '호카이도', '홋카이 도', 'yezo', '에조'];일본의 주 섬 중 가장 북쪽에 위치한 섬
gestalt;['다각형', '단순 다각형', '폴리곤', '다각형 모양'];한 평면 위에 있으면서 유한 개의 선분들이 차례로 이어져 이루어진 경로
gestalt;['오각형', '정오각형', '5각형', '국방부'];다섯 개의 변을 가진 도형
gestalt;['직사각형', '장방형', '구형', '각형'];네 내각의 크기가 모두 같은 사각형
gestalt;['정다각형', '정십각형', '일반 다각형'];모든 각의 크기가 같으며 모든 변의 길이도 같은 다각형이다. 정다각형의 종류는 무수히 많다
gestalt;['조각', '조소', '야외 조각입니다', '조각가'];미술 감상을 목적으로 다양한 소재를 깎아서 만들어진 입체 작품, 또는 그러한 미술 행위. 조소(彫塑)작품에 속한다.
gestalt;['쌍곡선', '하이퍼볼라', '직각 쌍곡선', 'hyperbolas'];평면 상의 부드러운 곡선의 일종
gestalt;['빗변', '사변', 'hypotenuse'];직각삼각형에서 가장 긴 변으로, 직각 반대쪽에 있는 변이다.
information-encoding-system;['드라마', '각본'];등장 인물의 행위·행동을 통하여 이야기를 자아내 가는 예술 표현의 한 형태이다.
information-encoding-system;['드라마', '각본'];이야기의 장르
information-object;['파열음', '폐쇄음', '터짐소리', '터침소리', 'occlusive', '자음을 중지', '파열음 연설 소리', '파열음 자음'];닿소리를 발음할 때 허파로부터 성대를 통해 나오던 공기가 완전한 폐쇄를 당했다 터져 나오면서 나는 소리이다.
information-object;['연어'];인접하여 나타나는 빈도가 높은 어휘 쌍
information-object;['리히터 규모', '릭터 규모', '리히터 지진계', '리히터지진계', '릭터 지진 규모', '릭터 지진계', '릭터규모', '매그니튜드', '지진 규모'];지진의 규모를 나타내는데 사용하는 단위
information-object;['레둑티오 아드 아브수르둠', 'reductio', 'reductio 광고 absurdum'];(Reductio ad absurdum)
information-object;['모음', '홀소리', '모음 소리'];음성학에서 자음의 반댓말이다.
information-object;['로마자', '로만체', '라틴 문자', '로마 문자', '알파벳', '영문자', '로마 유형', '로마 인쇄', '로마의 편지'];대부분의 유럽계 언어를 표기하는 데 사용되는 문자 체계
information-object;['은성훈장', 'silver star', '미국 은성무공훈장', '은성무공훈장', '실버 스타', '실버 스타 메달'];미합중국군의 군사훈장
information-object;['알레고리', '풍유', '우화'];은유적으로 의미를 전하는 표현 양식
information-object;['번역', '번역가', '번역문학가', '번역자', '오역', '초벌번역가', 'interlingual 연주', '렌더링', '렌더링 시스템입니다', '병진'];번역
information-object;['학사', '바칼로레아', '학사 학위', 'bac', '바깔로레아', '대졸', '학사 학위를', 'bachelorate를'];대학 졸업자에게 주는 학위
information-object;['국기', '해군기', '국기법', '군기', '기치', '국가 플래그', '소위'];나라를 상징하는 깃발
information-object;['관형사', '한정사', '관형어', '한정어', '요인'];체언 앞에 놓여서, 그 체언의 내용을 자세히 꾸며 주는 품사
information-object;['박사 학위', '박사', '박사 학위를', 'doctorat', '박사호'];대학교나 학술전문연구기관에서 부여하는 특정한 학위 또는 그 학위를 취득한 사람
information-object;['카파', 'κ'];그리스 문자
information-object;['성소수자 상징'];성소수자의 정체성을 나타내는 상징
information-object;['μ', '뮤', '무'];그리스 문자
information-object;['알파', 'α'];그리스 알파벳의 글자
information-object;['피', 'φ', '파이'];그리스 문자
information-object;['키', 'χ', '카이', '그리스 문자 χ를 로마자 x로 전사하는 경우', 'khi', '치'];그리스 문자
information-object;['프시', 'ψ', 'psí', '프사이', '시', 'ψ는'];그리스 문자
information-object;['제타', 'ζ'];그리스 문자의 여섯째 글자이다.
information-object;['에타', 'η', 'eta'];7번째 그리스 문자이다.
information-object;['명예 훈장', '명예훈장', '미국 의회 명예 훈장', '명예의 메달', '명예의 훈장'];미국이 수여하는 최고의 군사 장식
information-object;['링엄', '링가', '시바 링가', 'lingam', 'siva lingam입니다', '시바 linga와'];힌두교의 상징물
information-object;['오메가', 'ω', 'ómega'];그리스 문자
information-object;['h'];라틴 문자 중의 하나.
information-object;['성씨', '성', '라스트 네임', '라스트네임', '패밀리 네임', '패밀리네임', '가명', '씨', '이름', 'habitational 이름입니다'];세계의 많은 문화권에서 쓰이는 특정 집단에 대한 명명 규칙의 부분
information-object;['사', '솔', 'sol', '겹내림가', '겹올림바', 'soh', '그래서'];음이름
information-object;['가', '라', 'la', '겹올림사', 'lah'];음이름
information-object;['나', '시', 'si', '겹내림나', '겹올림가', '나/내림다', '내림다'];음이름
information-object;['동음 이의어', '동형동음이의어', '동음이의'];표기와 발음은 같지만 뜻은 다른 낱말
information-object;['동음이의어', '동음이자', '동음이의', '동음이철어', '동음이형어', 'homophonous', '이형 동음 이의어'];발음은 같고 뜻이 다른 낱말
information-realization;['소프트웨어', '소프트웨어 시스템', '컴퓨터 소프트웨어', '소프트웨어 체계', 's/w', '무른모', '소프트웨어 제품', '쏘프트웨어', '소프트웨어 프로그램', '소프트웨어 프로그램입니다'];서로 연결되어 있는 소프트웨어들의 시스템(체계)
