abstract-region;['bội số', 'bội', 'nhiều'];Tích của một số bất kì với một số nguyên
functional-matter;['riboflavin', 'vitamin b2', 'vitamin g', 'hepatoflavin', 'lactoflavin', 'ovoflavin'];B2
functional-matter;['cà phê', 'cây cà phê', 'hạt cà phê', 'hột cà phê', 'bạc sỉu', 'coffee', 'các loại cà phê'];Một loại thức uống được ủ từ hạt cà phê rang, lấy từ quả của cây cà phê
functional-matter;['xi măng', 'xi-măng', 'nhà máy xi măng'];Một loại chất kết dính thủy lực, được dùng làm vật liệu xây dựng
functional-matter;['kẹo bông', 'candyfloss', 'kéo thành sợi đường', 'xỉa kẹo'];Kẹo làm từ đường
functional-matter;['bauxit', 'bô xít', 'bauxite', 'bôxit', 'bôxít'];Quặng boxit
functional-matter;['đá quý', 'ngọc', 'đá quí', 'đá bán quý', 'bán quý', 'đá quý', 'đồ trang sức'];khoáng vật quý hiếm có giá trị thẩm mỹ
functional-matter;['đồng', 'cu', 'bronze', 'cuprum', 'đỉnh đồng thờ cúng', 'đồ đồng', 'đồng tự nhiên', 'nguyên tử số 29'];Một kim loại màu nâu đỏ, nguyên tố hóa học của nguyên tử số 29.
functional-matter;['khí thiên nhiên', 'khí gas', 'khí ga', 'gas', 'khí tự nhiên', 'khí đốt', 'khí đốt thiên nhiên'];hỗn hợp chất khí
functional-matter;['chu sa', 'cinnabar', 'cinnabarit', 'thần sa', 'xích đan', 'đan sa'];khoáng vật có thành phần chính từ Thủy ngân(II) Sunfua
functional-matter;['chất độc da cam', 'agent orange', 'chất khai quang', 'chất độc màu da cam', 'tác nhân da cam', 'hành trình cam', 'vụ các nạn nhân doxin việt nam kiện các công ty hóa chất hoa kỳ', 'vụ kiện hậu quả chất độc màu da cam trong chiến tranh việt nam'];Hoá chất gây hại cực nặng mà Mỹ dùng trong Chiến tranh Việt Nam
functional-matter;['adrenaline', 'adrenalin', 'epinephrine', 'epinephrin', 'adrénaline', 'adrenaline junkie', 'thận tuyến tố'];một catecholamine, một monoamine sympathomimetic thu được từ các amino acid phenylalanine và tyrosine
functional-matter;['bánh mì kẹp kiểu cuba', 'bánh mì kẹp ép kiểu cuba', 'cubano', 'bánh sandwich tàu ngầm', 'hoagie', 'anh hùng bánh sandwich', 'bánh sandwich cuba', 'cuba bánh sandwich', 'hoagies', 'hoagy', 'kibbeh', 'kubbeh', 'nghèo cậu bé', 'tàu ngầm bánh sandwich', 'zep', 'ý bánh sandwich'];Một loại bánh mì kẹp giăm bông và pho mát có người gốc từ Cuba-Hoa Kỳ phái minh ra ở Key West và Tampa, Florida, Hoa Kỳ
functional-matter;['xêzi', 'xezi', 'xêsi', 'cs', 'cesium', 'caesi', 'caesium', 'ce 133', 'cesi', 'hóa chất cê ci', 'số nguyên tử 55'];Nguyên tố hóa học trong bảng tuần hoàn có ký hiệu Cs và số nguyên tử bằng 55
functional-matter;['ngọc thạch', 'jade', 'jadestone', 'ngọc bích', 'ngọc bích nephrite'];Một loại đá quý màu xanh thường dùng để làm vật trang sức hoặc trang trí
functional-matter;['xêzi', 'xezi', 'xêsi', 'cs', 'cesium', 'caesi', 'caesium', 'ce 133', 'cesi', 'hóa chất cê ci', 'số nguyên tử 55'];Nguyên tố hóa học trong bảng tuần hoàn có ký hiệu Cs và số nguyên tử bằng 55
functional-matter;['bạc', 'ag', 'argentum', 'silver', 'bạc bản địa', 'số nguyên tử 47'];Một kim loại quý giá màu xám trắng sáng bóng , nguyên tố hóa học của nguyên tử số 47.
functional-matter;['các tông', 'giấy bìa cứng', 'bìa cứng', 'bìa các tông', 'giấy bồi', 'thành phần hội đồng quản trị'];Bìa carton 3 lớp , 5 lớp , 7 lớp chuyên dùng đóng , bọc hàng
functional-matter;['thuốc nổ', 'nổ', 'nổ cao', 'vật liệu nổ'];vật liệu có cấu tạo hóa học hay năng lượng không bền
functional-matter;['trinitrotoluen', 'trinitrotoluene', 'thuốc nổ tnt', 'tnt'];hợp chất hoá học
functional-matter;['morphine', 'morphin', 'nha phiến', 'morphine sulfate', 'nha phiến trắng'];Thuốc giảm đau gây nghiện
functional-matter;['nicotin', 'nicotine', 'ni-cô-tin', 'ni cô tin', 'nghiện thuốc lá', 'phụ thuộc vào nicotin'];cần thiết
functional-matter;['paracetamol', 'co-codamol', 'acetaminophen', 'panadol', 'tylenol', 'efferalgan', 'anacin iii', 'datril', 'phenaphen', 'tempra', 'tylenol pm', 'đồng codamol'];Thuốc có tác dụng hạ sốt và giảm đau
functional-matter;['granat', 'garnet', 'ngọc thạch lựu'];nhóm khoáng vật silicat
functional-matter;['bánh quy', 'bánh bơ', 'bánh qui', 'cookie'];Bánh ngọt tây
functional-matter;['phân bón', 'bảo quản các loại phân bón thông thường', 'phân bón hóa học', 'cây lương thực', 'phân bón nhân tạo', 'phân bón nitơ'];"thức ăn" do con người bổ sung cho cây trồng
functional-matter;['cola', 'côla'];thức uống ngọt màu caramel
functional-matter;['consomme', 'nước dùng'];trang định hướng Wikimedia
functional-matter;['coca-cola', 'coca cola', 'coke', 'chai coke'];Nước ngọt có ga
functional-matter;['rượu vang', 'rượu vàng', 'bồ đào mỹ tửu', 'rượu bồ đào', 'rượu nho', 'rượu vang tốt', 'vino'];Một thức uống có cồn được làm từ nước ép nho lên men.
functional-matter;['sốt', 'xốt', 'nước chấm', 'tương', 'nước sốt', 'nước xốt', 'sauce', 'nước sốt mẹ'];chất lỏng dùng để chấm, nấu ăn
functional-matter;['gà thịt', 'gà lấy thịt', 'gà'];Gia cầm
functional-matter;['bánh mì', 'bánh mỳ', 'bánh tây', 'bánh mì bột dậy men', 'cán bộ của cuộc sống'];Thực phẩm chế biến từ bột mì hoặc từ ngũ cốc
functional-matter;['napan', 'bom napan', 'napalm', 'na-pan', 'bom napalm'];Hỗn hợp cháy của chất tạo keo và chất hóa dầu dễ bay hơi
functional-matter;['pha lê', 'thủy tinh chì', 'dẫn thủy tinh', 'pha lê chì'];Nguyên liệu chế tác
functional-matter;['kẹo mút', 'lollipop', 'kẹo que', 'lolly', 'sticky-pop', 'cả ngày kẻ hút', 'kẹo'];loại kẹo cứng gắn trên que
functional-matter;['trứng scotch', 'scotch trứng'];Món trứng bọc xúc xích, vụn bánh mì rồi chiên của Anh
functional-matter;['whisky', 'huých-ki', 'rượu uytky', 'uytky', 'rượu whisky', 'uýt ki', 'uýt ky', 'whiskey'];Loại rượu nổi tiếng của Scotland
functional-matter;['xốt tartar', 'xốt tartare', 'xốt tar tar', 'sốt tartar', 'cao răng sốt', 'sốt cao răng', 'tartare sốt'];xốt nguội
functional-matter;['bộ bài tây', 'bài', 'tú lơ khơ', 'bài tây', 'tráo bài', 'thẻ chơi', 'sự đánh bài'];loại thẻ dùng để chơi nhiều trò chơi bài
functional-matter;['pepsi', 'pepsi cola', 'pepsi-cola'];Nước ngọt có ga
functional-matter;['chanh bánh trứng đường bánh'];trang định hướng Wikimedia
functional-matter;['bánh táo', 'bánh táo'];pie party
functional-matter;['lục lạp', 'lạp lục'];bào quan thực hiện quá trình quang hợp
functional-matter;['mứt', 'mứt quả', 'mứt trái cây', 'confiture', 'thạch'];trang định hướng Wikimedia
functional-matter;['bột cà ri'];Kari
functional-matter;['sợi bông', 'cotton', 'bông', 'bông gòn', 'quá cưng con'];sợi mềm và đều sợi
functional-matter;['bụi kim cương', 'tinh thể băng', 'băng kim', 'băng tinh thể', 'kim cương bụi', 'poudrin', 'sương sương mù', 'sương tuyết', 'tuyết sương'];Những đám mây tinh thể gần mặt đất
functional-matter;['phân', 'tiêu', 'cứt', 'feces', 'bẩn thỉu', 'cặn', 'phân chim', 'phân vấn đề', 'vấn đề phân'];Chất thải từ hệ tiêu hóa của động vật và người
functional-matter;['đường phèn', 'kẹo mút đá', 'kẹo đá'];Một loại đường có tinh thể lớn
functional-matter;['bazan', 'đá bazan', 'ba-dan', 'ba-zan', 'basalt', 'đá ba dan', 'cột bazan', 'huyền vủ nham'];Một loại đá mácma phun trào (từ núi lửa) phổ biến
functional-matter;['rỉ đường', 'mật rỉ', 'mật rỉ đường', 'rỉ mật', 'mật mía', 'mật đường'];Mật rỉ đường
functional-matter;['gạo lứt', 'gạo lật', 'gạo lức', 'gạo rằn', 'cơm gạo lức', 'cơm gạo lứt', 'gạo nâu'];Nguyên hạt, chưa xát trắng
functional-matter;['muối ăn', 'muối', 'muối biển', 'muối thông thường', 'muối trắng', 'muối natri', 'muối thường', 'sản xuất muối'];Gia vị cho thức ăn
genetic-collective;['họ habsburg', 'gia tộc habsburg', 'hapsburg', 'dòng habsburg', 'dòng họ habsburg', 'háp-xơ', 'nhà habsburg', 'triều habsburg', 'triều đại habsburg', 'vương triều habsburg', 'vương triều hasburg', 'đế quốc habsburg', 'quân chủ habsburg', 'habsburg'];Dòng dõi hoàng tộc ở châu Âu
geographical-object;['borneo', 'đảo kalimantan', 'đảo borneo'];Đảo lớn thứ ba thế giới và lớn nhất tại châu Á.
geographical-object;['nam mỹ', 'châu nam mỹ', 'nam mĩ', 'south america'];Lục địa nằm ở Tây Bán cầu cũng như gần như hoàn toàn ở Nam Bán cầu
geographical-object;['sông po', 'po', 'po sông'];Dòng sông ở Ý
geographical-object;['đài loan', 'trung hoa dân quốc', 'thdq', 'cộng hòa trung hoa', 'cộng hòa trung quốc', 'trung hoa đài bắc', 'đài bắc trung hoa', 'roc', 'taiwan', 'ðài loan', 'chủ nghĩa dân tộc trung quốc', 'cộng hòa của trung quốc'];Chính thể quốc gia tại Đông Á không được công nhận rộng rãi
geographical-object;['đại dương', 'hải dương', 'dương', 'môi trường biển'];Là những nơi chứa lượng nước mặn lớn nhất. Nơi sinh sống của hàng ngàn loài thủy hải sản.
geographical-object;['châu đại dương', 'châu úc', 'úc châu', 'châu thái bình dương', 'đại dương châu', 'oceanica'];Châu lục có diện tích nhỏ nhất thế giới
geographical-object;['sông amazon', 'amazon', 'sông amazôn', 'sông riomar'];Con sông dài thứ hai thế giới
geographical-object;['sông niagara', 'các thác nước niagra', 'niagara river'];sông tạo thành biên giới Canada và Hoa Kỳ
geographical-object;['biển chết', 'biển zoar', 'dead sea'];hồ nước mặn tại biên giới giữa Bờ Tây, Israel & Jordan
geographical-object;['biển đen', 'hắc hải', 'biển ðen', 'euxine biển', 'hắc hải'];biển nội địa nằm giữa Đông Nam châu Âu và vùng Tiểu Á
geographical-object;['hồ muối lớn', 'great salt lake', 'hồ great salt'];Một hồ nước mặn tại Hoa Kỳ
geographical-object;['bayou', 'con sông'];Thuật ngữ Pháp-Anh dành cho vùng nước thường được tìm thấy trong vùng đất thấp, bằng phẳng
geographical-object;['biển đông', 'biển nam trung hoa', 'biển hoa nam', 'biển luzon', 'biển nam trung quốc', 'bể đông', 'nam hải', 'biển tây philippines', 'biển ðông', 'đông hải'];Vùng biển rìa lục địa thuộc Thái Bình Dương
geographical-object;['bán đảo triều tiên', 'triều tiên', 'hàn quốc', 'nam triều tiên', 'bán đảo đại hàn', 'korea', 'dae-han-min-gook', 'han-gook'];Quốc gia bán đảo tại Đông Á, giáp biển Nhật Bản ở hướng Đông và giáp Trung Quốc hướng Tây.
geographical-object;['bán đảo triều tiên', 'triều tiên', 'hàn quốc', 'nam triều tiên', 'bán đảo đại hàn', 'korea', 'dae-han-min-gook', 'han-gook'];Nước khu vực Đông Á:Gồm Nam+Bắc Hàn
geographical-object;['sông mê kông', 'mê kông', 'sông cửu long', 'sông lớn', 'lan thương', 'mê công', 'mêkông', 'sông mékong', 'mê kông sông', 'mekong'];Con sông lớn nhất thế giới từ cao nguyên Tây Tạng tới Việt Nam
geographical-object;['châu nam cực', 'nam cực', 'lục địa nam cực', 'nam cực châu', 'nam lục địa'];Châu lục nằm ở cực Nam thế giới
geographical-object;['đảo anh', 'bản mẫu:infobox olympics great britain', 'nước anh', 'đại anh', 'great britain', 'đảo britain', 'đảo britơn lớn'];Bản mẫu Wikimedia
geographical-object;['nouvelle-calédonie', 'tân thế giới', 'tân ca-lê-đô-ni-a', 'new caledonia', 'nouvelle caledonie', 'nouvelle calédonie', 'tân caledonia', 'tân calédonie', 'tân calêđôni'];thể loại Wikimedia
geographical-object;['martinique'];Tỉnh của Pháp
geographical-object;['châu mỹ', 'mỹ', 'mỹ lợi gia', 'châu mĩ', 'mỹ châu', 'địa lí châu mĩ'];Châu lục nằm ở Tây bán cầu
geographical-object;['đại tây dương', '大西洋', 'bắc đại tây dương', 'ðại tây dương', 'đại tây dương'];Đại dương nằm giữa châu Âu, châu Phi và châu Mỹ
geographical-object;['lục địa á-âu', 'lục địa âu-á', 'đại lục á âu', 'đại lục âu á', 'eurasia', 'châu á-âu', 'lục địa á âu', 'lục địa âu á', 'á-âu', 'đại lục á-âu', 'đại lục âu-á'];Lục địa lớn nhất trong tất cả 5 lục địa
geographical-object;['trường giang', 'dương tử', 'sông dương tử', 'sông trường giang', 'dương tử giang', 'chang', 'chang jiang', 'yangtze kiang'];Sông dài nhất châu Á và thứ ba thế giới
geographical-object;['hokkaido', 'hokkaidō', 'đảo hokkaido', 'đảo hokkaidō', 'bắc hải đạo', 'hô-cai-đô', 'vùng hokkaido', 'tỉnh hokkaido', 'hokkaidou', 'tỉnh hokkaidō', 'ezo', 'yezo'];Tỉnh và một trong bốn đảo chính của Nhật Bản
gestalt;['đa giác', 'hình đa giác', 'miền đa giác', 'đa giác hình dạng'];Đường gấp khúc khép kín trong hình học phẳng
gestalt;['tứ giác', 'hình bốn cạnh', 'hình tứ giác', 'tứ giác kép', 'tứ giác lõm', 'tứ giác lồi', 'tứ giác đơn', 'hình bốn gốc', 'có bốn bên'];Một loại hình học mặt phẳng
gestalt;['hình bán nguyệt', 'hemicycle', 'bán nguyệt'];Hình dạng hình học
gestalt;['tam giác vuông', 'phải tam giác', 'phải tam giác vuông'];Một tam giác có một góc là góc vuông
information-encoding-system;['ngư pháp', 'phát âm', 'văn thể'];Trang định hướng Wikimedia
information-encoding-system;['hùng biện', 'thuật hùng biện', 'nghệ thuật hùng biện', 'tài hùng biện'];Nghệ thuật và tài diễn thuyết trình bày.
information-encoding-system;['kịch', 'chính kịch', 'kịch nghệ', 'nghệ thuật ấn tượng', 'phim truyền hình'];Tác phẩm nghệ thuật dùng để trình diễn, một phân loại văn học
information-object;['tập tin', 'tệp', 'file', 'tập thông tin', 'tệp thông tin', 'tệp tin', 'tập tin máy tính'];tập hợp của thông tin được đặt tên
information-object;['biểu trưng', 'logo', 'logo độc quyền', 'thiết kế logo'];Biểu trưng hay logo là một yếu tố đồ họa (ký hiệu, chữ biểu thị, biểu tượng, hình tượng...) kết hợp với cách thức thể hiện nó tạo thành: một nhãn hiệu đại diện cho một công ty hay một cá nhân nào đó.
information-object;['doctor of philosophy', 'dphil', 'd phil', 'dr philos', 'ph d', 'sĩ triết học', 'tiến sĩ', 'tiến sĩ triết học', 'bằng tiến sĩ', 'd ph', 'dr.philos', 'nghiên cứu sinh tiến sĩ', 'nghiên cứu tiến sĩ', 'nhận', 'tiến sỹ'];Bằng cấp học thuật cao nhất được trao cho sinh viên sau Đại học ở các nước nói tiếng Anh
information-object;['tên thương mại', 'nhãn hiệu', 'nhãn hàng', 'nhãn hiệu hàng hóa', 'trademark', 'tên thương hiệu', 'thương hiệu', 'hình ảnh thương hiệu', 'nhận diện thương hiệu', 'tiếp thị thương hiệu'];Nhận diện một thứ hàng hóa hay dịch vụ
