abstract-quality;['persoonallisuus', 'luonne', 'big five'];Kullekin ihmiselle luonteenomainen ajatusten, tunteiden ja käyttäytymisen muodostama kokonaisuus
agentive-physical-object;['hypericum perforatum', 'mäkikuisma', 'hypericum perforatum subsp. angustifolium', 'hypericum perforatum subsp. perforatum', 'klammath weed'];putkilokasvilaji
agentive-physical-object;['gymnocarpium robertianum', 'kalkki-imarre', 'kalkkikivi saniainen', 'pohjois tammi saniainen'];putkilokasvilaji
agentive-physical-object;['dendroica petechia', 'keltakerttuli', 'dendroica aestiva', 'setophaga petechia', 'dendroica petekia', 'keltainen varpuslintu', 'keltainen warbler', 'kultainen varpuslintu'];lintulaji
agentive-physical-object;['amanita rubescens', 'rusokärpässieni', 'poskipuna', 'punastuminen sieni'];helttasienilaji
agentive-physical-object;['kissanpentu', 'poikanen', 'kissanpoika', 'kissanpoikanen'];Nuori kissa
agentive-physical-object;['amaranthus caudatus', 'punarevonhäntä', 'kiwicha', 'rakkaus-lies-verenvuoto', 'sametti kukka'];putkilokasvilaji
amount-of-matter;['kemiallinen yhdiste', 'yhdiste', 'yhdisteet', 'kemiallisia yhdisteitä'];Kemiallinen termi
amount-of-matter;['kovametalli', 'carboloy'];Vahva metalliseos
amount-of-matter;['kahvi', 'kahvipensas', 'kahvipapu', 'sumppi', 'kahve', 'kuhvi', 'borkka', 'kofe', 'kofi', 'porkka', 'sufe', 'tsufe', 'tsufi', 'tsyfe', 'murukahvi', 'pikakahvi', 'kahvia'];Juoma
amount-of-matter;['noki', 'nokimusta', 'kimröökki', 'hiilimusta', 'kimrööki', 'noeta', 'lamppu musta', 'lampun musta'];Epätäydellisessä palamisessa syntyvä musta aine
amount-of-matter;['tussi', 'piirustustussi', 'intianmuste', 'kiinanmuste', 'seepia', 'intia muste', 'intian muste'];musta muste
amount-of-matter;['kopaali', 'copal'];joidenkin puulajien pihka
amount-of-matter;['puuhiili', 'hiili', 'eläinhiili', 'kasvihiili', 'grillihiili', 'sysi', 'sydenpoltto'];puusta jalostettu polttoaine
amount-of-matter;['atsidi', 'atsidit'];Kemiallinen yhdiste
amount-of-matter;['vesi', 'h2o', 'h₂o', 'divetymonoksidi', 'divetyoksidi', 'vettä', 'dhmo', 'vesimolekyyli', 'vetyhappo', 'vetyhydroksidi', 'nestemäisen veden'];Kemiallinen yhdiste
amount-of-matter;['heptaani', 'n-heptaani'];Kemiallinen yhdiste
amount-of-matter;['tärkkelys', 'amylum'];Orgaaninen yhdiste
amount-of-matter;['sakkaroosi', 'sukroosi', 'fariinisokeri', 'ruokosokeri', 'ruskea sokeri', 'tavallinen sokeri', 'hienoa sokeria', 'sakkaroosia'];Kemiallinen yhdiste
amount-of-matter;['ferritiini', 'apoferriini'];proteiinikompleksi, joka koostuu raudasta ja apoferriini-nimisestä proteiiniosasta
amount-of-matter;['hemoglobiini', 'verenpuna', 'hb', 'deoksihemoglobiini', 'oksihemoglobiini'];rautapitoinen happea sitova proteiini
amount-of-matter;['metyleenisininen', 'metyleenisini', 'metyylitioniinikloridi', 'metyylitioniini', 'methylthionine kloridi', 'metyleenisinistä'];Kemiallinen yhdiste
amount-of-matter;['kreosootti', 'kreosoottiöljy', 'koliterva', 'kreosiitti', 'kivihiilitervan kreosootin'];Kemiallinen yhdiste
amount-of-matter;['kupari', 'cu', 'järjestysluku 29', 'cuprum', 'atomic numero 29'];Alkuaine, jonka järjestysluku 29
amount-of-matter;['kerosiini', 'lamppuöljy', 'petroli', 'paloöljy', 'kivihiiliterva', 'lentopetroli', 'moottoripetroli', 'petrooli', 'valopetroli', 'kerosiinin', 'kivihiiliöljy', 'lamppuöljyä'];polttoaine
amount-of-matter;['cfc', 'freoni', 'kloorifluorihiilivety', 'cfc-yhdisteet', 'cfc-yhdiste', 'freonit', 'kloorifluorihiilivedyt', 'kloorifluorihiilivetyjä', 'kloorifluorihiilivetyjen'];Kemiallisia yhdisteitä
amount-of-matter;['puukaasu', 'generaattorikaasu', 'ilmakaasu', 'häkäpönttö', 'puukaasuauto', 'puukaasutin', 'ilmakaasutehtaalle', 'tuottaja kaasu'];häkäpitoinen kaasu, jota voi käyttää polttomoottorissa
amount-of-matter;['kyynelkaasu', 'lakrymaattori', 'kyynelkaasua', 'lachrymator', 'lacrimator'];Kemikaalit, joita käytetään ihmisten tilapäiseen tainnuttamiseen
amount-of-matter;['kalsiumkarbidi', 'cac2', 'kalsiumkarbidia'];Kemiallinen yhdiste
amount-of-matter;['glykosidi', 'glykosidit', 'syanogeeniset glykosidi'];glykoni- ja aglykoni-osista muodostuvia kasvien tuottamia orgaanisia molekyylejä
amount-of-matter;['damaskiteräs', 'damaskoksen teräs', 'damask teräs'];Juovikas teräslaji
amount-of-matter;['meripihka', 'sininen meripihka', 'amber'];fossilisoitunut pihka
amount-of-matter;['elohopea', 'hydrargyrum', 'hg', 'järjestysluku 80', 'atomic numero 80'];Myrkyllinen alkuaine
amount-of-matter;['uraani', 'atominumero 92', 'u', 'u-235', 'uranium', 'atomic numero 92'];Radioaktiivinen, metallinen alkuaine jonka järjestysluku on 92
amount-of-matter;['ideaalikaasu', 'ihannekaasu', 'ideaalikaasun tilanyhtälö', 'kaasujen yleinen tilanyhtälö', 'kaasujen tilanyhtälö', 'kaasulait', 'pv=nrt', 'ideaalikaasun', 'ihanteellinen kaasuja', 'ihanteellinen kaasujen', 'täydellinen kaasu'];kaasumaisen olomuodon teoreettinen malli
amount-of-matter;['polyeteeni', 'pe', 'hd-pe', 'ld-pe', 'pe-hd', 'pe-ld', 'polyetyleeni', 'solumuovi'];Yksi yksinkertaisimmista ja halvimmista polymeereistä
amount-of-matter;['hdl', 'alfa-lipoproteiini', 'hd-lipoproteiini', 'hdl-kolesteroli', 'high density lipoprotein', 'hdl-', 'korkean tiheyden lipoproteiini'];Lippoproteiini
amount-of-matter;['ldl', 'ldl-kolesteroli', 'beetalipoproteiini', 'ld-lipoproteiini', 'low density lipoprotein', 'beeta-lipoproteiini', 'low-density lipoprotein'];Proteiiniryhmä
amount-of-matter;['muste', 'painoväri', 'painomuste', 'musteet', 'pysyvällä musteella'];Leimasimen muste
amount-of-matter;['kaseiini', 'maitoproteiini', 'natriumkaseinaattia'];Kemiallinen yhdiste
amount-of-matter;['sikunaöljy', 'finkkeliöljy', 'sikuna', 'sikuna-alkoholi', 'fusel alkoholia', 'fusel öljyt', 'sikunaöljyvapaa', 'sikunaöljyä'];käymisessä muodostuvia korkeampia alkoholeja
amount-of-matter;['paperimassa', 'sellu', 'selluloosa', 'puumassa', 'puumassan', 'puumassasta paperin', 'uusiomassan'];Paperin valmistuksessa käytetty materiaali
amount-of-matter;['hermoston välittäjäaine', 'monoamiinivälittäjäaine', 'hermoston välittäjäaineet', 'hermovälittäjäaine', 'hermovälittäjäaineet', 'monoamiini', 'monoamiinit', 'neuromodulaattori', 'neuromodulaattorit', 'neuroregulaattori', 'neuroregulaattorit', 'neurotransmitteri', 'neurotransmitterit', 'välittäjäaine', 'välittäjäaineet', 'monoamiinien', 'monoamiinioksidaasin välittäjäaine'];yhdisteitä, jotka välittävät, voimistavat, estävät tai mukauttavat hermosolun ja toisen solun välisiä signaaleja
amount-of-matter;['oleiini', 'trioleiini'];Kemiallinen yhdiste
amount-of-matter;['vety', 'h', 'järjestysluku 1', 'divety', 'e949', 'e 949', 'hydrogenium', 'neutraali vety', 'protium', 'vetyatomi', 'vetymolekyyli', 'atomic numero 1', 'divetyfosfaatti', 'molekulaarista vetyä', 'vety-molekyylin', 'vetykaasua', 'vetyä'];Alkuaine, jonka järjestysluku on 1
amount-of-matter;['metyylibromidi', 'bromimetaani', 'bromometaani', 'monobromimetaani', 'metyylibromidin', 'bromimetaania'];Kemiallinen yhdiste
amount-of-matter;['kaliumpermanganaatti', 'kmno4', 'kaliumpermanganaatin', 'permanganaatti potaskaa'];Kemiallinen yhdiste
amount-of-matter;['polyvinyylikloridi', 'pvc-muovi', 'pvc'];kemiallinen yhdiste
amount-of-matter;['hartsi', 'synteettinen hartsi', 'hartsit', 'synteettistä hartsia'];kemiallinen yhdiste
amount-of-matter;['kamferi', '2-bornanoni', '2-camfanoni', '1,7,7-trimetyylibisyklo(2.2.1)heptan-2-oni'];Kemiallinen yhdiste
amount-of-matter;['ammoniumkarbamaatti', 'ammoniumkarbamaattia'];Kemiallinen yhdiste
amount-of-matter;['fulminaatti', 'pauhata'];Kemiallinen yhdiste
amount-of-matter;['viinikivi', 'kaliumbitartraatti', 'kaliumvetytartraatti', 'kalium bitartraatti'];Kemiallinen yhdiste
amount-of-matter;['cocktail', 'drinkki', 'kimara', 'koktaili', 'coctail', 'drinkit', 'koktail', 'koktailijuoma', 'koktailjuoma', 'cocktaileja'];Alkoholipitoinen juomasekoitus
amount-of-matter;['protaktinium', 'järjestysluku 91', 'pa', 'atomic numero 91', 'protoactinium'];Radioaktiivinen alkuaine jonka järjestysluku on 91
amount-of-matter;['öljy', 'öljyt', 'öljyä'];orgaaninen yhdiste
amount-of-matter;['vaikku', 'korvavaha', 'korvavaikku', 'cerumen', 'earwax', 'korvan vaha'];Vahaa korvassa
amount-of-matter;['fluidi', 'juokseva aine', 'neste', 'fluid'];Yleiskäsite kaasuille ja nesteille
amount-of-matter;['pii', 'si', 'järjestysluku 14', 'atomic numero 14'];alkuaine, jonka järjestysluku on 14
amount-of-matter;['risiini', 'risiinimyrkky', 'risiini toksiini'];Kemiallinen yhdiste
amount-of-matter;['polymetyylimetakrylaatti', 'akryyli', 'pleksilasi', 'akryylimuovi', 'akryylimuovit', 'pleksi', 'pmma', 'poly metyylimetakrylaatti', 'polymetyylimetakrylaattia'];synteettinen polymeeri
amount-of-matter;['tripalmitiini', 'glyseroli tripalmitate', 'tripalmitin'];Kemiallinen yhdiste
amount-of-matter;['helium', 'he', 'järjestysluku 2', 'e939', 'e 939', 'nestemäinen helium', 'atomic numero 2', 'supraneste heliumia'];Alkuaine, jonka järjestysluku on 2
amount-of-matter;['polyvinyyliasetaatti', 'pva', 'puuliima'];polymeeri
amount-of-matter;['bensiini', 'lyijytön bensiini', 'bensa', 'lentobensiini', 'gasolene', 'kaasu', 'kaasun', 'mogas'];Öljystä jalostettu polttoaine
amount-of-matter;['kalialuna', 'kaliumaluna', 'kaliumalumiinisulfaatti', 'aluna', 'alumiinikaliumsulfaatti', 'kalium aluna', 'potaskaa aluna'];Kemiallinen yhdiste
amount-of-matter;['natriumbentsoaatti', 'bentsoehapon suola', 'natriumbentseenikarboksylaatti', 'e211', 'bentsoaattia soda'];Kemiallinen yhdiste
amount-of-matter;['maito', 'lehmänmaito', 'raakamaito', 'lehmän maito', 'lehmänmaidosta', 'maidon kiintoaineita', 'maitoa', 'maitoproteiini', 'täysmaitoa'];Nisäkkäiden nisistään erittämä neste
amount-of-matter;['litiumkarbonaatti', 'eskalith', 'lithane', 'lithonate', 'dilitiumkarbonaatti', 'li2co3', 'lito', 'litiumkarbonaattia', 'litium', 'litiumsuola'];Kemiallinen yhdiste
amount-of-matter;['kaliumkarbonaatti', 'potaska', 'kaliumhydroksidi', 'e501', 'kaliumkarbonaattia'];Kemiallinen yhdiste
amount-of-matter;['ammoniumkloridi', 'salmiakki', 'nh4cl', 'sal ammoniakkia', 'ammoniumkloridin'];Kemiallinen yhdiste
amount-of-matter;['traani', 'valaanrasva', 'valaanöljy'];valaasta saatava eläinrasva
amount-of-matter;['seresiini'];Kemiallinen yhdiste
amount-of-matter;['mehiläisvaha', 'e901', 'mehiläisvahaa'];Kemiallinen yhdiste
amount-of-matter;['paineilma'];Kompressoitua ilmaa
amount-of-matter;['hiili', 'c', 'järjestysluku 6', 'hiili-12', 'hiili-13', 'atomic numero 6', 'hiilen', 'hiiliatomin', 'hiiltä'];Alkuaine, jonka järjestysluku on 6
amount-of-matter;['nikotiini', 'nikotiiniriippuvuuden'];kemiallinen yhdiste
amount-of-matter;['hyoskiini', 'skopolamiini', 'scopoderm', '(-)-hyoskiini', '(–)-hyoskiini'];Kemiallinen yhdiste
amount-of-matter;['pronssi', 'vaski', 'bronzeware', 'pronssia'];metalliseos
amount-of-matter;['messinki', 'tompakki', 'brassware'];metalliseos
amount-of-matter;['elektrum', 'hopeapitoinen kulta', 'electrum'];Metalliseos
amount-of-matter;['valurauta', 'valurautainen'];Rautavaltainen metalliseos joka soveltuu valettavaksi mutta ei yleensä muovattavaksi
amount-of-matter;['kanavaniini', '(2s)-2-amino-4-(diaminometylideeniamino)oksibutaanihappo'];Kemiallinen yhdiste
amount-of-matter;['glutamiinihappo', '2-aminopentaanidihappo', 'e 620', 'glu', 'glutamaatti', 'e620', 'glutamiinihapon', 'l-glutamaatti'];Aminohappo
amount-of-matter;['hiilihydraatti', 'sakkaridi', 'sokeri', 'hiili hydraatti', 'hiilihydraatit', 'hiilihydraatteja'];Orgaaninen yhdisteryhmä
amount-of-matter;['steariini', 'kynttilästeariini', 'steariinia'];kynttilöissä ja elintarvikkeissa käytetty valmistusaine
amount-of-matter;['piikarbidi', 'hiilipii', 'piimonokarbidi'];Kemiallinen yhdiste
amount-of-matter;['painoväri'];painotuotteiden painamiseen käytetty väri
amount-of-matter;['mäntyöljy', 'mäntysuopa'];havupuusta keittämällä saatava öljy
amount-of-matter;['hiilivety', 'hiilivedyt', 'hiilivetyjä', 'nestemäisen hiilivedyn', 'syklinen hiilivety'];hiili- ja vetyatomeista koostuvat yhdisteet
amount-of-matter;['voihappo', 'butaanihappo', '1-propaanikarboksyylihappo', 'butyyrihappo', 'c3h7cooh', 'etyylietikkahappo'];Kemiallinen yhdiste
amount-of-matter;['terpeeni', 'terpeenit', 'tärpätti', 'isoprenoidi', 'terpeenejä', 'terpeeniä', 'triterpeenejä', 'triterpenoidia'];erityisesti havupuiden pihkasta tavattava hiilivetyjen ryhmä
amount-of-matter;['akryylihappo', 'propeenihappo', '2-propeenihappo', 'akroleiinihappo', 'etyleenikarboksyylihappo', 'prop-2-eenihappo'];Kemiallinen yhdiste
amount-of-matter;['kromihappo', 'dikromihappo'];Kemiallinen yhdiste
amount-of-matter;['tiosyaanihappo', 'tiosyanaattihappo', 'tiosyaanihapon'];Kemiallinen yhdiste
amount-of-matter;['fluoripiihappo', 'fluorisilikaattihappo', 'heksafluoripiihappo', 'fluoripiihaposta', 'heksafluoripiihappoa', 'heksafluorisilikaatti', 'heksafluoropiihappo', 'hydrofluosilicic happo'];Kemiallinen yhdiste
amount-of-matter;['permangaanihappo', 'permanganic happo'];Kemiallinen yhdiste
amount-of-matter;['ouzo'];kreikkalainen anisviina
amount-of-matter;['happihappo', 'oksohappo', 'happi happo', 'oxoacid', 'oxyacid'];happo, jonka molekyylissä on ainakin yksi happiatomi
amount-of-matter;['telluridi', 'telluride'];Kemiallinen yhdiste
amount-of-matter;['oksidi', 'oksidit', 'metallioksidi', 'dioksidi'];hapen ja toisen alkuaineen yhdiste
amount-of-matter;['rasvahappo', 'rasvahapot', 'e570', 'pitkäketjuisten rasvahappojen', 'vapaiden rasvahappojen', 'vapaita rasvahappoja'];rasva-aineryhmä
amount-of-matter;['polysakkaridi', 'polysakkaridit', 'heteropolysakkaridi', 'polyose'];Monimutkainen hiilihydraatti
amount-of-matter;['hartsi', 'pihka', 'viuluhartsi', 'hartsit', 'pihkavoide', 'mäntypihkaa'];puun erittämä aine
amount-of-matter;['proteiini', 'proteiinit', 'täydellinen proteiini', 'valkuainen', 'valkuaisaine', 'valkuaisaineet', 'valkuaisarvo', 'polyproteiinin', 'proteiineja', 'proteiinisynteesiä'];Orgaaninen yhdisteryhmä
amount-of-matter;['alkoholit', 'alkoholi', 'oli', 'sekundaarinen alkoholi', 'teollisuuden alkoholi', 'tertiäärinen alkoholi'];Orgaanisten yhdisteiden ryhmä
amount-of-matter;['ruokaöljy', 'keittoöljy', 'ravintoöljy', 'ruokaöljyä'];Syötäväksi tarkoitettu kasviöljy
amount-of-matter;['terva', 'piki', 'tervanpoltto'];Kasvipohjaista materiaalia - useimmiten mäntyä - hapettomasti kuumentamalla saatava tumma ja paksu öljymäinen erite
amount-of-matter;['saponiini', 'saponiinit', 'saponiinia'];kemiallisten yhdisteiden ryhmä
amount-of-matter;['emäs', 'alkali', 'emäkset', 'emäksinen', 'heikko emäs', 'lewis-emäs', 'emäksisyys', 'emäksiä', 'vahvan emäksen'];aine, joka vastaanottaa positiivisia vetyioneja tai luovuttaa elektroniparin
amount-of-matter;['happo', 'hapot', 'acidum', 'lewis-happo', 'lewisin happo', 'hapan', 'proottisen hapon', 'proottista happoa'];aine, joka luovuttaa positiivisia vetyioneja tai vastaanottaa elektroniparin
amount-of-matter;['alkeeni', 'olefiini', 'alkeenit', 'olefiinit', 'eeni', 'alkeenin', 'alkenyyli', 'olefiinien', 'olefiinin', 'olefiinina'];luokka kemiallisia yhdisteitä
amount-of-matter;['chartreuse'];Ranskalainen likööri
amount-of-matter;['lager', 'lager-olut', 'pohjahiivaolut', 'lagering', 'wienin lager'];Oluttyyppi
amount-of-matter;['kolajuoma', 'kola', 'virvoitusjuoma', 'colajuoma', 'cola'];Kasviuutteista valmistettu virvoitusjuoma
amount-of-matter;['coca cola', 'coca-cola', 'coke', 'coca-cola cherry', 'coca-cola enterprises', 'coca-cola light lime', 'coca-cola vanilja', 'coca-cola vanilla', 'cocacola', 'cocis', 'cokis', 'diet coke', 'kokis', 'tab'];Hiilihapotettu virvoitusjuoma
amount-of-matter;['kloropreeni', '2-klooributa-1,3-dieeni', '2-klooributadieeni', 'beta-kloropreeni'];Kemiallinen yhdiste
amount-of-matter;['rommi', 'kevyt rommi', 'valkoinen rommi'];Sokeriruo''osta valmistettava alkoholijuoma
amount-of-matter;['brandy', 'viina', 'brändy', 'viinitisle', 'rypäleviina'];Yleisnimitys viinistä tislaamalla tehdyille alkoholijuomille
amount-of-matter;['viina', 'alkoholijuoma', 'john barleycorn', 'kova juoma', 'kova viina', 'vahva juoma', 'väkevä', 'väkevä alkoholijuoma', 'paloviina', 'viinat', 'viinaa', 'henget', 'liköörejä', 'tislattua henget', 'tislattua henki', 'tislattua juomaa', 'tislattua viinaa', 'väkevä juoma', 'väkiviina'];Yleisnimitys väkeville alkoholijuomille
amount-of-matter;['kalja', 'kevytolut', 'ykkösolut', 'kotikalja', 'alkoholiton olut', 'lähellä olut', 'lähellä olutta', 'vähän alkoholia olut'];Alle 3 prosenttia alkoholia sisältävä, tavallisesti makeahko ja tumma pöytäolut
amount-of-matter;['neilikkaöljy', 'caryophylli', 'kynsi öljyä', 'öljyn neilikka', 'öljyä neilikka'];kemiallinen yhdiste
amount-of-matter;['viini', 'hanapakkaus', 'viinit', 'hyvää viiniä', 'viinejä', 'viiniä'];Viinirypäleistä käyttämällä tehty alkoholijuoma
amount-of-matter;['parafiini', 'parafiinivaha', 'parafiiniöljy'];Kemiallinen yhdiste
amount-of-matter;['pakokaasu', 'poistokaasu', 'autojen pakokaasujen', 'moottoriajoneuvojen päästöjä', 'pakokaasun', 'savu'];palamisen seurauksena syntyvä kaasuseos
amount-of-matter;['gimlet'];Alkoholipitoinen juomasekoitus
amount-of-matter;['vehnägluteeni', 'seitan'];Vehnästä tehty lihan korvike
amount-of-matter;['ikirouta', 'permafrost', 'epäjatkuvan ikiroudan', 'ikiroudan'];Maa-aines, joka pysyy jäätyneenä yli kaksi vuotta kerrallaa
amount-of-matter;['karnaubavaha', 'karnauba', 'e903', 'karnaubavahaa'];Karnaubapalmun lehdistä tuotettu pintakäsittelyaine
amount-of-matter;['konjakki', 'cognac', 'konjamiini', 'borderies'];Viinistä tislaamalla tehty alkoholijuoma
amount-of-matter;['tokaji', 'tokay', 'tokaji aszu', 'tokaji aszú'];Unkarilainen valkoviini
amount-of-matter;['jäähylly', 'jäätikköhylly', 'lauttajäätikkö', 'shelfijäätikkö', 'mannerjäähylly', 'hylly jään', 'jään hylly'];meren päällä oleva paksu jäätikkö, joka on kiinni mantereessa
amount-of-matter;['pontikka', 'maissiviina', 'pirtu', 'ponu', 'bootleg viinaa', 'maissi viinaa', 'moonshining'];kotitekoinen viina
amount-of-matter;['riisiviini', 'sake', 'saki', 'riisi olutta', 'riisiviiniä', 'vuoksi'];Japanilainen riisiviini
amount-of-matter;['suo', 'räme', 'luhta', 'suometsä', 'swampland', 'ciénaga', 'suolla', 'suot'];Puustoinen suo
amount-of-matter;['viski', 'whiskey', 'whisky', 'viskiä'];Viljasta tislaamalla valmistettu väkevä alkoholijuoma
amount-of-matter;['sima', 'hunajaviini'];Käyttämällä valmistettava alkoholijuoma
amount-of-matter;['vodka martini', 'vodkamartini'];Cocktail, joka valmistetaan sekoittamalla vodkaa ja kuivaa vermuttia
