abstract-quality;['વ્યક્તિત્વ'];વ્યક્તિત્વ એટલે જે-તે વ્યક્તિની વર્તનશૈલી, તેની બૌદ્ધિક શક્તિઓ, અભિયોગ્યતાઓ, વિચારો, ટેવો, આવેગો, મનોવલણો અને બીજાં એવાં વિશિષ્ટ પાસાંઓના ગત્યાત્મક સંગઠનથી ઊપજેલું સુગ્રથિત સ્વરૂપ.
amount-of-matter;['ડૂબનીયમ'];ડૂબનીયમ, એ એક રાસાયણિક તત્વ છે જેની સંજ્ઞા Db અને અણુ ક્રમાંક ૧૦૫ છે.
amount-of-matter;['ડીસ્પ્રોસીયમ', 'dy'];ડીસ્પ્રોસીયમ એ એક રાસાયણિક તત્વ છે જેની સંજ્ઞા Dy અને અણુ ક્રમાંક ૬૬ છે.
amount-of-matter;['હોલ્મીયમ', 'ho'];હોલ્મીયમ એ એક રાસાયણિક તત્વ છે જેની સંજ્ઞા Ho અને અણુ ક્રમાંક ૬૭ છે.
amount-of-matter;['અર્બિયમ', 'er'];અર્બિયમ એ એક લેંથેનાઈઝડ શ્રેણીનું રાસાયણિક તત્વ છે.
amount-of-matter;['લ્યુટેશિયમ', 'lu'];લ્યુટેશિયમ એ એક રાસાયણિક તત્વ છે તેની સંજ્ઞા Lu અને અણુ ક્રમાંક ૭૧ છે.આ તત્વ લેંથેનાઈડઝ શ્રેણીનું અંતિમ તત્વ છે.
amount-of-matter;['બોરોન', 'b'];બોરોન એ એક રાસાયણિક તત્વ છે જેનો અણુ ક્રમાંક ૫ છે અને જેની સંજ્ઞા B છે.
amount-of-matter;['હીલિયમ', 'he', 'હિલીયમ'];હીલિયમ તત્વ આવર્ત કોષ્ટકનો મહત્વનો વાયુ છે.
amount-of-matter;['સોમલ', 'એક પ્રકારનું ઝેર', 'as', 'આર્સેનિક'];સોમલ એ એક રાસાયણિક તત્વ છે જેની સંજ્ઞા As છે, અણુ ક્રમાંક ૩૩ અને સાપેક્ષ અણુભાર ૭૪.૯૨ છે.
amount-of-matter;['રોડિયમ', 'rh'];રોડિયમ એ એક રાસાયણિક તત્વ છે જે એક દુર્લભ, સફેદ-ચળકતી, સખત અને રાસાયણિક દ્રષ્ટિએ નિષ્ક્રીય સંક્રાંતિ ધાતુ તત્વ છે.
amount-of-matter;['કેલ્શિયમ', 'ca'];કેલ્શિયમ એ એક રાસાયણિક તત્વ છે જેની સંજ્ઞા Ca અને અણુ ક્રમાંક ૨૦ છે.
amount-of-matter;['દૂધ'];દૂધ એ ‘સંપૂર્ણ આહાર’ તરીકે ઓળખાય છે.
amount-of-matter;['લેન્થેનમ', 'la'];લેંથેનમ એ એક રાસાયણિક તત્વ જેની સંજ્ઞા La અને અણુ ક્રમાંક ૫૭ છે.
amount-of-matter;['ખાવાનો સોડા', 'ખારો', 'સાજીનાં ફૂલ'];Y સોડિયમ બાયકાર્બોનેટ કે સોડિયમ હાઇડ્રોજન કાર્બોનેટ એક રાસાયણિક સંયોજન છે, જેનું રાસાયણિક સૂત્ર NaHCO3 છે.
amount-of-matter;['શેમ્પેન'];શેમ્પેન એ પરપોટાં ધરાવતો આલ્કોહોલીક પીણું છે, જેનું નામ અનેક વિનેયાર્ડ ધરાવતા ફ્રાન્સના શેમ્પેન વિસ્તાર પરથી પડ્યું છે.
amount-of-matter;['સ્કેન્ડિયમ', 'sc'];સ્કેન્ડિયમ એ એક રાસાયણિક તત્વ છે જેની સંજ્ઞા Sc અને અણુ ક્રમાંક ૨૧ છે.
amount-of-matter;['નિયોડીમીયમ', 'nd'];નિયોડીમીયમ એ એક રાસાયણિક તત્વ છે તેની સંજ્ઞા Nd અને અણુ ક્રમાંક ૬૦ છે.
amount-of-matter;['કાર્બન', 'c', 'હીરો'];કાર્બન તત્વ આવર્ત કોષ્ટકની મહત્વની અધાતુ છે.
amount-of-matter;['ગંધક', 'સલ્ફર', 's'];ગંધક એ એક રાસાયણિક તત્વ છે જેનો અણુ ક્રમાંક ૧૬ અને સંજ્ઞા S છે.
amount-of-matter;['નિકોટિન'];ઢાંચો:Drugbox નિકોટિન એ ભોંયરીંગણી પરિવારના ઝોડ માં મળતું અલ્કલી ઝેર છે જે સૂકી તમાકુનું 0.6–3.0% વજન ધરાવે છે, જેનું જૈવ સંયોજન છોડના મૂળમાં ઉદ્ભવે છે અને ભરાવો પાંદડાંમાં થાય છે.
amount-of-matter;['કાંસું'];કાંસ્ય કે કાંસું એ એક મિશ્રધાતુ છે જેમાં મુખ્યત્વે તાંબાનો સમાવેશ થાય છે, જેમાં સામાન્ય રીતે લગભગ ૧૨-૧૨.૫% ટીન હોય છે અને ઘણીવાર અન્ય ધાતુઓ અને કેટલીકવાર અધાતુઓ અથવા મેટલલોઇડ્સ જેવા કે આર્સેનિક, ફોસ્ફરસ અથવા સિલિકોનનો સમાવેશ થાય છે.
amount-of-matter;['રેડિયમ'];રેડીયમ એ એક રાસાયણિક તત્વ છે જેનો અણુ ક્રમાંક ૮૮ અને જેની સંજ્ઞા Ra છે.
amount-of-matter;['હાઇડ્રોકાર્બન'];હાઈડ્રોકાર્બન એવા રાસાયણિક સંયોજનો છે કે જે માત્ર કાર્બન અને હાઈડ્રોજન તત્ત્વો ધરાવે છે.
amount-of-matter;['આલ્કોહોલ'];રસાયણ શાસ્ત્રમાં, આલ્કોહોલ એ હાઈડ્રૉક્સિલ સમૂહ ધરાવતા કાર્બનિક સંયોજનોનો વિશાળ સમૂહ છે.
amount-of-matter;['ધાતુ'];ધાતુ એ નક્કોર પદાર્થ છે જે સામાન્ય રીતે કઠણ, અપારદર્શક, ચળકાટયુક્ત અને સારી વિજ કે ઉષ્માવાહકતા ધરાવતો હોય છે.
amount-of-matter;['આલ્ક્લાઇન પાર્થિવ ધાતુ'];ક્ષારીય પાર્થિવ ધાતુ અથવા આલ્ક્લાઇન પાર્થિવ ધાતુ એ રાસાયણિક તત્ત્વોની એક શ્રેણી હોય છે, જે આવર્ત કોષ્ટકના સમૂહ - ૨ માં આવતી ધાતુઓ બેરિલિયમ, મેગ્નેશિયમ, કેલ્શિયમ, સ્ટ્રૉન્શિયમ, બેરિયમ તેમ જ રેડિયમ ધાતુઓથી બનેલી હોય છે.
amount-of-matter;['હેલોજન'];હેલોજન આવર્ત કોષ્ટકનું એક જૂથ છે જેમાં પાંચ રાસાયણિક રીતે સંબંધિત ઘટકો છે: ફ્લોરિન, ક્લોરિન, બ્રોમિન, આયોડિન અને એસ્ટાટીન.
amount-of-matter;['તત્ત્વ', 'તત્વ', 'રાસાયણિક તત્વ'];રાસાયણિક તત્વ અથવા તત્વ એ શુદ્ધ રાસાયણિક પદાર્થ છે જેનો સંપૂર્ણ જથ્થો એક જ પ્રકારના પરમાણુઓનો બનેલો હોય છે, અને દરેક પરમાણુના કેન્દ્રમાં સરખી સંખ્યામાં પ્રોટોન આવેલા હોય છે.
amount-of-matter;['મીણ'];મીણ એ એક તૈલી પદાર્થ છે, જેમાંથી મીણબત્તી બનાવવામાં આવે છે.
amount-of-matter;['બ્રાન્ડી', 'brandy'];બ્રાન્ડી એ એક પ્રકારનો દારુ છે, જે વાઇન પર નિસ્યંદનની પ્રક્રિયા દ્વારા મેળવવામા આવે છે.
amount-of-matter;['દૂધ'];દૂધ એ ‘સંપૂર્ણ આહાર’ તરીકે ઓળખાય છે.
amount-of-matter;['સક્રિય કાર્બન'];સક્રિય કાર્બન જેને સક્રિય ચારકોલ કે સક્રિય કોલસો પણ કહેવાય છે, તે કાર્બનનો પ્રકાર છે, જેની પર પ્રક્રિયા કરી તેની અતિશળ છિદ્રાળું બનાવી દેવાય છે અને તેમ છતાં તે ખુબ વિશાળ સપાટી વિસ્તાર ઘરાવે છે, જેનો ઉપયોગ શોષણ કે રાસાયણિક પ્રતિક્રિયા માટે થાય છે.
amount-of-matter;['સાબુદાણા'];સાબુદાણા એક ખાદ્ય પદાર્થ છે.
amount-of-matter;['છાશ'];છાશ એ એક દુગ્ધ પેય છે.
amount-of-matter;['યુરિયા'];યુરિયા એક કાર્બનિક સંયોજન છે જેનું રાસાયણિક સૂત્ર 2CO છે.
amount-of-matter;['વાતાવરણ', 'atmosferă'];વાતાવરણ એ અવકાશમાં રહેલા કોઇ પણ ગોળાની ફરતે રહેલા વાયુના ગોળાનું નામ છે.
