abstract-quality;['шәхси кемлек'];Мин төшенчәсе, Кемлек, Үзаң, Үзбәяләү һәм Үзбилгеләү төшенчәләре белән бутамагыз.
language;['эсперанто', 'esperanto', 'эсперанто теле'];Эспера́нто — иң киң таралган ясалма тел.
language;['румын теле', 'рум.', 'румынча', 'rumınça'];Румын теле — румыннарның милли теле, роман телләренең берсе.
language;['сүзтезмә'];Сүзтезмә́ (ингл.
language;['инглиз теле', 'инглизчә', 'ингл.', 'ingliz tele', 'inglizçä', 'i̇ngliz tele', 'i̇nglizçä', 'инглиз'];Инглиз теле — инглизләрнең, АКШ халкының туган теле. Ирландия, Канада, Мальта, Австралия, Яңа Зеландия дәүләтләрендә рәсми тел.
language;['көрд теле', 'körd tele'];Көрд теле — көрдләрнең теле, иран телләренең көнбатыш төркемчәсенең бер вәкиле.
language;['африкаанс', 'афр.', 'африкаансча', 'afrikaans', 'afrikaans tele', 'африкаанс теле'];Африкаанс теле — Көньяк Африка Җөмһүриятенең 11 рәсми телләрнең берсе булган герман теле.
language;['латин теле', 'латинча', 'латыйнча', 'лат.', 'латыйн', 'latin tele', 'latinça', 'латин', 'латыйн теле'];Лати́н теле́, яки латы́йн, – бүгенге көнгә бердәнбер кулланылган италий теле.
language;['кытай теле', 'кытайча', 'кыт.', 'qıtay tele'];Кытай теле яки чин теле — туган тел буларак иң күп сөйләшүчеләр саны булган тел.
language;['угыр телләре'];Угыр телләре яки угор телләре — Русиядә һәм Маҗарстанда таралган телләр төркеме.
language;['туган тел', 'ana tel', 'ana tele', 'berençel tel', 'tuğan tel', 'ана теле', 'беренчел тел', 'доминант тел', 'төп тел'];Габдулла Тукай тарафыннан 1909 елда язылган шигыре турындагы мәкалә өчен «Туган тел» шигырен карагыз.
language;['шайен теле'];Шайенн теле — Төньяк Американың җирле теле, ул Монтана һәм Оклахома штатларында таралган.
language;['корей теле', 'кәрия теле', 'кор.', 'корейчә', 'корея теле', 'кореяча', 'korey tele'];Корей теле КХДҖ һәм Көньяк Кореядә яшәгән кореялылар теле.
language;['яһүд теле', 'яһүд.', 'яһүдчә', 'иврит'];Яһүд теле, иврит, עברית, עִבְרִית, уку: [`ıv'ʁıt] — яһүд халкының милли теле. Израилдә рәсми тел.
language;['ирланд теле', 'ирлан теле', 'ирл.', 'ирландча'];Ирла́нд теле — ирландиялеләрнең теле, кельт телләренең берсе, шотланд һәм мэн телләре белән беррәттән бу төркемнең гойдель төркемчәсенә карый.
language;['шотланд теле'];Шотланд теле, скотс — инглиз теленә якын булган, герман телләре төркеменә кергән тел.
language;['индонезия теле', 'инданизия теле', 'индон.', 'индонезияча'];Индонезия теле — Индонезия Җөмһүриятенең рәсми теле һәм илнең милләтара аралашу теле.
language;['амһара теле', 'амхар теле'];Амһара теле, амхар теле — Афразия телләре макрогаиләсенең семит телләренә керүче тел.
