abstract-region;['iolraí', 'il'];Sa matamaitic
agentive-physical-object;['iolar fíréan', 'chrysaetos aquila', 'golden eagle', 'hiolair fhíréin', 'iolar golden', 'órga iolar'];Speiceas éan
agentive-physical-object;['neoceratodus forsteri', 'hastráile lungfish', 'lungfish hastráile', 'lungfish queensland', 'queensland lungfish'];speiceas iasc
agentive-physical-object;['menippe mercenaria'];speiceas crústach
agentive-physical-object;['sciaenops ocellatus', 'cainéal bass', 'dearg druma', 'mhara'];Speiceas iasc
agentive-physical-object;['scomberomorus regalis', 'aigéin chiúin regalis', 'pintado'];Speiceas iasc
agentive-physical-object;['cat fionnuisce eorpach', 'cat eorpach', 'sheatfish', 'silurus glanis', 'wels cat'];Speiceas iasc
agentive-physical-object;['trachurus trachurus', 'bolmán', 'gabhar', 'sac', 'scadán carraige'];Speiceas iasc
agentive-physical-object;['laidhrín glas', 'tringa nebularia'];Speiceas éan
agentive-physical-object;['liatráisc', 'smólach mór', 'turdus viscivorus', 'missel smólach', 'mistle smólach', 'smólach drualus', 'smólach mistle'];Speiceas éan
agentive-physical-object;['liopard', 'onchú', 'leopards', 'panthera pardus', 'pardus'];Speiceas mamach
agentive-physical-object;['tíogar', 'panthera tigris', 'tiger', 'tigris'];Speiceas mamach
agentive-physical-object;['liopard sneachta', 'uncia uncia', 'panthera uncia', 'sneachta liopard', 'unsa', 'leopards sneachta'];speiceas mamach
agentive-physical-object;['trichomanes reniforme', 'úra raithneach'];speiceas plandaí
agentive-physical-object;['béar donn', 'arctos', 'béar fiáin', 'donn béar', 'ursus arctos'];Speiceas mamach
agentive-physical-object;['gairiál', 'gavial', 'gavialis gangeticus', 'gharial'];Speiceas reiptílí
agentive-physical-object;['glaucomys sabrinus', 'thuaidh eitilte iora'];Speiceas mamach
agentive-physical-object;['lobotes', 'tripletail'];Géineas iasc
agentive-physical-object;['salvelinus namaycush', 'dúlachán', 'loch breac'];Speiceas iasc
agentive-physical-object;['nummulites', 'nummulitidae', 'nummulite', 'nummulitic'];Géineas fóraiminiféar
agentive-physical-object;['turcaí', 'turcaí clóis', 'meleagris gallopavo'];Speiceas éan
agentive-physical-object;['trachinotus falcatus', 'cead'];Speiceas iasc
agentive-physical-object;['spermophilus variegatus', 'citellus variegatus', 'iora carraig', 'iora rac-cheol'];Speiceas mamach
agentive-physical-object;['sciurus griseus', 'an iarthair liath iora', 't-iora glas an iarthair'];Speiceas mamach
agentive-physical-object;['neotoma floridana', 'thoir woodrat'];Speiceas mamach
agentive-physical-object;['psophiidae', 'psophia'];géineas éan
agentive-physical-object;['leon', 'panthera leo', 'leo', 'lions', 'rí na beasts'];speiceas cat
agentive-physical-object;['tréanghob giúise', 'pine grosbeak', 'pinicola enucleator', 'péine grosbeak'];Speiceas éan
agentive-physical-object;['spermophilus parryii', 'iora talamh artach', 'citellus parryi', 'iora parka'];Speiceas mamach
agentive-physical-object;['centrocercus urophasianus', 'saoi cearca fraoigh', 'greater sage-fhraoigh', 'saoi gcearc'];Speiceas éan
agentive-physical-object;['faoileán scadán', 'larus argentatus', 'argentatus'];Speiceas éan
agentive-physical-object;['giorria an artaigh', 'arctic giorria', 'ghiorria polar', 'lepus arcticus'];Speiceas mamach
agentive-physical-object;['coirneach', 'iascaire coirneach', 'ospróg', 'osprey', 'iasc iolar', 'pandion haliaetus', 'pandionidae', 'seabhac iasc'];speiceas éan
agentive-physical-object;['pantherophis obsoletus', 'elaphe obsoleta', 'nathair francach dubh', 'blacksnake píolótach', 'sliabh blacksnake'];Speiceas reiptílí
agentive-physical-object;['pantherophis guttatus', 'elaphe guttata', 'nathair arbhar', 'nathair francach dearg'];Speiceas reiptílí
agentive-physical-object;['campylorhynchus brunneicapillus', 'cactus dreoilín'];speiceas éan
agentive-physical-object;['spioróg mhór', 'goiseabhac', 'goshawk', 'meirliún', 'accipiter gentilis'];Speiceas éan
agentive-physical-object;['buteo lagopus', 'clamhán lópach', 'garbh-legged seabhac', 'rough-legged hawk', 'roughleg'];Speiceas éan
agentive-physical-object;['taicín', 'takin', 'budorcas taxicolor', 'gnu gabhar'];Speiceas mamach
agentive-physical-object;['gainéad', 'gainnéad', 'morus', 'ngainéad', 'amhsán', 'corr', 'ogastún', 'scaladóir', 'sealadóir', 'gainéid'];géineas éan
agentive-physical-object;['bitis gabonica', 'gaboon viper'];Speiceas reiptílí
agentive-physical-object;['ioguána', 'iguana iguana', 'iguanidae', 'iguana', 'iguana coitianta'];Speiceas reiptílí
agentive-physical-object;['oxyuranus scutellatus', 'oxyuranus', 'taipan'];Speiceas reiptílí
agentive-physical-object;['oxyuranus scutellatus', 'oxyuranus', 'taipan'];Géineas reiptílí
agentive-physical-object;['marcár', 'markhor', 'capra falconeri', 'markhoor'];Speiceas mamach
agentive-physical-object;['grágaire seapánach', 'argyrosomus japonicus', 'mulloway', 'sciaena antartaice'];Speiceas iasc
agentive-physical-object;['taipir', 'tapir', 'tapirs'];Géineas mamach
agentive-physical-object;['giorria meiriceánach', 'snowshoe giorria', 'americanus', 'lepus americanus', 'snowshoe coinín', 'éagsúla giorria'];Speiceas mamach
agentive-physical-object;['srónbheannach bán', 'bán srónbheannach', 'ceratotherium', 'ceratotherium simum', 'diceros simus'];Speiceas mamach
agentive-physical-object;['peileacán', 'peileacánach', 'pelecanidae', 'pelicans'];Géineas éan
agentive-physical-object;['scomberomorus cavalla', 'rí ronnach', 'aigéin chiúin cavalla', 'cavalla'];Speiceas iasc
agentive-physical-object;['limulidae', 'limulus polyphemus', 'limulus poiliféamas', 'portáin capaill', 'portán capaill', 'portán chrú', 'xiphosurus poiliféamas'];Speiceas artrapód
agentive-physical-object;['crotach', 'numenius', 'cuirliún', 'pocaire gaoithe', 'curlew', 'curlews'];Géineas éan
agentive-physical-object;['lagothrix', 'moncaí woolly'];Géineas mamach
agentive-physical-object;['ephippiorhynchus asiaticus', 'dubh-necked stork', 'xenorhyncus asiaticus', 'éan policeman'];Speiceas éan
agentive-physical-object;['conepatus leuconotus', 'conepatus', 'muc-nosed skunk', 'broc skunk', 'rooter skunk', 'skunk hognosed'];Géineas mamach
agentive-physical-object;['conepatus leuconotus', 'conepatus', 'muc-nosed skunk', 'broc skunk', 'rooter skunk', 'skunk hognosed'];Speiceas mamach
agentive-physical-object;['cuasoisre an aigéin chiúin', 'crassostrea gigas', 'oisrí seapáinis', 'ostrea gigas'];Speiceas moileasc
agentive-physical-object;['smólfhiliméala', 'luscinia luscinia', 'nightingale smólach', 'smólach nightingale'];Speiceas éan
agentive-physical-object;['fáinleog chorcra', 'corcra martin', 'progne subis', 'purple martin'];Speiceas éan
agentive-physical-object;['marmota caligata', 'hoary marmot', 'feadaíl marmot'];Speiceas mamach
agentive-physical-object;['builéad', 'willet', 'catoptrophorus semipalmatus'];Speiceas éan
agentive-physical-object;['mús', 'eilc', 'fia mór', 'lon', 'alces', 'alces alces', 'na heorpa eilc'];Speiceas mamach
agentive-physical-object;['buabhall afracach', 'buaball', 'cape buffalo', 'rinn bíosún', 'synercus caffer'];speiceas mamach
agentive-physical-object;['carbán', 'cyprinus carpio', 'carbán baile', 'carbán coiteann', 'heorpa carbán'];Speiceas iasc
agentive-physical-object;['foitheach mór', 'foitheach mór cíorach', 'lúnadán', 'podiceps cristatus'];Speiceas éan
agentive-physical-object;['ulchabhán stríocach', 'owl urchosc', 'strix varia'];Speiceas éan
agentive-physical-object;['oncorhynchus tshawytscha', 'bradán chinook', 'bradán rí', 'quinnat bradán'];Speiceas iasc
agentive-physical-object;['sionnach mara', 'alopiidae', 'alopius vulpinus', 'sionnach siorc', 'siorc thresher', 'thresher siorc'];Géineas iasc
agentive-physical-object;['thunnus alalunga', 'fad-eite tunny', 'tuinnín colgach'];Speiceas iasc
agentive-physical-object;['rí-phiongain', 'aptenodytes patagonicus', 'rí penguin', 'aptenodytes patagonica'];Speiceas éan
agentive-physical-object;['gobadán sléibhe', 'gobadán fadearrach', 'bartramia longicauda', 'bartramian ghobadán', 'bhuí ar thalamh ard', 'ghobadán ar thalamh ard', 'upland gobadán'];Speiceas éan
agentive-physical-object;['liomys irroratus', 'luch póca mheicsiceo'];Speiceas mamach
agentive-physical-object;['eala an trumpa', 'trumpeter eala', 'cygnus buccinator'];Speiceas éan
agentive-physical-object;['roc bóshrónach', 'rhinoptera bonasus', 'bonasus rhinoptera', 'bó-nosed ghathaithe', 'cownose ghathaithe'];speiceas iasc
agentive-physical-object;['cancer borealis', 'ailse borealis', 'jonah portán', 'portán jonah'];speiceas crústach
agentive-physical-object;['periplaneta americana', 'cockroach mheiriceá', 'meiriceánach cockroach'];speiceas feithidí
agentive-physical-object;['cryptobranchus alleganiensis', 'hellbender'];Speiceas amfaibiach
agentive-physical-object;['placopecten magellanicus', 'magellanicus pecten', 'muiríní ollmhór'];speiceas moileasc
agentive-physical-object;['lacha iascán', 'aythya marila', 'greater scaup', 'níos mó scaup'];Speiceas éan
agentive-physical-object;['prionotus carolinus', 'thuaidh farraige spideog'];Speiceas iasc
agentive-physical-object;['béabhar', 'castor', 'beavers', 'bébhar'];Géineas mamach
agentive-physical-object;['pseudechis porphyriacus', 'blacksnake na hastráile'];Speiceas reiptílí
agentive-physical-object;['muscdhamh', 'musk damh', 'damh musk', 'musk caorach', 'muskox', 'muskoxen', 'ovibos moschatus'];Speiceas mamach
agentive-physical-object;['móralpaire seangán', 'anteater mór', 'anteater ollmhór', 'myrmecophaga jubata', 'tamanoir'];speiceas mamach
agentive-physical-object;['indrídigh', 'indri', 'indri brevicaudatus', 'indri indri', 'indris'];speiceas mamach
agentive-physical-object;['atherinopsis californiensis', 'jacksmelt', 'californiensis atherinopsis'];Speiceas iasc
agentive-physical-object;['luvarus imperialis', 'louvar'];Speiceas iasc
agentive-physical-object;['tarpán', 'tarpon', 'tarpon atlanticus'];Géineas iasc
agentive-physical-object;['smugairle an tseoil', 'smugairle róin', 'physalia physalis', 'portaingéilis fear-ar-chogaidh'];Speiceas cniodárach
agentive-physical-object;['coryphaena', 'dorád', 'iasc deilf', 'mahi-mahi'];Géineas iasc
agentive-physical-object;['eascann choncair', 'bhallach', 'concar', 'conger eel'];Géineas iasc
agentive-physical-object;['lóma', 'foitheach', 'gavia', 'lúnadán', 'gearg', 'gaviidae', 'loon', 'loons'];géineas éan
agentive-physical-object;['tóipí', 'damaliscus lunatus jimela', 'damaliscus lunatus', 'sassaby', 'topi'];Speiceas mamach
agentive-physical-object;['geamsboc', 'oracs gasaileach', 'gemsbok', 'gemsbuck', 'oryx gazella'];Speiceas mamach
agentive-physical-object;['lycosa tarantula', 'lycosa tarentula', 'na heorpa mac tíre spider', 'tarantula', 'tarantulas'];Speiceas araicnidí
agentive-physical-object;['euderma maculatum', 'chonaic bat', 'bat jackass', 'euderma maculata'];Speiceas mamach
agentive-physical-object;['míolsiorc', 'liamhán an mhíl mhóir', 'rhincodon typus', 'siorc míol mór', 'siorc whale', 'siorcanna whale'];Speiceas iasc
agentive-physical-object;['chaetodipus hispidus', 'luch póca hispid', 'perognathus hispidus'];Speiceas mamach
agentive-physical-object;['foitheach píbrua', 'dearg-necked grebe', 'podiceps grisegena'];speiceas éan
agentive-physical-object;['bróg-ghob', 'shoebill', 'balaeniceps rex', 'balaenicipididae', 'shoebird'];Speiceas éan
agentive-physical-object;['raithneach chill airne', 'vandenboschia speciosa', 'trichomanes speciosum'];Speiceas plandaí
agentive-physical-object;['raithneach chill airne', 'vandenboschia speciosa', 'trichomanes speciosum'];speiceas plandaí
agentive-physical-object;['babún', 'baboon', 'baboons', 'papio'];Géineas mamach
agentive-physical-object;['smólach coille', 'hylocichla mustelina', 'smólach adhmaid'];Speiceas éan
agentive-physical-object;['leptodactylus pentadactylus', 'crapaud', 'mheiriceá theas bullfrog'];Speiceas amfaibiach
agentive-physical-object;['dreoilín carolina', 'carolina dreoilín', 'thryothorus ludovicianus'];Speiceas éan
agentive-physical-object;['badhbh ghríofa', 'badhbh gríofa', 'griffon vulture', 'gyps fulvus', 'eurasian griffon', 'fulvus'];Speiceas éan
agentive-physical-object;['condar na naindéas', 'andean condor', 'condor andean', 'vultur gryphus'];speiceas éan
agentive-physical-object;['albatras', 'thalassarche', 'iolar dúbailte', 'mollymawk', 'albatrosses', 'diomedeidae'];Géineas éan
agentive-physical-object;['caisealóid', 'physeter macrocephalus', 'míol mór sperm', 'cachalot', 'macrocephalus', 'míolta móra sperm', 'physeter', 'physeter catodon'];Speiceas mamach
agentive-physical-object;['míol mór dronnach', 'míol mór humpback', 'megaptera novaeangliae', 'megapterinae', 'migaloo', 'míolta móra humpback', 'novaeangliae'];Speiceas mamach
agentive-physical-object;['antrostomus carolinensis', 'carolinensis caprimulgus', "chuck-will's-baintrí", "chuck-will's-bhaintreach"];Speiceas éan
agentive-physical-object;['mastigoproctus giganteus', 'vinegarroon'];speiceas artrapód
agentive-physical-object;['coscaróba', 'coscoroba'];Speiceas éan
agentive-physical-object;['ovis dalli', 'dall caorach', 'caoirigh bán', 'caorach dall', 'caorach dall ar', 'ovis montana dalli'];Speiceas mamach
agentive-physical-object;['lachnolaimus maximus', 'hogfish', 'snapper muc'];Speiceas iasc
agentive-physical-object;['cat crainn píb-bhuí', 'martes flavigula', 'buí-lóma cat', 'charronia flavigula'];Speiceas mamach
agentive-physical-object;['macrotus', 'macrotus californicus'];Speiceas mamach
agentive-physical-object;['macrotus', 'macrotus californicus'];Géineas mamach
agentive-physical-object;['crotach cloch', 'cloch curlew', 'tiubh-glúine', 'burhinus oedicnemus'];Speiceas éan
agentive-physical-object;['míol mór ceann bogha', 'míol mór bowhead', 'balaena mysticetus', 'bowhead', 'ghraonlainn míol mór', 'míolta móra bowhead'];Speiceas mamach
agentive-physical-object;['ria', 'rhea americana', 'rheae', 'rhea', 'rheas'];Speiceas éan
agentive-physical-object;['nathair shligreach dhiamantach iartharach', 'an iarthair diamondback', 'an iarthair diamondback rattlesnake', 'atrox', 'crotalus atrox', 'iarthair diamondback rattlesnake'];Speiceas reiptílí
agentive-physical-object;['goraille', 'gorilla', 'gorilla gorilla', 'gorilla silverback', 'gorillas', 'silverback', 'silverback gorilla'];Géineas mamach
agentive-physical-object;['chauna torquata', 'chaja'];Speiceas éan
agentive-physical-object;['bustard mór', 'otis tarda'];Speiceas éan
agentive-physical-object;['lepus townsendii', 'bán-tailed jackrabbit', 'lepus townsendi', 'white-tailed jackrabbit', 'whitetail jackrabbit'];Speiceas mamach
agentive-physical-object;['buaf chána', 'rhinella marina', 'bufo marinus', 'agua', 'agua buaf', 'buaf cána'];Speiceas amfaibiach
agentive-physical-object;['frog góiliat', 'conraua goliath', 'frog goliath', 'goliath frog', 'rana goliath'];speiceas amfaibiach
agentive-physical-object;['makaira nigricans', 'gorm marlin', 'nigricans makaira'];Speiceas iasc
agentive-physical-object;['rana catesbeiana', 'bullfrog', 'bullfrog meiriceánach', 'bullfrog mheiriceá', 'catesbeiana'];speiceas amfaibiach
agentive-physical-object;['phthorimaea operculella', 'prátaí tuberworm'];speiceas feithidí
agentive-physical-object;['leamhan taipéise', 'moth cairpéad', 'taipéis moth', 'trichophaga tapetzella'];Speiceas feithidí
agentive-physical-object;['pectinophora gossypiella', 'bollworm bándearg', 'bándearg bollworm'];Speiceas feithidí
agentive-physical-object;['thermobia domestica', 'firebrat'];Speiceas feithidí
agentive-physical-object;['laghairt shúilíneach', 'heloderma horridum', 'laghairt feirbthe', 'laghairt feirbthe mheicsiceo', 'lizard feirbthe'];Speiceas reiptílí
agentive-physical-object;['gliomach meiriceánach', 'homarus americanus'];Speiceas crústach
agentive-physical-object;['gliomach eorpach', 'homarus gammarus', 'vulgaris homarus'];Speiceas crústach
agentive-physical-object;['ciaróg fhadadharcach', 'cerambycidae', 'chiaróga longhorn', 'ciaróg fad-horned', 'fad-horned ciaróg', 'longhorn ciaróg', 'longicorn', 'longicorn ciaróg'];fine feithidí
agentive-physical-object;['himantopus', 'bataí', 'bataí bhuí', 'fad-cosa', 'himantopus bataí', 'longlegs', 'stiltbird'];Géineas éan
agentive-physical-object;['abhóiséad alabhreac', 'recurvirostra avosetta'];Speiceas éan
agentive-physical-object;['eira barbara', 'tayra', 'taira'];Speiceas mamach
