abstract-region;['uoperand', 'operand'];We matymatyce, uoperand to argůmynt uoperatora.
taxonomic-collective;['legwan'];Legwan - familijo jaszczurek.
taxonomic-collective;['wancki'];Wancki (łac.
taxonomic-collective;['myrta'];Myrta – zorta źelinůw ze familije myrtowatych.
taxonomic-collective;['russula i riskor', 'russulaceae'];Russula i riskor je familj av grzibōw.
temporal-region;['epoka kamjyńa'];Epoka kamjyńa – nojwcześńyjszo i nojdugszo ze trzech epok prehistoryje uobejmujůnca uokres uod pojawjyńo śe pjyrwszych używanych bez czowjeka Werkcojgůw kamjynnych aż do můmyntu zdobyćo ůmjejyntnośći masowygo wytwarzańo przedmjotůw metalowych.
temporal-region;['epoka'];Epoka – pōnkt w czasie, dlŏ kerego ôkryślōne sōm spōłrzyndne astrōnōmiczne abo parametry ôrbity.
temporal-region;['1 lipca'];1 lipca – 182.
temporal-region;['1 styczńa', '1 styczńo', '1 styčńa'];1 styczńa – pjyrszy dźyń styczyńa a roku we używanym na ślůnsku kalyndorzu grygůrjańskim
temporal-region;['2 lutygo'];2 lutygo – drugi dźyń lutygo, a 33.
temporal-region;['wjelgonoc', 'wjelganoc', 'wjelgo ńydźela'];Wjelgonoc, tyż Wjelgo Ńydźela, we prawosławju Pascha – nojstarsze a nojważńyjsze krześćijańske śwjynto lo erbńizy powstańo Jezusa Kristusa ze umrziłych, kery podug Nowygo Testamyntu kej Bożi Syn przezwyćynżůł śmjyrć.
temporal-region;['1 listopada', 'wszyjskich śwjyntych', 'wšyjstkich śwjyntych'];1 listopada – pjyrszy dźyń listopada, a 305.
temporal-region;['1 listopada', 'wszyjskich śwjyntych', 'wšyjstkich śwjyntych'];Wszyjskich Śwjyntych to je chřeśćijańsko uročystość uobchodzůno 1 listopada ku čći wšyjstkich znajůmych a ńyznajůmych śwjyntych, kere přebywajům juž we chwole buogosuowjůnych.
temporal-region;['19 marca'];19 marca – dźewjyntnosty dźyń marca, a 78.
temporal-region;['14 kwjetńa'];14 kwjetńa – sztyrnosty dźyń kwjetńa, a 104.
temporal-region;['dekada'];Dekada
temporal-region;['25 marca'];25 marca – dwudźysty pjůnty dźyń marca, a 84.
temporal-region;['tydźyń'];Tydźyń to pozaukładowo jednostka czasu, uokres 7 dńůw.
temporal-region;['ńydźela'];Ńydźela – dźyń tydńa půmjyndzy sobotům a pyńdźołkym, we krześćijaństwje dźyń śwjynty.
temporal-region;['1 moja', '1 maja'];1 moja – pjyrszy dźyń moja, a 121.
temporal-region;['2 marca'];2 marca – drugi dźyń marca, a 61.
temporal-region;['czas', 'čas', 'čos'];Czas to je podstawowe pojyńće filozůficzne a wjelgość fizyczno oukreślajůnco kolyjność zdarzyń a uodstympy mjyndzy ńimi.
temporal-region;['wilijo'];Wilijo je uroczysto wjeczyrza kero uodbywo śe we kożde Gody, 24 grudńa.
temporal-region;['styczyń', 'styčyń'];Styczyń – pjyrszy mjeśůnc we roku podug kalyndorza grygorjańskigo, mo 31 dńi.
temporal-region;['halloween'];Halloween abo Hallowe'en to je śwjynto ubchodzůne roz do roku 31 paźdźerńika, nojhuczńij we anglosaskich krejach.
temporal-region;['sztwortek'];Sztwortek – dźyń tydńa půmjyndzy strzodům a pjůntkym.
temporal-region;['styczyń', 'styčyń'];Styczyń – pjyrszy mjeśůnc we roku podug kalyndorza grygorjańskigo, mo 31 dńi.
temporal-region;['styczyń', 'styčyń'];Styczyń – pjyrszy mjeśůnc we roku podug kalyndorza grygorjańskigo, mo 31 dńi.
temporal-region;['strzoda'];Strzoda – dźyń tydńa půmjyndzy wtorkym a sztwortkym.
temporal-region;['grudźyń'];Grudźyń – dwanosty, uostańi mjeśůnc we roku podug kalyndorza grygorjańskigo, mo 31 dńi.
temporal-region;['grudźyń'];Grudźyń – dwanosty, uostańi mjeśůnc we roku podug kalyndorza grygorjańskigo, mo 31 dńi.
temporal-region;['moj', 'mŏj'];Moj to je pjůnty mjeśůnc podug używanygo na Ślůnsku kalyndorza juljańskigo.
temporal-region;['wrześyń', 'wřeśyń'];Wrześyń to je dźewjůnty podug użuwanygo na Ślůnsku kalyndorza gregorjańskigo mjeśůnc we roku.
temporal-region;['marzec', 'mařec'];Marzec to je trzeći mjeśůnc podug używanygo na Ślůnsku grygorjańskigo kalyndorza, mo 31 dńůw.
temporal-region;['luty'];Luty – drugi mjeśůnc we roku podug kalyndorza grygorjańskigo, mo 28 dńi, a we lotach przestympnych 29.
temporal-region;['śyrpjyń', 'śyrpńa'];Śyrpjyń to je uosmy mjeśůnc we roku.
temporal-region;['lipjec'];Lipjec to je śudmy mjeśůnc we roku.
temporal-region;['kwjećyń'];Kwjećyń – sztworty mjeśůnc we roku podug kalyndorza grygorjańskigo, mo 30 dńi.
temporal-region;['czyrwjec', 'čyrwjec'];Czyrwjec to je szůsty mjeśůnc podug używanygo na Ślůnsku kalyndorza juljańskigo.
temporal-region;['listopad'];Listopad to je jedynosty, podug używanygo na Ślůnsku kalyndorza gregorjańskigo, mjeśůnc we roku.
temporal-region;['paźdźerńik'];Paźdźerńik to je dźeśůnty, podug używanygo na Ślůnsku kalyndorza gregorjańskigo, mjeśůnc we roku.
temporal-region;['29 lutygo'];29 lutygo – dwudźysty dźewjůnty dźyń lutygo podug używanygo na Ślůnsku grygůrjańskego kalyndorza.
temporal-region;['strzedńe storocza'];Strzedńe Storocza je uokres gyszichty Wschodńij Cywilizacyje uokryślůny mjyndzy V a XV stolećym.
temporal-region;['rok'];Rok - miara czasu miyndzy dwōma takimi samymi położyniami Ziymie we jij ruchu po ôrbicie naôbkoło Słōńca.
temporal-region;['adwynt'];Adwynt (łać.
temporal-region;['pyńdźołek'];Pyńdźołek – dźyń tydńa půmjyndzy ńydźelům a wtorkym.
temporal-region;['sobota'];Sobota – dźyń tydńa půmjyndzy pjůntkym a ńydźelům.
temporal-region;['pjůntek'];Pjůntek – dźyń tydńa půmjyndzy sztwortym a sobotům.
temporal-region;['wtorek'];Wtorek – dźyń tydńa půmjyndzy pyńdźołkym a strzodům.
temporal-region;['boże ćoło'];Boże Ćoło, gynał Fest Nojśwyntszygo Ćoła a Krwii Pańskij – we katolickim kośćele nakazany fest ku czci Eucharystyji.
temporal-region;['letńi czas', 'źimowy czas'];Letńi czas to je lokalny czas, kery jaki krej przijmuje na jaki uokres we roku, zauobycz růżńi śe uůn uo godźina uod sztandardowego czasu gyograficznygo.
temporal-region;['6 styczńa'];6 styczńa – szůsty dźyń styczńa, a 6.
