abstract-quality;['شخصیت'];شخصیت یا شخسیت مفهومی کلی هسه که معانی مختلفی داینه.
non-physical-collection;['ایسلام', 'izlam', 'اسلام'];اسلام یا ایسلام دین اتـّاپرستی و ابراهیمی ادیان جا هسته.
non-physical-collection;['یهودیت', 'یهودی دین'];یهودیت اتا از ابراهیمی سه دین هسه.
non-physical-collection;['پوپولیسم'];شِمه منظور شاید اینتا بی‌بائه: دماگوژی.
non-physical-place;['جوزا برج', 'جوزا'];جوزا برج سومین فلکی برج، دوازده‌تا برج‌ئون منطقةالبروج دله هسته.
organized-collection;['کهکشون'];کهکشونا جائون خله گت و با حد و سامونی موشخص هستنه که اساره‌ئون ، بقایای شبه اساره‌ئون ماده تاریک و گاز و گرد غبارای بین اساره‌یی جه که نیروی گرانشی جه همدیگه دور جمع بَینه، تشکیل پیدا هاکردنه.
organized-collection;['مرپیچی کهکشون'];مرپیچی کهکشون سه‌جور کهکشون دله ات‌تی نوم هسته که اولین‌بار اینان ره ادوین هابل سال ۱۹۳۶ رج‌وَندی هاکرده.
parameter;['خوردیکی', 'وچگی'];خوردیکی یا وچگی زندگیِ اولین دوره هسته و تا بلوغ دنباله دارنه.
phenomenon;['سو'];سو اتا الکترومغناطیسی تو هسه و فوتون جا بسات بهیه که حیوونا و آدم و دیگر موجودای چش جا بدی بونه.
phenomenon;['فرافکنی'];فرافکنی اتا از مکانیسم‌ئون دفاعی هسه با اینتا مشخصه که فرد خسوسیاتی ره که از شه زندگی روانی ناخودآگاه سرچشمه گینه به افراد و اشیای دیگر نسبت دنه.
phenomenon;['میدان الکتریکی'];میدان الکتریکی اثر اتا باراکتریکی شه اطراف رو هسِّه.
phenomenon;['ایکس ری', 'ایکس-ری'];ایکس-ری ات‌جور الکترومغناطیسی اشعه هسته که ونه طول موج حدود ۰/۰۱ تا ۱۰ نانومتر معادل ۳۰ پتاهرتز تا ۳۰ اگزاهرتز و ونه انرژی میون ۱۰۰ الکترون‌ولت تا ۱۰۰ کیلو الکترون‌ولت بائه.
phenomenon;['دول خاری', 'کیرخاری', 'کیرخوری'];شابلون:جعبه اطلاعات فعالیت جنسی کیرخاری مردیِ دول و بلی، زوون وداهون جه تحریک وونه.
phenomenon;['ورف'];ورف اتا اسپه یخ هسه که آسمون جا واینه و بنه ره اسپه کنه.
phenomenon;['کالش'];کالش ئه‌تا واکنش هسته گه ماهیچه ئون تنفسی جه بریم انه.
phenomenon;['جفت گیری', 'جفتگیری', 'جفت\u200cگیری'];جفت‌گیری اتا جنسی عمل حیوونون دله وچه بزائن وسّه هسته.
phenomenon;['ابررسانا'];ابررسانایی اتا فیزیکی پدیده هسِّه که دماهایِ خله پایین دله اتفاق کفنه.
phenomenon;['رگ'];رِگ ئه‌تا دوره هسته گه ون دله زنون رحم خونریزی کانده.
phenomenon;['تش', 'آتش', 'تَش'];تَش اتا گرمایی انرژی و نور هسته که شیمیایی واکنش جه آزاد وونه و اتا وسیله‌ی بسوتِن جه همراه وونه.
phenomenon;['الکتریکی بار'];الکتریکی بار اتا کوانتمی کمیت هسه که تنها به صورت منفی و مثبت صحیح مضربون اتا بار جا وجود دارنه.
phenomenon;['وارش', 'varəş'];ئو ئی هسه که بخار سرد بهیه نه په آسمون جه وارنه.
physical-body;['اسپه تسک', 'اسپه کوتوله'];اساره ونه اته روز نابود بووه.
physical-body;['مسیه ۱', 'خرچنگ سحابی', 'سحابی خرچنگ'];خرچنگ سحابی یا مسیه۱ هسته.
physical-body;['زمین'];زمین اتا از خورشیدی منظومه سیاره‌ها هسه.
physical-body;['مریخ', '♂'];مریخ اتا از خورشیدی منظومه سیاره‌ها هسه.
physical-body;['سیارک ۴', '4 vesta'];سیارک ۴ ۴مین سیارک کشف بیی هسه که در ۲۹ مارس ۱۸۰۷ کشف بیه.
physical-body;['عطارد'];عطارد اتا از خورشیدی منظومه ره سیاره ئون هسه .عطارد نزدیکترین سیاره خورشیدی منظومه هسه به خورشید که ونه کچیکترین سیاره هم هسه.ونه قطر ۴۸۰۰ کیلومتر هسه.ونه فاصله تا خورشید ۵۷۹۰۷۶۰۰کیلومترهسه.وه خله تند خورشید دور چرخ گیرنه همینتا سر وره تیر هم گننه.
physical-object;['وب'];وب یا شبکه گسترده جهونی فضائی غول آسا ذخیره داده‎ئون ِوسّه هسه.
physical-object;['هاورکرافت'];هاورکرافت أتا جور نو نقلیه وسیله هسه که تونه هم خشکی هم او رو مسافر یا ئو جابەجا هکەنه.اینتا وسیله أتا قایق دسوری بدنه دارنه که ونه پائینی سطح ساف هسه.هاورکرافت حرکت موقع أتا هوا بالشتک جا که بدنه ئو او یا زمین میون دره جلو شونه.اینتا وسیله توننه با کمترین نیرو هر ور بوره.اونجه جا که هاورکرافت أتا هوا بالشتک رو لغزنه ئو جلو شونه ونه سرعت او مقاومت سر کم نبونه.همینتا سر هاورکرافت سرعت خله زیاد هسه ئو تونه ۱۵۰ کیلومتر بر سائت ره هم برسه.دیگه کشتی ئون مقایسه دله هاورکرافت جا وەشون سرئت خله کم هسه.اینتاسر که حرکت موقع وەشون بدنه میون با او استکاک بونه.
physical-object;['کوکتل مولوتف', 'کوکتل مولوتوف'];کوکتل مولوتف ات‌جور ساده بمب هسته که شورشیون ساززنّه و خیابونی جنگ دله استفاده کانّه.
physical-object;['روزنومه'];روزنومه نشریه‌ای هسته که به طور مرتب و منظم تهیه، چاپ و پخش وانه و بی هیچ قید و شرطی دسترس مردم قرار گنّه.
physical-object;['موزه'];موزه اتا جاء ره گانّه که ونه درون ات‌سری باستونی، صنعتی، هنری و گوهرون ِمجموعه ره جمع هاکرد بون.
physical-object;['کامی\u200cکازه', 'kamikaze', 'کامی کازه', 'کامیکازه'];کامی‌کازه کلمه‌ای هسته که ونه منشأ جاپون جوئه.
physical-object;['چین گت دیوار', 'چین گت دیفار'];چینِ گتِ دیفار طولانی‌ترین و گت‌ترین تدافعی بساته هسته که نظامی امور وسّه تاریخ دله بساتنه.
physical-object;['شال'];شال ، اتا روستای نوم هسته از توابع شاهرود ِبخش، خلخال ِشهرستون، اردبیل ِاوستان دله، ایران میون.
physical-object;['کالنگ', 'کلنگ'];کالنگ یا کلنگ ئه‌تا ابزار هسته گه ونه کاربرد بنه ره بکندستن هسته.
physical-object;['لامپ'];لامپ وسیله‌ای هسته تعویض پذیر که تبدیل الکتریسیته به نور وسّه بساته بیّه.
physical-object;['دِ وَری تبرزین', 'ناچخ'];دِ وَری تبرزین که قدیم وه ره ناچَخ یا ناشَک گاتنه، ات‌تی تبرزین هسته که دِتیغه یا دِچلّه بوئه.
physical-object;['پروتز', 'بسات بیی تن', 'بسات\u200cبیی تن'];بسات بَیی تن یا مصنوعی تن یا پروتز ، اتا چی هسته که وه ره آدِم ِتن ِجا یِلنه تا ونه کمبود ره په بَیره.
physical-object;['ترانزیستور'];ترانزیستور اتااز مهمترین قطعات الکترونیک دله هسّه.
physical-object;['دیود'];دیود ‏، اتا الکترونیکی قطعه هسِّه که جریان ره بتونه از یک سمت شه جا عبور هده.
physical-object;['آتش کش', 'آتش\u200cکش'];آتش کش ئه‌تا وسیله هسته گه خاک و آشغالا ره سازه کومک جا ون دله شندنّه و از محل دور کانّه.
physical-object;['آرشه'];آرشه اتا شیش ِچو نوم هسته که زهی سازون ِبزوئن وسّه استفاده وانه.
physical-object;['سیدنی بندری پل', 'بندری پل سیدنی', 'sydney harbour bridge'];سیدنی ِبندری پل اتا گت نماد و مهم راه سیدنی ِشهر و استرالیای ِکشور دله هسته.
physical-object;['گیتار'];گیتار اتا ساز بزوئن وسیله هسته، که شیش‌تا سیم دارنه.
physical-object;['کاندوم'];کاندوم غلافی کشای هسته که از تماس مستقیم کیر با مخاط طرف مقابل جلوگیری کانده و اجازه تبادل ترشحات جنسی ره ندنه و به همین خاطر از وقوع بیماری‌ئون آمیزشی و حاملگی نخاسته پیشگیری کانده.
physical-object;['استانفورد دانشگاه'];استانفوردِ دانشگاه ‏ اتا از معتبرترین دانشگاه‌های دنیا هسِّه که استانفورد دله، نزدیکی شهر سانفرانسیسکو، ایالت کالیفرنیا دله، کشور آمریکایِ دله قرار دارنه.
physical-object;['لوور موزه'];لوور اتا موزه نوم هسته پاریس ِشهر دله، فرانسه ِکشور درون دره.
physical-object;['خازن'];خازن اتا الکتریکی وسیله هسه که دتا صفحه جه تشکیل بونه و معمولاً این صفحاتِ بین اتا نارسانا ماده دره و با اعمال اختلاف پتانسیل بین ونه دِتا صفحه، الکتریکی بار و نتیجتاً الکتریکی انرژی ونه دله ذخیره بونه.
physical-object;['الکتریکی مقاومت'];مقاومت اتا الکتریکی عنصر دِ پایه هسِّه که قانون اهم په جریان الکتریکی ونه جا عبور هکردن گدر ونه پایه‌های میون اختلاف ولتاژ ایجاد بونه.
