abstract-region;['ෆූරියර් ශ්\u200dරේණිය', 'ෆෝරියර් ශ්\u200dරේණිය'];ගණිතයේදී, ෆූරියර් ශ්‍රේණිය මගින් ආවර්තිත ශ්‍රිතයක් සරල දෝලන ශ්‍රිත කිහිපයක ඓක්‍යයක් බවට වියෝජනය කරයි.
agentive-physical-object;['කෝමාරිකා'];== කෝමාරිකා == සත්ව වර්ගයාගේ පැවැත්මට අවශ්‍යවු ආහාර,ඖෂධ,ඡලය පරිසරය විසින්ම මිනිසාට සපයනඅතර,සත්ව වර්ගයා පෝෂණය කරමින් සත්වයින්ගේ අපද්‍රව්‍ය උපයෝගිකර ගනිමින්,ශාකලෝකය විශ්මඡනකදේ නිර්මානය කරයි.ඒ සත්ත්ව වර්ගයා ඡිවත්කරවිම සදහාය.
agentive-physical-object;['නිව් කැලිඩෝනියා පයින්'];Araucariaceae කුළයට අයත් කෝනිෆර් ශාඛයක් වන නිව් කැලිඩෝනියා පයින් ගස කුක් පයින් ලෙසද හඳුන්වනවා.
agentive-physical-object;['ගිනි කුකුළා', 'guineafowl', 'ගිනිකුකුළා'];ගිනි කුකුළා, යනු අප්‍රිකාව නිජබිම් කරගත් පක්‌ෂි විශේෂයකි.
agentive-physical-object;['කුරුල්ලෝ', 'aves', 'කුරුල්ලා', 'පක්\u200dෂියා'];පෘෂ්ඨවංශිකයෙකි.
agentive-physical-object;['ගෙඳ', 'portulaca oleracea'];සර්ප විෂ බේතට ගන්නා පැලෑටියකි.
agentive-physical-object;['හිම වලසා', 'ursus maritimus'];හිම වලසා වනාහි වලස් පවුලට අයත් උත්තර ධ්‍රැවය ආශ්‍රීතව වාසය කරන සත්ව විශේෂයකි.
agentive-physical-object;['රෝස්මෙරි', 'rosmarinus officinalis'];Rosmarinus officinalis, පොදුවේ රෝස්මෙරි ලෙස හඳුන්වන අතර, එය සදාහරිත, බහු වාර්ෂික, කාෂ්ඨීය, සුවඳවත්, ඉඳිකටු වැනි පත්‍රිකා සහිත ඔසු ශාකයකි.
agentive-physical-object;['වැල් පෙනෙල', 'cardiospermum halicacabum'];වැල් පෙනෙල කාඩියොස්පෙරුම් හැලිකකාබම් යන විද්‍යාත්මක නමින් හඳුන්වයි.
amount-of-matter;['රසායනික සංයෝග'];රසායනික සංයෝගයක් යනු, ස්කන්ධයෙන් ස්ථිර සමානුපාතිකව රසායනිකව එකිනෙක බන්ධනය වූ වෙනස් මූලද්‍රව්‍ය දෙකක් හෝ වැඩි ගණනක් අඩංගු වූ ද්‍රව්‍යයකි.
amount-of-matter;['සල්ෆියුරික් අම්ලය'];== ඉතිහාසය == 8වන සියවසේ සිටි ආදි අරාබියානු රසායන විද්‍යාඥ ජාබීර් ඉබන් හයියන්.
amount-of-matter;['කෝපි'];කෝපි යනු තද අඳුරු පැහැ ආම්ලික දියරමය පානයක් වන අතර එය වියළා ගනු ලැබූ කෝපි ඇට වලින් නිපදවන ලද්දකි.
amount-of-matter;['කැල්සියම් හයිඩ්\u200dරොක්සයිඩ්', 'අළු හුණු'];කැල්සියම් හයිඩ්‍රොක්සයිඩ් යනු Ca2 යන රසායනික සූත්‍රය සහිත අකාබනික සංයෝගයකි.
amount-of-matter;['අලෝහ', 'nonmetal'];ලෝහක ලක්ෂණ අවමව පෙන්නුම් කරන රසායනික මූලද්‍රව්‍ය රසායන විද්‍යාවේදී අලෝහ ලෙස හදුන්වයි.
amount-of-matter;['ඇලුමිනියම් ක්ලෝරයිඩ්'];සැකිල්ල:Chembox ATCCodeසැකිල්ල:Chembox Entropy
amount-of-matter;['ජලය', 'h₂o', 'water', 'වතුර'];වතුර හෙවත් ජලය යනු හයිඩ්‍රජන් සහ ඔක්සිජන් යන්නෙන් සමන්විත සහ ජීවයෙහි සියළු ඥාත ආකරයන්හි පැවැත්ම සඳහා අත්‍යාවශ්‍ය වන්නාවූ සුලබ රසායනික ද්‍රව්‍යය කි.සාමාන්‍ය වහරේදී, වතුර යන්නෙන් අදහස් කරන්නේ එහි ද්‍රව ආකාරය හෝ අවස්ථාව පමණක් වුවද, මෙම ද්‍රව්‍යය සඳහා ඝන අවස්ථාව වන, අයිස්, සහ වායුමය අවස්ථාව වන, ජල වාෂ්ප හෝ හුමාලය ද පවතියි.
amount-of-matter;['ආගන්', 'árgon', 'ar'];ආගන් යනු පරමාණුක ක්‍රමාංකය 18 වූ මූලද්‍රව්‍යයයි.
amount-of-matter;['kripton', 'ක්\u200dරිප්ටන්', 'kr'];ක්‍රිප්ටන් යනු රසායනික සංයෝගයකි.එහි සංකේතය Kr වේ.
amount-of-matter;['ඇසිටලීන්', 'acetylene', "අ'සෙටිලීන්", 'ඇසිටිලීන්'];ඇසිටලීන් යනු C2H2 යන සූත්‍රය සහිත රසායනික සංයෝගයකි.
amount-of-matter;['නියෝන්', 'ne', 'neon', 'නියොන්'];නියොන් යනු රසායනික මුලද්‍රව්‍යයක් වන අතර එහි සංකේතය Ne සහ පරමාණු ක්‍රමාංකය 10 වේ.විශ්වයේ සුලභ මුලද්‍රව්‍යක් වන නමුත් පෘථිවියේ එය දුලභය.අවර්ණ නිශ්ක්‍රිය උසස් වායුව සම්මත තත්ව යටතේ,Ne පැහැදිලි දීප්තිමත් රතු පැහැයට හුරු තැඹිලි ලබාදේ.අඩු වෝල්ටීයතා යටතේ භාවිතයේදීද පහන් වලින් දීප්තිමත් ලබාදෙන අතර වැඩි වෝල්ටීයතාව යටතේ ටියුබ විසර්ජනය වේ හෝ සංඥාව ප්‍රදර්ශනය කරයි.එය වාණිජව අංශුමාත්‍ර ප්‍රමාණයක් ඇති වාතයෙන් ලබා ගනී.
amount-of-matter;['ඇසිටික් අම්ලය', 'ඇසිටික්'];ඇසිටික් අම්ලයයනු කාබනික මිශ්‍රණයකි මෙහි රසායනික සුත්‍රය වන්නේ CH3CO2H.
amount-of-matter;['ක්ලෝරීන්', 'cl'];ක්ලෝරීන් යනු පරමාණුක ක්‍රමාංකය 17 වූ මූලද්‍රව්‍යයයි.
amount-of-matter;['නයිට්\u200dරජන්', 'ජීවාන්තක', 'නයිට්රජන්', 'n'];වායුගෝලීය වාතයේ 78.1%ක් පමණ අඩංගු නයිට්‍රජන් වායුව සාමාන්‍ය තත්‍වවලදී අක්‍රීය ය.
amount-of-matter;['සුක්රෝස්', 'සුක්\u200dරෝස්'];සුක්රෝස්, යනු සාමාන්‍ය ව්‍යවහාරයේ සීනි ලෙස හඳුන්වන රසායන ද්‍රව්‍යයයි.
amount-of-matter;['හිමොග්ලොබින්'];හිමොග්ලොබින් යනු මිනිස් රතු රැධිර සෛලයන් තුල දක්නට ලැබෙන රැධිරය ඔස්සේ ඔක්සිජන් පරිවහනය කිරිම සදහා වැදගත් වන විශාල ප්‍රෝටීනමය අණුවකි.
amount-of-matter;['ඛනිජ තෙල්', 'ඛණිජ තෙල්', 'බොරතෙල්'];== ශක්තිය පිට කරන දොරටුව == පෙට්‍රෝලියම් රොක් ඔයිල් යනු ඉබේම, ස්වාභාවිකම නිපදවෙන වහා ගිනි ගැනෙන සුළු ද්‍රවයක් වන අතර එය පොළවේ පාෂාණමය ද්‍රව්‍යයක් ලෙස සැකසී ඇත.
