abstract-quality;['ವ್ಯಕ್ತಿತ್ವ'];ವ್ಯಕ್ತಿತ್ವವು ಒಬ್ಬ ವ್ಯಕ್ತಿಯ ಭಾವನಾತ್ಮಕ, ಮನೋಭಾವದ, ಮತ್ತು ವರ್ತನಾತ್ಮಕ ಪ್ರತಿಕ್ರಿಯೆ ಮಾದರಿಗಳ ನಿರ್ದಿಷ್ಟ ಸಂಯೋಜನೆ.
agentive-physical-object;['ಹುಲಿ', 'panthera tigris'];ಹುಲಿ ಪ್ರಾಣಿಶಾಸ್ತ್ರದ ಪ್ರಕಾರ ಫೆಲಿಡೇ ಕುಟುಂಬಕ್ಕೆ ಸೇರಿದ ಒಂದು ಜೀವಿ.
agentive-physical-object;['ಹಿಮ ಚಿರತೆ', 'uncia uncia'];ಹಿಮ ಚಿರತೆ ಯು ಒಂದು ಮಧ್ಯಮ ಗಾತ್ರದ ದೊಡ್ಡ ಬೆಕ್ಕು, ಇದು ಹೆಚ್ಚಾಗಿ ಮಧ್ಯ ಹಾಗೂ ದಕ್ಷಿಣ ಏಷ್ಯಾದ ಬೆಟ್ಟಗಳ ಸಾಲುಗಳಲ್ಲಿ ಕ೦ಡುಬರುತ್ತದೆ.
agentive-physical-object;['ಗೇವಿಯಾಲಿಸ್'];ಗೇವಿಯಾಲಿಸ್ ಕ್ರಾಕೊಡಿಲಿಯ ಗಣದ ಗೇವಿಯಾಲಿಡೀ ಕುಟುಂಬಕ್ಕೆ ಸೇರಿದ ಒಂದು ಬಗೆಯ ಮೊಸಳೆ.
agentive-physical-object;['ಸಿಂಹ', 'panthera leo'];ಸಿಂಹ ಭಾರತದಲ್ಲಿ ಉತ್ತರ ಭಾರತ,ಮಧ್ಯಭಾರತದಲ್ಲಿ ವ್ಯಾಪನೆಯಿದ್ದು, ಈಗ ಗುಜರಾತ್ ನ ಗಿರ್ ಅರಣ್ಯಪ್ರದೇಶಕ್ಕೆ ಸೀಮಿತವಾಗಿದೆ.ಸಿಂಹಗಳು ಬೆಕ್ಕಿನ ಕುಟುಂಬಕ್ಕೆ ಸೇರಿದ ಪ್ರಾಣಿ.ಪ್ರಪಂಚದಲ್ಲಿ ಸಿಂಹಗಳು ಮುಖ್ಯವಾಗಿ ಆಫ್ರೀಕಾದ ಪೂರ್ವ ಹಾಗೂ ದಕ್ಷಿಣ ಭಾಗದಲ್ಲಿ,ಏಷಿಯಾದ ಕೆಲವು ಭಾಗಗಳಲ್ಲಷ್ಟೇ ಕಂಡುಬರುತ್ತದೆ.
agentive-physical-object;['ಮಾರ್ಖೋರ್'];ಮಾರ್ಖೋರ್ ಒಂದು ದೊಡ್ಡ ಜಾತಿಯ ಕಾಡು ಮೇಕೆ.
agentive-physical-object;['ಒರಾಂಗೂಟಾನ್'];ಒರಾಂಗೂಟಾನ್: ಕಪಿ ಜಾತಿಗೆ ಸೇರಿದ ಒಂದು ದೊಡ್ಡ ವಾನರ.
agentive-physical-object;['ಮೊನಾರ್ಕ್', 'danaus plexippus'];ಮೊನಾರ್ಕ್ ಚಿಟ್ಟೆಗಳು ಹಾಲ್ರಸದ ಸಸ್ಯಗಳ ಮೇಲೆ ಮೊಟ್ಟೆಯಿಡುವ ಒಂದು ಬಗೆಯ ಚಿಟ್ಟೆಗಳಾಗಿವೆ.
agentive-physical-object;['ಬೇವು'];ಬೇವು ಭಾರತ ಉಪಖಂಡದ ಮೂಲವಾಸಿ.ಇದು ಭಾರತದ ಜನಜೀವನದಲ್ಲಿ ಹಾಸುಹೊಕ್ಕಾದ ಮರಗಳಲ್ಲಿ ಒಂದು.ತೀವ್ರ ತರದ ಬರಗಾಲದಲ್ಲಿಯೂ ಬದುಕಿ,ಜನೋಪಯೋಗಿ ಎನಿಸಿದ ಮರ.
agentive-physical-object;['ಕಸ್ತೂರಿ ದನ'];ಕಸ್ತೂರಿ ದನ ಬೋವಿಡೀ ಕುಟುಂಬಕ್ಕೆ ಸೇರಿದ ಆರ್ಕ್‍ಟಿಕ್ ವಲಯದ ಸ್ತನಿ.
agentive-physical-object;['ಕಣಜ', 'vespa crabro'];ಕಣಜವು ಈ ಜಾತಿಯ ಸುಸಾಮಾಜಿಕ ಕೀಟಗಳಲ್ಲಿ ಅತ್ಯಂತ ದೊಡ್ಡದು.
agentive-physical-object;['ತೊಣಚಿ', 'ತೊಣಚೆ'];ತೊಣಚಿಗಳು ಡಿಪ್ಟೆರಾ ಕೀಟ ಗಣದಲ್ಲಿ ಟ್ಯಾಬನಿಡೇ ಕುಟುಂಬದಲ್ಲಿನ ಒಂಟಿ ಜೋಡಿ ರೆಕ್ಕೆಗಳಿರುವ ನೊಣಗಳು.
agentive-physical-object;['ಕತ್ತಿ ಮೀನು'];ಕತ್ತಿ ಮೀನು ಉಷ್ಣ ಮತ್ತು ಸಮಶೀತೋಷ್ಣ ವಲಯಗಳ ಸಮುದ್ರಗಳಲ್ಲಿ ವಾಸಿಸುವ ಮೀನು.
agentive-physical-object;['ಸಪೋಟ', 'ಚಿಕ್ಕು'];ಸಪೋಟ ಇದು ಒಂದು ಪ್ರಮುಖ ಹಣ್ಣಿನ ಮರ.ಮೂಲತಃ ವೆಸ್ಟ್ ಇಂಡೀಸ್ ಹಾಗೂ ಮೆಕ್ಸಿಕೋಮೂಲಸ್ಥಾನ.ಕರ್ನಾಟಕದಲ್ಲಿ ಕರಾವಳಿ ಹಾಗೂ ಒಳನಾಡಿನಲ್ಲಿ ಪ್ರಮುಖ ತೋಟಗಾರಿಕಾ ಬೆಳೆಯಾಗಿದೆ.
agentive-physical-object;['ಕಡಲುಕೋಳಿ ಆಲ್ಬಟ್ರಾಸ್'];ಕಡಲುಕೋಳಿ ಗಳು, ಡಿಯೊಮೆಡೈಡೆ ಜೀವಶಾಸ್ತ್ರೀಯ ಕುಟುಂಬಕ್ಕೆ ಸೇರಿವೆ.
agentive-physical-object;['ಇಂಗ್ಲೀಷ್ ವಿಲೋ'];ಬಿಳಿ ವಿಲೋವನ್ನು ಇಲ್ಲಿ ಪುನರ್ ನಿರ್ದೇಶಿಸಲಾಗಿದೆ.
agentive-physical-object;['ರಿಯಾ'];ಇವು ದೊಡ್ಡ ಹಾರಲಾರದ ಹಕ್ಕಿಗಳು.
agentive-physical-object;['ಗೊರಿಲ್ಲ'];ಗೊರಿಲ್ಲ ಭೂಮಿಯ ಮೇಲೆ ವಾಸಿಸುವ ಕೇಂದ್ರ ಆಫ್ರಿಕಾದ ಅರಣ್ಯಗಳಲ್ಲಿ ಬದುಕಿರುವ ಬಹುತೇಕ ಸಸ್ಯಾಹಾರಿ ಜೀವಿ.
agentive-physical-object;['ಗರುಡಫಲ'];ಗರುಡಫಲ ಫ್ಲಕೂರ್ಷಿಯೇಸೀ ಕುಟುಂಬಕ್ಕೆ ಸೇರಿದ ಹಿಡ್ನೊಕಾರ್ಪಸ್ ಲಾರಿಫೋಲಿಯ ಎಂಬ ಶಾಸ್ತ್ರೀಯ ಹೆಸರಿನ ಮರ.
agentive-physical-object;['ಮೂಸಂಬಿ', 'ಮುಸಂಬಿ', 'ಮೊಸಂಬಿ', 'ಮೋಸಂಬಿ'];ಮೂಸಂಬಿಯು ನಿಂಬೆ ಪ್ರಜಾತಿಯ ಒಂದು ಜಾತಿ.
agentive-physical-object;['ಹಾವು', 'ಅಕ್ಷಿಕರ್ಣ', 'ಅಹಿ', 'ಉರಗ', 'ಎಲರುಣಿ'];ಹಾವು ಒಂದು ಉರಗ.
agentive-physical-object;['ಕ್ಲೌನ್ ಮೀನು', 'ಆಮ್ಪಿಪ್ರಿಯೊನಿನೆ', 'ಕ್ಲೌನ್ ಮೀನುಗಳು'];ಕ್ಲೌನ್ ಮೀನು ಅಥವಾ ಅನೆಮೋನ್ ಮೀನುಗಳು ಸಮುದ್ರದ ಮೀನುಗಳಲ್ಲೊ೦ದು ವಿಧ.
agentive-physical-object;['ಗೋಸುಂಬೆ', 'ಊಸರವಳ್ಳಿ', 'ಓತೀಕಾಟ'];ಗೋಸುಂಬೆ ಗಳು ಒಂದು ಜಾತಿಯ ಹಲ್ಲಿಗಳು.
agentive-physical-object;['ಚೀತಾ', 'ಚಿರತೆ', 'acinonyx jubatus'];ಚೀತಾ/ಶಿವಾಂಗಿ ಫೆಲಿಡೆ ಎಂಬ ಬೆಕ್ಕಿನ ಜಾತಿಗೆ ಸೇರಿದ ಒಂದು ವಿಶಿಷ್ಟ ಪ್ರಾಣಿ.
agentive-physical-object;['ಹುಣಸೆ', 'tamarindus indica'];ಹುಣಸೆ ಎಲ್ಲರಿಗೂ ಪರಿಚಿತ ಸಾಂಬಾರ ಪದಾರ್ಥ.
agentive-physical-object;['ಉಪ್ಪಾಗೆ'];ಉಪ್ಪಾಗೆ ಅಥವಾ ಉಪ್ಪಗೆ ನಿತ್ಯಹರಿದ್ವರ್ಣ ಕಾಡುಗಳಲ್ಲಿ ಬೆಳೆಯುವ ಒಂದು ಮರ.
agentive-physical-object;['ಕಾಡ್ ಮೀನು'];ಕಾಡ್ ಮೀನು ಗ್ಯಾಡಿಡೀ ಕುಟುಂಬಕ್ಕೆ ಸೇರಿದ ಗೇಡಸ್ ಎಂಬ ವೈಜ್ಞಾನಿಕ ನಾಮದ ಮೀನುಗಳಿಗೆ ಇರುವ ಸಾಮಾನ್ಯವಾದ ಹೆಸರು.
agentive-physical-object;['ಕಡಲ ಹೂ'];ಕಡಲ ಹೂ ಕುಟುಕು ಕಣವಂತ ವಂಶಕ್ಕೆ ಸೇರಿದ ಒಂದು ಸಮುದ್ರವಾಸಿ.
agentive-physical-object;['ಕರಡಿ', 'ಭಲ್ಲೂಕ'];ಕರಡಿMelursus ursinus ಇದು ಭಾರತ,ಶ್ರೀಲಂಕಾ,ನೇಪಾಳ,ಬಾಂಗ್ಲಾದೇಶಗಳಲ್ಲಿ ಕಂಡು ಬರುವ ಕರಡಿಗಳ ಒಂದು ಪ್ರಭೇದ.ಕರ್ನಾಟಕದಲ್ಲಿ ಅರಣ್ಯಗಳಲ್ಲಿ ಹಾಗೂ ಬಂಡೆಗಳಿರುವ ಬೆಟ್ಟಸಾಲಿನಲ್ಲಿ ಕಂಡುಬರುವುದು.
agentive-physical-object;['ಘೇಂಡಾಮೃಗ', 'ಖಡ್ಗಮೃಗ'];ಘೇಂಡಾಮೃಗವು ಅಸಮ ಅಂಕೆ ಗೊರಸುಳ್ಳ ಪ್ರಾಣಿ.ಇದರಲ್ಲಿ ಐದು ಪ್ರಾಣಿ ಜಾತಿಗಳಿವೆ.
agentive-physical-object;['ಹಿಪಪಾಟಮಸ್', 'hippopotamus amphibius'];ಹಿಪಪಾಟಮಸ್ ಅಥವಾ ನೀರಾನೆ ಅಥವಾ ಹಿಪ್ಪೊ, ಪುರಾತನ ಗ್ರೀಕ್ ನಲ್ಲಿ "ನೀರ್ಗುದುರೆ" ಎಂದಾಗುತ್ತದೆ, ಬಹುಶ: ಸಬ್-ಸಹರನ್ ಆಫ್ರೀಕಾದಲ್ಲಿ ಉಪಲಬ್ಧವಿರುವ ಹಿಪಪಾಟಮಿಡೇ ಕುಟುಂಬ ವರ್ಗದ ಎರಡು ದೊಡ್ಡ ಹರ್ಬಿವೋರಸ್ ಸಸ್ತನಿ, ಆನೆಯ ನಂತರ ಭೂಮಿ ಮೇಲೆ ಕಾಣಸಿಗುವ ಎರಡನೆಯ ದೊಡ್ಡ ಪ್ರಾಣಿ ಹಿಪಪಾಟಮಸ್ ಮತ್ತು ಇದು ಉಪಲಬ್ಧವಿರುವ ಬಲವಾದ ಆರ್ಟಿಯೋಡ್ಯಾಕ್ಟಿಲ್, ಆದಾಗ್ಯೂ ಇದು ಜಿರಾಫೆಗಿಂತ ಚಿಕ್ಕ ಪ್ರಾಣಿಯೇ.
agentive-physical-object;['ಆರ್ಟಿಚೋಕ್'];ಖಾದ್ಯಯೋಗ್ಯ ಗಡ್ಡೆಗಳಿರುವ ಬೇರೆ ಬೇರೆ ವಿಧದ ಮೂರು ತರಕಾರಿಗಿಡಗಳ ಹೆಸರು.
agentive-physical-object;['ಅಂಜೂರ'];ಅಂಜೂರ ಮೊರೇಸೀ ಕುಟುಂಬಕ್ಕೆ ಸೇರಿದ ಮರ.
agentive-physical-object;['ಲಕ್ಷ್ಮೀತರು'];ಲಕ್ಷ್ಮೀತರು ಅಥವಾ ಸಿಮರೂಬಾ, ಇದರ ಸಸ್ಯನಾಮ ಸಿಮರೂಬ ಗ್ಲಾಕಾ.
agentive-physical-object;['ಸಿಲ್ವರ್ ಮರ'];ಸಿಲ್ವರ ಮರ ಆಸ್ಟ್ರೇಲಿಯ ಖಂಡದ ಮೂಲ ನಿವಾಸಿ.
agentive-physical-object;['ಡಯಾಟಮ್'];ಡಯಾಟಮ್ ಒಂದು ಪ್ರಮುಖ ಯುಕಾರ್ಯೊಟ ಶೈವಲ ಹಾಗೂ ಸಾಮಾನ್ಯ ಸಸ್ಯ ಪ್ಲವಕ ದಲ್ಲಿ ಒಂದು ವಿಧ.
agentive-physical-object;['ಮಿಡತೆ'];ಮಿಡತೆ ಆರ್ತಾಪ್ಟರ ಗಣ ಹಾಗೂ ಅಕ್ರಿಡೋಡಿಯ ಉಪಗಣದ ಲೋಕಸ್ಟಿಡೀ ಅಥವಾ ಆಕ್ರಿಡೈಯಿಡೀ ಕುಟುಂಬಕ್ಕೆ ಸೇರಿದ ಹಲವಾರು ಬಗೆಯ ಕೀಟಗಳಿಗಿರುವ ಸಾಮಾನ್ಯ ಹೆಸರು.
agentive-physical-object;['ಲವಂಗ'];ಲವಂಗ ಖಾರದಿಂದ ಕೂಡಿದ ಪರಿಮಳಯುಕ್ತ ಸಾಂಬಾರ ವಸ್ತು.
agentive-physical-object;['ಗಲ್'];ಗಲ್ ಕರ್ಯಾಡ್ರಿಯಿಫಾರ್ಮೀಸ್ ಗಣದ ಲ್ಯಾರಿಡೀ ಕುಟುಂಬಕ್ಕೆ ಸೇರಿದ ಹಲವಾರು ಜಾತಿಯ ಸಾಗರವಾಸಿ ಹಕ್ಕಿಗಳಿರುವ ಸಾಮಾನ್ಯ ಬಳಕೆಯ ಇಂಗ್ಲಿಷ್ ಹೆಸರು.
agentive-physical-object;['ಅರಮೀನು', 'monacanthidae'];ಅರಮೀನು : ಬ್ಯಾಲಿಸ್ಟಿಡೀ ಕುಟುಂಬಕ್ಕೆ ಸೇರಿರುವ ಮಾನೊಕಾಂತಸ್ ಜಾತಿಯ ಮೀನುಗಳಿಗಿರುವ ಸಾಮಾನ್ಯ ಹೆಸರು.
agentive-physical-object;['ಕಾಡು ಬೇವು'];ಕಾಡು ಬೇವು ಮರವು ಮೇಲಿಯೇಸಿ ಎಂಬ ಕುಟುಂಬಕ್ಕೆ ಸೇರಿದೆ.
agentive-physical-object;['ಕಮಲ', 'ಅಬುಜ', 'ಅಬ್ಜ', 'ಅರವಿಂದ', 'ಕಂಜ', 'ತಾವರೆ'];ಕಮಲ ನೀಲಂಬೊನೇಸಿಯಿ ಕುಟುಂಬದಲ್ಲಿನ ಜಲವಾಸಿ ಸಸ್ಯದ ಎರಡು ಪ್ರಜಾತಿಗಳಲ್ಲಿ ಒಂದು.
agentive-physical-object;['ದಿವಿಹಲಸು'];ದಿವಿಹಲಸುಇದು ಮಲಯ ದ್ವೀಪ ಸಮೂಹಗಳ ಮೂಲ ನಿವಾಸಿ.ಎಲ್ಲಾ ಉಷ್ಣವಲಯ ಪ್ರದೇಶಗಳಲ್ಲಿ ಈಗ ಬೆಳಸಲ್ಪಟ್ಟಿದೆ.೧೮ನೇ ಶತಮಾನದಲ್ಲಿ ಲೆಫ್ಟಿನೆಂಟ್ ವಿಲಿಯಮ್ ಬ್ಲೀಗ್ ಎಂಬವನು ಇದನ್ನು ಎಲ್ಲಾ ಪ್ರದೇಶಗಳಲ್ಲಿ ಪರಿಚಯಿಸಿದನು.ಕರ್ನಾಟಕದಲ್ಲಿ ಕರಾವಳಿ ಹಾಗೂ ಮಲೆನಾಡು ಪ್ರದೇಶಗಳಲ್ಲಿ ಹೆಚ್ಚಾಗಿ ಮನೆ ಹಿತ್ತಿಲುಗಳಲ್ಲಿ ಬೆಳೆಸುತ್ತಾರೆ.
agentive-physical-object;['ರಾತ್ರಿ ಬಕ', 'nycticorax nycticorax'];'ರಾತ್ರಿ ಬಕ' ವು ಪ್ರಪಂಚದ ಹೆಚ್ಚಿನ ಕಡೆ ಕಂಡು ಬರುವ ಒಂದು ಬಕ ಪಕ್ಷಿ.
agentive-physical-object;['ಪಿಕಳಾರ', 'pycnonotidae'];ಪಿಕಳಾರ : ಮೈನಾಕ್ಕಿಂತ ಕೊಂಚ ಚಿಕ್ಕದಾದ ಗುಬ್ಬಿಗಿಂತ ದೊಡ್ಡದಾದ ಈ ಹಕ್ಕಿ ಭಾರತದಾದ್ಯಂತ ಕಂಡುಬರುವ ಒಂದು ಸಾರ್ವತ್ರಿಕ ಹಕ್ಕಿ.
agentive-physical-object;['ಮಿಂಚುಹುಳ'];== ವರ್ಗೀಕರಣ == == ಪೀಠಿಕೆ == ಮಿಂಚುಹುಳು ಲ್ಯಾಂಪಿರಿಡೆ ಎಂಬ ಕೀಟಗಳ, ಕೊಲಿಯೋಪ್ಟೆರ ಕುಟುಂಬಕ್ಕೆ ಸೇರುತ್ತದೆ.ಇವುಗಳು ರೆಕ್ಕೆಯುಳ್ಳ ಜೀರುಂಡೆಗಳು, ಇವುಗಳನ್ನು ಸಾಮಾನ್ಯವಾಗಿ ಮಿಂಚುಹುಳು ಅಥವಾ ಮಿಂಚು ದೋಷಗಳು ಎಂದು ಕರೆಯಲಾಗುತ್ತದೆ.
agentive-physical-object;['ಗೂಬೆ', 'ಉಲೂಕ', 'ಗೂಗೆ'];ಗೂಬೆಗಳು ೨೦೦ ಅಸ್ತಿತ್ವದಲ್ಲಿರುವ ಹಿಂಸ್ರಪಕ್ಷಿ ಪ್ರಜಾತಿಗಳನ್ನು ಹೊಂದಿರುವ ಸ್ಟ್ರಿಜಿಫೋರ್ಮೀಸ್ ಗಣಕ್ಕೆ ಸೇರಿದ ಪಕ್ಷಿಗಳ ಒಂದು ಗುಂಪು.
agentive-physical-object;['ಆಪ್ಟೆರಿಕ್ಸ್\u200c', 'ಕೀವೀ'];ಆಪ್ಟೆರಿಕ್ಸ್ ಕೀವೀ ಎಂಬ ಹಾರಲಾಗದ ಪಕ್ಷಿಯ ವಂಶನಾಮ.ನ್ಯೂಜಿಲೆಂಡಿನ ಮೂಲನಿವಾಸಿ.ನ್ಯೂಜೀಲ್ಯಾಂಡಿನ ರಾಷ್ಟೀಯ ಲಾಂಛನ.ನ್ಯೂಜೀಲ್ಯಾಂಡಿಗರನ್ನು ಕಿವೀಸ್ ಎಂದೇ ಕರೆಯುವುದು ವಾಡಿಕೆಯಾಗಿದೆ.
agentive-physical-object;['ಬಾವಲಿ', 'chiroptera', 'ಕಣ್ಕಪ್ಪಡಿ', 'ಕಣ್ಣುಕಪ್ಪಡಿ', 'ಕಪ್ಪಡಿ'];ಬಾವಲಿಗಳು ಮುಂಗಾಲುಗಳು ಜಾಲ ರೆಕ್ಕೆಗಳನ್ನು ರಚಿಸುವ, ಮತ್ತು ಇದರಿಂದ ಇವು ಸಹಜವಾಗಿ ನಿಜವಾದ ಮತ್ತು ಅವಿಶ್ರಾಂತವಾದ ಹಾರಾಟವನ್ನು ನಡೆಸಬಲ್ಲ ಏಕೈಕ ಸಸ್ತನಿಯಾಗಿರುವ ಕೈರಾಪ್ಟರಾ ಗಣದ ಸಸ್ತನಿಗಳು.
agentive-physical-object;['ಜಾನುವಾರು'];ಜಾನುವಾರು ಎಂಬುದು ಒಂದು ಅಥವಾ ಅದಕ್ಕೂ ಹೆಚ್ಚಿನ ಪ್ರಾಣಿಗಳನ್ನು ಕೃಷಿ ಪರಿಸರದಲ್ಲಿ, ಆಹಾರ, ನಾರು ಹಾಗು ದುಡಿಮೆಯಂತಹ ಉಪಯುಕ್ತ ವಸ್ತುಗಳ ಫಲವನ್ನು ಪಡೆಯಲು ಒಗ್ಗಿಸಲಾಗುತ್ತದೆ.
agentive-physical-object;['ನಾಗರಹಾವು', 'ನಾಗರ ಹಾವು'];ಮಾವಿನ ಮರ ನಾಗರಹಾವು ಒಂದು ಜಾತಿಯ ಹಾವು.
agentive-physical-object;['ಸಿಂಹುಲಿ'];ಸಿಂಹುಲಿ ಗಂಡು ಸಿಂಹ ಮತ್ತು ಹೆಣ್ಣು ಹುಲಿಯ ಸಂತತಿ.
agentive-physical-object;['ಹುಂಹ'];ಹುಂಹ ಒಂದು ಗಂಡು ಹುಲಿ ಮತ್ತು ಸಿಂಹಿಣಿಯ ಮಿಶ್ರಸಂತತಿಯಾಗಿದೆ.
agentive-physical-object;['ಕುಂಡೆ ಕುಸುಕ'];ಕುಂಡೆ ಕುಸುಕ ವಾಗ್ ಟೈಲ್ ಎಂದು ಹೆಸರುಳ್ಳ ಒಂದು ಜಾತಿಯ ಹಕ್ಕಿ.
agentive-physical-object;['ಸೋರೆ', 'ಸೋರೆಕಾಯಿ', 'ಹಾಲಗುಂಬಳ'];ಸೋರೆ ಅದರ ಹಣ್ಣಿಗಾಗಿ ಬೆಳೆಸಲಾಗುವ ಒಂದು ಹಂಬು.
agentive-physical-object;['ಬೆಳ್ಳಕ್ಕಿ', 'ಕೊಕ್ಕರೆ'];ಕೊಕ್ಕರೆ ಅಥವಾ ಬೆಳ್ಳಕ್ಕಿ ಕಾಗೆಯಷ್ಟು ದೊಡ್ಡದಾದ ಆದರೆ ದೇಹದಷ್ಟೇ ಉದ್ದ ಕಾಲುಗಳೂ, ಕುತ್ತಿಗೆಯೂ ಇರುವ ಉದ್ದ ಕಾಲಿನ ನೀರು ಹಕ್ಕಿ.
agentive-physical-object;['ಕೊತ್ತುಂಬರಿ', 'coriandrum sativum', 'ಕೊತ್ತಂಬರಿ'];ಕೊತ್ತುಂಬರಿ ಎನ್ನುವುದು ಏಪಿಯಾಸಿಯೇ ಕುಟುಂಬದ ವಾರ್ಷಿಕ ಬೆಳವಣಿಗೆಯ ಔಷಧೀಯ ಸಸ್ಯವಾಗಿದೆ.
agentive-physical-object;['ಗುಳ್ಳೆನರಿ', 'ನರಿ'];ಗುಳ್ಳೆನರಿ ನಾಯಿ ಜಾತಿಗೆ ಸೇರಿದ, ನರಿಯಂತೆ ಕಾಣುವ ಒಂದು ಮಾಂಸಾಹಾರಿ ಸಸ್ತನಿ.
agentive-physical-object;['ಮರಸೇಬು'];ಮರಸೇಬು ಯುರೊಪಿನ ಸಮಶಿತೋಷ್ಣ ವಲಯದಲ್ಲಿ ಸ್ವಾಭಾವಿಕವಾಗಿ ಬೆಳೆಯುವ ಒಂದು ಫಲವೃಕ್ಷ.
agentive-physical-object;['ಕಾಡುಹಂದಿ', 'sus scrofa'];ಕಾಡುಹಂದಿಯು ಸಾಕುಹಂದಿಯ ಪೂರ್ವಜ ಪ್ರಾಣಿ.
agentive-physical-object;['ಬೆಂಕಿ ಇರುವೆ'];ಬೆಂಕಿ ಇರುವೆ ಎಂದು ಕರೆಯಲ್ಪಡುವ ಕಟ್ಟಿರುವೆ ಸಮೂಹದಲ್ಲಿ ೨೮೫ ಪ್ರಭೇಧಗಳಿವೆ.
agentive-physical-object;['ಬಕ್\u200dಹ್ವೀಟ್', 'fagopyrum esculentum', 'ಬಕ್\u200dವೀಟ್'];ಬಕ್‍ಹ್ವೀಟ್ ಅದರ ಧಾನ್ಯದಂತಹ ಬೀಜಗಳಿಗಾಗಿ ಬೆಳೆಸಲಾಗುವ, ಮತ್ತು ಒಂದು ರಕ್ಷಾ ಬೆಳೆಯಾಗಿ ಬಳಸಲಾಗುವ ಒಂದು ಸಸ್ಯ.
agentive-physical-object;['ನೀರುನಾಯಿ'];ನೀರುನಾಯಿಭಾರತದಲ್ಲಿ ಕಾಶ್ಮೀರ,ಅಸ್ಸಾಂ ಹಾಗೂ ದಕ್ಷಿಣ ಭಾರತದಲ್ಲಿ ಇದು ವ್ಯಾಪಕವಾಗಿದೆ.ಇದು ನದಿಗಳ ಸಮೀಪ ಬಂಡೆಗಳ ಪೊಟರೆಗಳಲ್ಲಿ ವಾಸಿಸುವುದು.ನೀಳ ದೇಹ,ನೀರಿನಲ್ಲಿ ತೋಯದ ತುಪ್ಪಳದ ಚರ್ಮ,ಚಪ್ಪಟೆಯಾದ ತಲೆ,ಬಲವಾದ ಬಾಲ,ಹುಟ್ಟುಗಳಿಂತಿರುವ ಪಾದಗಳು, ಸ್ಪರ್ಶಸೂಕ್ಷ್ಮ ಮೀಸೆಗೂದಲು ಇವು ನೀರುನಾಯಿಯ ಮುಖ್ಯ ಲಕ್ಷಣಗಳು.ಮುಖ್ಯ ಆಹಾರ ಮೀನು.ಏಡಿ,ಕಪ್ಪೆ,ಬಾತುಕೋಳಿ,ನೀರುಕೋಳಿ ಹಾಗೂ ಕೆಲವೊಮ್ಮೆ ಎಲೆಗಳು ಕೂಡಾ ಇದರ ಆಹಾರವಾಗುವವು.ಗರ್ಭಧಾರಣಾ ಅವದಿ ಸುಮಾರು ೬೦ ದಿನಗಳು.
agentive-physical-object;['ಗೇಯಲ್'];ಗೇಯಲ್ ಸ್ತನಿವರ್ಗ, ಆರ್ಟಿಯೊಡ್ಯಾಕ್ಟಿಲ ಗಣ, ಬೋವಿಡೀ ಕುಟುಂಬಕ್ಕೆ ಸೇರಿದ ಒಂದು ಪ್ರಾಣಿ.
agentive-physical-object;['ಕುಂಬಿಕ್'];ಕುಂಬಿಕ್ ಇದು ಸಾಧಾರಣವಾಗಿ ಕೊಳ, ಕುಂಟೆ, ಕೆರೆ ಮತ್ತು ನಿಧಾನವಾಗಿ ಹರಿಯುವ ನೀರಿನಲ್ಲಿ ಬೆಳೆಯುತ್ತದೆ.
agentive-physical-object;['ಕಾಡು ತುಂಬೆಗಿಡ', 'leonotis nepetifolia'];ಕಾಡು ತುಂಬೆಗಿಡ ಒಂದು ಮೂಲಿಕೆ ಸಸ್ಯ.
agentive-physical-object;['ಆಶ', 'thespesia populnea'];ಮಾಲ್ವೇಸಿ ಕುಟುಂಬಕ್ಕೆ ಥೆಸ್ಪಿಸಿಯ ಪಾಪ್ಸುಲಿನ ಎಂಬ ವೈಜ್ಞಾನಿಕ ಹೆಸರಿನ ಈ ಮರವನ್ನು ಹೂವರಸಿ ಎಂದು ಕರೆಯುವುದುಂಟು.
agentive-physical-object;['ಬಜೆ'];ಅಕೊರಸ್ ಕೆಲಾಮಸ್ ಎಂದು ಕರೆಯುವ ಬಜೆ 'ಏರೇಸಿ' ಕುಟುಂಬಕ್ಕೆ ಸೇರಿದ ಸಸ್ಯಮೂಲಿಕೆ.
agentive-physical-object;['ಶುಂಠಿ', 'zingiber officinale'];ಶುಂಠಿ ಆಹಾರದಲ್ಲಿ ಬಳಸಲಾಗುವ ಒಂದು ಸಂಬಾರ ವಸ್ತು.
agentive-physical-object;['ಅಬ್ಯಾಕಸ್\u200c', 'ಅಬ್ಯಾಕಸ್'];ಅಬ್ಯಾಕಸ್‌ ‌ ಅನ್ನು, ಎಣಿಕೆಯ ಚೌಕಟ್ಟು ಎಂದೂ ಕೂಡ ಕರೆಯಲಾಗುತ್ತದೆ, ಇದು ಪ್ರಾಥಮಿಕವಾಗಿ ಏಶಿಯಾದ ಕೆಲವು ಭಾಗಗಳಲ್ಲಿ ಅಂಕಗಣಿತದ ಪ್ರಕ್ರಿಯೆಯ ನಿರ್ವಹಣೆಗಾಗಿ ಬಳಸಿಕೊಂಡ, ಎಣಿಕೆಮಾಡುವ ಒಂದು ಸಾಧನವಾಗಿತ್ತು.
