abstract-quality;['personalidad', 'perfil', 'caracter', 'carácter', 'personalidades'];Concepto en psicología
activity;['guerra de independencia de los estados unidos', 'revolución americana', 'revolución estadounidense', 'revolución de las trece colonias', 'guerra de independencia estadounidense', 'guerra revolucionaria americana', 'guerra de independencia americana', 'guerra de independencia de estados unidos', 'guerra de la independencia de estados unidos', 'guerra de la independencia estadounidense', 'guerra anglo-estadounidense', 'guerra anglo estadounidense', 'guerra de independencia de los estados unidos de américa', 'guerra de la independencia de los estados unidos', 'guerra revolucionaria estadounidense', 'guerra revolucionaria norteamericana', 'revolución de estados unidos', 'revolución de los estados unidos', 'revolución de los estados unidos de américa', 'revolución en estados unidos', 'revolución en los estados unidos', 'revolución en los estados unidos de américa', 'revolucion estadounidense', 'guerra de independencia de los estados unidos de america', 'historia de la independencia de los estados unidos de america', 'historia de la independencia de los estados unidos de américa', 'historia la independencia de los estados unidos de america', 'historia la independencia de los estados unidos de américa', 'revolucion de estados unidos', 'revolucion de los estados unidos', 'revolucion de los estados unidos de america', 'revolucion de los estados unidos de américa', 'revolucion en estados unidos', 'revolucion en los estados unidos', 'revolucion en los estados unidos de america', 'revolucion en los estados unidos de américa', 'revolución de los estados unidos de america', 'revolución en los estados unidos de america', 'american revolution', 'guerra de la independencia', 'guerra de la independencia americana'];Conflicto entre las Trece Colonias contra Gran Bretaña
activity;['sacramento del orden', 'orden sacerdotal', 'orden sacro', 'orden', 'ordenacion sacerdotal', 'ordenación', 'ordenación sacerdotal', 'ordenes sacras', 'ordenes sagradas', 'órdenes sacras', 'órdenes sagradas'];Sacramento de la Iglesia católica
activity;['zapatería', 'zapateria', 'calzado', 'cobbling', 'reparación de calzado', 'zapatero', 'zapateros'];Proceso para fabricar zapatos
activity;['tráfico de armas', 'contrabando de armas', 'trafico de armas', 'comercio ilegal de armas', 'traficante de armas'];Comercio ilegal o contrabando de armas
activity;['deber', 'obligación', 'responsabilidad', 'deuda', 'compromiso', 'cometido', 'menester', 'obligaciones'];Obligación que tiene una persona de actuar según principios morales, de autoridad o su propia conveniencia
activity;['especialidad', 'especialidades médicas', 'especialidad médica', 'especialización', 'especialidad medica', 'especialidades medicas', 'rama de la medicina', 'especialidades', 'especialidades medicas en espana', 'especialidades medicas en españa', 'especialidades médicas en espana'];Conjunto de conocimientos médicos especializados relativos a un área específica del cuerpo humano
activity;['lucha', 'agarre', 'lucha libre', 'lucha deportiva', 'agarrar', 'grappling', 'lucha de playa', 'newaza', 'rassling'];Deporte de combate
activity;['carreras de caballos', 'carrera de caballos', 'turf', 'hípica', 'hipismo', 'caballos de carreras', 'carreras de caballo', 'carrera caballos', 'carrera de caballo', 'carreras caballos standardbred'];Deporte ecuestre
activity;['esquí de fondo', 'cross country skiing', 'esqui de fondo', 'esqui de fondo o nordico', 'esqui de fondo o nórdico', 'esqui nordico', 'esqui nórdico', 'esquí a campo traviesa', 'esquí de fondo o nordico', 'esquí de fondo o nórdico', 'esquí nordico', 'esquiador de fondo', 'langlauf'];Modalidad del esquí
activity;['nubosidad', 'nublado', 'nuboso', 'cobertura de nubes'];fracción de cielo cubierta con nubes
activity;['nubosidad', 'nublado', 'nuboso', 'cobertura de nubes'];cubierto de nubes
activity;['espionaje', 'anillo de espionaje', 'espiar', 'agente de inteligencia', 'agente secreto', 'espia', 'espias', 'espionaje industrial', 'espía', 'espías', 'agentes del gobierno', 'agentes secretos', 'red de espionaje'];Obtención clandestina de información confidencial
activity;['radioterapia', 'irradiación', 'radioterapeuta', 'actinoterapia', 'irradiados', 'oncología de radiación', 'radioterapia de intensidad modulada'];Forma de tratamiento médico
activity;['batalla de galípoli', 'batalla de gallipoli', 'batalla de gallípoli', 'batalla de galipoli', 'batalla de los dardanelos', 'campana de galipoli', 'campana de gallipoli', 'campana de gallípoli', 'campana de los dardanelos', 'campaña de galipoli', 'campaña de gallipoli', 'campaña de gallípoli', 'campaña de galípoli', 'campaña de los dardanelos', 'crisis de galípoli', 'desembarco de galipoli', 'desembarco de gallipoli', 'desembarco de galípoli', 'crisis de galipoli', 'batalla de dardanelos', 'desembarco de gallípoli', 'dardanelos campaña'];Batalla de la Primera Guerra Mundial
activity;['guerra biológica', 'arma biológica', 'arma bacteriológica', 'bioarma', 'guerra bacteriológica', 'armas biológicas', 'arma bacteriologica', 'arma biologica', 'armas bacteriologicas', 'armas bacteriológicas', 'armas biologicas', 'guerra bacteriologica', 'guerra biologica', 'guerra quimica y biologica', 'guerra quimica y biológica', 'guerra química y biologica', 'guerra química y biológica', 'bw', 'ataque biológico', 'bioataque'];Patógeno utilizado como arma de guerra
activity;['guerra psicológica', 'operaciones psicológicas', 'guerra psicologica', 'operaciones psicologicas', 'guerra de nervios'];Uso de la psicología para fines bélicos
activity;['espectroscopia', 'espectroscopía', 'espectrografía', 'espectrometría', 'análisis espectroscópico', 'análisis de espectro', 'análisis espectrográfico', 'espectros atómicos', 'espectroscopia láser', 'espectroscopia óptica', 'espectroscopista', 'espectroscopía electromagnética', 'espectroscópicas', 'línea espectral atómica'];Estudio de la interacción entre la radiación electromagnética y la materia
activity;['telemarketing', 'telemercadotecnia', 'televenta', 'telemercadeo', 'agentes de telemercadeo', 'telecomercio', 'telemarketers', 'teleselling'];Método de ventas por diversos canales de información a clientes potenciales
activity;['guerra', 'conflagración', 'conflicto', 'lucha armada', 'guerras', 'conflicto belico', 'conflicto bélico', 'conflicto armado', 'conflicto militar', 'conflictos armados', 'belica', 'belico', 'bélica', 'bélico', 'conflagracion', 'guerrera', 'polemologia'];Forma de conflicto socio-politico que tiene gran impacto en la etapa en la que se desata
activity;['industria maderera', 'industria de la madera', 'industria forestal', 'extracción de madera', 'registro', 'registro de madera', 'tala', 'tala de árboles', 'tronco de madera'];Actividad industrial que se ocupa del procesamiento de la madera, desde la plantación de los árboles, pasando por la extracción, corte, almacenamiento o su tratamiento bioquímico y moldeo
activity;['monolatría', 'monolatrismo', 'monolatria', 'monolatrism'];Concepto de deidad
activity;['idolatría', 'idólatra', 'idolatra', 'idolatria', 'idólatras', 'ídolo adoración', 'ídolo falso'];Concepto religioso
activity;['osteopatía', 'medicina osteopática', 'osteopatia', 'osteopática', 'osteópata', 'osteópatas'];Medicina manual que enfatiza la busqueda de la causa o raiz del problema desde el punto de vista anatomico y fisiologico.
activity;['fisioterapia', 'terapia física', 'rehabilitación', 'recapazitación', 'fisioterapeutico', 'fisioterapico', 'fisioterapéutico', 'fisioterápico', 'terapia fisica', 'fisioterapeutas', 'fisiatría', 'fisioterapeuta'];Rama de las ciencias de la salud
activity;['guerras púnicas', 'guerras punicas', 'guerra púnica', 'las guerras punicas'];Serie de enfrentamientos militares entre los Estados romano y cartaginés
activity;['simonía', 'simoníacos', 'simoníaco', 'simonia', 'simoniacos'];Compra o venta de lo espiritual por medio de bienes materiales
activity;['disciplina', 'disciplina militar', 'disciplinal', 'disciplinar', 'disciplinario', 'disciplinas'];Autocontrol
activity;['secularización', 'secularizacion', 'mundano'];Paso de algo o alguien de una esfera religiosa a una civil o no teológica
activity;['multimedia', 'sistema multimedia'];Objeto o sistema que utiliza múltiples medios de expresión físico o digitales para dar información
activity;['mudanza'];Proceso de vacar una ubicación fija
activity;['batalla de lepanto', 'lepanto', 'combate naval de lepanto', 'la batalla de lepanto'];Combate naval ocurrido el 7 de octubre de 1571
activity;['filtración informativa', 'filtración', 'filtración de información', 'filtración de noticias', 'filtracion informativa', 'filtracion de informacion', 'filtracion de noticias', 'noticias de fugas', 'noticias fuga'];Publicación no autorizada de información
activity;['esfuerzo', 'afán', 'dedicación', 'desvelo', 'codo grasa'];utilización de la fuerza y de otros medios por encima de lo normal con el fin de lograr un determinado objetivo
activity;['aliteración', 'aliterado', 'aliteracion', 'dróttkvætt', 'fornyrðislag', 'cabeza rima', 'comenzando rima', 'rima inicial'];ALITERACIÓN DE LITERATURA
activity;['ecografía', 'ultrasonido', 'ultrasonidos', 'ecografia', 'ecografica', 'ecografico', 'ecográfica', 'ecográfico', 'ultrasonica', 'ultrasonico', 'ultrasonografia', 'ultrasonografía', 'ultrasónica', 'ultrasónico', 'ecosonografia', 'ecosonografía', 'ecograficas', 'ecograficos', 'ecografo', 'ecográficas', 'ecográficos', 'ecógrafo', 'ecografía doppler', 'ecografía médica', 'ecografías', 'onda ultrasónica', 'ondas ultrasónicas', 'sonografía', 'ultrasonido médico'];Procedimiento de diagnóstico que emplea el ultrasonido para crear imágenes bidimensionales o tridimensionales
activity;['llovizna', 'garúa', 'calabobos', 'cernidillo', 'chirimiri', 'jarina', 'serimiri', 'sirimiri', 'tapayagua', 'garua', 'lloviznar', 'lloviznoso'];Tipo de precipitación que se caracteriza por tener un tamaño de gota pequeño
activity;['guerra ruso-japonesa', 'guerra ruso japonesa', 'la guerra ruso - japonesa', 'la guerra ruso japonesa'];Conflicto Armado entre Rusia contra Japón por la rivalidad político-militar
activity;['limosna', 'caridad', 'dádiva'];Donación voluntaria sin esperar una remuneración
activity;['filantropía', 'filántropo', 'filantropismo', 'filantropa', 'filantropia', 'filantropico', 'filantropo', 'filantrópico', 'filántropa', 'filantrópica', 'filantrópico regalo', 'filántropos', 'organización filantrópica'];Amor y afección a la humanidad
activity;['filantropía', 'filántropo', 'filantropismo', 'filantropa', 'filantropia', 'filantropico', 'filantropo', 'filantrópico', 'filántropa', 'filantrópica', 'filantrópico regalo', 'filántropos', 'organización filantrópica'];Persona que se dedica a la filantropía
activity;['guerra química', 'guerra de gases', 'guerra quimica', 'guerra quimica y bacteriologica', 'guerra quimica y bacteriológica', 'guerra química y bacteriologica', 'guerra química y bacteriológica', 'ataque con gas', 'ataque químico', 'gas tóxico', 'gas venenoso', 'operaciones químicas'];Tipo de guerra que usa las propiedades tóxicas de sustancias químicas como armas
activity;['guerras balcánicas', 'guerras de los balcanes', 'guerra de los balcanes', 'guerras balcanicas', 'balkan wars'];Serie de conflictos armados en la zona de los Balcanes
activity;['lavado gástrico', 'irrigación gástrica', 'irrigacion gastrica', 'lavado gastrico'];Procedimiento médico
activity;['lluvia', 'aguacero', 'precipitación', 'agua de lluvia', 'agua pluvial', 'llover', 'llovida', 'lluvia torrencial', 'lluvias torrenciales', 'lluvioso', 'lluvias', 'tormenta', 'tormentas de lluvia'];Fenómeno atmosférico que consiste en la precipitación de partículas líquidas de agua
activity;['deserción', 'abandono', 'desertor', 'elusión', 'desercion', 'ausente sin permiso', 'desertores'];Abandono de puesto sin permiso y con la intención de no volver
activity;['servicio', 'prestación', 'servicio económico', 'servicio economico', 'prestacion', 'servicios económicos'];Bien intangible que busca responder a las necesidades de un cliente
activity;['trabajo a destajo', 'empleo a destajo', 'pieza de trabajo'];Sistema de trabajo en el que el salario se paga por tarea terminada, independientemente del tiempo que se tarde en realizarla
activity;['paisajismo', 'jardinería', 'jardinería y paisajismo', 'paisajista', 'paisajemiento', 'paisaje jardinería'];Actividad destinada a modificar las características visibles de un espacio al aire libr
activity;['adoración', 'latría', 'adoracion', 'latria'];Culto que se rinde a lo que se considere divinidad
activity;['zoolatría', 'culto a los animales', 'adoración a los animales', 'animales sagrados', 'animal-culto', 'culto animal'];Rituales que involucran animales sagrados
agent-driven-role;['chofer', 'chófer', 'conductor', 'choferesa'];Persona capacitada para conducir un vehículo de motor contratada para transportar a personas o mercancías
agent-driven-role;['tackleador', 'tackle', 'tackle defensivo', 'tackle ofensivo', 'defensive tackle', 'nose guard', 'nose tackle', 'offensive tackle', 'guardia nariz', 'media guardia', 'tackle derecho', 'tackle izquierdo', 'tackle nariz', 'tackles defensivos'];Anglicismo utilizado para una oposición de juego en rugby, el fútbol americano y canadiense
agent-driven-role;['papel', 'parte', 'personaje', 'figura', 'persona', 'papel teatral', 'personae', 'personajes'];Arquetipo de la máscara
agent-driven-role;['conductor de autobús', 'autobusero', 'conductora de autobús', 'autobusera', 'autobusista', 'chofer de micros', 'colectivera', 'colectivero', 'conductor de autobus', 'conductor de micros', 'conductora de autobus', 'conductor', 'conductor autobús'];Persona
agent-driven-role;['camionero', 'camionera', 'transportista', 'trailero', 'troquero', 'camioneros', 'conducción camiones', 'conductor de camiones', 'conductores de camiones'];Persona que se dedica profesionalmente a conducir camiones
