abstract-region;['tensor', 'cálculo tensorial', 'magnitud tensorial', 'análisis tensorial', 'tensores'];Objeto que amplía la noción del escalar, vector, y matriz.
amount-of-matter;['itrio', 'número atómico 39', 'y', 'ytrio'];Elemento químico con símbolo Y y número atómico 39, es un metal de transición blanco plateado.
amount-of-matter;['sodio', 'na', 'número atómico 11', 'natrium', 'sodico', 'sódico'];Elemento con símbolo Na y número atómico 11. es un metal alcalino blando, de color plateado y se encuentra principalmente como cloruro sódico o sal común, aunque también se encuentra presente en diversos minerales como anfíboles, trona, halita, zeolitas, etc.
amount-of-matter;['monómero', 'monómeros', 'monomero', 'monomeros', 'comonómero'];Molécula pequeña (en biología, por ejemplo, aminoácidos, nucleótidos o monosacáridos) que puede combinarse con otras idénticas o similares para formar una molécula más grande y compleja llamada polímero.
amount-of-matter;['aceite', 'petróleo', 'óleo', 'aceites', 'aceite mineral', 'aceites minerales'];Grasa en forma líquida.
amount-of-matter;['paladio', 'pd', 'número atómico 46', 'paladión'];Elemento químico de símbolo Pd y número atómico 46, metal de transición blanco plateado.
amount-of-matter;['cadmio', 'número atómico 48', 'cd', 'cadmios', 'toxicidad del cadmio'];Elemento químico con símbolo de Cd y número atómico 48, metal de transición gris plateado.
amount-of-matter;['niobio', 'columbio', 'número atómico 41', 'cb', 'nb'];Elemento químico con símbolo No y número atómico 41, es un metal de transición gris brillante.
amount-of-matter;['plomo', 'número atómico 82', 'pb', 'plomería', 'saturnisno', 'mineral de plomo'];Metal altamente tóxico y fácilmente maleable. se encuentra principalmente en rocas de galena y se utiliza como aleación, en baterías, aislante, pinturas y blindajes contra la radiación.
amount-of-matter;['cesio', 'cs', 'número atómico 55', 'cesio-133'];Elemento con símbolo Cs y número atómico 55. es un metal alcalino blando, de color plateado y se encuentra principalmente en los minerales como la lepidolita, aunque es muy escaso.
amount-of-matter;['estroncio', 'número atómico 38', 'sr'];Elemento químico cuyo símbolo es Sr y su número atómico es 38. Es un metal blando de color plateado brillante, algo maleable, del grupo de metales alcalinos que se encuentra en la naturaleza principalmente como celestina y estroncianita.
amount-of-matter;['litio', 'número atómico 3', 'li', 'oxido litiado'];Elemento con símbolo Li y número atómico 3. es un metal alcalino blando, de color plateado y se encuentra principalmente en los minerales lepidolita, espodumena y ambligonita. Se ha utilizado para la confección de baterías eléctricas de ion litio.
amount-of-matter;['prometio', 'promecio', 'número atómico 61', 'pm', 'promethium', 'prometeo'];Elemento químico con símbolo Pm y número atómico 61.
amount-of-matter;['tulio', 'tm', 'número atómico 69'];Elemento químico con símbolo Tm y número atómico 69. Es un lantánido blanco plateado.
amount-of-matter;['iterbio', 'yterbio', 'número atómico 70', 'yb', 'itterbio'];Elemento químico con símbolo Yb y número atómico 70.
amount-of-matter;['vanadio', 'número atómico 23', 'v', 'eritronio', 'pancromo', 'plomo de zempoal'];Un metal plateado-blanco, dúctil resistente a la corrosión. utilizado en aleación de aceros y como blanco de los rayos X.
amount-of-matter;['torio', 'número atómico 90', 'th', 'tori', 'torio-232'];Elemento químico cuyo símbolo es Th y número atómico 90. es un actínido blanco plateado.
amount-of-matter;['plata', 'ag', 'número atómico 47', 'argentico', 'argentifero', 'argentum', 'argentífero', 'argéntico', 'argéntum', 'e174', 'e 174', 'plata de ley', 'plata dorada', 'plata en su color', 'plata sobredorada', 'plata nativa'];Un elemento grisáceo-blanco brillante maleable muy dúctil que tiene la conductividad eléctrica y termal más alta de cualquier metal. Ocurre libremente y en argentite y otros minerales: utilizado en joyería, artículos de mesa, acuñación de monedas, contactos eléctricos, y en el electrochapado.
amount-of-matter;['oro', 'número atómico 79', 'aurifero', 'aurífera', 'aurífero', 'au', 'aurifera', 'aurum', 'elemento quimico oro', 'elemento químico oro', 'oro amarillo', 'oro gris', 'oro puro', 'oro rojo', 'oro rosa', 'oro de veta', 'oro nativo'];Metal elemental pesado, amarillo, de gran valor, con número atómico 79 y símbolo Au.
amount-of-matter;['cerumen', 'cerilla', 'cera de los oídos', 'cera', 'cera de los oidos', 'cera del oido', 'cera del oído', 'cera en el oído'];Secreción amarillenta y cerosa de ciertas glándulas del canal auditivo externo.
amount-of-matter;['praseodimio', 'número atómico 59', 'pr'];Elemento químico con símbolo Pr y número atómico 59, de color blanco plateado.
amount-of-matter;['casabe', 'casava', 'mandioca', 'yuca', 'manihot esculenta', 'almidón de yuca', 'manioca'];Pulpa rica en almidón extraída de las raíces de la planta de mandioca.
amount-of-matter;['lejía', 'colada'];Solución alcalina que se obtiene de la lixiviación de cenizas de madera.
amount-of-matter;['alótropo'];Forma de un elemento que tiene una estructura molecular diferente y distinguible de otra forma del mismo elemento.
amount-of-matter;['fluido', 'fluidos', 'propiedades del fluido'];Sustancia que se deforma continuamente bajo la acción de una tensión cortante, por muy pequeña que sea.
amount-of-matter;['lactosa', 'lac'];Azúcar que se encuentra especialmente en la leche.
amount-of-matter;['sulfuro de hidrógeno', 'acido sulfhídrico', 'ácido sulfhídrico', 'sulfuro de hidrogeno', 'acido sulfhidrico', 'gas hepatico', 'gas hepático', 'h2s', 'sulfhidrato', 'sulfhidrico', 'sulfhídrico', 'ácido sulfhidrico', 'de sulfuro de hidrógeno'];Gas inflamable, venenoso con el olor característico de los huevos putrefactos, perceptible en aire en una dilusión de 0.002 mg/l.
amount-of-matter;['alquitrán de hulla', 'alquitrán mineral', 'alquitran de hulla'];Líquido de color marrón o negro de alta viscosidad, consistente en una mezcla de fenoles, hidrocarburos aromáticos policíclicos (PAH) y compuestos heterocíclicos.
amount-of-matter;['silicio', 'número atómico 14', 'si', 'silicio amorfo', 'silicon', 'silíceo'];Un elemento frágil metaloide que existe en dos formas alotrópicas. se encuentra principalmente en arena, cuarzo, granito, feldespato, y arcilla. Es generalmente un sólido cristalino gris pero también se encuentra como polvo amorfo marrón. Se utiliza en transistores, rectificadores, células solares, y aleaciones. Sus compuestos son ampliamente utilizados en la fabricación de cristal, el sector de la construcción y bajo la forma de silicones.
amount-of-matter;['nailon', 'nilón', 'nylon'];Fibra textil sintética, elástica y resistente.
amount-of-matter;['selenio', 'número atómico 34', 'se', 'selenium'];Elemento no metálico altamente tóxico cuyo símbolo es Se y su número atómico es 34, Se utiliza en química analítica, metalurgia y en la confección de celdas fotoeléctricas.
amount-of-matter;['gas mostaza', 'sustancia vesicante', 'mostaza', 'gas de mostaza', 'vesicante', 'yperita', 'agente mostaza', 'mostaza de azufre', 'agente vesicante', 'ampollas agente', 'gas ampolla', 'sulfuro dicloroetilo'];Gas que causa grandes ampollas en la piel y se utilizó en la guerra.
amount-of-matter;['seaborgio', 'número atómico 106', 'unnilhexium', 'elemento 106', 'sg', 'unnilhexio', 'mx', 'seaborgium'];Elemento químico con el símbolo Sg y número atómico 106, metal de transición probablemente de color blanco o gris plateado.
amount-of-matter;['dubnio', 'número atómico 105', 'unnilpentium', 'elemento 105', 'db', 'jolioto', 'nielsbohrio', 'unnilpentio', 'hahnio'];Elemento químico con el símbolo DB y número atómico 105. metal de transición.
amount-of-matter;['holmio', 'número atómico 67', 'ho'];Elemento químico con símbolo Ho y número atómico 67. Es un lantánido blanco plateado.
amount-of-matter;['erbio', 'er', 'número atómico 68'];Elemento químico con símbolo Er y número atómico 68. Es un lantánido blanco plateado.
amount-of-matter;['lutecio', 'número atómico 71', 'unidad de intensidad', 'lu', 'lutetio'];Elemento químico con símbolo Lu y número atómico 71.
amount-of-matter;['helio', 'número atómico 2', 'he', 'helium', 'helio superfluido'];Gas noble descolorido, inodoro, insípido, casi inerte con el símbolo He y un número atómico 2. Es, después del hidrógeno, el segundo elemento más abundante en el universo. Es un componente del aire y se está utilizando para rellenar globos y dirigibles, así como para sistemas de respiración en alta mar conjuntamente con el oxígeno.
amount-of-matter;['arsénico', 'número atómico 33', 'arsenico', 'as', 'como'];Elemento químico tóxico cuyo símbolo es As y el número atómico es 33, que existe en diversas formas alotrópicas que ocurren principalmente en realgar, oropimente y también como elemento libre. Se utiliza en semiconductores, aleaciones a base de plomo y latones de alta temperatura.
amount-of-matter;['ácido pantoténico', 'vitamina b5', 'acido pantotenico', 'acido pantoténico', 'ácido pantotenico', 'pantotenato calcico', 'pantotenato cálcico', 'pantotenato de calcio', 'pantotenato', 'pantoténico'];Vitamina soluble en agua necesaria para sostener la vida, esencial en el metabolismo y la síntesis de carbohidratos, proteínas y grasas.
amount-of-matter;['gasolina', 'bencina', 'gas', 'gasolene', 'petróleo', 'gasolina sin plomo', 'esencia de petróleo', 'nafta', 'gasolina super', 'gasolina súper', 'malabar carioca', 'mogas'];Combustible para los motores de combustión interna que consiste esencialmente en un líquido inflamable mezcla de hidrocarburos volátiles derivados del petróleo.
amount-of-matter;['gasolina', 'bencina', 'gas', 'gasolene', 'petróleo', 'gasolina sin plomo', 'esencia de petróleo', 'nafta', 'gasolina super', 'gasolina súper', 'malabar carioca', 'mogas'];Gasolina que no contiene aditivos de plomo por lo que produce menor contaminación de plomo en la atmósfera.
amount-of-matter;['aceite esencial', 'aceites esenciales', 'aceites escenciales', 'aceite etéreo', 'aceite volátil', 'aceites volátiles', 'hierbas aromáticas', 'plantas aromáticas'];Líquido hidrofóbico concentrado y volátil que contiene compuestos aromáticos de plantas.
amount-of-matter;['cianuro de hidrógeno', 'ácido cianhídrico', 'ácido prúsico', 'acido cianhidrico', 'cianuro de hidrogeno', 'hcn', 'metanonitrilo', 'nitrilo formico', 'nitrilo fórmico', 'acido cianhídrico', 'acido hidrocianico', 'acido prusico', 'acido prúsico', 'ácido cianhidrico', 'ácido hidrociánico', 'ácido prusico', 'gas de cianuro'];Solución acuosa de cianuro de hidrógeno.
amount-of-matter;['ácido cítrico', 'acido citrico', 'acido cítrico', 'e330', 'e 330', 'ácido citrico'];Ácido orgánico triprótico débil. Es un preservativo natural y también se utiliza para agregar un sabor ácido, o agrio a los alimentos y a los refrescos.
amount-of-matter;['cal', 'cal viva', 'óxido de calcio', 'caliche', 'calcareo', 'cao', 'e 529', 'oxido calcico', 'oxido cálcico', 'oxido de calcio', 'óxido calcico', 'óxido cálcico', 'calcáreo', 'limo', 'capa de cal', 'capas de cal', 'cal calcinada', 'cal quemada', 'ceniza', 'fundente cal'];Diversas formas de mineral y productos industriales del óxido de calcio que se diferencian principalmente en el contenido en agua y el porcentaje de otros componentes tales como silicona, alúmina o hierro.
amount-of-matter;['calcio', 'número atómico 20', 'ca', 'calcios', 'factor de coagulación iv', 'iones de calcio'];Elemento maleable metálico blanco plateado del grupo de las tierras alcalinas con el símbolo Ca y el número atómico 20. es el quinto más abundante elemento en la corteza de tierra, ocurriendo especialmente bajo la forma de carbonato de calcio. Es un componente esencial de huesos y dientes y se utiliza como desoxidante en el acero.
amount-of-matter;['leche', 'leche de vaca', 'leche entera', 'leche deslactosada', 'me cago en la leche', 'sólidos de leche'];Fluido blanco secretado por las glándulas mamarias para la alimentación de sus crías. está compuesta de carbohidratos, proteínas, grasas, sales minerales, vitaminas y anticuerpos.
amount-of-matter;['leche', 'leche de vaca', 'leche entera', 'leche deslactosada', 'me cago en la leche', 'sólidos de leche'];Leche producida por una vaca.
amount-of-matter;['leche', 'leche de vaca', 'leche entera', 'leche deslactosada', 'me cago en la leche', 'sólidos de leche'];Leche que contiene al menos 3,5% de grasa.
amount-of-matter;['lantano', 'número atómico 57', 'la'];Elemento químico con símbolo La y número atómico 57. Es un elemento metálico blanco plateado que pertenece al grupo 4 de la tabla periódica y es un lantánido.
amount-of-matter;['champán', 'champaña', 'champagne', 'champan', 'cava', 'blanc de blanc', 'blanc de noir', 'vignoble de champagne', 'blanc de noirs', 'blanc de blancs', 'burbujeante'];Vino espumoso hecho con una mezcla de uvas, particularmente Chardonnay y pinot, producido en Champagne según el método de Champaña.
amount-of-matter;['escandio', 'número atómico 21', 'sc'];Elemento químico con el símbolo Sc y número atómico 21. Es un metal de transición blanco plateado.
amount-of-matter;['sulfuro de cadmio'];Componente de cadmio y sulfuro
amount-of-matter;['cera de abejas', 'cera', 'cera de abeja', 'cera estampada', 'traje de apicultura'];Materia blanda, muy fundible y de color amarillo, con la cual las abejas construyen sus panales y que se emplea en diversos usos, en artes, en el trabajo doméstico, etc.
amount-of-matter;['neodimio', 'nd', 'número atómico 60'];Elemento químico con símbolo Nd y número atómico 60.
amount-of-matter;['sidra'];Bebida alcohólica hecha principalmente de los jugos de variedades de manzanas especialmente cultivadas.
amount-of-matter;['carbono', 'número atómico 6', 'número atòmico 6', 'carbonaceo', 'carbonoso', 'átomo de carbono', 'c', 'atomo de carbono', 'carbonos'];Elemento no metálico de símbolo C y número atómico 6 que existe en las tres formas cristalinas: grafito, diamante y fulereno, que e encuentra como bióxido de carbono, carbón, aceite y todos los compuestos orgánicos.
