abstract-quality;['kapribadèn', 'kapribadhen', 'kepribadian'];Kapribadèn ya iku unsur tindak tandhuk.
classification-system;['pananggalan surya', 'kalèndher solar', 'kalèndher srengéngé', 'kalèndher surya'];Pananggalan Surya utawa Kalèndher Solar iku siji pananggalan sing tanggalé nuduhaké posisi bumi sajeroning révolusi ngubengi srengéngé.
classification-system;['hypertext markup language', 'html'];HyperText Markup Language iku siji basa markah kang dipigunakaké kanggo gawé kaca wèb, nampilaké manéka informasi ing sajeroning Panjelajah web Internet lan formating hypertext prasaja kang ditulis ing berkas format ASCII supaya bisa ngasilaké tampilan wujud kang kaintegerasi.
classification-system;['pananggalan', 'kalendher', 'kalèndher', 'tanggalan'];Pananggalan utawa kalèndher iku sistem pètungan wektu kanggo mènèhi jeneng siji jangka wektu.
classification-system;['sampel'];Sampel iku péranganing populasi sing arep ditliti. dideleng minangka sawiji pandugan marang populasi, nanging dudu populasi iku dhéwé.
classification-system;['kalèndher ibrani'];Kalèndher Ibrani utawa Kalèndher Yahudi iku kalèndher lunisolar sing dipigunakaké déning wong Yahudi lan panganut agama Yahudi.
classification-system;['pananggalan hijriyah', 'hijriah', 'hijriyah', 'kalèndher hijriyah'];Pananggalan Hijriyah utawa Kalèndher Hijriyah utawa Kalèndher Islam, iku kalèndher kang dipigunakaké déning umat Islam, kalebu sajeroning nemtokaké tanggal utawa sasi kang magepokan karo ngibadah, utawa dina-dina wigati liyané.
classification-system;['pananggalan juliyus', 'pananggalan julian', 'kalèndher julian', 'pananggalan julius'];Pananggalan Juliyus utawa Kalèndher Juliyus kawanuhaké déning Juliyus Caesar ing taun 45 Sadurungé Masehi.
classification-system;['pananggalan grégoriyus', 'pananggalan gregorian', 'kalendher gregorian', 'kalendher gregorius', 'kalèndher gregorian', 'pananggalan grégorius'];Pananggalan Grégoriyus utawa Kalèndher Grégoriyus iku pananggalan wektu sing paling akèh digunakaké ing Donya Kulon.
cognitive-event;['sinisisme'];Sinisisme utawa Sinisme ndhik wujud asliné ya iku paham sing dienut karo mazhab Sinis, mazhab filsafat Yunani sing ora nduwé gegayuhan lan mesti nganggep uwong liyo luwih ala, amarga kuwi piyambaké cynic atawa sinis.
cognitive-event;['senyawa ambu'];Senyawa ambu, uga dikenal minangka odorant, ambu, wewangian, utawa rasa, iku senyawa kimia sing wis mambu utawa ambu enak.
cognitive-event;['kuciwo'];Kuciwo yaiku rasa ora marem sing nuwuhake kegagalan pangarepan utawa pangarep-arep kang ora bisa diwujudake.
cognitive-event;['nada'];Nada ya iku dhuwur cendhake, munggah mudhune swara tuladhané: Peserta nomer undi loro arep nembangake lagu wajib ing nada dhasar A..
cognitive-event;['sungkowo'];Sungkowo yaiku rasa nelangsa kang "luwih 'kuat' tinimbang kasusahan...
cognitive-event;['bungah'];Rasa seneng utawa bungah iku kadadean ing atine utawa pikiran sing ditandhani dening kacukupan kanggo kesenengan, katresnan, kepuasan, kesenengan, utawa bungah kuat.
cognitive-event;['nelangsa'];Nelangsa utawa sedhih minangka emosi sing ditandhai dening rasa ora seneng, kelangan, lan ora duwé daya.
cognitive-event;['pedhes'];Pedhes ya iku rasa saka ilat, biasané padha karo rasané lombok utawa rasa panas palsu.
cognitive-event;['pikolèhan basa'];Pikolèhan basa iku kegiyatan kang ditindakake manungsa kanthi tujuan oleh, ngasilke, lan nggunakaké tembung kanggo dimangerteni lan komunikasi.
cognitive-event;['panalaran déduksi', 'deduksi'];Panalaran déduksi iku cara nggawé tingkesan kanthi ningkes prakara umum dadi prakara kusus.
cognitive-event;['kasepen'];Kasepen minangka reaksi emosional sing ora nyenengake tumrap pamisahan sing dirasakake.
cognitive-event;['gumun'];Gumun yaiku emosi sing sebanding kaget yen wong rumangsa nalika ngrasakake kedadeyan langka utawa ora dikarepake.
cognitive-event;['fèsyen'];Fèsyen ya iku gagrag kang kaloka utawa kabudayan, mligi ing sesandhangan, anggon kanggo sikil, aksèsoris, kosmètik, awak manungsa, utawa mèbel.
cognitive-event;['ambu', 'arum'];Ambu utawa ganda iku saka anané dat kimia, lumrahé wujud wujud gas kanthi konsèntrasi èncèr, kang ketampa liwat indra pangambu.
cognitive-event;['pangrasa'];Sistem gustatory utawa indra rasa yaiku sistem indera sing tanggung jawab sebagian tumrap pemahaman rasa.
cognitive-event;['rasa'];Rasa, roso, utawa rasa minangka kesan persepsi panganan utawa zat liyane, lan ditemtokake utamane dening indra kimia sistem gustatory lan olfactory.
cognitive-modal-description;['sindrom down'];Sindrom Down miturut mèdis dipunwastani trisomi inggih punika suatu kaanan ing pundi baha génètik dipuntambahi nyèbapakén katarlambatan ing cara manawi bocah ngérémbag, punapa kanthi mental saha fisik.
cognitive-modal-description;['néoliberalisme'];Néoliberalisme sing uga dikenal minangka paham ékonomi neoliberal ngacu ing filosofi ékonomi-pulitik sing ngurangi utawa nulak campur tangan pamaréntah ing ékonomi dhomèstik.
cognitive-modal-description;['sosialisme', 'sosialis'];Istilah sosialisme utawa sosialis bisa ngacu marang sapérangan prakara kang ana gayutané karo ideologi utawa golongan ideologi, sistem ékonomi, lan nagara.
cognitive-modal-description;['kumunisme', 'komunisme', 'komunis'];Kuminisme iku ideologi ing donya.
cognitive-modal-description;['agnostisisme'];Agnostosisme iku sawijining aliran kapracayan.
cognitive-modal-description;['idhéologi', 'idéologi'];Idéologi iku kumpulan ide utawa gagasan.
cognitive-modal-description;['retardasi mental'];Retardasi mental inggih punika kondisi sakdéréngè yuswa 18 taun ingkang dipuntandai kaliyan cendhèk kecerdasan lan sulit beradhaptasi kaliya kauripan sadintèn-dinten.
cognitive-modal-description;['atéisme', 'ateisme', 'atheis'];Atéisme iku aliran kapracayan sing ora pracaya yèn ana Gusti Allah utawa Déwa utawa panulakan marang téisme..
cognitive-modal-description;['supremasi putih'];Supremasi putih utawa supremasisme putih iku pangandel kang rasis kang pitaya yèn wong kulit putih iku unggul lan kudu dianggep luwih wigati, kuwasa, lan mrabawani tinimbang ras liyané.
combinatorial-system;['sintaksis'];Sintaksis utawi widyaukara menika péranganing ngèlmu linguistik ingkang ngrembag babagan ukara.
communication-method;['psikokinesis'];Psikokinesis, ya iku kamampuan manipulasi objek fisik namung modal pikiran.
course;['semaput'];Semaput ya iku kaanan ilange eksadharan kanthi dumadakan lan racaké mung sawatara, kang disebabake kurange aliran getih lan oksigèn menyang utek.
course;['stroke'];Stroke iku siji kaanan kang dumadi nalika pasokan getih menyang siji pérangan utek dumadakan kaganggu.
course;['pandemi'];Pandèmi inggih punika pényakit ingkang nular saha nyébar ngélampahi populasi manungsa ing kuwasaan ing jawi, tuladhanipun bawana utawi ing sédaya donya.
course;['grahana rembulan'];Grahana rembulan kedadéyan nalika sebagéyan utawa kabèh penampang rembulan katutup déning ayang-ayang bumi.
course;['pati'];Pati minangka penghentian permanen kanggo kabeh fungsi biologis sing nyengkuyung organisme urip.
course;['grahana srengéngé', 'grahana srengenge'];Grahana srengéngé kadadosan nalika posisi Bulan wonten ing antaraning Bumi lan Srengéngé saéngga nutup sabagéyan utawi sadaya cahya Srengéngé.
dependent-place;['déklinasi', 'deklinasi'];Déklinasi, utawa sajeroning Basa Inggris karan Declination, kanthi simbol δ, iku istilah astronomi sing digandhèngaké karo sistem koordinat ekuator.
dependent-place;['lapisan ozon'];Lapisan ozon ya iku dat oksigèn kang kuwat, ngracuni, lan dat kang bisa matèni jisim renik kang kuwat uga.
dependent-place;['stomata'];Sawijining stoma utawa stomata ya iku bolongan cilik kang ana ing èpidèrmis lan sisihan karo sèl jaga kang njalari mbukak nutupé stoma kanggo ngatur metuné banyu ana ing kulit godhong, sok diarani cangkèm godhong.
dependent-place;['guwa'];Guwa ya iku bolongan alami ing lemah kang lumayan gedhé lan jero.
dependent-place;['itik-itik'];Itik-itik utawa itikan, mata itik, bolongan benik iku bolongan ing sandhangan utamané ing klambi hèm kang dipigunakaké dalan liwaté benik kanggo nutup awak kanthi nangkepaké blèwèhan klambi.
dependent-place;['pupil'];Pupil inggih punika salah satunggaling pérangan netra.
dependent-place;['kandhang'];Kandhang iku omah utawa papaning kéwan sing diingu manungsa.
dependent-place;['troposfer', 'troposfera'];Troposfer ya iku lapisan atmosfer palinh endhep kang kira-kira kandhelé kira-kira nganti 10 kilometer ning ndhuwuré bumi.
dependent-place;['inti atom'];Inti atom utawa nukleus ya iku pusaté atom.
dependent-place;['litosfer'];Litosfer ya iku kulit bumi kang paling jaba, wujud watu kang atos.
ecological-collective;['tetuwuhan', 'tetanduran', 'flora', 'plant', 'plantae', 'tandhuran', 'tanduran', 'tetandhuran', 'tuwuhan', 'têtanduran'];Tetuwuhan iku ing èlmu Biologi tegesé titah kang kagolong Regnum Plantae, ing antarané: kabèh tetuwuhan mawa pembuluh, kang semu lan kang sajati.
ecological-collective;['alas', 'wana'];Alas utawa wana iku kawasan kang dituwuhi wit-witan kang ketel.
event;['maraton'];Maraton iku ajang mlayu let adoh sadawané 42,195 km sing bisa ditempuh minangka lomba ing dalan gedhé uga njaba dalan gedhé.
event;['tsunami'];Tsunami, iku ombak kang ana sawisé ana lindhu, gunung geni njeblug, utawa horeging météor kang ngantem tiba ing segara.
event;['adu jago'];Adu jago ya iku sawijining dolanan kanggo kasenengan wong diwasa, kanthi ngadu pitik jago cacah loro ing papan kang karan kalangan.
event;['balap karung'];Balap karung ya iku lelombhan dolanan tradhisional kang misuwur ing dina dadi utawa Dina kamardhikan Indonésia saha misuwur ing sakiteré panduduk kutha lan dhusun ing tlatah jawa.
event;['kampanye pulitik'];Kampanye pulitik iku upaya sing katata kanggo mempengaruhi prosès gawé kaputusan ing sawijining klompok.
event;['lahar', 'wlahar'];Wwlahar iku aliran material vulkanik kang racaké wujud campuran watu, pasir lan krikil amarga anané ilining banyu kang dumadi ing èrèng-èrènging gunung.
event;['pambuahan', 'pembuahan'];Pambuahan utawa fertilisasi iku paleburan loro gamet sing bisa wujud nukleus utawa sèl-sèl mawa nukleus kanggo minangka sèl tunggal utawa paleburan nukleus.
event;['ombak'];Ombak ya iku prastawa munggah mudhuné partikel-partikel banyu.
event;['nuh', 'nabi nuh as'];Nuh ya iku rasul kang dicaritakake ing sajeroning Torèt, Alkitab, lan Al-Quran.Nuh diangkat dadi nabi ing taun 3650 SM. Minangka urip ing laladan kidul Irak modhèren.
event;['gim olympiadé', 'olimpiade'];Olympiade utawa olimpiade, ya iku acara ulah raga internasional petang tahunan sing nandingaké cabang-cabang ulah raga mangsa katiga lan mangsa rendeng lan dimèloni déning éwonan atlet sing padha saingan ing warna-warna tetandhingan ulah raga.
event;['nikah'];Mantènan utawi upacara pengikatan janji nikah ingkang dirayakan utawi dipunlampahi kaliyan kalih tiyang kaliyan maksud meresmikan ikatan pérkawinan kanthi norma agami, norma ukum, lan norma sosial.
functional-matter;['chop suey'];Chop suey minangka panganan dipercaya wis ditemokake ing AS dening Amerika Serikat Tiongkok, nanging antropolog EN Anderson, sarjana panganan Tionghoa, nyinaoni panganan kasebut kanggo tsap seui, umume ing Taishan, sawijining kabupaten ing provinsi Guangdong, omah saka akeh imigran Tionghoa wiwitan ing Amerika Serikat.
functional-matter;['krim njendhel'];Krim klot punika salah sawijining olahan arupa krim digawe dening sacara ora langsung panas full-krim sapi kang susu nggunakake uap utawa adus banyu lan banjur ninggalake iku ing panci cethek kanggo kelangan alon.
functional-matter;['pudhing kapri'];Puding polong, uga dikenal minangka bubur kacang polong, yaiku panganan puding gurih sing digawe saka legum sing digodhog,
functional-matter;['kuwé tipsy'];Kue tipis minangka kue panganan cuci mulut sing legi, digawe saka " kue spons seger sing direndhem ing sherry lan brendi sing apik." Masakan sing disiapake ing Inggris biasane duwe sawetara kue cilik sing ditumpuk, kanthi retak ing antarane rambut almond.
functional-matter;['bubble lan squeak', 'bubble and squeak'];Bubble lan squeak minangka sajian sarapan tradisional Inggris sing digawe saka kentang lan kubis.
functional-matter;['endhog gulung', 'gulungan semi'];Gulungan semi minangka olah-olahan kanthi macem-macem isi, rempah-rempah utawa ukuran dimensi sing ditemokake ing Timur Asia, Asia Kidul, Timur Tengah lan Asia Kidul-Wétan.
functional-matter;['endhog gulung', 'gulungan semi'];Gulung endhog minangka maneka warnapanganan pembuka sing digoreng ing restoran Cina Amerika.
functional-matter;['souvlaki'];Souvlaki, souvlakia jamak, minangka salah sawijining￼￼ panganan cepat saji Yunani populer sing kalebu potongan daging lan kadhang-kadhang janganan sing dipanggang ing tusuk sate.
functional-matter;['chapati'];Chapati, uga dikenal minangka roti, safati, shabaati, phulka lan roshi, minangka roti rata tanpa ragi saka sub bawana India lan pokok ing India, Nepal, Bangladesh, Pakistan, Sri Lanka, Afrika Wétan lan Karibia.
functional-matter;['hangeul', 'hangul'];Hangeul, iku alfabèt utawa aksara kang dianggo nulis basa Koréa.
functional-matter;['cumi-cumi minangka panganan'];Cumi dipangan ing akeh masakan. ing basa Inggris, jeneng kuliner calamari asring digunakake kanggo masakan cumi-cumi.
functional-matter;['sushi'];Sushi ya iku panganan Jepang kang isiné sega kang diwangun bareng karo lawuh awujud panganan laut, daging, janganan mentah utawa kang wis dimasak.
functional-matter;['sukiyaki'];Sukiyaki ya iku irisan tipis daging sapi, janganan, lan tahu ing sajeroning panci wesi kang dimasak ing ndhuwur meja mangan kanthi cara digodhog.
functional-matter;['tempura'];Tempura minangka panganan Jepang awujud panganan laut, janganan, utawa tuwuhan alasan kang diclupake ing adonan saka glepung lan kuning endhog kang dicewerake nganggo banyu adhem banjur digoreng nganggo lenga kang akèh nganti wernane kuning enom.
functional-matter;['sashimi'];Sashimi ya iku panganan Jepang wujud panganan asal segara kanthi kaanan kang isih seger lan langsung dipangan nalika mentah bebarengan karo bumbu kaya déné kecap asin, parutan jaé, lan wasabi.
functional-matter;['kishka'];Kishka utawa kishke nuduhake macem-macem jinis sosis utawa usus sing diiseni kanthi isi sing digawé saka kombinasi daging lan panganan, asring gandum.
functional-matter;['tamalé'];Tamalé minangka olah-olahan tradisional Mesoamerican, digawé saka masa utawa adonan, sing didang ing kulit jagung utawa godhong gedhang.
functional-matter;['chili con carne'];Chili con carne, sing artine ' cabai karo daging', yaiku salah sawijining￼￼jinis panganan rebus pedhes sing isine mrica cabe, daging, lan asring tomat lan kacang-kacangan.
functional-matter;['saos molé', 'mole'];Saus mole sing wis disiyapake bakal disimpen udakara telung dina ing kulkas lan beku kanthi apik.
functional-matter;['enchilada'];Lan enchilada yaiku tortilla jagung sing digulung lan diisi karo saus gurih.
functional-matter;['tostada'];Tostada yaiku tembung Spanyol sing tegese "dipanggang".
functional-matter;['burrito'];Burrito iku salah siji panganan khas saka Mèksiko.
functional-matter;['taco'];Taco ya iku panganan tradhisional Mèksiko dumadi tortilla kagawé saka jagung utawa gandum kang dilempit utawa digulung ing njaba sakumpulan isèn-isènan.
functional-matter;['pita'];Pita utawa Pitta, iku salah siji suku yeast- ragi jinis flatbreads panggang saka glepung gandum, umum ing Mediterania, Tengah Wétan, lan tlatah liya tanggané.
functional-matter;['falafèl', 'falafel'];Falafèl iku sawijining panganan Wétan Tengah.
functional-matter;['adobo'];Adobo utawa adobar minangka panyerepan panganan mentah ing stok kanthi macem-macem paprika, oregano, uyah, bawang putih, lan cuka kanggo njaga lan nambah rasane.
