abstract-quality;['זהות אישית', 'אינדיבידואליות'];מודל סוציולוגי
agentive-physical-object;['ברווז אמריקאי', 'ברווז אמריקאי\u200e', 'ברווז אמריקני', 'האמריקאי widgeon', 'האנס אמריקנה'];אמריקה צ [מש ברווזיים]
agentive-physical-object;['דג שמש', 'דג שמש מגובשש', 'mola mola', 'מולה מולה', 'דג השמש', 'מולה', 'headfish', 'אוקיינוס דג שמש'];מין של דג גדול וכבד
agentive-physical-object;['חפרפרת ככובת-אף', 'חפרפרת מצויצת', 'חפרפרת מצוייצת', 'condylura cristata', 'חפרפרת כוכבת חוטם', 'starnose שומה', 'שומת כוכב חוטם'];חפרפרת קטנה החיה בצפון-מזרח אמריקה הצפונית
agentive-physical-object;['כינת לווייתן'];משפחה של סרטנאים
agentive-physical-object;['בן-חילף טף', 'טף', 'eragrostis tef', 'קמח טף', 'eragrostic abyssinica', 'טף דשא'];מין של צמח
agentive-physical-object;['אבטיח', 'מֶלוֹן אַפְרִיקָנִי', 'אֲבַטִּיחַ\u200e', 'citrullus lanatus', 'אבטיח פשוט', 'vulgaris citrullus', 'גפן אבטיח'];שיח ממשפחת הדלועיים שפירותיו משמשים למאכל
agentive-physical-object;['pignut אגוז', 'carya glabra', 'glabra', 'pignut', 'pignut היקורי', 'חום אגוז'];מין של צמח
agentive-physical-object;['erechtites hieracifolia'];מין של צמח
agentive-physical-object;['השושן הפרואני pelegrina', 'שושן פרואני', 'שושן של האינקה'];מין של צמח
agentive-physical-object;['נחשוני ים', 'כוכב שביר', 'brittlestar', 'ophiuroid', 'וbrittlestar', 'כוכב נחש', 'כוכבים שבירים', 'שבירי כוכבים'];מחלקה של בעלי חיים במערכת קווצי העור
agentive-physical-object;['אוכל-כול', 'אומניבור', 'אוכל-כל', 'אוכל כול', 'אוכל כל', 'אוכלי כול', 'אוכלי כל', 'אוכלים כל'];בעל חיים שתזונתו צמחית ובשרית כאחת
agentive-physical-object;['דרדר כחול', 'centaurea cyanoides', 'דגנית', 'centaurea cyanus', 'דגניות'];מין של צמח
agentive-physical-object;['monarda citriodora'];מין של צמח
agentive-physical-object;['medicago echinus', 'medicago intertexta', 'גולגולתא תלתן'];מין של צמח
agentive-physical-object;['spurge שיניים', 'החלבלוב dentata'];מין של צמח
agentive-physical-object;['פרוקונסול אפריקני', 'procônsul', 'proconsul africanus'];סוג של יונק
agentive-physical-object;['aromaticus coleus', 'coleus amboinicus', 'plectranthus amboinicus', 'המדינה הזיפן'];מין של צמח
agentive-physical-object;['clusia'];סוג של צמח
agentive-physical-object;['sorbus sitchensis', 'מערב הר אפר'];מין של צמח
agentive-physical-object;['sium sisarum', 'skirret'];מין של צמח
agentive-physical-object;['יערה יפנית', 'lonicera japonica'];מין של צמח
agentive-physical-object;['mercenaria mercenaria', 'quahog', 'ונוס mercenaria', 'צדפה קשה'];מין של רכיכה
agentive-physical-object;['arenaria', 'מיה arenaria'];מין של רכיכה
agentive-physical-object;['cladonia rangiferina', 'איילי חזזיות', 'הארקטי טחב', 'טחב איילים'];מין של צמח
agentive-physical-object;['גולם', 'גֹּלֶם', 'eclosion', 'puparium', 'גלמים'];שלב התפתחותי בחרקים מסוימים
agentive-physical-object;['adelges tsugae', 'adelgid הצמרי'];מין של חרק
agentive-physical-object;['lychnis coronaria', 'mullein ורוד', 'הוורד קמפיון', 'התענוג של הגנן'];מין של צמח
agentive-physical-object;['בן-חצב', 'scilla', 'חצב'];סוג של צמח
agentive-physical-object;['lanceolata חך', 'ribgrass', 'ribwort', 'אדוות דשא', 'חך אנגלית', 'חך צר עלים'];מין של צמח
agentive-physical-object;['החלבלוב peplus', 'הקטנוני spurge'];מין של צמח
agentive-physical-object;['araneus cavaticus', 'אסם עכביש'];מין של עכביש
agentive-physical-object;['phaius'];סוג של צמח
agentive-physical-object;['spiranthes cernua', 'בורג לבשר'];מין של צמח
agentive-physical-object;['איקריוטים', 'אֵיקָרְיוֹט\u200e', 'eukaryota', 'אאוקריוטים', 'eucarya', 'אאוקריוט', 'אאוקריוטי', 'אאוקריוטיים', 'אווקריוטים', 'אוקריוטי', 'אוקריוטיים', 'אוקריוטים', 'איאוקריוטיים', 'איקריוטי', 'איקריוטיים', 'יצורים בעלי גרעין', 'תא אאוקריוטי', 'תא אוקריוטי', 'eucaryote', 'eukaryote', 'האיקריוטים', 'וeukarya', 'תא האיקריוטים', 'תאים האיקריוטים'];יצורים תאיים בעלי גרעין ואברונים
agentive-physical-object;['הוויסקי לאבורנום', 'לכורנום alpinum', 'שרשרת זהב אלפיין'];מין של צמח
agentive-physical-object;['anagyroides לכורנום', 'גשם זהב', 'לאבורנום המשותף', 'שרשרת זהב'];מין של צמח
agentive-physical-object;['האמריקאי wistaria', 'האמריקאי ויסטריה', 'יסטריה frutescens'];מין של צמח
agentive-physical-object;['עובר', 'עֻבָּר', 'וולד', 'עוברית'];יצור חי חדש שנוצר כתוצאה מהפריה ומתקיים ברחם היונקים או בתוך ביצה, אצל בעלי חוליות אחרים (למעט במקרה פתולוגי של הריון חוץ רחמי ביונקים)
agentive-physical-object;['נימפית טוביה', 'polygonia פסיק', 'פסיק פרפר'];מין של חרק
agentive-physical-object;['בשר ציד', 'לצוד', 'משחק', 'gamebird', 'בשר משחק', 'חית משחק', 'ציפור משחק'];בשר חיות שניצודו
agentive-physical-object;['בעלי חוליות', 'בעלי גולגולת', 'craniata', 'vertebrata', 'חולייתן', 'חולייתנים', 'חוליתנים', 'בעלי-חוליות', 'craniate', 'חוליות'];תת-מערכה של מיתרניים המתאפיינים, כמשמעות השם, בקיום גולגולת של עצם או סחוס
agentive-physical-object;['matricarioides matricaria', 'עשב אננס', 'קמומיל rayless'];מין של צמח
agentive-physical-object;['hordeum pusillum', 'שעורה קטנה'];מין של צמח
agentive-physical-object;['מרור הגינות', 'sonchus oleraceus'];מין של צמח
agentive-physical-object;['מרור הגינות', 'sonchus oleraceus'];דף פירושונים
agentive-physical-object;['סאטיבה camelina', 'זהב של הנאה'];מין של צמח
agentive-physical-object;['papaver rhoeas', 'הפרג rhoeas', 'פלנדריה פרג', 'פרג תחום', 'פרג תירס'];מין של צמח
agentive-physical-object;['ברומית arvensis', 'התחום brome'];מין של צמח
agentive-physical-object;['bartonia', 'mentzelia lindleyi'];מין של צמח
agentive-physical-object;['דבק aparine', 'catchweed', 'clivers', 'דבק', 'קופיצי האביב', 'קופיצים'];מין של צמח
agentive-physical-object;['נורית ארסית', 'ranunculus sceleratus', 'נורית סלרי עלים', 'קלל crowfoot'];צמח עשבוני רעיל בעל פרחים צהובים
agentive-physical-object;['petunia axillaris', 'axillaris פטוניה', 'הלבנה גדולה פטוניה'];מין של צמח
agentive-physical-object;['ipomoea coccinea', 'בוקר תהילה אדומה', 'הכוכב ipomoea'];מין של צמח
agentive-physical-object;['ipomoea coccinea', 'בוקר תהילה אדומה', 'הכוכב ipomoea'];מין של צמח
agentive-physical-object;['costusroot', 'saussurea costus', 'saussurea lappa'];מין של צמח
agentive-physical-object;['phacelia campanularia'];מין של צמח
agentive-physical-object;['proboscidea louisianica', 'הטפר של השטן', 'חוטם פרח', 'טפר השטן הנפוץ', 'פיל ניב', 'צמח חד קרן משותף', 'שופרו'];מין של צמח
agentive-physical-object;['centaurea americana', 'פרח סל'];מין של צמח
agentive-physical-object;['amsinckia grandiflora', 'fiddleneck גדול פרחוני'];מין של צמח
agentive-physical-object;['שלפח', 'physalis peruviana', 'דומדמניות גלימה'];מין של צמח
agentive-physical-object;['amsinckia intermedia', 'amsinckia המשותף'];מין של צמח
agentive-physical-object;['malva neglecta', 'חלמית'];מין של צמח
agentive-physical-object;['papaver argemone', 'הפרג argemone'];מין של צמח
agentive-physical-object;['papaver argemone', 'הפרג argemone'];מין של צמח
agentive-physical-object;['ipomoea nil', 'ipomoea אפסי', 'פאר הבוקר יפני'];מין של צמח
agentive-physical-object;['rorippa palustris', 'rorippa islandica', 'ביצת גרגיר', 'גרגיר הנחלים צהוב'];מין של צמח
agentive-physical-object;['ipomoea טריקולור'];מין של צמח
agentive-physical-object;['campanula americana', 'באלפלווואר הגבוה'];מין של צמח
agentive-physical-object;['ברומית הגגות', 'cheatgrass', 'ברומית tectorum', 'הפלומתי brome', 'הפלומתי bromegrass', 'צניחת brome', 'רמות פלומתיות', 'שחמט פלומתי'];מין של צמח
agentive-physical-object;['canavalia ensiformis', 'ensiformis canavalia', 'מנייה ענקית שעועית', 'פלא שעועית', 'שקע שעועית'];מין של צמח
agentive-physical-object;['החלבלוב marginata', 'עשב רפאים', 'שלג ב-the-הר'];מין של צמח
agentive-physical-object;['חמנית מצויה', 'helianthus annuus', 'mirasol', 'חמניות משותפות'];מין של צמח
agentive-physical-object;['אמברוזיה artemisiifolia', 'אמברוזיה נפוצה', 'האמברוזיה artemisiifolia'];מין של צמח
agentive-physical-object;['ketmia שלפוחית', 'היביסקוס trionum', 'פרחים-of-שעות', 'פרחים של שעות'];מין של צמח
agentive-physical-object;['loosestrife זעתר', 'הדשא פולי', 'שנית hyssopifolia'];מין של צמח
agentive-physical-object;['קמפונית', 'ניגר נמלה', 'נמלים ניגרים'];סוג של חרק
agentive-physical-object;['מיתרניים', 'chordata', 'chordate', 'chordates'];מערכה של בעלי חיים
agentive-physical-object;['calosoma'];סוג של חרק
agentive-physical-object;['בשר ציד', 'לצוד', 'משחק', 'gamebird', 'בשר משחק', 'חית משחק', 'ציפור משחק'];בשר חיות שניצודו
agentive-physical-object;['פיטיים', 'pittidae', 'פיתה'];משפחת ציפורי שיר
agentive-physical-object;['echinocactus', 'בhomalocephala'];סוג של צמח
agentive-physical-object;['epiphyllum', 'סחלב קקטוס'];סוג של צמח
agentive-physical-object;['mammillaria'];סוג של צמח
agentive-physical-object;['זוחלים', 'זוֹחֵל\u200e', 'זוחל', 'reptilia'];קבוצה של בעלי חיים חולייתנים שבעבר נחשבה למחלקה
agentive-physical-object;['אשוחית', 'picea'];סוג של צמח
agentive-physical-object;['davallia'];סוג של צמח
agentive-physical-object;['woodsia'];סוג של צמח
agentive-physical-object;['discina'];סוג של פטריה
agentive-physical-object;['helvella'];סוג של פטריה
agentive-physical-object;['lepiota'];סוג של פטריה
agentive-physical-object;['pythium'];סוג של פטריה
agentive-physical-object;['sclerotinia'];סוג של פטריה
agentive-physical-object;['calceolaria', 'נעלנית'];סוג של צמח
agentive-physical-object;['pogonia'];סוג של צמח
agentive-physical-object;['epacris'];סוג של צמח
agentive-physical-object;['lecanora'];סוג של פטריה
agentive-physical-object;['trillium'];סוג של צמח
agentive-physical-object;['trillium'];מין של צמח
agentive-physical-object;['אדם', 'הָאָדָם', 'אנושי', 'homo', 'אדם מודרני', 'אדם נבון', 'אנושית', 'בן אדם', 'בן אנוש', 'בת אדם', 'בת אנוש', 'האדם המודרני', 'האדם הנבון', 'הומו ספיינס', 'המין האנושי', 'הומו ספיאנס ספיאנס', 'homo sapiens', 'homo sapiens sapiens', 'אדם נבון מודרני', 'אנושות', 'אנושיות', 'באי עולם', 'בן-אדם', 'בנאדם', 'בני-אדם', 'בני אדם', 'בני האדם', 'בת-אדם', 'האנושות', 'הומו סאפיאנס', 'הומו סאפיינס', 'הומו ספיאנס', 'הומו ספייאנס', 'ההומו'];מין בסוג אדם
agentive-physical-object;['אדם', 'הָאָדָם', 'אנושי', 'homo', 'אדם מודרני', 'אדם נבון', 'אנושית', 'בן אדם', 'בן אנוש', 'בת אדם', 'בת אנוש', 'האדם המודרני', 'האדם הנבון', 'הומו ספיינס', 'המין האנושי', 'הומו ספיאנס ספיאנס', 'homo sapiens', 'homo sapiens sapiens', 'אדם נבון מודרני', 'אנושות', 'אנושיות', 'באי עולם', 'בן-אדם', 'בנאדם', 'בני-אדם', 'בני אדם', 'בני האדם', 'בת-אדם', 'האנושות', 'הומו סאפיאנס', 'הומו סאפיינס', 'הומו ספיאנס', 'הומו ספייאנס', 'ההומו'];תיאור והרחבה לסוגי אדם קדומים
